node_id,zone_id,x_coord,y_coord,original_node_id,activity_type,is_boundary
21600,,-112.03756,33.45103,216,motorway,0
21800,,-112.03668,33.45309,218,motorway,0
21401,,-112.03739,33.45115,214,motorway,0
22700,,-112.03385,33.46151,227,motorway,0
22001,,-112.03474,33.46135,220,motorway,0
9300,,-112.03813,33.4596,93,motorway,0
22101,,-112.03822,33.46009,221,motorway,0
7600,,-112.03831,33.46007,76,motorway,0
9701,,-112.03801,33.46151,97,motorway,0
22301,,-112.03761,33.46204,223,motorway,0
22401,,-112.03644,33.4617,224,motorway,0
9600,,-112.03737,33.46277,96,motorway,0
23600,,-112.03745,33.46353,236,motorway,0
11800,,-112.043,33.46201,118,motorway,0
11601,,-112.03663,33.46205,116,motorway,0
22500,,-112.03862,33.46236,225,motorway,0
7302,,-112.03225,33.4618,73,motorway,0
4501,,-112.03381,33.46252,45,motorway,0
23500,,-112.03729,33.46364,235,motorway,0
7401,,-112.03065,33.46196,74,motorway,0
23300,,-112.0296,33.46193,233,motorway,0
11701,,-112.03663,33.46211,117,motorway,0
2700,,-112.03522,33.46216,27,motorway,0
2701,,-112.03548,33.46217,27,motorway,0
2201,,-112.03663,33.46221,22,motorway,0
4401,,-112.03189,33.46229,44,motorway,0
23001,,-112.03067,33.46221,230,motorway,0
31101,,-112.03039,33.46217,311,motorway,0
22801,,-112.03066,33.46209,228,motorway,0
21901,,-112.03882,33.4628,219,motorway,0
39300,,-112.03843,33.46459,393,motorway,0
7501,,-112.03771,33.46433,75,motorway,0
23700,,-112.0377,33.46409,237,motorway,0
3801,,-112.03824,33.46475,38,motorway,0
4700,,-112.038,33.46556,47,motorway,0
23900,,-112.038,33.46627,239,motorway,0
3702,,-112.03822,33.46554,37,motorway,0
40100,,-112.06507,33.46228,401,motorway,0
6901,,-112.06989,33.46251,69,motorway,0
14801,,-112.07693,33.46184,148,motorway,0
800,,-112.07633,33.46142,8,motorway,0
32000,,-112.07004,33.46205,320,motorway,0
32100,,-112.06922,33.46201,321,motorway,0
15000,,-112.07918,33.4619,150,motorway,0
14701,,-112.08168,33.4611,147,motorway,0
14702,,-112.0815,33.46107,147,motorway,0
14502,,-112.07996,33.46133,145,motorway,0
14503,,-112.07998,33.4614,145,motorway,0
14703,,-112.08152,33.46114,147,motorway,0
37200,,-112.08277,33.46092,372,motorway,0
37201,,-112.08271,33.46102,372,motorway,0
37300,,-112.08267,33.46112,373,motorway,0
37301,,-112.08262,33.46123,373,motorway,0
41100,,-112.0826,33.4613,411,motorway,1
37100,,-112.08254,33.46109,371,motorway,0
37101,,-112.08261,33.46099,371,motorway,0
41200,,-112.08265,33.46091,412,motorway,0
41201,,-112.08269,33.4608,412,motorway,0
24300,,-112.08271,33.46075,243,motorway,1
24400,,-112.03496,33.43775,244,motorway,0
45200,,-112.03684,33.43905,452,motorway,0
8800,,-112.03443,33.4376,88,motorway,0
42700,,-112.03759,33.44078,427,motorway,0
24501,,-112.03497,33.43752,245,motorway,0
24601,,-112.03758,33.44119,246,motorway,0
6200,,-112.03738,33.43751,62,motorway,0
24701,,-112.03713,33.44105,247,motorway,0
24901,,-112.03784,33.43656,249,motorway,0
25200,,-112.03707,33.42849,252,motorway,0
15900,,-112.03777,33.43119,159,motorway,0
34200,,-112.03733,33.43174,342,motorway,0
16300,,-112.03736,33.43324,163,motorway,0
25100,,-112.03734,33.43166,251,motorway,0
16800,,-112.03728,33.43165,168,motorway,0
6001,,-112.03733,33.4312,60,motorway,0
5901,,-112.03694,33.42892,59,motorway,0
1700,,-112.03661,33.42802,17,motorway,0
46700,,-112.03157,33.42667,467,motorway,0
5600,,-112.0352,33.42792,56,motorway,0
5700,,-112.03781,33.42773,57,motorway,0
5701,,-112.03779,33.42764,57,motorway,0
5601,,-112.03521,33.42782,56,motorway,0
5702,,-112.03806,33.42769,57,motorway,0
16601,,-112.0421,33.42749,166,motorway,0
16602,,-112.0421,33.42739,166,motorway,0
5703,,-112.03804,33.4276,57,motorway,0
13000,,-112.03708,33.42689,130,motorway,0
47200,,-112.0338,33.42667,472,motorway,0
47201,,-112.0338,33.42676,472,motorway,0
13001,,-112.03706,33.42698,130,motorway,0
102,,-112.03843,33.42704,1,motorway,0
13002,,-112.03733,33.42691,130,motorway,0
13003,,-112.03732,33.42701,130,motorway,0
103,,-112.03841,33.42713,1,motorway,0
25300,,-112.03093,33.42714,253,motorway,0
5602,,-112.03494,33.42791,56,motorway,0
5603,,-112.03495,33.42781,56,motorway,0
25301,,-112.03096,33.42705,253,motorway,0
5801,,-112.03646,33.4283,58,motorway,0
25400,,-112.03002,33.42645,254,motorway,0
44100,,-112.02653,33.42546,441,motorway,0
5501,,-112.0308,33.42684,55,motorway,0
25602,,-112.03013,33.42696,256,motorway,0
25302,,-112.03068,33.42708,253,motorway,0
25303,,-112.03071,33.42699,253,motorway,0
25603,,-112.03016,33.42687,256,motorway,0
36700,,-112.02379,33.43778,367,motorway,0
26600,,-112.0298,33.43769,266,motorway,0
27001,,-112.03403,33.43769,270,motorway,0
9001,,-112.03442,33.43769,90,motorway,0
26800,,-112.03062,33.43761,268,motorway,0
26901,,-112.03062,33.43769,269,motorway,0
26701,,-112.02979,33.43761,267,motorway,0
49200,,-112.10073,33.46157,492,motorway,1
49300,,-112.10075,33.42893,493,motorway,1
49400,,-112.10077,33.46205,494,motorway,1
49500,,-112.10077,33.46144,495,motorway,1
39400,,-112.10004,33.46114,394,motorway,1
27700,,-112.0981,33.46122,277,motorway,0
41300,,-112.09647,33.46139,413,motorway,0
27800,,-112.09854,33.46214,278,motorway,0
47100,,-112.09987,33.46213,471,motorway,1
27101,,-112.09404,33.46198,271,motorway,0
33901,,-112.09085,33.46147,339,motorway,0
17201,,-112.09966,33.4288,172,motorway,0
28300,,-112.09569,33.42939,283,motorway,0
28201,,-112.09418,33.42941,282,motorway,0
28401,,-112.09144,33.42965,284,motorway,0
17700,,-112.09094,33.42956,177,motorway,0
3600,,-112.08705,33.42962,36,motorway,0
18501,,-112.09093,33.42969,185,motorway,0
18401,,-112.08654,33.42973,184,motorway,0
18901,,-112.08709,33.42978,189,motorway,0
1300,,-112.08557,33.4295,13,motorway,0
28502,,-112.08656,33.42959,285,motorway,0
28700,,-112.08217,33.4292,287,motorway,0
28901,,-112.08272,33.42939,289,motorway,0
29100,,-112.07406,33.4286,291,motorway,0
46500,,-112.06906,33.42824,465,motorway,0
17601,,-112.07346,33.4284,176,motorway,0
18200,,-112.06549,33.42895,182,motorway,0
17501,,-112.06483,33.42889,175,motorway,0
903,,-112.04299,33.42726,9,motorway,0
29501,,-112.04751,33.42724,295,motorway,0
29600,,-112.04809,33.42738,296,motorway,0
17301,,-112.06484,33.42904,173,motorway,0
6102,,-112.02861,33.42647,61,motorway,0
25501,,-112.03,33.42672,255,motorway,0
49600,,-112.02009,33.46214,496,motorway,1
400,,-112.02338,33.46219,4,motorway,0
29900,,-112.03848,33.4798,299,motorway,0
30000,,-112.03842,33.47791,300,motorway,0
30100,,-112.03825,33.47981,301,motorway,0
4001,,-112.0382,33.47818,40,motorway,0
29701,,-112.03845,33.4776,297,motorway,0
30300,,-112.03839,33.48053,303,motorway,0
3900,,-112.03909,33.48256,39,motorway,0
44500,,-112.03979,33.48405,445,motorway,0
30600,,-112.04017,33.48461,306,motorway,0
44600,,-112.03979,33.48295,446,motorway,0
35100,,-112.03933,33.48256,351,motorway,0
30800,,-112.04082,33.48544,308,motorway,0
30900,,-112.04068,33.48537,309,motorway,0
30701,,-112.04076,33.4849,307,motorway,0
10701,,-112.04091,33.485,107,motorway,0
49700,,-112.04096,33.48567,497,motorway,1
49800,,-112.04095,33.48574,498,motorway,1
49900,,-112.02054,33.42195,499,motorway,1
5401,,-112.0242,33.42466,54,motorway,0
8000,,-112.08899,33.46169,80,motorway,0
27601,,-112.09094,33.46189,276,motorway,0
50000,,-112.10073,33.46193,500,motorway,1
12101,,-112.06097,33.46211,121,motorway,0
27302,,-112.09859,33.46156,273,motorway,0
6701,,-112.04584,33.4622,67,motorway,0
7000,,-112.06008,33.4617,70,motorway,0
7701,,-112.05293,33.46184,77,motorway,0
12400,,-112.07798,33.46146,124,motorway,0
30201,,-112.03823,33.47777,302,motorway,0
2300,,-112.03829,33.46255,23,motorway,0
4301,,-112.03726,33.46192,43,motorway,0
19001,,-112.03743,33.46226,190,motorway,0
5301,,-112.03871,33.47388,53,motorway,0
48000,,-112.03874,33.47085,480,motorway,0
2,,-112.03268,33.46199,0,motorway,0
22901,,-112.03067,33.46216,229,motorway,0
4802,,-112.04171,33.46247,48,motorway,0
23101,,-112.02959,33.46217,231,motorway,0
12001,,-112.04012,33.46119,120,motorway,0
38500,,-112.06532,33.46108,385,motorway,1
13901,,-112.03649,33.45248,139,motorway,0
34000,,-112.06426,33.42855,340,motorway,1
22601,,-112.03384,33.46146,226,motorway,0
43000,,-112.03805,33.44938,430,motorway,0
32200,,-112.03881,33.44713,322,motorway,1
34100,,-112.03618,33.44838,341,motorway,1
31800,,-112.03879,33.44838,318,motorway,1
50600,,-112.03655,33.44846,506,motorway,0
32702,,-112.03655,33.44865,327,motorway,0
20801,,-112.03643,33.45125,208,motorway,0
11000,,-112.03919,33.48228,110,motorway,0
35200,,-112.03925,33.48286,352,motorway,0
30401,,-112.04044,33.48478,304,motorway,0
1101,,-112.03861,33.48051,11,motorway,0
33300,,-112.03743,33.46593,333,motorway,1
10601,,-112.03767,33.46647,106,motorway,0
33600,,-112.03791,33.46795,336,motorway,0
1800,,-112.02674,33.46237,18,motorway,0
5202,,-112.03933,33.48344,52,motorway,0
30500,,-112.03947,33.48363,305,motorway,0
32300,,-112.03817,33.44134,323,motorway,0
36400,,-112.03621,33.44719,364,motorway,1
36900,,-112.08252,33.45986,369,motorway,1
36800,,-112.03875,33.47607,368,motorway,0
38100,,-112.03018,33.46198,381,motorway,1
37700,,-112.03025,33.46208,377,motorway,0
37900,,-112.0303,33.46221,379,motorway,1
38200,,-112.03029,33.4622,382,motorway,0
38400,,-112.06508,33.4608,384,motorway,1
35600,,-112.06526,33.46387,356,motorway,1
9400,,-112.03871,33.46385,94,motorway,0
23401,,-112.03864,33.46383,234,motorway,0
39500,,-112.03656,33.44466,395,motorway,0
32801,,-112.03652,33.44625,328,motorway,0
39700,,-112.03363,33.43997,397,motorway,1
18701,,-112.07868,33.42903,187,motorway,0
29001,,-112.08215,33.42934,290,motorway,0
14602,,-112.08754,33.4615,146,motorway,0
27202,,-112.09858,33.46196,272,motorway,0
27401,,-112.09414,33.46156,274,motorway,0
27501,,-112.09093,33.46148,275,motorway,0
501,,-112.0897,33.46136,5,motorway,0
21701,,-112.03755,33.45174,217,motorway,0
6602,,-112.03751,33.4567,66,motorway,0
48100,,-112.03752,33.45618,481,motorway,0
50800,,-112.0381,33.44709,508,motorway,0
14300,,-112.06918,33.4626,143,motorway,0
3402,,-112.06096,33.46174,34,motorway,0
11902,,-112.04672,33.46223,119,motorway,0
7800,,-112.05418,33.46215,78,motorway,0
7202,,-112.04563,33.46181,72,motorway,0
38800,,-112.06526,33.46249,388,motorway,1
40400,,-112.06523,33.46234,404,motorway,0
38700,,-112.06512,33.46199,387,motorway,1
40800,,-112.06514,33.46204,408,motorway,0
40700,,-112.06526,33.46216,407,motorway,0
40801,,-112.06523,33.46204,408,motorway,0
38600,,-112.06525,33.46199,386,motorway,1
40802,,-112.06519,33.46215,408,motorway,0
40701,,-112.06521,33.4622,407,motorway,0
40300,,-112.06511,33.46213,403,motorway,0
40200,,-112.06508,33.4621,402,motorway,0
40301,,-112.06516,33.46218,403,motorway,0
40803,,-112.06518,33.46215,408,motorway,0
8401,,-112.06479,33.46183,84,motorway,0
40401,,-112.06514,33.46234,404,motorway,0
38900,,-112.06509,33.46248,389,motorway,1
40402,,-112.06519,33.46223,404,motorway,0
40302,,-112.06516,33.4622,403,motorway,0
8301,,-112.06558,33.46267,83,motorway,0
40303,,-112.06509,33.46226,403,motorway,0
40702,,-112.06521,33.46221,407,motorway,0
40403,,-112.0652,33.46223,404,motorway,0
40703,,-112.06527,33.46231,407,motorway,0
40501,,-112.06528,33.46233,405,motorway,0
15601,,-112.0837,33.46154,156,motorway,0
15700,,-112.0854,33.46158,157,motorway,0
42100,,-112.08279,33.46268,421,motorway,1
40900,,-112.08285,33.46225,409,motorway,0
24201,,-112.07794,33.46136,242,motorway,0
41000,,-112.08272,33.4613,410,motorway,1
37302,,-112.0827,33.46123,373,motorway,0
37303,,-112.08266,33.46112,373,motorway,0
37102,,-112.08261,33.46101,371,motorway,0
37103,,-112.08254,33.4609,371,motorway,0
15301,,-112.08218,33.46067,153,motorway,0
700,,-112.08276,33.46,7,motorway,1
37000,,-112.08256,33.46204,370,motorway,1
46400,,-112.08028,33.46175,464,motorway,0
36500,,-112.08259,33.46077,365,motorway,1
41202,,-112.0826,33.4608,412,motorway,0
41203,,-112.08265,33.46091,412,motorway,0
37202,,-112.08271,33.46101,372,motorway,0
37203,,-112.08278,33.46111,372,motorway,0
15801,,-112.08312,33.46139,158,motorway,0
16400,,-112.03706,33.43522,164,motorway,0
16501,,-112.03699,33.43598,165,motorway,0
41601,,-112.03714,33.43467,416,motorway,0
41400,,-112.03811,33.43467,414,motorway,0
36200,,-112.03957,33.43669,362,motorway,1
35901,,-112.03894,33.43667,359,motorway,0
35702,,-112.03836,33.43638,357,motorway,0
16200,,-112.03833,33.43618,162,motorway,0
32500,,-112.03779,33.44047,325,motorway,0
38201,,-112.03025,33.46213,382,motorway,0
37600,,-112.03024,33.46212,376,motorway,0
38202,,-112.03025,33.46215,382,motorway,0
38300,,-112.03018,33.46226,383,motorway,1
37701,,-112.03026,33.4621,377,motorway,0
38000,,-112.03027,33.46211,380,motorway,0
37702,,-112.03026,33.46208,377,motorway,0
37800,,-112.03033,33.46198,378,motorway,1
50903,,-112.03791,33.46579,509,motorway,0
34300,,-112.03787,33.46577,343,motorway,1
50904,,-112.03794,33.46597,509,motorway,0
50905,,-112.03828,33.46567,509,motorway,0
10900,,-112.03795,33.47835,109,motorway,1
5000,,-112.03941,33.48215,50,motorway,1
10800,,-112.03876,33.47725,108,motorway,1
36801,,-112.03875,33.47625,368,motorway,0
32900,,-112.03743,33.46569,329,motorway,1
1900,,-112.04776,33.46157,19,motorway,0
39900,,-112.04763,33.46158,399,motorway,1
1901,,-112.04793,33.46158,19,motorway,0
42500,,-112.03738,33.43496,425,motorway,0
24801,,-112.03741,33.43653,248,motorway,0
42401,,-112.03737,33.43439,424,motorway,0
42600,,-112.03758,33.44034,426,motorway,0
13100,,-112.03759,33.43995,131,motorway,0
13201,,-112.03781,33.43756,132,motorway,0
31901,,-112.03806,33.44889,319,motorway,0
50801,,-112.03808,33.44751,508,motorway,0
50601,,-112.03655,33.44805,506,motorway,0
42901,,-112.03807,33.44782,429,motorway,0
1501,,-112.09476,33.42919,15,motorway,0
43100,,-112.09374,33.42928,431,motorway,0
28101,,-112.09145,33.42951,281,motorway,0
47000,,-112.03031,33.42711,470,motorway,1
43600,,-112.06792,33.46222,436,motorway,0
43400,,-112.08056,33.46148,434,motorway,0
43301,,-112.08185,33.4613,433,motorway,0
43501,,-112.06655,33.46213,435,motorway,0
31300,,-112.06922,33.46245,313,motorway,1
43801,,-112.09912,33.46213,438,motorway,0
43901,,-112.03758,33.45042,439,motorway,0
50906,,-112.03826,33.46597,509,motorway,0
3001,,-112.03775,33.43037,30,motorway,0
44000,,-112.02614,33.42529,440,motorway,0
13301,,-112.03758,33.4294,133,motorway,0
50100,,-112.02106,33.42193,501,motorway,1
41401,,-112.03814,33.43485,414,motorway,0
8701,,-112.03828,33.43948,87,motorway,0
12901,,-112.03706,33.44106,129,motorway,0
50700,,-112.03657,33.44709,507,motorway,0
50200,,-112.10075,33.42873,502,motorway,1
27901,,-112.10014,33.42876,279,motorway,0
10300,,-112.02704,33.46174,103,motorway,0
33800,,-112.03015,33.46271,338,motorway,1
2400,,-112.03022,33.46049,24,motorway,1
44300,,-112.03009,33.46131,443,motorway,0
9901,,-112.03092,33.46246,99,motorway,0
2702,,-112.03527,33.46217,27,motorway,0
41900,,-112.03033,33.46205,419,motorway,0
29301,,-112.04753,33.42738,293,motorway,0
6400,,-112.03888,33.48265,64,motorway,1
35301,,-112.03904,33.48298,353,motorway,0
26000,,-112.03806,33.44849,260,motorway,0
36101,,-112.03839,33.43665,361,motorway,0
35801,,-112.0384,33.43665,358,motorway,0
33601,,-112.03797,33.46812,336,motorway,0
42001,,-112.03796,33.47809,420,motorway,0
44501,,-112.03968,33.48389,445,motorway,0
36301,,-112.03957,33.48252,363,motorway,0
11302,,-112.03862,33.46497,113,motorway,0
44700,,-112.03863,33.46463,447,motorway,0
2301,,-112.0383,33.46251,23,motorway,0
11202,,-112.03867,33.46689,112,motorway,0
44901,,-112.03794,33.44991,449,motorway,0
26001,,-112.03806,33.44829,260,motorway,0
25901,,-112.03806,33.44826,259,motorway,0
50701,,-112.03657,33.44752,507,motorway,0
42801,,-112.03656,33.4477,428,motorway,0
45000,,-112.0379,33.44507,450,motorway,0
19801,,-112.03782,33.44468,198,motorway,0
45001,,-112.03794,33.44525,450,motorway,0
13500,,-112.03815,33.4413,135,motorway,1
35401,,-112.03816,33.44166,354,motorway,0
8901,,-112.037,33.43957,89,motorway,0
42301,,-112.03736,33.43383,423,motorway,0
2902,,-112.03785,33.43277,29,motorway,0
25001,,-112.03779,33.43167,250,motorway,0
10400,,-112.02356,33.46193,104,motorway,0
50300,,-112.02011,33.46187,503,motorway,1
8502,,-112.06387,33.46152,85,motorway,0
45300,,-112.0626,33.46155,453,motorway,0
45301,,-112.06239,33.46156,453,motorway,0
4902,,-112.02898,33.46251,49,motorway,0
45401,,-112.02836,33.46249,454,motorway,0
10301,,-112.02683,33.46176,103,motorway,0
42201,,-112.0483,33.46158,422,motorway,0
45501,,-112.04919,33.46158,455,motorway,0
37400,,-112.06311,33.46258,374,motorway,0
45701,,-112.0623,33.46244,457,motorway,0
9202,,-112.03836,33.46481,92,motorway,0
10102,,-112.03134,33.4615,101,motorway,0
4602,,-112.03793,33.465,46,motorway,0
7801,,-112.05464,33.46214,78,motorway,0
6802,,-112.05853,33.46213,68,motorway,0
33702,,-112.02855,33.46216,337,motorway,0
45901,,-112.08809,33.4611,459,motorway,0
9102,,-112.08154,33.46062,91,motorway,0
46001,,-112.08079,33.46078,460,motorway,0
46100,,-112.06813,33.46189,461,motorway,0
12302,,-112.06669,33.46164,123,motorway,0
8202,,-112.06659,33.46302,82,motorway,0
46200,,-112.06744,33.46296,462,motorway,0
12201,,-112.06918,33.46271,122,motorway,0
15102,,-112.08159,33.46156,151,motorway,0
46301,,-112.08093,33.46165,463,motorway,0
17002,,-112.06091,33.42881,170,motorway,0
48300,,-112.05287,33.42761,483,motorway,0
17401,,-112.06866,33.42826,174,motorway,0
3501,,-112.06551,33.42881,35,motorway,0
1002,,-112.07812,33.42883,10,motorway,0
28801,,-112.07407,33.42846,288,motorway,0
28601,,-112.0827,33.42925,286,motorway,0
18302,,-112.06913,33.42837,183,motorway,0
29201,,-112.07346,33.42855,292,motorway,0
16603,,-112.0424,33.42744,166,motorway,0
46601,,-112.04285,33.42743,466,motorway,0
20201,,-112.02583,33.42513,202,motorway,0
46901,,-112.0253,33.42483,469,motorway,0
46701,,-112.03119,33.42662,467,motorway,0
3101,,-112.03085,33.42656,31,motorway,0
51000,,-112.03016,33.42618,510,motorway,1
46801,,-112.02905,33.42599,468,motorway,0
6103,,-112.02822,33.42638,61,motorway,0
15402,,-112.08421,33.46049,154,motorway,0
2302,,-112.03831,33.46233,23,motorway,0
22201,,-112.03837,33.46169,222,motorway,0
32602,,-112.03812,33.44678,326,motorway,0
12802,,-112.03813,33.44648,128,motorway,0
47202,,-112.03354,33.42667,472,motorway,0
46702,,-112.03153,33.42661,467,motorway,0
46703,,-112.03153,33.4267,467,motorway,0
47203,,-112.03354,33.42676,472,motorway,0
47500,,-112.03705,33.44854,475,motorway,0
47401,,-112.03711,33.44854,474,motorway,0
47301,,-112.03703,33.44902,473,motorway,0
8602,,-112.06368,33.46269,86,motorway,0
35500,,-112.06501,33.46387,355,motorway,1
31400,,-112.09832,33.42931,314,motorway,1
47601,,-112.09604,33.42897,476,motorway,0
38001,,-112.03031,33.46207,380,motorway,0
10202,,-112.02907,33.46159,102,motorway,0
44201,,-112.02887,33.46158,442,motorway,0
38002,,-112.03028,33.46212,380,motorway,0
41801,,-112.03033,33.46216,418,motorway,0
38003,,-112.03027,33.46212,380,motorway,0
38203,,-112.03026,33.46214,382,motorway,0
37601,,-112.03024,33.46211,376,motorway,0
37703,,-112.03025,33.46209,377,motorway,0
37602,,-112.03019,33.46205,376,motorway,0
41501,,-112.03018,33.46204,415,motorway,0
37603,,-112.03023,33.46212,376,motorway,0
45601,,-112.04981,33.46161,456,motorway,0
48700,,-112.04891,33.46262,487,motorway,0
47901,,-112.03964,33.46292,479,motorway,0
23801,,-112.03823,33.46625,238,motorway,0
11102,,-112.03876,33.47022,111,motorway,0
4102,,-112.03846,33.4696,41,motorway,0
4202,,-112.03845,33.47387,42,motorway,0
29401,,-112.04809,33.42724,294,motorway,0
18601,,-112.09968,33.42898,186,motorway,0
12702,,-112.03655,33.45554,127,motorway,0
19102,,-112.03661,33.45874,191,motorway,0
19601,,-112.03713,33.44412,196,motorway,0
3302,,-112.04725,33.46185,33,motorway,0
26301,,-112.02511,33.43778,263,motorway,0
202,,-112.03756,33.45218,2,motorway,0
36602,,-112.02608,33.43747,366,motorway,0
26502,,-112.0262,33.43778,265,motorway,0
50400,,-112.0412,33.48567,504,motorway,1
29801,,-112.04118,33.48562,298,motorway,0
7901,,-112.07809,33.46184,79,motorway,0
16902,,-112.05227,33.42753,169,motorway,0
43201,,-112.0294,33.4269,432,motorway,0
17802,,-112.05275,33.42775,178,motorway,0
48500,,-112.05946,33.42873,485,motorway,0
17902,,-112.0608,33.42893,179,motorway,0
13702,,-112.03658,33.44651,137,motorway,0
48602,,-112.03658,33.44669,486,motorway,0
7802,,-112.05431,33.46216,78,motorway,0
24101,,-112.0692,33.46219,241,motorway,0
26200,,-112.03015,33.43688,262,motorway,1
26400,,-112.03011,33.43708,264,motorway,0
26401,,-112.03018,33.43709,264,motorway,0
26201,,-112.03022,33.43689,262,motorway,1
48801,,-112.0303,33.43772,488,motorway,0
48901,,-112.02937,33.43742,489,motorway,0
48202,,-112.02519,33.43738,482,motorway,0
49001,,-112.02492,33.4374,490,motorway,0
