link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,original_link_id,original_node_id,main_node_id,movement_str,TMC
110,12001,22401,,,346.6664509715306,2,nan,120.0,motorway,1,,"LINESTRING (-112.04012 33.46119,-112.03974 33.46119,-112.0394 33.46121,-112.03918 33.46123,-112.03888 33.46127,-112.03828 33.46139,-112.0377 33.4615,-112.03731 33.46157,-112.03694 33.46163,-112.03644 33.4617)",110,,,,
111,22401,2,,,351.5895465364072,2,nan,120.0,motorway,1,,"LINESTRING (-112.03644 33.4617,-112.0358 33.46182,-112.03526 33.46188,-112.03486 33.46192,-112.03404 33.46196,-112.03359 33.46197,-112.03268 33.46199)",111,,,,
112,9500,9600,,,374.20387762167934,1,nan,104.0,motorway,1,,"LINESTRING (-112.04056 33.46129,-112.04002 33.4613,-112.03943 33.46133,-112.03904 33.46139,-112.03861 33.4615,-112.03824 33.46166,-112.03802 33.46181,-112.03783 33.46196,-112.03759 33.46219,-112.03751 33.46235,-112.03741 33.46258,-112.03737 33.46277)",112,,,,
113,9600,23600,,,85.45302554685321,1,nan,104.0,motorway,1,,"LINESTRING (-112.03737 33.46277,-112.03734 33.46301,-112.03736 33.46328,-112.03745 33.46353)",113,,,,
114,11601,2,,,366.49387760444995,1,nan,104.0,motorway,1,,"LINESTRING (-112.03663 33.46205,-112.03582 33.46203,-112.03526 33.46202,-112.03486 33.46202,-112.03404 33.46203,-112.03358 33.46202,-112.03268 33.46199)",114,,,,
115,11701,11800,,,592.2398131700982,1,nan,104.0,motorway,1,,"LINESTRING (-112.03663 33.46211,-112.037 33.46212,-112.0374 33.46213,-112.03771 33.46213,-112.03804 33.46211,-112.03902 33.46204,-112.03963 33.462,-112.04025 33.46199,-112.04103 33.46199,-112.04165 33.462,-112.043 33.46201)",115,,,,
116,11800,11902,,,346.7199522540461,1,nan,104.0,motorway,1,,"LINESTRING (-112.043 33.46201,-112.04437 33.46204,-112.04506 33.46207,-112.04583 33.46211,-112.04672 33.46223)",116,,,,
117,11500,11601,,,592.5335198618319,1,nan,104.0,motorway,1,,"LINESTRING (-112.043 33.46196,-112.04174 33.46194,-112.04065 33.46193,-112.0399 33.46193,-112.039 33.46198,-112.03803 33.46204,-112.03771 33.46207,-112.03741 33.46208,-112.03699 33.46207,-112.03663 33.46205)",117,,,,
118,2201,22500,,,185.0511168347613,2,nan,104.0,motorway,1,,"LINESTRING (-112.03663 33.46221,-112.03701 33.46223,-112.03771 33.46228,-112.03862 33.46236)",118,,,,
119,22601,7302,,,151.97231779565053,1,nan,120.0,motorway,1,,"LINESTRING (-112.03384 33.46146,-112.03352 33.46152,-112.03273 33.46168,-112.03225 33.4618)",119,,,,
120,22700,7302,,,152.24135691139784,1,nan,72.0,motorway,1,,"LINESTRING (-112.03385 33.46151,-112.03354 33.46158,-112.03275 33.46173,-112.03225 33.4618)",120,,,,
121,7302,7401,,,149.45192629282005,2,nan,120.0,motorway,1,,"LINESTRING (-112.03225 33.4618,-112.0319 33.46184,-112.03154 33.46187,-112.03111 33.46189,-112.03065 33.46196)",121,,,,
122,4401,4501,,,180.85849947620167,1,nan,104.0,motorway,1,,"LINESTRING (-112.03189 33.46229,-112.03226 33.46233,-112.0327 33.46239,-112.03381 33.46252)",122,,,,
123,4501,23500,,,354.22825274919677,1,nan,80.0,motorway,1,,"LINESTRING (-112.03381 33.46252,-112.03452 33.46265,-112.03559 33.46286,-112.0359 33.46291,-112.03625 33.46299,-112.03658 33.46312,-112.03687 33.46328,-112.03706 33.46342,-112.03729 33.46364)",123,,,,
124,7401,23300,,,98.09037842800953,5,nan,104.0,motorway,1,,"LINESTRING (-112.03065 33.46196,-112.0296 33.46193)",124,,,,
125,22801,11701,,,554.3668195664957,1,nan,104.0,motorway,1,,"LINESTRING (-112.03066 33.46209,-112.03403 33.46208,-112.03486 33.46207,-112.03526 33.46207,-112.03582 33.46208,-112.03663 33.46211)",125,,,,
126,22901,2700,,,423.2253059626804,2,nan,104.0,motorway,1,,"LINESTRING (-112.03067 33.46216,-112.03114 33.46216,-112.03156 33.46216,-112.03189 33.46216,-112.03226 33.46216,-112.03269 33.46216,-112.03358 33.46216,-112.03402 33.46216,-112.03486 33.46215,-112.03522 33.46216)",126,,,,
127,2701,2201,,,107.14045203827047,2,nan,104.0,motorway,1,,"LINESTRING (-112.03548 33.46217,-112.03583 33.46217,-112.03663 33.46221)",127,,,,
128,23001,4401,,,112.91119511388226,1,nan,104.0,motorway,1,,"LINESTRING (-112.03067 33.46221,-112.03115 33.46223,-112.03156 33.46226,-112.03189 33.46229)",128,,,,
129,31101,23001,,,26.266309628586246,1,nan,104.0,motorway,1,,"LINESTRING (-112.03039 33.46217,-112.03067 33.46221)",129,,,,
130,23101,31101,,,73.96693483831989,3,nan,104.0,motorway,1,,"LINESTRING (-112.02959 33.46217,-112.03039 33.46217)",130,,,,
131,23200,22801,,,99.23881877965303,1,nan,104.0,motorway,1,,"LINESTRING (-112.02959 33.46211,-112.03066 33.46209)",131,,,,
132,23401,21901,,,116.00204568718974,1,nan,72.0,motorway,1,,"LINESTRING (-112.03864 33.46383,-112.03874 33.46356,-112.03879 33.46336,-112.03882 33.4632,-112.03883 33.463,-112.03882 33.4628)",132,,,,
133,47901,4802,,,199.90901010660127,1,nan,72.0,motorway,1,,"LINESTRING (-112.03964 33.46292,-112.0398 33.46283,-112.04018 33.46271,-112.04052 33.46264,-112.04098 33.46258,-112.04171 33.46247)",133,,,,
134,9202,39300,,,24.2851567708338,1,nan,72.0,motorway,1,,"LINESTRING (-112.03836 33.46481,-112.03843 33.46459)",134,,,,
135,7501,4602,,,77.38376498899811,1,nan,104.0,motorway,1,,"LINESTRING (-112.03771 33.46433,-112.03778 33.4645,-112.03793 33.465)",135,,,,
136,23500,7501,,,86.02791201840975,1,nan,104.0,motorway,1,,"LINESTRING (-112.03729 33.46364,-112.03745 33.46382,-112.03757 33.46404,-112.03771 33.46433)",136,,,,
137,23600,23700,,,65.77414049929841,1,nan,104.0,motorway,1,,"LINESTRING (-112.03745 33.46353,-112.0376 33.46386,-112.0377 33.46409)",137,,,,
138,23700,4602,,,104.21258839146708,1,nan,104.0,motorway,1,,"LINESTRING (-112.0377 33.46409,-112.03779 33.46431,-112.03787 33.46457,-112.03793 33.465)",138,,,,
139,3702,3801,,,87.68720207695311,3,nan,88.0,motorway,1,,"LINESTRING (-112.03822 33.46554,-112.03824 33.46475)",139,,,,
140,4700,23900,,,78.84984766975893,5,nan,88.0,motorway,1,,"LINESTRING (-112.038 33.46556,-112.038 33.46627)",140,,,,
141,23801,3702,,,78.59138427412596,5,nan,88.0,motorway,1,,"LINESTRING (-112.03823 33.46625,-112.03822 33.46554)",141,,,,
142,23900,4102,,,372.0314519373279,5,nan,88.0,motorway,1,,"LINESTRING (-112.038 33.46627,-112.03799 33.4669,-112.03802 33.46731,-112.03812 33.46775,-112.03818 33.46808,-112.03832 33.46869,-112.0384 33.46907,-112.03843 33.4693,-112.03846 33.4696)",142,,,,
143,8401,8502,,,95.1901197982357,2,nan,120.0,motorway,1,,"LINESTRING (-112.06479 33.46183,-112.06472 33.46177,-112.06463 33.46171,-112.06451 33.46165,-112.06439 33.4616,-112.06427 33.46156,-112.06414 33.46153,-112.064 33.46152,-112.06387 33.46152)",143,,,,
144,24000,40100,,,39.8566448254307,2,nan,120.0,motorway,1,,"LINESTRING (-112.06476 33.46253,-112.06485 33.46247,-112.06491 33.46242,-112.06497 33.46238,-112.06503 33.46233,-112.06507 33.46228)",144,,,,
145,12201,6901,,,69.52785192914133,1,nan,120.0,motorway,1,,"LINESTRING (-112.06918 33.46271,-112.06989 33.46251)",145,,,,
146,6901,14801,,,660.9748029282588,6,nan,104.0,motorway,1,,"LINESTRING (-112.06989 33.46251,-112.07061 33.46239,-112.07209 33.46211,-112.07382 33.46191,-112.07539 33.46184,-112.07693 33.46184)",146,,,,
147,800,32000,,,591.6986698216114,6,nan,104.0,motorway,1,,"LINESTRING (-112.07633 33.46142,-112.07376 33.46145,-112.07265 33.46155,-112.07184 33.4617,-112.07041 33.46202,-112.07004 33.46205)",147,,,,
148,32000,32100,,,76.73874025464555,1,nan,120.0,motorway,1,,"LINESTRING (-112.07004 33.46205,-112.06981 33.46204,-112.06922 33.46201)",148,,,,
149,24201,800,,,149.33000322207047,1,nan,120.0,motorway,1,,"LINESTRING (-112.07794 33.46136,-112.07778 33.46137,-112.07633 33.46142)",149,,,,
150,14900,15000,,,95.53709293143851,1,nan,120.0,motorway,1,,"LINESTRING (-112.07815 33.46194,-112.07918 33.4619)",150,,,,
151,14701,14602,,,550.3528192348728,1,nan,120.0,motorway,1,,"LINESTRING (-112.08168 33.4611,-112.08175 33.46111,-112.08237 33.46105,-112.08265 33.46103,-112.08296 33.46102,-112.08388 33.46101,-112.08467 33.46105,-112.08655 33.46127,-112.08754 33.4615)",151,,,,
152,14702,14502,,,146.1935272930646,1,nan,120.0,motorway,1,,"LINESTRING (-112.0815 33.46107,-112.08075 33.4612,-112.08003 33.46132,-112.07996 33.46133)",152,,,,
153,14503,14703,,,145.90827980638437,1,nan,120.0,motorway,1,,"LINESTRING (-112.07998 33.4614,-112.08004 33.46138,-112.08076 33.46127,-112.08152 33.46114)",153,,,,
154,15801,15601,,,56.77173291834639,2,nan,120.0,motorway,1,,"LINESTRING (-112.08312 33.46139,-112.08319 33.46143,-112.08326 33.46146,-112.08333 33.46148,-112.08342 33.46151,-112.08352 33.46152,-112.0837 33.46154)",154,,,,
155,15500,37200,,,50.11922220730517,2,nan,120.0,motorway,1,,"LINESTRING (-112.08316 33.46061,-112.08308 33.46066,-112.08302 33.46069,-112.08297 33.46073,-112.08292 33.46077,-112.08287 33.46081,-112.08281 33.46087,-112.08277 33.46092)",155,,,,
156,37201,37300,,,10.894107222630867,2,nan,120.0,motorway,1,,"LINESTRING (-112.08271 33.46102,-112.0827 33.46105,-112.08267 33.46109,-112.08267 33.46112)",156,,,,
157,37301,41100,,,7.903459559615609,2,nan,120.0,motorway,1,,"LINESTRING (-112.08262 33.46123,-112.08261 33.46125,-112.0826 33.4613)",157,,,,
158,15301,9102,,,60.47570899420408,2,nan,120.0,motorway,1,,"LINESTRING (-112.08218 33.46067,-112.08209 33.46063,-112.08202 33.46061,-112.08192 33.46059,-112.08185 33.46059,-112.08175 33.46059,-112.08168 33.4606,-112.08154 33.46062)",158,,,,
159,15200,37100,,,47.52507078941815,2,nan,120.0,motorway,1,,"LINESTRING (-112.08216 33.46138,-112.08224 33.46134,-112.08231 33.46129,-112.0824 33.46122,-112.08246 33.46118,-112.08251 33.46113,-112.08254 33.46109)",159,,,,
160,37101,41200,,,9.55234161590008,2,nan,120.0,motorway,1,,"LINESTRING (-112.08261 33.46099,-112.08263 33.46093,-112.08265 33.46091)",160,,,,
161,41201,24300,,,5.058984965341106,2,nan,120.0,motorway,1,,"LINESTRING (-112.08269 33.4608,-112.08269 33.46079,-112.08271 33.46075)",161,,,,
162,9001,24400,,,50.516482587067806,2,nan,72.0,motorway,1,,"LINESTRING (-112.03442 33.43769,-112.03462 33.43771,-112.0348 33.43772,-112.03496 33.43775)",162,,,,
163,24400,45200,,,238.09676464967404,2,nan,72.0,motorway,1,,"LINESTRING (-112.03496 33.43775,-112.03507 33.43776,-112.03522 33.4378,-112.03537 33.43783,-112.03551 33.43788,-112.03563 33.43792,-112.03575 33.43798,-112.03588 33.43804,-112.036 33.4381,-112.03611 33.43818,-112.03621 33.43825,-112.0363 33.43832,-112.03638 33.43839,-112.03648 33.43849,-112.03657 33.4386,-112.03664 33.4387,-112.03673 33.43883,-112.03679 33.43894,-112.03684 33.43905)",163,,,,
164,24501,8800,,,50.42846162360759,2,nan,72.0,motorway,1,,"LINESTRING (-112.03497 33.43752,-112.03479 33.43756,-112.03463 33.43758,-112.03443 33.4376)",164,,,,
165,24601,42700,,,45.50080528319583,5,nan,104.0,motorway,1,,"LINESTRING (-112.03758 33.44119,-112.03759 33.44078)",165,,,,
166,8701,24501,,,553.3557229307974,2,nan,72.0,motorway,1,,"LINESTRING (-112.03828 33.43948,-112.03834 33.43937,-112.03838 33.43927,-112.03843 33.43917,-112.03846 33.43907,-112.03849 33.43897,-112.03851 33.43886,-112.03854 33.43875,-112.03855 33.43863,-112.03857 33.4385,-112.03857 33.43839,-112.03856 33.43828,-112.03855 33.43819,-112.03853 33.43808,-112.0385 33.43798,-112.03846 33.43788,-112.03842 33.43779,-112.03836 33.4377,-112.0383 33.43761,-112.03821 33.43752,-112.03812 33.43743,-112.03801 33.43735,-112.03788 33.43728,-112.03775 33.43721,-112.03763 33.43716,-112.0375 33.43711,-112.03736 33.43708,-112.03722 33.43706,-112.03707 33.43705,-112.03694 33.43706,-112.0368 33.43707,-112.03665 33.43708,-112.03651 33.43711,-112.03635 33.43714,-112.03618 33.43719,-112.03602 33.43723,-112.03544 33.4374,-112.03529 33.43745,-112.03513 33.43749,-112.03497 33.43752)",166,,,,
167,3200,24601,,,38.28272265306619,5,nan,104.0,motorway,1,,"LINESTRING (-112.03758 33.44154,-112.03758 33.44119)",167,,,,
168,24701,6300,,,53.7474603344283,4,nan,104.0,motorway,1,,"LINESTRING (-112.03713 33.44105,-112.03712 33.44154)",168,,,,
169,12901,6300,,,53.306396887945155,1,nan,120.0,motorway,1,,"LINESTRING (-112.03706 33.44106,-112.03712 33.44154)",169,,,,
170,24801,6200,,,107.82283529231428,4,nan,104.0,motorway,1,,"LINESTRING (-112.03741 33.43653,-112.03738 33.43751)",170,,,,
171,6200,24701,,,393.40615399792074,4,nan,104.0,motorway,1,,"LINESTRING (-112.03738 33.43751,-112.0372 33.43974,-112.03717 33.44001,-112.03716 33.44026,-112.03715 33.44048,-112.03713 33.44105)",171,,,,
172,24901,2902,,,419.7793500272533,4,nan,104.0,motorway,1,,"LINESTRING (-112.03784 33.43656,-112.03785 33.43277)",172,,,,
173,13201,24901,,,110.20612676938556,4,nan,104.0,motorway,1,,"LINESTRING (-112.03781 33.43756,-112.03784 33.43656)",173,,,,
174,13301,25200,,,111.53672497976835,4,nan,104.0,motorway,1,,"LINESTRING (-112.03758 33.4294,-112.03743 33.42905,-112.03727 33.42876,-112.03707 33.42849)",174,,,,
175,25001,15900,,,53.02947400149114,5,nan,104.0,motorway,1,,"LINESTRING (-112.03779 33.43167,-112.03777 33.43119)",175,,,,
176,34200,16300,,,166.98822782218613,5,nan,104.0,motorway,1,,"LINESTRING (-112.03733 33.43174,-112.03736 33.43324)",176,,,,
177,6001,25100,,,49.83795560131078,4,nan,104.0,motorway,1,,"LINESTRING (-112.03733 33.4312,-112.03734 33.43166)",177,,,,
178,16700,16800,,,50.44027825717663,1,nan,72.0,motorway,1,,"LINESTRING (-112.03719 33.4312,-112.03728 33.43165)",178,,,,
179,16800,34200,,,11.010534647523473,1,nan,72.0,motorway,1,,"LINESTRING (-112.03728 33.43165,-112.03733 33.43174)",179,,,,
180,5901,6001,,,257.57052463340494,4,nan,104.0,motorway,1,,"LINESTRING (-112.03694 33.42892,-112.03711 33.42928,-112.0372 33.42961,-112.03729 33.43008,-112.03731 33.43049,-112.03733 33.4312)",180,,,,
181,5801,5901,,,81.49421719579449,4,nan,104.0,motorway,1,,"LINESTRING (-112.03646 33.4283,-112.03676 33.42865,-112.03694 33.42892)",181,,,,
182,25200,1700,,,67.12351448760757,4,nan,104.0,motorway,1,,"LINESTRING (-112.03707 33.42849,-112.03683 33.42822,-112.03661 33.42802)",182,,,,
183,1700,46700,,,501.3233254425672,4,nan,104.0,motorway,1,,"LINESTRING (-112.03661 33.42802,-112.03625 33.42774,-112.03589 33.42754,-112.03531 33.4273,-112.03462 33.42711,-112.03395 33.427,-112.03157 33.42667)",183,,,,
184,5600,5700,,,243.95823759411857,2,nan,104.0,motorway,1,,"LINESTRING (-112.0352 33.42792,-112.0357 33.42794,-112.03634 33.42791,-112.03685 33.42788,-112.03742 33.42779,-112.03781 33.42773)",184,,,,
185,5701,5601,,,241.6320938072031,2,nan,104.0,motorway,1,,"LINESTRING (-112.03779 33.42764,-112.0374 33.4277,-112.03684 33.42778,-112.03633 33.42781,-112.0357 33.42784,-112.03521 33.42782)",185,,,,
186,5702,16601,,,377.4688024006766,2,nan,88.0,motorway,1,,"LINESTRING (-112.03806 33.42769,-112.03854 33.42761,-112.03914 33.42752,-112.03988 33.42747,-112.0421 33.42749)",186,,,,
187,16602,5703,,,379.74003832465047,2,nan,88.0,motorway,1,,"LINESTRING (-112.0421 33.42739,-112.03987 33.42738,-112.03913 33.42743,-112.03852 33.42751,-112.03804 33.4276)",187,,,,
188,13000,47200,,,306.34042192711473,2,nan,88.0,motorway,1,,"LINESTRING (-112.03708 33.42689,-112.03566 33.42673,-112.03509 33.42668,-112.03452 33.42666,-112.0338 33.42667)",188,,,,
189,47201,13001,,,304.8610490469963,2,nan,88.0,motorway,1,,"LINESTRING (-112.0338 33.42676,-112.03452 33.42675,-112.03508 33.42678,-112.03565 33.42682,-112.03706 33.42698)",189,,,,
190,102,13002,,,102.71319895062791,2,nan,88.0,motorway,1,,"LINESTRING (-112.03843 33.42704,-112.03733 33.42691)",190,,,,
191,13003,103,,,102.71319895062791,2,nan,88.0,motorway,1,,"LINESTRING (-112.03732 33.42701,-112.03841 33.42713)",191,,,,
192,25300,5602,,,383.3652057169809,2,nan,104.0,motorway,1,,"LINESTRING (-112.03093 33.42714,-112.03313 33.42763,-112.03393 33.42779,-112.03453 33.42788,-112.03494 33.42791)",192,,,,
193,5603,25301,,,381.4415756191444,2,nan,104.0,motorway,1,,"LINESTRING (-112.03495 33.42781,-112.03454 33.42778,-112.03395 33.4277,-112.03316 33.42754,-112.03096 33.42705)",193,,,,
194,5501,5801,,,564.6858439450061,4,nan,104.0,motorway,1,,"LINESTRING (-112.0308 33.42684,-112.034 33.42724,-112.03473 33.42737,-112.03526 33.42754,-112.03575 33.42775,-112.03609 33.42797,-112.03646 33.4283)",194,,,,
195,3101,25400,,,78.30935823614888,6,nan,104.0,motorway,1,,"LINESTRING (-112.03085 33.42656,-112.03002 33.42645)",195,,,,
196,25400,44100,,,343.2309542195801,6,nan,104.0,motorway,1,,"LINESTRING (-112.03002 33.42645,-112.02949 33.42636,-112.02898 33.42624,-112.02864 33.42617,-112.0283 33.42607,-112.02764 33.42586,-112.02705 33.42565,-112.02653 33.42546)",196,,,,
197,25501,5501,,,74.94724852980363,4,nan,104.0,motorway,1,,"LINESTRING (-112.03 33.42672,-112.0308 33.42684)",197,,,,
198,25602,25302,,,52.61000369734402,2,nan,104.0,motorway,1,,"LINESTRING (-112.03013 33.42696,-112.03068 33.42708)",198,,,,
199,25303,25603,,,52.61000369734402,2,nan,104.0,motorway,1,,"LINESTRING (-112.03071 33.42699,-112.03016 33.42687)",199,,,,
200,32801,13702,,,28.912108259063938,1,nan,72.0,motorway,1,,"LINESTRING (-112.03652 33.44625,-112.03658 33.44651)",200,,,,
201,48901,36602,,,305.47302910022813,2,nan,120.0,motorway,1,,"LINESTRING (-112.02937 33.43742,-112.02859 33.43742,-112.02841 33.43742,-112.02819 33.43743,-112.02794 33.43745,-112.02771 33.43747,-112.02749 33.43749,-112.02735 33.4375,-112.02718 33.4375,-112.02703 33.4375,-112.02687 33.43749,-112.02667 33.43748,-112.02608 33.43747)",201,,,,
202,26301,48202,,,52.083059580588355,1,nan,120.0,motorway,1,,"LINESTRING (-112.02511 33.43778,-112.0252 33.43772,-112.02523 33.4377,-112.02525 33.43767,-112.02526 33.43765,-112.02528 33.4376,-112.02528 33.43757,-112.02528 33.43755,-112.02527 33.43752,-112.02525 33.43748,-112.02519 33.43738)",202,,,,
203,26701,36602,,,345.35704631473766,2,nan,72.0,motorway,1,,"LINESTRING (-112.02979 33.43761,-112.02764 33.4376,-112.02743 33.4376,-112.02725 33.4376,-112.02706 33.43759,-112.02691 33.43758,-112.02665 33.43756,-112.02608 33.43747)",203,,,,
204,49001,36700,,,134.96249986776402,1,nan,120.0,motorway,1,,"LINESTRING (-112.02492 33.4374,-112.0246 33.43743,-112.02439 33.43743,-112.02416 33.43743,-112.02404 33.43742,-112.024 33.43743,-112.02397 33.43743,-112.02394 33.43743,-112.02392 33.43744,-112.0239 33.43745,-112.02387 33.43746,-112.02385 33.43748,-112.02383 33.4375,-112.02382 33.43752,-112.02381 33.43755,-112.0238 33.43757,-112.02379 33.4376,-112.02379 33.43762,-112.02379 33.43772,-112.02379 33.43778)",204,,,,
205,26502,26600,,,334.55847706697296,2,nan,72.0,motorway,1,,"LINESTRING (-112.0262 33.43778,-112.02642 33.43776,-112.02663 33.43774,-112.02711 33.43771,-112.02727 33.4377,-112.02742 33.43769,-112.02757 33.43769,-112.0298 33.43769)",205,,,,
206,26901,27001,,,316.487110343897,2,nan,72.0,motorway,1,,"LINESTRING (-112.03062 33.43769,-112.03403 33.43769)",206,,,,
207,27001,9001,,,36.45360411181473,2,nan,72.0,motorway,1,,"LINESTRING (-112.03403 33.43769,-112.03442 33.43769)",207,,,,
208,8800,26800,,,353.7340461752822,2,nan,72.0,motorway,1,,"LINESTRING (-112.03443 33.4376,-112.03426 33.43761,-112.03409 33.43761,-112.03062 33.43761)",208,,,,
209,26600,26901,,,76.26221155230294,2,nan,72.0,motorway,1,,"LINESTRING (-112.0298 33.43769,-112.03062 33.43769)",209,,,,
210,26800,26701,,,77.19186704310482,2,nan,72.0,motorway,1,,"LINESTRING (-112.03062 33.43761,-112.02979 33.43761)",210,,,,
211,43301,14602,,,531.0963150599579,5,nan,104.0,motorway,1,,"LINESTRING (-112.08185 33.4613,-112.08254 33.46122,-112.08431 33.46118,-112.08611 33.46136,-112.08754 33.4615)",211,,,,
212,49200,27302,,,198.69289657206915,4,nan,104.0,motorway,1,,"LINESTRING (-112.10073 33.46157,-112.09859 33.46156)",212,,,,
213,28000,49300,,,59.2112829740318,3,nan,88.0,motorway,1,,"LINESTRING (-112.10011 33.42896,-112.10075 33.42893)",213,,,,
214,27202,49400,,,203.46888674726114,2,nan,88.0,motorway,1,,"LINESTRING (-112.09858 33.46196,-112.09929 33.462,-112.10028 33.46202,-112.10077 33.46205)",214,,,,
215,49500,27302,,,203.13300325761548,2,nan,120.0,motorway,1,,"LINESTRING (-112.10077 33.46144,-112.09989 33.46148,-112.09859 33.46156)",215,,,,
216,39400,27700,,,185.0823923844948,2,nan,120.0,motorway,1,,"LINESTRING (-112.10004 33.46114,-112.10002 33.46111,-112.09995 33.46106,-112.09984 33.46104,-112.09975 33.46104,-112.09963 33.46106,-112.0981 33.46122)",216,,,,
217,27700,41300,,,152.81536007696621,1,nan,120.0,motorway,1,,"LINESTRING (-112.0981 33.46122,-112.09733 33.46131,-112.09647 33.46139)",217,,,,
218,27101,27800,,,419.586407559607,1,nan,120.0,motorway,1,,"LINESTRING (-112.09404 33.46198,-112.09497 33.46208,-112.09685 33.46217,-112.09743 33.46217,-112.09854 33.46214)",218,,,,
219,43801,47100,,,70.07715639392755,3,nan,56.0,motorway,1,,"LINESTRING (-112.09912 33.46213,-112.09985 33.46213,-112.09987 33.46213)",219,,,,
220,27601,27101,,,288.4835157923778,6,nan,104.0,motorway,1,,"LINESTRING (-112.09094 33.46189,-112.09175 33.46195,-112.09246 33.46198,-112.09404 33.46198)",220,,,,
221,27501,33901,,,7.656916093503858,6,nan,104.0,motorway,1,,"LINESTRING (-112.09093 33.46148,-112.09085 33.46147)",221,,,,
222,27901,17201,,,44.65320101671624,3,nan,88.0,motorway,1,,"LINESTRING (-112.10014 33.42876,-112.09966 33.4288)",222,,,,
223,28201,28300,,,140.6534960993285,1,nan,120.0,motorway,1,,"LINESTRING (-112.09418 33.42941,-112.09437 33.42945,-112.09561 33.42939,-112.09569 33.42939)",223,,,,
224,28401,28201,,,255.6419298036517,3,nan,88.0,motorway,1,,"LINESTRING (-112.09144 33.42965,-112.09418 33.42941)",224,,,,
225,18501,28401,,,47.97705021470993,3,nan,88.0,motorway,1,,"LINESTRING (-112.09093 33.42969,-112.09144 33.42965)",225,,,,
226,28101,17700,,,47.38896110359861,3,nan,88.0,motorway,1,,"LINESTRING (-112.09145 33.42951,-112.09094 33.42956)",226,,,,
227,17700,3600,,,361.1813840246599,3,nan,88.0,motorway,1,,"LINESTRING (-112.09094 33.42956,-112.08915 33.42964,-112.08798 33.42965,-112.08705 33.42962)",227,,,,
228,18901,18501,,,356.6793196536295,3,nan,88.0,motorway,1,,"LINESTRING (-112.08709 33.42978,-112.08772 33.42979,-112.0882 33.42979,-112.08963 33.42976,-112.09093 33.42969)",228,,,,
229,18401,18901,,,52.18009162906184,3,nan,88.0,motorway,1,,"LINESTRING (-112.08654 33.42973,-112.08709 33.42978)",229,,,,
230,28502,1300,,,92.36855789045242,3,nan,88.0,motorway,1,,"LINESTRING (-112.08656 33.42959,-112.08557 33.4295)",230,,,,
231,3600,28502,,,45.993591243734045,4,nan,88.0,motorway,1,,"LINESTRING (-112.08705 33.42962,-112.08656 33.42959)",231,,,,
232,28601,28700,,,49.5860252665046,3,nan,88.0,motorway,1,,"LINESTRING (-112.0827 33.42925,-112.08217 33.4292)",232,,,,
233,28700,1002,,,377.79481473904127,3,nan,88.0,motorway,1,,"LINESTRING (-112.08217 33.4292,-112.0798 33.42898,-112.07856 33.42887,-112.07812 33.42883)",233,,,,
234,28901,18401,,,356.0851412071887,3,nan,88.0,motorway,1,,"LINESTRING (-112.08272 33.42939,-112.08553 33.42965,-112.08654 33.42973)",234,,,,
235,29001,28901,,,52.96496974258463,3,nan,88.0,motorway,1,,"LINESTRING (-112.08215 33.42934,-112.08272 33.42939)",235,,,,
236,29201,29100,,,56.31555271279984,3,nan,88.0,motorway,1,,"LINESTRING (-112.07346 33.42855,-112.07406 33.4286)",236,,,,
237,17601,46500,,,410.6159155857922,3,nan,88.0,motorway,1,,"LINESTRING (-112.07346 33.4284,-112.07238 33.4283,-112.07085 33.42818,-112.07006 33.42816,-112.06906 33.42824)",237,,,,
238,28801,17601,,,56.57195740543423,3,nan,88.0,motorway,1,,"LINESTRING (-112.07407 33.42846,-112.07346 33.4284)",238,,,,
239,17301,18200,,,61.48985153803927,3,nan,88.0,motorway,1,,"LINESTRING (-112.06484 33.42904,-112.06549 33.42895)",239,,,,
240,17501,17002,,,365.3825486638305,3,nan,88.0,motorway,1,,"LINESTRING (-112.06483 33.42889,-112.06446 33.42893,-112.06398 33.42896,-112.06342 33.42898,-112.06249 33.42897,-112.06168 33.4289,-112.06136 33.42886,-112.06114 33.42884,-112.06091 33.42881)",240,,,,
241,3501,17501,,,63.53169958495775,3,nan,88.0,motorway,1,,"LINESTRING (-112.06551 33.42881,-112.06483 33.42889)",241,,,,
242,29501,903,,,419.86948083853423,3,nan,88.0,motorway,1,,"LINESTRING (-112.04751 33.42724,-112.04299 33.42726)",242,,,,
243,29401,29501,,,53.75656135787404,3,nan,88.0,motorway,1,,"LINESTRING (-112.04809 33.42724,-112.04751 33.42724)",243,,,,
244,29301,29600,,,51.71152414237375,3,nan,88.0,motorway,1,,"LINESTRING (-112.04753 33.42738,-112.04809 33.42738)",244,,,,
245,17902,17301,,,377.01939117491924,3,nan,88.0,motorway,1,,"LINESTRING (-112.0608 33.42893,-112.06102 33.42896,-112.06134 33.42901,-112.06166 33.42903,-112.06197 33.42906,-112.06232 33.42909,-112.06261 33.4291,-112.06289 33.42912,-112.06319 33.42912,-112.06349 33.42912,-112.0638 33.42911,-112.06407 33.4291,-112.06434 33.42908,-112.0646 33.42906,-112.06484 33.42904)",245,,,,
246,6102,25501,,,132.21962783930198,4,nan,104.0,motorway,1,,"LINESTRING (-112.02861 33.42647,-112.02882 33.42652,-112.02942 33.42663,-112.03 33.42672)",246,,,,
