Summary
path index,


Part I,time-dependent travel time
Time,,, 6:00, 6:15, 6:30, 6:45, 7:00, 7:15, 7:30, 7:45,
Path 1, ,travel time,0.00,0.00,0.00,0.00,61.72,46.32,30.92,25.86,

Travel Time Tndex,, 6:00, 6:15, 6:30, 6:45, 7:00, 7:15, 7:30, 7:45,
Path 1, ,0.00,0.00,0.00,0.00,61.72,46.32,30.92,25.86,

Part II,link sequence

path_id,path_node_sequence
1,2560;2564;2595;2592;2589;2586;2583;2580;2577;2574;2571;355;353;350;347;344;341;338;335;332;329;326;323;810;807;804;801;798;795;792;789;786;3010;3007;2421;2423;2289;2349;2295;2297;2299;2301;2303;2305;2307;2351;2313;2315;2317;2353;,

path_id,link_sequence_no,link_id,from_node_id->to_node_id,from_node_id,to_node_id,name,length,free speed,free-flow travel_time,# of lanes,Lane Saturation Flow Rate,Lane Capacity,Link Type
1,1,4347,"[2560,2564]",2560,2564,,10.250,   72,0.009,1, 1800,2000.0,Freeway
1,2,,"[2564,2595]",2564,2595,,15.610,   65,0.014,1, 1800,1900.0,Freeway
1,3,4409,"[2595,2592]",2595,2592,,5.060,   60,0.005,1, 1800,2000.0,Freeway
1,4,4408,"[2592,2589]",2592,2589,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,5,4407,"[2589,2586]",2589,2586,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,6,4406,"[2586,2583]",2586,2583,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,7,4405,"[2583,2580]",2583,2580,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,8,4404,"[2580,2577]",2580,2577,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,9,4403,"[2577,2574]",2577,2574,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,10,4402,"[2574,2571]",2574,2571,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,11,4401,"[2571,355]",2571,355,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,12,528,"[355,353]",355,353,,10.520,   60,0.011,1, 1800,2000.0,Freeway
1,13,515,"[353,350]",353,350,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,14,514,"[350,347]",350,347,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,15,513,"[347,344]",347,344,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,16,512,"[344,341]",344,341,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,17,511,"[341,338]",341,338,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,18,510,"[338,335]",338,335,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,19,509,"[335,332]",335,332,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,20,508,"[332,329]",332,329,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,21,507,"[329,326]",329,326,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,22,506,"[326,323]",326,323,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,23,505,"[323,810]",323,810,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,24,1298,"[810,807]",810,807,,7.190,   60,0.007,1, 1800,2000.0,Freeway
1,25,1297,"[807,804]",807,804,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,26,1296,"[804,801]",804,801,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,27,1295,"[801,798]",801,798,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,28,1294,"[798,795]",798,795,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,29,1293,"[795,792]",795,792,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,30,1292,"[792,789]",792,789,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,31,1291,"[789,786]",789,786,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,32,1290,"[786,3010]",786,3010,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,33,5286,"[3010,3007]",3010,3007,,2.430,   60,0.002,1, 1800,2000.0,Freeway
1,34,,"[3007,2421]",3007,2421,,4.450,   65,0.004,1, 1800,1900.0,Freeway
1,35,4193,"[2421,2423]",2421,2423,,8.020,   60,0.008,1, 1800,2000.0,Freeway
1,36,3982,"[2423,2289]",2423,2289,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,37,3983,"[2289,2349]",2289,2349,,9.910,   60,0.010,1, 1800,2000.0,Freeway
1,38,3984,"[2349,2295]",2349,2295,,6.980,   60,0.007,1, 1800,2000.0,Freeway
1,39,3985,"[2295,2297]",2295,2297,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,40,3986,"[2297,2299]",2297,2299,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,41,3987,"[2299,2301]",2299,2301,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,42,3988,"[2301,2303]",2301,2303,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,43,3989,"[2303,2305]",2303,2305,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,44,3990,"[2305,2307]",2305,2307,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,45,3991,"[2307,2351]",2307,2351,,4.270,   60,0.004,1, 1800,2000.0,Freeway
1,46,3992,"[2351,2313]",2351,2313,,6.980,   60,0.007,1, 1800,2000.0,Freeway
1,47,3993,"[2313,2315]",2313,2315,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,48,3994,"[2315,2317]",2315,2317,,7.000,   60,0.007,1, 1800,2000.0,Freeway
1,49,3995,"[2317,2353]",2317,2353,,7.470,   60,0.007,1, 1800,2000.0,Freeway
