node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry,station,station1,station2,station3,station4,production,attraction,,
321,,-111.947980,33.255780,,,0,"POINT (-111.947980 33.255780)",,,,,,0.100000,0.100000,,
322,,-111.948000,33.255810,,,0,"POINT (-111.948000 33.255810)",,,,,,0.100000,0.100000,,
323,,-111.948020,33.255830,,,0,"POINT (-111.948020 33.255830)",,,,,,0.100000,0.100000,,
324,,-111.948040,33.255750,,,0,"POINT (-111.948040 33.255750)",,,,,,0.100000,0.100000,,
325,,-111.948060,33.255770,,,0,"POINT (-111.948060 33.255770)",,,,,,0.100000,0.100000,,
326,,-111.948080,33.255800,,,0,"POINT (-111.948080 33.255800)",,,,,,0.100000,0.100000,,
327,,-111.948100,33.255710,,,0,"POINT (-111.948100 33.255710)",,,,,,0.100000,0.100000,,
328,,-111.948120,33.255740,,,0,"POINT (-111.948120 33.255740)",,,,,,0.100000,0.100000,,
329,,-111.948140,33.255770,,,0,"POINT (-111.948140 33.255770)",,,,,,0.100000,0.100000,,
330,,-111.948160,33.255680,,,0,"POINT (-111.948160 33.255680)",,,,,,0.100000,0.100000,,
331,,-111.948190,33.255700,,,0,"POINT (-111.948190 33.255700)",,,,,,0.100000,0.100000,,
332,,-111.948210,33.255730,,,0,"POINT (-111.948210 33.255730)",,,,,,0.100000,0.100000,,
333,,-111.948230,33.255640,,,0,"POINT (-111.948230 33.255640)",,,,,,0.100000,0.100000,,
334,,-111.948250,33.255670,,,0,"POINT (-111.948250 33.255670)",,,,,,0.100000,0.100000,,
335,,-111.948270,33.255700,,,0,"POINT (-111.948270 33.255700)",,,,,,0.100000,0.100000,,
336,,-111.948290,33.255610,,,0,"POINT (-111.948290 33.255610)",,,,,,0.100000,0.100000,,
337,,-111.948310,33.255640,,,0,"POINT (-111.948310 33.255640)",,,,,,0.100000,0.100000,,
338,,-111.948330,33.255660,,,0,"POINT (-111.948330 33.255660)",,,,,,0.100000,0.100000,,
339,,-111.948350,33.255580,,,0,"POINT (-111.948350 33.255580)",,,,,,0.100000,0.100000,,
340,,-111.948370,33.255600,,,0,"POINT (-111.948370 33.255600)",,,,,,0.100000,0.100000,,
341,,-111.948390,33.255630,,,0,"POINT (-111.948390 33.255630)",,,,,,0.100000,0.100000,,
342,,-111.948420,33.255540,,,0,"POINT (-111.948420 33.255540)",,,,,,0.100000,0.100000,,
343,,-111.948440,33.255570,,,0,"POINT (-111.948440 33.255570)",,,,,,0.100000,0.100000,,
344,,-111.948460,33.255590,,,0,"POINT (-111.948460 33.255590)",,,,,,0.100000,0.100000,,
345,,-111.948480,33.255510,,,0,"POINT (-111.948480 33.255510)",,,,,,0.100000,0.100000,,
346,,-111.948500,33.255530,,,0,"POINT (-111.948500 33.255530)",,,,,,0.100000,0.100000,,
347,,-111.948520,33.255560,,,0,"POINT (-111.948520 33.255560)",,,,,,0.100000,0.100000,,
348,,-111.948540,33.255470,,,0,"POINT (-111.948540 33.255470)",,,,,,0.100000,0.100000,,
349,,-111.948560,33.255500,,,0,"POINT (-111.948560 33.255500)",,,,,,0.100000,0.100000,,
350,,-111.948580,33.255520,,,0,"POINT (-111.948580 33.255520)",,,,,,0.100000,0.100000,,
351,,-111.948610,33.255440,,,0,"POINT (-111.948610 33.255440)",,,,,,0.100000,0.100000,,
352,,-111.948630,33.255460,,,0,"POINT (-111.948630 33.255460)",,,,,,0.100000,0.100000,,
353,,-111.948650,33.255490,,,0,"POINT (-111.948650 33.255490)",,,,,,0.100000,0.100000,,
354,,-111.948700,33.255390,,,0,"POINT (-111.948700 33.255390)",,,,,,0.100000,0.100000,,
355,,-111.948720,33.255420,,,0,"POINT (-111.948720 33.255420)",,,,,,0.100000,0.100000,,
356,,-111.948740,33.255440,,,0,"POINT (-111.948740 33.255440)",,,,,,0.100000,0.100000,,
802,,-111.947780,33.255890,,,0,"POINT (-111.947780 33.255890)",,,,,,0.100000,0.100000,,
803,,-111.947800,33.255910,,,0,"POINT (-111.947800 33.255910)",,,,,,0.100000,0.100000,,
804,,-111.947820,33.255940,,,0,"POINT (-111.947820 33.255940)",,,,,,0.100000,0.100000,,
805,,-111.947850,33.255850,,,0,"POINT (-111.947850 33.255850)",,,,,,0.100000,0.100000,,
806,,-111.947870,33.255880,,,0,"POINT (-111.947870 33.255880)",,,,,,0.100000,0.100000,,
807,,-111.947890,33.255900,,,0,"POINT (-111.947890 33.255900)",,,,,,0.100000,0.100000,,
808,,-111.947910,33.255820,,,0,"POINT (-111.947910 33.255820)",,,,,,0.100000,0.100000,,
809,,-111.947930,33.255840,,,0,"POINT (-111.947930 33.255840)",,,,,,0.100000,0.100000,,
810,,-111.947950,33.255870,,,0,"POINT (-111.947950 33.255870)",,,,,,0.100000,0.100000,,
1003,,-111.948930,33.256180,,,0,"POINT (-111.948930 33.256180)",,,,,,0.100000,0.100000,,
1004,,-111.948960,33.256170,,,0,"POINT (-111.948960 33.256170)",,,,,,0.100000,0.100000,,
1005,,-111.948890,33.256130,,,0,"POINT (-111.948890 33.256130)",,,,,,0.100000,0.100000,,
1006,,-111.948920,33.256110,,,0,"POINT (-111.948920 33.256110)",,,,,,0.100000,0.100000,,
1011,,-111.948820,33.256040,,,0,"POINT (-111.948820 33.256040)",,,,,,0.100000,0.100000,,
1012,,-111.948850,33.256020,,,0,"POINT (-111.948850 33.256020)",,,,,,0.100000,0.100000,,
1013,,-111.948780,33.255980,,,0,"POINT (-111.948780 33.255980)",,,,,,0.100000,0.100000,,
1014,,-111.948810,33.255970,,,0,"POINT (-111.948810 33.255970)",,,,,,0.100000,0.100000,,
1015,,-111.948730,33.255930,,,0,"POINT (-111.948730 33.255930)",,,,,,0.100000,0.100000,,
1016,,-111.948770,33.255910,,,0,"POINT (-111.948770 33.255910)",,,,,,0.100000,0.100000,,
1017,,-111.948690,33.255880,,,0,"POINT (-111.948690 33.255880)",,,,,,0.100000,0.100000,,
1018,,-111.948730,33.255860,,,0,"POINT (-111.948730 33.255860)",,,,,,0.100000,0.100000,,
1019,,-111.948650,33.255820,,,0,"POINT (-111.948650 33.255820)",,,,,,0.100000,0.100000,,
1020,,-111.948680,33.255810,,,0,"POINT (-111.948680 33.255810)",,,,,,0.100000,0.100000,,
1021,,-111.948610,33.255770,,,0,"POINT (-111.948610 33.255770)",,,,,,0.100000,0.100000,,
1022,,-111.948640,33.255750,,,0,"POINT (-111.948640 33.255750)",,,,,,0.100000,0.100000,,
1023,,-111.948570,33.255720,,,0,"POINT (-111.948570 33.255720)",,,,,,0.100000,0.100000,,
1024,,-111.948600,33.255700,,,0,"POINT (-111.948600 33.255700)",,,,,,0.100000,0.100000,,
1025,,-111.948530,33.255670,,,0,"POINT (-111.948530 33.255670)",,,,,,0.100000,0.100000,,
