agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,ratio,node_sequence
0,0,0,0,2560,2353,0,0,1,2560;2564;2595;2592;2589;2586;2583;2580;2577;2574;2571;355;353;350;347;344;341;338;335;332;329;326;323;810;807;804;801;798;795;792;789;786;3010;3007;2421;2423;2289;2349;2295;2297;2299;2301;2303;2305;2307;2351;2313;2315;2317;2353;
