tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue
115P07707,2019-01-01 03:40:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 03:45:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 03:50:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 03:55:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:00:00,64.91,67.00,67.00,39.38,18.00,
115P07707,2019-01-01 04:05:00,61.20,67.00,67.00,41.76,30.00,99.80
115P07707,2019-01-01 04:10:00,61.00,67.00,67.00,41.90,30.00,100.00
115P07707,2019-01-01 04:15:00,61.00,67.00,67.00,41.90,30.00,100.00
115P07707,2019-01-01 04:20:00,65.71,67.00,67.00,38.90,14.00,100.00
115P07707,2019-01-01 04:25:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:30:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:35:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:40:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:45:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:50:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 04:55:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 05:00:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:05:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:10:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:15:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:20:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:25:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:30:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:35:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:40:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:45:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:50:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 05:55:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 06:00:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:05:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:10:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:15:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:20:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:25:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:30:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:35:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:40:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:45:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:50:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 06:55:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:00:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:05:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:10:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:15:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:20:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:25:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:30:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:35:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:40:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 07:45:00,69.00,67.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 07:50:00,69.00,67.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 07:55:00,67.94,67.00,67.00,37.62,30.00,100.00
115P07707,2019-01-01 08:00:00,64.00,66.00,67.00,39.93,30.00,100.00
115P07707,2019-01-01 08:05:00,64.00,66.00,67.00,39.93,30.00,100.00
115P07707,2019-01-01 08:10:00,64.00,66.00,67.00,39.93,30.00,100.00
115P07707,2019-01-01 08:15:00,65.19,66.00,67.00,39.21,24.00,100.00
115P07707,2019-01-01 08:20:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:25:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:30:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:35:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:40:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:45:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:50:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 08:55:00,66.00,66.00,67.00,38.72,20.00,
115P07707,2019-01-01 09:00:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:05:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:10:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:15:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:20:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:25:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:30:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:35:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:40:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:45:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 09:50:00,72.49,67.00,67.00,35.26,28.00,100.00
115P07707,2019-01-01 09:55:00,74.00,67.00,67.00,34.54,30.00,100.00
115P07707,2019-01-01 10:00:00,74.00,68.00,67.00,34.54,30.00,100.00
115P07707,2019-01-01 10:05:00,72.72,68.00,67.00,35.15,30.00,100.00
115P07707,2019-01-01 10:10:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 10:15:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 10:20:00,67.16,68.00,67.00,38.05,30.00,87.60
115P07707,2019-01-01 10:25:00,64.00,68.00,67.00,39.93,30.00,40.80
115P07707,2019-01-01 10:30:00,64.00,68.00,67.00,39.93,30.00,50.20
115P07707,2019-01-01 10:35:00,64.00,68.00,67.00,39.93,30.00,58.20
115P07707,2019-01-01 10:40:00,66.34,68.00,67.00,38.52,24.00,66.50
115P07707,2019-01-01 10:45:00,67.60,68.00,67.00,37.81,26.00,100.00
115P07707,2019-01-01 10:50:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 10:55:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 11:00:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 11:05:00,68.00,68.00,67.00,37.58,24.00,100.00
115P07707,2019-01-01 11:10:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 11:15:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 11:20:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 11:25:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 11:30:00,69.12,68.00,67.00,36.98,22.00,50.00
115P07707,2019-01-01 11:35:00,74.00,68.00,67.00,34.54,30.00,60.40
115P07707,2019-01-01 11:40:00,74.00,68.00,67.00,34.54,30.00,76.00
115P07707,2019-01-01 11:45:00,74.00,68.00,67.00,34.54,30.00,90.80
115P07707,2019-01-01 11:50:00,71.48,68.00,67.00,35.76,26.00,96.67
115P07707,2019-01-01 11:55:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 12:00:00,67.00,67.00,67.00,38.15,22.00,100.00
115P07707,2019-01-01 12:05:00,67.00,67.00,67.00,38.15,28.00,100.00
115P07707,2019-01-01 12:10:00,67.00,67.00,67.00,38.15,30.00,100.00
115P07707,2019-01-01 12:15:00,71.72,67.00,67.00,35.64,30.00,95.60
115P07707,2019-01-01 12:20:00,73.00,67.00,67.00,35.01,30.00,95.00
115P07707,2019-01-01 12:25:00,73.00,67.00,67.00,35.01,30.00,94.20
115P07707,2019-01-01 12:30:00,73.00,67.00,67.00,35.01,30.00,93.40
115P07707,2019-01-01 12:35:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 12:40:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 12:45:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 12:50:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 12:55:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:00:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:05:00,50.89,67.00,67.00,50.22,28.00,10.50
115P07707,2019-01-01 13:10:00,48.00,67.00,67.00,53.24,30.00,47.20
115P07707,2019-01-01 13:15:00,47.14,67.00,67.00,54.21,30.00,78.80
115P07707,2019-01-01 13:20:00,44.00,67.00,67.00,58.09,30.00,77.40
115P07707,2019-01-01 13:25:00,60.66,67.00,67.00,42.13,22.00,85.00
115P07707,2019-01-01 13:30:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:35:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:40:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:45:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:50:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 13:55:00,67.97,67.00,67.00,37.60,24.00,52.00
115P07707,2019-01-01 14:00:00,73.38,66.00,67.00,34.83,30.00,25.80
115P07707,2019-01-01 14:05:00,74.00,66.00,67.00,34.54,30.00,74.20
115P07707,2019-01-01 14:10:00,75.40,66.00,67.00,33.90,30.00,88.80
115P07707,2019-01-01 14:15:00,73.01,66.00,67.00,35.01,28.00,96.00
115P07707,2019-01-01 14:20:00,65.60,66.00,67.00,38.96,24.00,100.00
115P07707,2019-01-01 14:25:00,65.00,66.00,67.00,39.32,30.00,100.00
115P07707,2019-01-01 14:30:00,66.19,66.00,67.00,38.61,30.00,100.00
115P07707,2019-01-01 14:35:00,66.00,66.00,67.00,38.72,30.00,100.00
115P07707,2019-01-01 14:40:00,65.60,66.00,67.00,38.96,30.00,100.00
115P07707,2019-01-01 14:45:00,65.00,66.00,67.00,39.32,30.00,100.00
115P07707,2019-01-01 14:50:00,68.34,66.00,67.00,37.40,26.00,100.00
115P07707,2019-01-01 14:55:00,70.00,66.00,67.00,36.51,30.00,100.00
115P07707,2019-01-01 15:00:00,68.79,68.00,67.00,37.15,30.00,100.00
115P07707,2019-01-01 15:05:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 15:10:00,68.00,68.00,67.00,37.58,30.00,100.00
115P07707,2019-01-01 15:15:00,68.00,68.00,67.00,37.58,26.00,100.00
115P07707,2019-01-01 15:20:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 15:25:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 15:30:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 15:35:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 15:40:00,72.66,68.00,67.00,35.17,24.00,5.00
115P07707,2019-01-01 15:45:00,81.00,68.00,67.00,31.55,30.00,19.40
115P07707,2019-01-01 15:50:00,81.00,68.00,67.00,31.55,30.00,54.00
115P07707,2019-01-01 15:55:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:00:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:05:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:10:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:15:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:20:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:25:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:30:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:35:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 16:40:00,69.00,68.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 16:45:00,69.00,68.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 16:50:00,67.19,68.00,67.00,38.04,30.00,100.00
115P07707,2019-01-01 16:55:00,66.00,68.00,67.00,38.72,30.00,100.00
115P07707,2019-01-01 17:00:00,64.39,68.00,67.00,39.69,30.00,100.00
115P07707,2019-01-01 17:05:00,64.00,68.00,67.00,39.93,30.00,100.00
115P07707,2019-01-01 17:10:00,64.00,68.00,67.00,39.93,30.00,100.00
115P07707,2019-01-01 17:15:00,64.76,68.00,67.00,39.46,28.00,96.00
115P07707,2019-01-01 17:20:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:25:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:30:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:35:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:40:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:45:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:50:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 17:55:00,68.00,68.00,67.00,37.58,20.00,
115P07707,2019-01-01 18:00:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:05:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:10:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:15:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:20:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:25:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:30:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:35:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:40:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:45:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:50:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 18:55:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:00:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:05:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:10:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:15:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:20:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:25:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:30:00,67.00,67.00,67.00,38.15,26.00,100.00
115P07707,2019-01-01 19:35:00,67.00,67.00,67.00,38.15,30.00,100.00
115P07707,2019-01-01 19:40:00,67.00,67.00,67.00,38.15,30.00,100.00
115P07707,2019-01-01 19:45:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:50:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 19:55:00,67.00,67.00,67.00,38.15,20.00,
115P07707,2019-01-01 20:00:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:05:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:10:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:15:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:20:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:25:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:30:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:35:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:40:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:45:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:50:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 20:55:00,64.00,64.00,67.00,39.93,20.00,
115P07707,2019-01-01 21:00:00,65.00,65.00,67.00,39.32,20.00,
115P07707,2019-01-01 21:05:00,65.00,65.00,67.00,39.32,20.00,
115P07707,2019-01-01 21:10:00,65.00,65.00,67.00,39.32,20.00,
115P07707,2019-01-01 21:15:00,65.00,65.00,67.00,39.32,20.00,
115P07707,2019-01-01 21:20:00,65.00,65.00,67.00,39.32,20.00,
115P07707,2019-01-01 21:25:00,65.00,65.00,67.00,39.32,20.00,
115P07707,2019-01-01 21:30:00,67.34,65.00,67.00,37.95,26.00,100.00
115P07707,2019-01-01 21:35:00,69.00,65.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 21:40:00,69.00,65.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 21:45:00,69.00,65.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 21:50:00,69.00,65.00,67.00,37.04,30.00,100.00
115P07707,2019-01-01 21:55:00,67.34,65.00,67.00,37.95,26.00,100.00
115P07707,2019-01-01 22:00:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:05:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:10:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:15:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:20:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:25:00,75.00,67.00,67.00,34.08,30.00,59.00
115P07707,2019-01-01 22:30:00,68.66,67.00,67.00,37.22,30.00,56.60
115P07707,2019-01-01 22:35:00,65.79,67.00,67.00,38.85,22.00,56.33
115P07707,2019-01-01 22:40:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:45:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:50:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 22:55:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:00:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:05:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:10:00,66.40,67.00,67.00,38.49,22.00,80.00
115P07707,2019-01-01 23:15:00,66.00,67.00,67.00,38.72,30.00,98.40
115P07707,2019-01-01 23:20:00,66.00,67.00,67.00,38.72,30.00,100.00
115P07707,2019-01-01 23:25:00,66.20,67.00,67.00,38.61,26.00,100.00
115P07707,2019-01-01 23:30:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:35:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:40:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:45:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:50:00,67.00,67.00,67.00,38.15,10.00,
115P07707,2019-01-01 23:55:00,67.00,67.00,67.00,38.15,10.00,
115P05689,2019-01-01 00:00:00,67.00,67.00,67.00,37.34,30.00,98.60
115P05689,2019-01-01 00:05:00,67.00,67.00,67.00,37.34,30.00,99.00
115P05689,2019-01-01 00:10:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 00:15:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 00:20:00,65.00,67.00,67.00,38.49,30.00,97.20
115P05689,2019-01-01 00:25:00,65.00,67.00,67.00,38.49,30.00,98.00
115P05689,2019-01-01 00:30:00,66.75,67.00,67.00,37.48,30.00,93.20
115P05689,2019-01-01 00:35:00,65.40,67.00,67.00,38.26,30.00,98.20
115P05689,2019-01-01 00:40:00,66.79,67.00,67.00,37.46,30.00,97.20
115P05689,2019-01-01 00:45:00,68.00,67.00,67.00,36.79,30.00,94.40
115P05689,2019-01-01 00:50:00,67.20,67.00,67.00,37.23,14.00,95.00
115P05689,2019-01-01 00:55:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:00:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:05:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:10:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:15:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:20:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:25:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:30:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:35:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:40:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:45:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:50:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 01:55:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:00:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:05:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:10:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:15:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:20:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:25:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:30:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:35:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:40:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:45:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 02:50:00,67.20,67.00,67.00,37.23,14.00,
115P05689,2019-01-01 02:55:00,68.00,67.00,67.00,36.79,30.00,100.00
115P05689,2019-01-01 03:00:00,68.00,67.00,67.00,36.79,30.00,100.00
115P05689,2019-01-01 03:05:00,67.80,67.00,67.00,36.90,26.00,100.00
115P05689,2019-01-01 03:10:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 03:15:00,66.39,67.00,67.00,37.69,18.00,89.00
115P05689,2019-01-01 03:20:00,63.75,67.00,67.00,39.25,30.00,75.40
115P05689,2019-01-01 03:25:00,65.35,67.00,67.00,38.28,30.00,91.80
115P05689,2019-01-01 03:30:00,67.00,67.00,67.00,37.34,30.00,100.00
115P05689,2019-01-01 03:35:00,67.19,67.00,67.00,37.24,30.00,98.40
115P05689,2019-01-01 03:40:00,68.00,67.00,67.00,36.79,30.00,97.00
115P05689,2019-01-01 03:45:00,67.80,67.00,67.00,36.90,26.00,97.00
115P05689,2019-01-01 03:50:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 03:55:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:00:00,66.60,67.00,67.00,37.57,30.00,99.60
115P05689,2019-01-01 04:05:00,66.80,67.00,67.00,37.46,30.00,99.80
115P05689,2019-01-01 04:10:00,67.00,67.00,67.00,37.34,30.00,100.00
115P05689,2019-01-01 04:15:00,67.00,67.00,67.00,37.34,18.00,100.00
115P05689,2019-01-01 04:20:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:25:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:30:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:35:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:40:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:45:00,67.00,67.00,67.00,37.34,10.00,
115P05689,2019-01-01 04:50:00,67.00,67.00,67.00,37.34,10.00,
