tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue
115+04400,2019-01-01 11:30:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 11:35:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 11:40:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 11:45:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 11:50:00,31.39,31.00,35.00,60.59,24.00,100.00
115+04400,2019-01-01 11:55:00,32.00,31.00,35.00,59.44,30.00,100.00
115+04400,2019-01-01 12:00:00,32.00,28.00,35.00,59.44,30.00,100.00
115+04400,2019-01-01 12:05:00,31.11,28.00,35.00,61.14,28.00,100.00
115+04400,2019-01-01 12:10:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 12:15:00,29.46,28.00,35.00,64.56,24.00,100.00
115+04400,2019-01-01 12:20:00,33.00,28.00,35.00,57.64,30.00,100.00
115+04400,2019-01-01 12:25:00,33.00,28.00,35.00,57.64,30.00,100.00
115+04400,2019-01-01 12:30:00,29.81,28.00,35.00,63.81,24.00,100.00
115+04400,2019-01-01 12:35:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 12:40:00,28.77,28.00,35.00,66.12,24.00,100.00
115+04400,2019-01-01 12:45:00,39.57,28.00,35.00,48.07,30.00,57.20
115+04400,2019-01-01 12:50:00,43.59,28.00,35.00,43.63,30.00,62.20
115+04400,2019-01-01 12:55:00,21.32,28.00,35.00,89.22,30.00,49.40
115+04400,2019-01-01 13:00:00,14.00,28.00,35.00,135.86,30.00,80.60
115+04400,2019-01-01 13:05:00,12.87,28.00,35.00,147.80,30.00,75.20
115+04400,2019-01-01 13:10:00,12.00,28.00,35.00,158.51,30.00,51.20
115+04400,2019-01-01 13:15:00,29.67,28.00,35.00,64.10,22.00,67.00
115+04400,2019-01-01 13:20:00,39.00,28.00,35.00,48.77,30.00,69.80
115+04400,2019-01-01 13:25:00,39.00,28.00,35.00,48.77,30.00,75.60
115+04400,2019-01-01 13:30:00,38.59,28.00,35.00,49.28,30.00,80.60
115+04400,2019-01-01 13:35:00,32.57,28.00,35.00,58.40,30.00,95.60
115+04400,2019-01-01 13:40:00,30.00,28.00,35.00,63.40,30.00,100.00
115+04400,2019-01-01 13:45:00,29.58,28.00,35.00,64.31,30.00,100.00
115+04400,2019-01-01 13:50:00,30.46,28.00,35.00,62.44,30.00,100.00
115+04400,2019-01-01 13:55:00,34.00,28.00,35.00,55.94,30.00,100.00
115+04400,2019-01-01 14:00:00,34.38,26.00,35.00,55.32,30.00,100.00
115+04400,2019-01-01 14:05:00,44.00,26.00,35.00,43.23,30.00,73.80
115+04400,2019-01-01 14:10:00,29.33,26.00,35.00,64.84,30.00,88.80
115+04400,2019-01-01 14:15:00,24.00,26.00,35.00,79.25,30.00,100.00
115+04400,2019-01-01 14:20:00,28.36,26.00,35.00,67.06,30.00,98.00
115+04400,2019-01-01 14:25:00,38.72,26.00,35.00,49.13,30.00,82.20
115+04400,2019-01-01 14:30:00,44.52,26.00,35.00,42.73,30.00,40.20
115+04400,2019-01-01 14:35:00,43.00,26.00,35.00,44.23,30.00,62.80
115+04400,2019-01-01 14:40:00,44.18,26.00,35.00,43.06,30.00,70.00
115+04400,2019-01-01 14:45:00,45.00,26.00,35.00,42.27,30.00,79.40
115+04400,2019-01-01 14:50:00,32.50,26.00,35.00,58.53,26.00,100.00
115+04400,2019-01-01 14:55:00,39.00,26.00,35.00,48.77,30.00,99.80
115+04400,2019-01-01 15:00:00,38.00,26.00,35.00,50.06,30.00,99.40
115+04400,2019-01-01 15:05:00,37.80,26.00,35.00,50.33,30.00,96.80
115+04400,2019-01-01 15:10:00,38.00,26.00,35.00,50.06,30.00,96.00
115+04400,2019-01-01 15:15:00,34.79,26.00,35.00,54.68,28.00,96.25
115+04400,2019-01-01 15:20:00,26.00,26.00,35.00,73.16,20.00,
115+04400,2019-01-01 15:25:00,26.00,26.00,35.00,73.16,20.00,
115+04400,2019-01-01 15:30:00,26.00,26.00,35.00,73.16,20.00,
115+04400,2019-01-01 15:35:00,26.00,26.00,35.00,73.16,20.00,
115+04400,2019-01-01 15:40:00,26.00,26.00,35.00,73.16,20.00,
115+04400,2019-01-01 15:45:00,26.00,26.00,35.00,73.16,20.00,
115+04400,2019-01-01 15:50:00,23.33,26.00,35.00,81.54,26.00,99.00
115+04400,2019-01-01 15:55:00,19.94,26.00,35.00,95.41,30.00,100.00
115+04400,2019-01-01 16:00:00,35.00,27.00,35.00,54.35,30.00,100.00
115+04400,2019-01-01 16:05:00,41.59,27.00,35.00,45.73,30.00,45.80
115+04400,2019-01-01 16:10:00,29.04,27.00,35.00,65.49,30.00,64.00
115+04400,2019-01-01 16:15:00,22.75,27.00,35.00,83.61,30.00,93.00
115+04400,2019-01-01 16:20:00,28.00,27.00,35.00,67.93,30.00,100.00
115+04400,2019-01-01 16:25:00,44.59,27.00,35.00,42.65,30.00,40.00
115+04400,2019-01-01 16:30:00,45.00,27.00,35.00,42.27,30.00,55.00
115+04400,2019-01-01 16:35:00,42.60,27.00,35.00,44.65,30.00,65.00
115+04400,2019-01-01 16:40:00,25.00,27.00,35.00,76.08,30.00,100.00
115+04400,2019-01-01 16:45:00,25.00,27.00,35.00,76.08,30.00,100.00
115+04400,2019-01-01 16:50:00,21.69,27.00,35.00,87.68,30.00,100.00
115+04400,2019-01-01 16:55:00,21.98,27.00,35.00,86.55,28.00,100.00
115+04400,2019-01-01 17:00:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:05:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:10:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:15:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:20:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:25:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:30:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:35:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:40:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:45:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:50:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 17:55:00,28.00,28.00,35.00,67.93,20.00,
115+04400,2019-01-01 18:00:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 18:05:00,37.79,31.00,35.00,50.34,28.00,99.33
115+04400,2019-01-01 18:10:00,42.00,31.00,35.00,45.29,30.00,99.20
115+04400,2019-01-01 18:15:00,41.11,31.00,35.00,46.27,30.00,99.20
115+04400,2019-01-01 18:20:00,22.69,31.00,35.00,83.82,30.00,29.80
115+04400,2019-01-01 18:25:00,20.00,31.00,35.00,95.10,30.00,36.40
115+04400,2019-01-01 18:30:00,20.00,31.00,35.00,95.10,30.00,50.20
115+04400,2019-01-01 18:35:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 18:40:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 18:45:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 18:50:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 18:55:00,31.00,31.00,35.00,61.36,20.00,
115+04400,2019-01-01 19:00:00,28.29,33.00,35.00,67.25,22.00,49.00
115+04400,2019-01-01 19:05:00,19.00,33.00,35.00,100.11,30.00,98.00
115+04400,2019-01-01 19:10:00,19.00,33.00,35.00,100.11,30.00,100.00
115+04400,2019-01-01 19:15:00,19.00,33.00,35.00,100.11,30.00,100.00
115+04400,2019-01-01 19:20:00,20.76,33.00,35.00,91.62,28.00,100.00
115+04400,2019-01-01 19:25:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 19:30:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 19:35:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 19:40:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 19:45:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 19:50:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 19:55:00,33.00,33.00,35.00,57.64,20.00,
115+04400,2019-01-01 20:00:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 20:05:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 20:10:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 20:15:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 20:20:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 20:25:00,35.59,36.00,35.00,53.44,24.00,
115+04400,2019-01-01 20:30:00,35.00,36.00,35.00,54.35,30.00,100.00
115+04400,2019-01-01 20:35:00,35.00,36.00,35.00,54.35,30.00,100.00
115+04400,2019-01-01 20:40:00,35.00,36.00,35.00,54.35,30.00,100.00
115+04400,2019-01-01 20:45:00,35.39,36.00,35.00,53.74,26.00,100.00
115+04400,2019-01-01 20:50:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 20:55:00,36.00,36.00,35.00,52.84,20.00,
115+04400,2019-01-01 21:00:00,22.57,38.00,35.00,84.27,30.00,68.20
115+04400,2019-01-01 21:05:00,23.00,38.00,35.00,82.70,30.00,93.20
115+04400,2019-01-01 21:10:00,18.91,38.00,35.00,100.57,30.00,91.00
115+04400,2019-01-01 21:15:00,16.00,38.00,35.00,118.88,30.00,93.80
115+04400,2019-01-01 21:20:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:25:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:30:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:35:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:40:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:45:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:50:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 21:55:00,38.00,38.00,35.00,50.06,20.00,
115+04400,2019-01-01 22:00:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:05:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:10:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:15:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:20:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:25:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:30:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 22:35:00,29.58,35.00,35.00,64.31,18.00,100.00
115+04400,2019-01-01 22:40:00,24.00,35.00,35.00,79.25,30.00,100.00
115+04400,2019-01-01 22:45:00,24.00,35.00,35.00,79.25,30.00,100.00
115+04400,2019-01-01 22:50:00,34.03,35.00,35.00,55.89,30.00,56.20
115+04400,2019-01-01 22:55:00,28.15,35.00,35.00,67.57,30.00,83.20
115+04400,2019-01-01 23:00:00,30.13,35.00,35.00,63.13,30.00,97.60
115+04400,2019-01-01 23:05:00,29.00,35.00,35.00,65.59,30.00,100.00
115+04400,2019-01-01 23:10:00,30.31,35.00,35.00,62.75,30.00,94.20
115+04400,2019-01-01 23:15:00,37.00,35.00,35.00,51.41,30.00,70.60
115+04400,2019-01-01 23:20:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:25:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:30:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:35:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:40:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:45:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:50:00,35.00,35.00,35.00,54.35,10.00,
115+04400,2019-01-01 23:55:00,35.00,35.00,35.00,54.35,10.00,
115+04401,2019-01-01 00:00:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:05:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:10:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:15:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:20:00,39.39,38.00,38.00,87.43,30.00,100.00
115+04401,2019-01-01 00:25:00,40.00,38.00,38.00,86.11,30.00,100.00
115+04401,2019-01-01 00:30:00,40.00,38.00,38.00,86.11,30.00,100.00
115+04401,2019-01-01 00:35:00,39.58,38.00,38.00,87.01,26.00,100.00
115+04401,2019-01-01 00:40:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:45:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:50:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 00:55:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:00:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:05:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:10:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:15:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:20:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:25:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:30:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:35:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:40:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:45:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:50:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 01:55:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:00:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:05:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:10:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:15:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:20:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:25:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:30:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:35:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:40:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:45:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:50:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 02:55:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:00:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:05:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:10:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:15:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:20:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:25:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:30:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:35:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:40:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:45:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:50:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 03:55:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 04:00:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 04:05:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 04:10:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 04:15:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 04:20:00,38.00,38.00,38.00,90.64,10.00,
115+04401,2019-01-01 04:25:00,37.30,38.00,38.00,92.35,30.00,95.67
115+04401,2019-01-01 04:30:00,39.00,38.00,38.00,88.31,30.00,99.20
115+04401,2019-01-01 04:35:00,39.74,38.00,38.00,86.67,30.00,98.00
115+04401,2019-01-01 04:40:00,43.00,38.00,38.00,80.10,30.00,93.00
115+04401,2019-01-01 04:45:00,43.00,38.00,38.00,80.10,30.00,93.20
115+04401,2019-01-01 04:50:00,43.00,38.00,38.00,80.10,30.00,93.00
115+04401,2019-01-01 04:55:00,40.85,38.00,38.00,84.31,22.00,93.00
115+04401,2019-01-01 05:00:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 05:05:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 05:10:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 05:15:00,35.38,43.00,38.00,97.36,26.00,71.67
115+04401,2019-01-01 05:20:00,31.00,43.00,38.00,111.10,30.00,76.40
115+04401,2019-01-01 05:25:00,31.38,43.00,38.00,109.76,30.00,90.60
115+04401,2019-01-01 05:30:00,33.00,43.00,38.00,104.37,30.00,99.40
115+04401,2019-01-01 05:35:00,38.35,43.00,38.00,89.81,24.00,99.00
115+04401,2019-01-01 05:40:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 05:45:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 05:50:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 05:55:00,43.00,43.00,38.00,80.10,20.00,
115+04401,2019-01-01 06:00:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:05:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:10:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:15:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:20:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:25:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:30:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:35:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:40:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 06:45:00,39.36,40.00,38.00,87.50,22.00,
115+04401,2019-01-01 06:50:00,33.73,40.00,38.00,102.11,30.00,100.00
115+04401,2019-01-01 06:55:00,32.80,40.00,38.00,105.02,30.00,100.00
115+04401,2019-01-01 07:00:00,30.77,40.00,38.00,111.94,30.00,97.60
115+04401,2019-01-01 07:05:00,34.10,40.00,38.00,100.99,30.00,98.40
115+04401,2019-01-01 07:10:00,42.00,40.00,38.00,82.01,30.00,100.00
115+04401,2019-01-01 07:15:00,42.00,40.00,38.00,82.01,30.00,100.00
115+04401,2019-01-01 07:20:00,36.61,40.00,38.00,94.09,30.00,99.20
115+04401,2019-01-01 07:25:00,36.00,40.00,38.00,95.67,30.00,100.00
115+04401,2019-01-01 07:30:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 07:35:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 07:40:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 07:45:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 07:50:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 07:55:00,34.07,40.00,38.00,101.11,26.00,78.00
115+04401,2019-01-01 08:00:00,31.00,39.00,38.00,111.10,30.00,86.80
115+04401,2019-01-01 08:05:00,31.00,39.00,38.00,111.10,30.00,96.20
115+04401,2019-01-01 08:10:00,31.00,39.00,38.00,111.10,30.00,99.40
115+04401,2019-01-01 08:15:00,39.00,39.00,38.00,88.31,20.00,
115+04401,2019-01-01 08:20:00,42.03,39.00,38.00,81.94,26.00,100.00
115+04401,2019-01-01 08:25:00,45.00,39.00,38.00,76.54,30.00,100.00
115+04401,2019-01-01 08:30:00,43.40,39.00,38.00,79.36,30.00,100.00
115+04401,2019-01-01 08:35:00,37.59,39.00,38.00,91.62,30.00,100.00
115+04401,2019-01-01 08:40:00,37.00,39.00,38.00,93.09,30.00,100.00
115+04401,2019-01-01 08:45:00,37.00,39.00,38.00,93.09,30.00,100.00
115+04401,2019-01-01 08:50:00,38.17,39.00,38.00,90.22,24.00,100.00
115+04401,2019-01-01 08:55:00,43.66,39.00,38.00,78.89,28.00,100.00
115+04401,2019-01-01 09:00:00,45.00,40.00,38.00,76.54,30.00,100.00
115+04401,2019-01-01 09:05:00,45.00,40.00,38.00,76.54,30.00,100.00
115+04401,2019-01-01 09:10:00,45.00,40.00,38.00,76.54,30.00,100.00
115+04401,2019-01-01 09:15:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 09:20:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 09:25:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 09:30:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 09:35:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 09:40:00,40.00,40.00,38.00,86.11,20.00,
115+04401,2019-01-01 09:45:00,40.38,40.00,38.00,85.29,22.00,100.00
115+04401,2019-01-01 09:50:00,42.00,40.00,38.00,82.01,30.00,100.00
115+04401,2019-01-01 09:55:00,40.79,40.00,38.00,84.45,30.00,100.00
115+04401,2019-01-01 10:00:00,40.00,38.00,38.00,86.11,30.00,100.00
115+04401,2019-01-01 10:05:00,40.00,38.00,38.00,86.11,30.00,100.00
115+04401,2019-01-01 10:10:00,41.86,38.00,38.00,82.28,30.00,100.00
115+04401,2019-01-01 10:15:00,43.40,38.00,38.00,79.36,28.00,100.00
115+04401,2019-01-01 10:20:00,38.00,38.00,38.00,90.64,20.00,
115+04401,2019-01-01 10:25:00,38.00,38.00,38.00,90.64,20.00,
115+04401,2019-01-01 10:30:00,38.00,38.00,38.00,90.64,20.00,
115+04401,2019-01-01 10:35:00,38.00,38.00,38.00,90.64,20.00,
115+04401,2019-01-01 10:40:00,41.13,38.00,38.00,83.73,28.00,100.00
115+04401,2019-01-01 10:45:00,45.00,38.00,38.00,76.54,30.00,100.00
115+04401,2019-01-01 10:50:00,45.39,38.00,38.00,75.89,30.00,97.60
115+04401,2019-01-01 10:55:00,41.65,38.00,38.00,82.70,30.00,97.60
115+04401,2019-01-01 11:00:00,40.00,37.00,38.00,86.11,30.00,100.00
115+04401,2019-01-01 11:05:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:10:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:15:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:20:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:25:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:30:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:35:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:40:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:45:00,37.00,37.00,38.00,93.09,20.00,
115+04401,2019-01-01 11:50:00,37.20,37.00,38.00,92.60,24.00,100.00
115+04401,2019-01-01 11:55:00,37.80,37.00,38.00,91.13,30.00,100.00
115+04401,2019-01-01 12:00:00,37.00,35.00,38.00,93.09,30.00,100.00
115+04401,2019-01-01 12:05:00,36.58,35.00,38.00,94.15,28.00,100.00
115+04401,2019-01-01 12:10:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 12:15:00,36.35,35.00,38.00,94.75,22.00,100.00
115+04401,2019-01-01 12:20:00,43.00,35.00,38.00,80.10,30.00,100.00
115+04401,2019-01-01 12:25:00,41.31,35.00,38.00,83.38,30.00,100.00
115+04401,2019-01-01 12:30:00,38.13,35.00,38.00,90.33,28.00,100.00
115+04401,2019-01-01 12:35:00,38.00,35.00,38.00,90.64,30.00,100.00
115+04401,2019-01-01 12:40:00,35.35,35.00,38.00,97.44,30.00,100.00
115+04401,2019-01-01 12:45:00,34.36,35.00,38.00,100.25,30.00,100.00
115+04401,2019-01-01 12:50:00,36.88,35.00,38.00,93.40,30.00,100.00
115+04401,2019-01-01 12:55:00,37.59,35.00,38.00,91.62,30.00,100.00
115+04401,2019-01-01 13:00:00,38.00,35.00,38.00,90.64,30.00,100.00
115+04401,2019-01-01 13:05:00,38.00,35.00,38.00,90.64,30.00,100.00
115+04401,2019-01-01 13:10:00,40.00,35.00,38.00,86.11,30.00,100.00
115+04401,2019-01-01 13:15:00,35.90,35.00,38.00,95.95,22.00,100.00
115+04401,2019-01-01 13:20:00,40.38,35.00,38.00,85.29,26.00,83.67
115+04401,2019-01-01 13:25:00,45.00,35.00,38.00,76.54,30.00,89.40
115+04401,2019-01-01 13:30:00,43.66,35.00,38.00,78.89,30.00,93.80
115+04401,2019-01-01 13:35:00,39.00,35.00,38.00,88.31,30.00,100.00
115+04401,2019-01-01 13:40:00,40.18,35.00,38.00,85.73,30.00,100.00
115+04401,2019-01-01 13:45:00,41.00,35.00,38.00,84.01,30.00,100.00
115+04401,2019-01-01 13:50:00,41.32,35.00,38.00,83.35,30.00,88.40
115+04401,2019-01-01 13:55:00,47.00,35.00,38.00,73.28,30.00,94.40
115+04401,2019-01-01 14:00:00,47.00,35.00,38.00,73.28,30.00,97.60
115+04401,2019-01-01 14:05:00,44.81,35.00,38.00,76.86,30.00,88.40
115+04401,2019-01-01 14:10:00,47.23,35.00,38.00,72.92,30.00,90.40
115+04401,2019-01-01 14:15:00,43.80,35.00,38.00,78.64,30.00,100.00
115+04401,2019-01-01 14:20:00,43.00,35.00,38.00,80.10,30.00,100.00
115+04401,2019-01-01 14:25:00,50.42,35.00,38.00,68.31,30.00,57.80
115+04401,2019-01-01 14:30:00,47.77,35.00,38.00,72.10,30.00,87.60
115+04401,2019-01-01 14:35:00,50.75,35.00,38.00,67.87,30.00,82.20
115+04401,2019-01-01 14:40:00,41.78,35.00,38.00,82.45,30.00,97.40
115+04401,2019-01-01 14:45:00,26.00,35.00,38.00,132.47,30.00,100.00
115+04401,2019-01-01 14:50:00,27.81,35.00,38.00,123.84,30.00,99.00
115+04401,2019-01-01 14:55:00,41.00,35.00,38.00,84.01,30.00,100.00
115+04401,2019-01-01 15:00:00,42.75,35.00,38.00,80.57,30.00,98.80
115+04401,2019-01-01 15:05:00,44.80,35.00,38.00,76.89,30.00,96.40
115+04401,2019-01-01 15:10:00,45.00,35.00,38.00,76.54,30.00,95.20
115+04401,2019-01-01 15:15:00,45.00,35.00,38.00,76.54,30.00,94.00
115+04401,2019-01-01 15:20:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:25:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:30:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:35:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:40:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:45:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:50:00,35.00,35.00,38.00,98.41,20.00,
115+04401,2019-01-01 15:55:00,36.56,35.00,38.00,94.20,30.00,100.00
115+04401,2019-01-01 16:00:00,35.73,33.00,38.00,96.39,30.00,100.00
115+04401,2019-01-01 16:05:00,36.17,33.00,38.00,95.22,30.00,100.00
