,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,602,615,617,619,620,621,622,623,624,625,626,627,628,633,637,640,645,646,647,649,650,651,652,653,654,766,767,2061,2125,2136,2137,2142,2146,2147,2148,2166,2197
1,0,1595.604,1458.9,2044.92,297.552,879.996,0,15.924,15.924,1.44,3.468,4.008,3.816,7.668,7.668,1.308,14.448,0,15.924,2.712,6.84,11.94,12,13.764,6,8.04,6,7.296,6,1.2,1.2,7.296,4.056,2.988,1.2,4.332,15.924,15.924,15.924,6,15.924,15.924,15.924,15.924,0,0,6,1.452,4.14,2.928,13.764,6.684,1.884,0,3.996,1.2
2,2699.184,0,0,3010.908,934.692,996.24,0,80.184,151.392,101.448,40.5,31.38,30.012,26.184,25.788,31.236,72.24,0,151.392,1.2,51.42,70.824,68.496,85.404,104.592,25.116,107.424,33.108,92.82,67.98,151.392,24.984,31.212,36.024,112.128,151.392,142.5,51.072,151.392,151.392,151.392,151.392,132.096,151.392,0,0,103.692,49.74,41.184,32.7,70.404,51.996,28.62,0,1.26,91.788
3,253.476,0,0,13.656,86.58,1345.764,0,4.728,112.368,45.648,4.128,3.06,2.772,1.812,1.86,1.26,4.416,0,0,1.26,1.26,9.792,1.38,2.616,10.116,1.68,24.42,3.384,4.272,27.672,83.556,1.512,2.856,3.06,41.304,38.532,3.492,2.976,4.128,18.564,110.316,104.256,4.428,22.308,0,0,9.312,1.26,1.38,1.26,2.376,1.26,1.26,0,1.26,41.304
4,2137.14,1545.12,497.244,0,1452.216,860.088,0,40.464,21.492,29.34,36.96,37.8,47.076,74.172,60.72,1.2,39.228,0,11.52,26.808,1.26,40.548,8.388,7.632,100.152,60.72,84.144,78.648,41.712,33.744,27.264,60.72,51.804,34.932,27.264,13.008,18.264,54.936,18.264,41.52,40.08,18.264,4.668,5.052,0,0,41.424,1.26,1.884,1.824,4.968,1.26,1.788,0,35.592,23.316
5,0,162.084,36.012,994.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,291.096,496.824,1437.18,531.372,0,0,0,6.888,6.888,7.62,5.64,6.24,6.24,11.364,12.564,0,27.972,0,6.24,5.1,0,30.924,25.308,34.176,8.412,12.564,8.412,8.412,8.412,8.412,9.3,11.364,6.828,5.1,7.812,6.24,7.62,10.284,8.412,8.412,8.412,8.412,7.62,8.412,0,0,8.412,0,25.308,25.308,34.176,0,25.308,0,5.64,6.888
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.432,15.924,0,0,0,0,0,0,0,15.924,0,0
8,74.46,167.724,6.12,0,0,0,0,0,51.024,5.544,1.2,3.804,6.504,83.196,44.136,1.2,13.092,0,3.576,1.2,1.428,11.628,3.048,19.236,111.78,144.684,153.192,28.992,3.192,3.252,25.272,169.668,32.292,3.672,2.688,15.624,457.764,429.84,465.912,92.928,56.52,475.26,317.82,96,0,0,16.332,1.2,1.2,1.2,5.232,1.2,1.2,0,1.26,1.548
9,2.736,833.088,279.036,0,0,0,0,261.024,0,147.636,1.2,3.804,1.296,3,1.668,1.2,2.856,0,135.132,1.2,1.2,3.096,1.2,2.508,16.572,4.668,20.796,2.94,2.364,51.42,474.888,7.032,5.856,3.672,111.804,508.74,2.064,64.056,2.82,23.436,524.928,414.264,80.688,87.732,0,0,12.324,1.2,1.2,1.2,1.2,1.2,1.2,0,1.2,49.032
10,1.2,335.592,126.012,0,0,0,0,7.632,230.076,0,1.2,3.804,1.296,3,1.836,1.2,1.2,0,31.5,1.2,1.2,1.212,1.2,1.56,5.532,6.168,5.76,2.94,1.2,160.62,290.592,7.452,5.856,3.672,170.988,197.964,2.064,2.28,2.82,4.08,231.06,36.048,2.22,2.748,0,0,3.252,1.2,1.2,1.2,1.26,1.2,1.2,0,1.2,165.924
11,1.2,1.212,1.2,0,0,0,0,1.2,1.2,1.716,0,87.108,27.132,1.908,2.928,0,1.2,0,1.2,0,1.2,1.2,1.2,1.2,1.968,6.792,2.184,8.232,1.2,4.848,1.548,1.572,117.876,0,1.26,1.2,1.2,1.2,1.668,4.224,2.532,1.2,1.2,1.2,0,0,2.508,0,0,0,1.2,0,0,0,1.2,1.2
12,1.2,18.264,15.264,0,0,0,0,5.652,5.004,50.124,51.456,0,193.08,61.428,49.572,1.2,1.2,0,1.2,1.2,1.2,1.2,1.2,1.272,83.124,105.492,106.74,147.516,43.332,139.752,100.164,73.44,559.092,303.876,4.512,5.952,59.556,6.564,122.172,211.38,138.396,190.308,22.092,1.26,0,0,123.468,1.2,1.2,1.2,1.2,1.2,1.2,0,1.26,1.2
13,1.2,11.604,3.984,0,0,0,0,7.74,4.968,21.288,40.788,388.152,0,22.836,30.156,1.2,1.2,0,1.2,1.2,1.2,1.2,1.2,1.272,45.864,74.124,78.6,190.212,8.784,52.356,13.428,23.76,0,152.7,3.504,5.916,5.376,4.128,24.252,73.176,24.216,48.276,3.732,1.26,0,0,34.572,1.2,1.2,1.2,1.2,1.2,1.2,0,1.2,1.2
14,1.2,17.52,8.628,0,0,0,0,75.144,8.196,35.208,1.26,75.696,20.088,0,293.892,1.2,1.26,0,1.26,1.2,1.2,1.488,1.2,2.328,215.4,165.204,73.068,161.976,7.608,74.304,20.4,650.856,92.424,6.696,3.876,9.684,3.984,126.996,11.928,65.484,21.9,18.228,6.168,1.392,0,0,21.168,1.2,1.2,1.2,1.26,1.2,1.2,0,1.2,1.716
15,1.2,28.548,13.896,0,0,0,0,105.744,16.356,49.332,2.052,95.832,32.04,325.068,0,1.2,3.036,0,2.172,1.2,1.26,2.988,1.26,2.568,245.94,211.212,109.632,169.812,14.52,96.228,83.64,0,125.052,20.436,3.876,17.184,10.8,125.004,30.792,97.308,63.612,80.496,8.616,1.692,0,0,39.924,1.26,1.2,1.2,1.26,1.26,1.2,0,1.2,1.896
16,1.2,9.432,1.788,0,0,0,0,5.652,4.968,2.556,1.2,3.804,1.296,3,2.244,0,1.2,0,1.2,1.2,0,1.2,1.2,1.272,3.516,6.96,3.54,2.94,1.26,3.744,9.672,8.28,5.856,3.672,1.836,5.916,2.064,2.28,3.804,4.08,6.456,5.292,2.22,1.452,0,0,2.7,0,1.2,1.2,1.26,0,1.2,0,1.2,1.2
17,1.2,17.184,4.692,0,0,0,0,5.652,9.06,6.384,1.26,6.264,1.944,16.308,8.652,1.26,0,0,1.32,1.26,2.052,0,2.748,6.996,7.824,21.156,8.436,6.54,1.728,8.58,19.992,25.404,8.736,5.484,3.504,9.924,4.656,3.9,10.332,10.452,15.06,13.056,4.86,3.42,0,0,6.528,2.052,0,0,2.748,2.136,0,0,1.26,2.088
18,0,0,0,0,0,0,126.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.112,0,0,0,0,0,0,0,0,0,0
19,1.2,634.464,0,0,0,0,0,22.74,379.164,71.316,1.2,3.804,1.296,3,1.668,1.2,2.208,0,0,1.2,1.2,2.4,1.2,2.328,12.552,4.668,14.316,2.94,2.208,19.2,325.104,7.032,5.856,3.672,29.712,0,2.064,13.476,2.82,14.784,406.992,246.024,11.712,17.808,0,0,8.52,1.2,1.2,1.2,1.2,1.2,1.2,0,1.2,14.34
602,1.2,14.304,2.58,0,0,0,0,5.652,6.708,4.452,1.26,6.924,1.944,3,1.668,1.2,1.2,0,1.26,0,1.2,1.2,1.2,2.1,5.52,27.42,4.008,25.38,1.26,6.552,11.844,7.032,9.876,5.304,3.372,7.86,2.064,4.596,2.82,7.428,8.592,4.308,2.22,1.26,0,0,3.648,1.2,1.2,1.2,1.26,1.2,1.2,0,0,1.404
615,1.2,13.608,3.144,0,0,0,0,5.652,5.508,3.648,1.2,3.804,1.296,4.8,2.748,0,1.62,0,1.2,1.2,0,1.248,1.2,11.46,4.296,7.704,4.356,4.164,1.26,4.86,10.692,11.208,5.856,3.672,2.604,6.396,2.064,2.28,4.632,6.084,7.776,6.504,3.312,1.872,0,0,3.3,0,1.2,1.2,2.268,0,1.2,0,1.2,1.548
617,1.2,20.556,6.336,0,0,0,0,7.296,10.02,8.112,1.26,6.264,2.052,18.168,10.752,2.052,0,0,1.452,1.26,2.496,0,3.18,7.728,11.58,27.756,13.752,9.744,2.34,11.844,27.336,37.332,9.648,5.484,5.064,10.788,6.864,4.164,15.228,17.58,20.232,17.496,6.96,4.62,0,0,9.78,2.376,0,0,2.892,2.496,0,0,1.26,2.82
619,1.2,15.552,4.248,0,0,0,0,5.652,8.196,4.452,1.26,5.628,1.584,8.412,5.532,1.2,45.912,0,1.26,1.2,1.26,48.288,0,6.996,5.508,12.72,5.892,5.352,1.26,5.976,14.412,13.776,7.896,4.488,3.18,8.964,3.768,3.408,6.06,7.428,10.392,8.688,4.044,2.532,0,0,4.68,1.26,1.2,1.2,2.616,1.26,1.2,0,1.26,1.872
620,1.2,58.068,15.42,0,0,0,0,5.652,34.956,22.08,1.26,6.264,1.944,38.688,23.628,1.2,132.144,0,3.096,1.26,13.92,114.192,48.888,0,21.36,68.04,22.428,21.66,4.704,23.58,52.584,82.5,9.588,5.484,11.664,20.94,14.076,15.324,22.548,30.852,39.456,35.784,15.756,10.284,0,0,16.656,1.2,9.312,9.432,82.008,1.2,5.784,0,1.26,7.68
