od_no,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,travel_time_without_access_link,#_of_nodes,distance_kmOD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
11,1,9,0,0,1,0,sov,PM,1.10,0,1,1,0.0,13.9,13.8659,13.8659,17,7.5006,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
12,1,10,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.5,15.5413,15.5413,18,8.2978,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13,1,10,0,0,1,0,sov,PM,1.10,0,1,1,0.0,15.6,15.5733,15.5733,19,8.4211,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,1,12,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.1,15.1123,15.1123,20,11.5304,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,1,14,0,0,0,0,sov,PM,1.10,0,1,1,0.0,13.2,13.1527,13.1527,17,10.4630,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
16,1,16,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.7,15.6915,15.6915,18,11.4206,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
17,1,17,0,0,0,0,sov,PM,1.10,0,1,1,0.0,14.3,14.2545,14.2545,16,10.0114,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
18,1,19,0,0,0,0,sov,PM,1.10,0,1,1,0.0,13.1,13.0869,13.0869,14,7.0294,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19,1,19,0,0,1,0,sov,PM,1.10,0,1,1,0.0,13.1,13.1188,13.1188,15,7.1527,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
20,1,602,0,0,0,0,sov,PM,1.10,0,1,1,0.0,21.2,21.1652,21.1652,20,13.6477,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
21,1,615,0,0,0,0,sov,PM,1.10,0,1,1,0.0,18.2,18.2264,18.2264,17,11.8514,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
22,1,617,0,0,0,0,sov,PM,1.10,0,1,1,0.0,17.3,17.3498,17.3498,18,11.5932,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
23,1,619,0,0,0,0,sov,PM,1.10,0,1,1,0.0,14.2,14.2334,14.2334,15,9.4615,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
24,1,620,0,0,0,0,sov,PM,3.30,0,1,1,0.0,12.2,12.2436,12.2436,13,8.0367,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
25,1,621,0,0,0,0,sov,PM,12.77,0,1,1,0.0,15.1,15.0720,15.0720,19,9.6717,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
26,1,622,0,0,1,0,sov,PM,1.41,0,1,1,0.0,13.4,13.4351,13.4351,17,10.3660,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
27,1,622,0,0,0,0,sov,PM,1.09,0,1,1,0.0,13.6,13.6022,13.6022,19,10.5762,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
28,1,623,0,0,0,0,sov,PM,9.55,0,1,1,0.0,12.7,12.6740,12.6740,18,8.4573,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
29,1,624,0,0,0,0,sov,PM,1.10,0,1,1,0.0,13.8,13.8367,13.8367,18,10.5486,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
30,1,625,0,0,1,0,sov,PM,1.10,0,1,1,0.0,15.2,15.2174,15.2174,20,11.5195,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
31,1,625,0,0,0,0,sov,PM,6.53,0,1,1,0.0,15.3,15.2570,15.2570,19,10.1641,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
32,1,626,0,0,1,0,sov,PM,1.26,0,1,1,0.0,16.0,15.9589,15.9589,22,11.8571,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
33,1,626,0,0,0,0,sov,PM,1.02,0,1,1,0.0,17.2,17.2127,17.2127,19,8.9626,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
34,1,626,0,0,2,0,sov,PM,1.02,0,1,1,0.0,17.2,17.2447,17.2447,20,9.0859,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
35,1,627,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.9,15.9177,15.9177,16,8.3056,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
36,1,627,0,0,1,0,sov,PM,1.10,0,1,1,0.0,15.9,15.9497,15.9497,17,8.4289,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
37,1,628,0,0,0,0,sov,PM,1.10,0,1,1,0.0,13.5,13.4641,13.4641,17,10.3757,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
38,1,628,0,0,1,0,sov,PM,1.10,0,1,1,0.0,13.5,13.5097,13.5097,17,10.4247,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
39,1,633,0,0,0,0,sov,PM,1.10,0,1,1,0.0,13.6,13.6346,13.6346,18,10.4812,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
40,1,637,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.6,15.6415,15.6415,20,11.5311,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
41,1,637,0,0,1,0,sov,PM,1.10,0,1,1,0.0,15.6,15.5835,15.5835,20,11.5396,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
42,1,640,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.5,15.5281,15.5281,16,7.9651,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
43,1,640,0,0,1,0,sov,PM,1.10,0,1,1,0.0,15.6,15.5600,15.5600,17,8.0884,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
44,1,645,0,0,0,0,sov,PM,1.08,0,1,1,0.0,12.8,12.7598,12.7598,13,6.6935,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
45,1,645,0,0,1,0,sov,PM,10.09,0,1,1,0.0,12.5,12.5020,12.5020,15,6.7824,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
46,1,646,0,0,0,0,sov,PM,24.99,0,1,1,0.0,12.6,12.6164,12.6164,11,6.0706,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
47,1,647,0,0,0,0,sov,PM,1058.38,0,1,1,0.0,6.2,6.2477,6.2477,8,3.3806,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
48,1,649,0,0,0,0,sov,PM,41.54,0,1,1,0.0,11.3,11.2635,11.2635,9,5.1919,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
49,1,650,0,0,0,0,sov,PM,22.85,0,1,1,0.0,13.1,13.1154,13.1154,17,8.5453,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
50,1,651,0,0,0,0,sov,PM,8.19,0,1,1,0.0,11.8,11.8357,11.8357,13,6.5100,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
51,1,652,0,0,0,0,sov,PM,13.40,0,1,1,0.0,10.6,10.5838,10.5838,11,5.2281,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
52,1,653,0,0,0,0,sov,PM,729.70,0,1,1,0.0,6.2,6.1742,6.1742,9,3.5930,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
53,1,654,0,0,0,0,sov,PM,1.10,0,1,1,0.0,9.5,9.4838,9.4838,11,5.2090,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
54,1,2061,0,0,0,0,sov,PM,6.44,0,1,1,0.0,14.6,14.6268,14.6268,18,9.6188,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
55,1,2061,0,0,1,0,sov,PM,1.00,0,1,1,0.0,16.1,16.1263,16.1263,18,8.7942,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
56,1,2125,0,0,0,0,sov,PM,1.10,0,1,1,0.0,16.9,16.8999,16.8999,16,11.5076,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
57,1,2136,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.4,15.3812,15.3812,18,10.4532,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
58,1,2137,0,0,0,0,sov,PM,1.10,0,1,1,0.0,18.5,18.4828,18.4828,20,12.4144,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
59,1,2142,0,0,0,0,sov,PM,1.10,0,1,1,0.0,13.3,13.3132,13.3132,14,8.7769,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
60,1,2146,0,0,0,0,sov,PM,1.10,0,1,1,0.0,15.5,15.4911,15.4911,17,11.1579,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
61,1,2147,0,0,0,0,sov,PM,1.10,0,1,1,0.0,18.7,18.6697,18.6697,20,12.4767,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
62,1,2197,0,0,0,0,sov,PM,1.10,0,1,1,0.0,16.7,16.7298,16.7298,18,8.6357,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
63,1,2197,0,0,1,0,sov,PM,1.10,0,1,1,0.0,16.8,16.7618,16.7618,19,8.7590,0.811837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
64,2,1,0,0,0,0,sov,PM,1301.41,0,1,1,0.0,12.0,11.9695,11.9695,12,6.5439,1141.897461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
65,2,4,0,0,1,0,sov,PM,40.71,0,1,1,0.0,16.6,16.6358,16.6358,20,8.2906,2956.219727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
66,2,4,0,0,0,0,sov,PM,3295.17,0,1,1,0.0,14.9,14.9414,14.9414,21,7.1560,2956.219727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
67,2,5,0,0,1,0,sov,PM,32.20,0,1,1,0.0,20.5,20.4710,20.4710,23,10.4469,2629.260010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
68,2,5,0,0,0,0,sov,PM,285.10,0,1,1,0.0,18.8,18.7767,18.7767,24,9.3123,2629.260010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
69,2,6,0,0,0,0,sov,PM,6.48,0,1,1,0.0,25.6,25.6037,25.6037,16,12.1108,335.542511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
70,2,6,0,0,2,0,sov,PM,41.91,0,1,1,0.0,22.4,22.4470,22.4470,22,12.5529,335.542511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
71,2,6,0,0,1,0,sov,PM,67.83,0,1,1,0.0,22.7,22.6691,22.6691,24,12.9569,335.542511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
72,2,8,0,0,0,0,sov,PM,6.14,0,1,1,0.0,10.0,10.0379,10.0379,10,4.4721,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
73,2,9,0,0,0,0,sov,PM,37.79,0,1,1,0.0,6.0,5.9948,5.9948,9,2.5498,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
74,2,10,0,0,0,0,sov,PM,20.13,0,1,1,0.0,7.7,7.7022,7.7022,11,3.4702,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
75,2,12,0,0,1,0,sov,PM,0.97,0,1,1,0.0,13.9,13.9171,13.9171,15,6.9349,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
76,2,12,0,0,0,0,sov,PM,3.40,0,1,1,0.0,12.2,12.2227,12.2227,16,5.8003,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
77,2,14,0,0,1,0,sov,PM,1.00,0,1,1,0.0,18.0,17.9938,17.9938,20,8.8181,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
78,2,14,0,0,0,0,sov,PM,2.71,0,1,1,0.0,16.3,16.2995,16.2995,21,7.6835,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
79,2,16,0,0,0,0,sov,PM,0.92,0,1,1,0.0,24.7,24.7123,24.7123,18,11.3133,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
80,2,16,0,0,2,0,sov,PM,1.30,0,1,1,0.0,21.6,21.5556,21.5556,24,11.7554,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
81,2,16,0,0,1,0,sov,PM,2.79,0,1,1,0.0,21.8,21.7777,21.7777,26,12.1595,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
82,2,17,0,0,0,0,sov,PM,1.86,0,1,1,0.0,20.1,20.1186,20.1186,22,10.3463,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
83,2,17,0,0,1,0,sov,PM,3.42,0,1,1,0.0,20.3,20.3407,20.3407,24,10.7503,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
84,2,19,0,0,0,0,sov,PM,2377.66,0,1,1,0.0,5.2,5.2477,5.2477,7,2.2018,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
85,2,602,0,0,1,0,sov,PM,1.03,0,1,1,0.0,26.0,26.0064,26.0064,23,12.0028,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
86,2,602,0,0,0,0,sov,PM,1.17,0,1,1,0.0,24.3,24.3120,24.3120,24,10.8682,9.050969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
