od_no,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,travel_time_without_access_link,#_of_nodes,distance_kmOD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
962,602,2061,0,0,0,0,sov,PM,1.10,0,1,1,0.0,18.0,18.0088,18.0088,16,8.1649,26.573637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
963,602,2125,0,0,0,0,sov,PM,1.10,0,1,1,0.0,25.6,25.6246,25.6246,23,13.2988,1.094121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
964,602,2136,0,0,0,0,sov,PM,1.10,0,1,1,0.0,24.1,24.1059,24.1059,25,12.2444,0.323730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
965,602,2137,0,0,0,0,sov,PM,1.10,0,1,1,0.0,27.2,27.2075,27.2075,27,14.2056,1.244326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
966,602,2142,0,0,0,0,sov,PM,1.10,0,1,1,0.0,22.0,22.0378,22.0378,21,10.5681,6.009208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
967,602,2146,0,0,0,0,sov,PM,1.10,0,1,1,0.0,24.2,24.2157,24.2157,24,12.9491,0.013114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
968,602,2147,0,0,0,0,sov,PM,1.10,0,1,1,0.0,27.4,27.3944,27.3944,27,14.2679,0.529346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
969,602,2197,0,0,0,0,sov,PM,1.10,0,1,1,0.0,18.1,18.0566,18.0566,18,8.0993,13.800446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
970,615,1,0,0,1,0,sov,PM,1.05,0,1,1,0.0,19.1,19.1375,19.1375,18,12.6465,4.451786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
971,615,1,0,0,0,0,sov,PM,1.15,0,1,1,0.0,18.2,18.1866,18.1866,19,11.9958,4.451786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
972,615,2,0,0,0,0,sov,PM,0.80,0,1,1,0.0,30.3,30.3256,30.3256,17,11.7442,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
973,615,2,0,0,6,0,sov,PM,1.06,0,1,1,0.0,25.3,25.3081,25.3081,22,12.8371,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
974,615,2,0,0,4,0,sov,PM,1.88,0,1,1,0.0,24.4,24.3572,24.3572,23,12.1863,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
975,615,2,0,0,1,0,sov,PM,1.53,0,1,1,0.0,25.8,25.7965,25.7965,24,13.2411,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
976,615,2,0,0,5,0,sov,PM,1.08,0,1,1,0.0,24.8,24.8456,24.8456,25,12.5904,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
977,615,2,0,0,2,0,sov,PM,0.96,0,1,1,0.0,27.7,27.7246,27.7246,25,16.1879,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
978,615,2,0,0,3,0,sov,PM,1.00,0,1,1,0.0,26.8,26.7737,26.7737,26,15.5371,125.339897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
979,615,3,0,0,0,0,sov,PM,0.76,0,1,1,0.0,27.9,27.8565,27.8565,15,11.0130,18.779387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
980,615,3,0,0,2,0,sov,PM,1.06,0,1,1,0.0,22.8,22.8391,22.8391,20,12.1058,18.779387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
981,615,3,0,0,3,0,sov,PM,1.10,0,1,1,0.0,21.9,21.8881,21.8881,21,11.4551,18.779387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
982,615,3,0,0,1,0,sov,PM,1.06,0,1,1,0.0,22.8,22.8105,22.8105,21,12.1374,18.779387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
983,615,3,0,0,4,0,sov,PM,1.53,0,1,1,0.0,21.9,21.8595,21.8595,22,11.4866,18.779387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
984,615,8,0,0,1,0,sov,PM,1.07,0,1,1,0.0,21.8,21.7926,21.7926,20,13.1630,75.150002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
985,615,8,0,0,0,0,sov,PM,1.16,0,1,1,0.0,20.8,20.8417,20.8417,21,12.5122,75.150002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
986,615,9,0,0,0,0,sov,PM,0.75,0,1,1,0.0,26.9,26.9356,26.9356,15,10.4409,66.085716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
987,615,9,0,0,1,0,sov,PM,1.44,0,1,1,0.0,21.9,21.9182,21.9182,20,11.5337,66.085716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
988,615,9,0,0,2,0,sov,PM,1.50,0,1,1,0.0,21.0,20.9673,20.9673,21,10.8830,66.085716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
989,615,10,0,0,0,0,sov,PM,0.76,0,1,1,0.0,27.5,27.4807,27.4807,17,10.6857,32.464287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
990,615,10,0,0,1,0,sov,PM,1.06,0,1,1,0.0,22.5,22.4632,22.4632,22,11.7786,32.464287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
991,615,10,0,0,2,0,sov,PM,1.49,0,1,1,0.0,21.5,21.5123,21.5123,23,11.1278,32.464287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
992,615,12,0,0,0,0,sov,PM,0.74,0,1,1,0.0,26.6,26.6337,26.6337,16,10.4032,50.528572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
993,615,12,0,0,1,0,sov,PM,1.05,0,1,1,0.0,21.6,21.5828,21.5828,19,11.8688,50.528572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
994,615,12,0,0,4,0,sov,PM,1.55,0,1,1,0.0,20.6,20.6318,20.6318,20,11.2181,50.528572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
995,615,12,0,0,2,0,sov,PM,1.05,0,1,1,0.0,21.6,21.6162,21.6162,21,11.4960,50.528572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
996,615,12,0,0,3,0,sov,PM,1.10,0,1,1,0.0,20.7,20.6653,20.6653,22,10.8453,50.528572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
997,615,14,0,0,1,0,sov,PM,1.05,0,1,1,0.0,19.6,19.6231,19.6231,16,10.8015,39.875511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
998,615,14,0,0,0,0,sov,PM,1.15,0,1,1,0.0,18.7,18.6722,18.6722,17,10.1507,39.875511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
999,615,17,0,0,1,0,sov,PM,0.94,0,1,1,0.0,16.5,16.4515,16.4515,11,8.9093,8.136735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1000,615,17,0,0,0,0,sov,PM,1.06,0,1,1,0.0,15.5,15.5006,15.5006,12,8.2586,8.136735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1001,615,19,0,0,0,0,sov,PM,0.74,0,1,1,0.0,26.3,26.2843,26.2843,15,10.1390,10.597960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1002,615,19,0,0,1,0,sov,PM,1.05,0,1,1,0.0,21.3,21.2669,21.2669,20,11.2318,10.597960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1003,615,19,0,0,2,0,sov,PM,1.51,0,1,1,0.0,20.3,20.3160,20.3160,21,10.5811,10.597960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1004,615,602,0,0,1,0,sov,PM,1.06,0,1,1,0.0,27.6,27.6357,27.6357,19,13.9861,0.160884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1005,615,602,0,0,0,0,sov,PM,1.14,0,1,1,0.0,26.7,26.6848,26.6848,20,13.3354,0.160884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1006,615,617,0,0,1,0,sov,PM,1.05,0,1,1,0.0,19.5,19.5468,19.5468,13,10.4911,7.246633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1007,615,617,0,0,0,0,sov,PM,1.15,0,1,1,0.0,18.6,18.5959,18.5959,14,9.8404,7.246633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1008,615,619,0,0,1,0,sov,PM,1.04,0,1,1,0.0,16.4,16.4304,16.4304,10,8.3595,2.922546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1009,615,619,0,0,0,0,sov,PM,1.16,0,1,1,0.0,15.5,15.4795,15.4795,11,7.7087,2.922546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1010,615,620,0,0,0,0,sov,PM,1.00,0,1,1,0.0,8.3,8.3218,8.3218,6,3.8601,16.962070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1011,615,621,0,0,0,0,sov,PM,0.60,0,1,1,0.0,24.3,24.3299,24.3299,13,8.6150,38.229683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1012,615,621,0,0,1,0,sov,PM,1.05,0,1,1,0.0,19.3,19.3125,19.3125,18,9.7079,38.229683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1013,615,621,0,0,2,0,sov,PM,1.55,0,1,1,0.0,18.4,18.3615,18.3615,19,9.0571,38.229683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1014,615,622,0,0,1,0,sov,PM,1.06,0,1,1,0.0,19.9,19.9055,19.9055,16,10.7044,62.060593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1015,615,622,0,0,2,0,sov,PM,1.44,0,1,1,0.0,20.1,20.0726,20.0726,18,10.9147,62.060593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1016,615,622,0,0,0,0,sov,PM,0.67,0,1,1,0.0,26.0,26.0005,26.0005,17,10.3250,62.060593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1017,615,622,0,0,3,0,sov,PM,2.56,0,1,1,0.0,19.1,19.1217,19.1217,19,10.2639,62.060593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1018,615,623,0,0,0,0,sov,PM,0.54,0,1,1,0.0,21.9,21.9319,21.9319,12,7.4007,38.864105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1019,615,623,0,0,1,0,sov,PM,1.04,0,1,1,0.0,16.9,16.9145,16.9145,17,8.4935,38.864105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1020,615,623,0,0,2,0,sov,PM,1.62,0,1,1,0.0,16.0,15.9635,15.9635,18,7.8428,38.864105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1021,615,624,0,0,0,0,sov,PM,0.58,0,1,1,0.0,23.6,23.6300,23.6300,12,8.3202,39.069187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1022,615,624,0,0,1,0,sov,PM,1.05,0,1,1,0.0,18.6,18.6126,18.6126,17,9.4130,39.069187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1023,615,624,0,0,2,0,sov,PM,1.57,0,1,1,0.0,17.7,17.6616,17.6616,18,8.7623,39.069187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1024,615,625,0,0,0,0,sov,PM,0.60,0,1,1,0.0,24.5,24.5149,24.5149,13,9.1074,8.450562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1025,615,625,0,0,1,0,sov,PM,1.05,0,1,1,0.0,19.5,19.4975,19.4975,18,10.2003,8.450562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1026,615,625,0,0,2,0,sov,PM,1.55,0,1,1,0.0,18.5,18.5465,18.5465,19,9.5496,8.450562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1027,615,626,0,0,0,0,sov,PM,0.63,0,1,1,0.0,25.8,25.8241,25.8241,13,9.5438,43.265900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1028,615,626,0,0,1,0,sov,PM,1.05,0,1,1,0.0,20.8,20.8066,20.8066,18,10.6367,43.265900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1029,615,626,0,0,2,0,sov,PM,1.52,0,1,1,0.0,19.9,19.8557,19.8557,19,9.9859,43.265900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1030,615,627,0,0,0,0,sov,PM,0.71,0,1,1,0.0,25.0,25.0121,25.0121,13,9.2217,86.159615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1031,615,627,0,0,1,0,sov,PM,1.05,0,1,1,0.0,20.0,19.9946,19.9946,18,10.3145,86.159615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1032,615,627,0,0,2,0,sov,PM,1.64,0,1,1,0.0,19.0,19.0437,19.0437,19,9.6638,86.159615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1033,615,628,0,0,2,0,sov,PM,1.05,0,1,1,0.0,19.9,19.9345,19.9345,16,10.7141,93.533051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1034,615,628,0,0,1,0,sov,PM,1.05,0,1,1,0.0,20.0,19.9802,19.9802,16,10.7631,93.533051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1035,615,628,0,0,0,0,sov,PM,1.38,0,1,1,0.0,19.0,18.9836,18.9836,17,10.0634,93.533051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1036,615,628,0,0,3,0,sov,PM,1.10,0,1,1,0.0,19.0,19.0292,19.0292,17,10.1123,93.533051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1037,615,633,0,0,0,0,sov,PM,0.61,0,1,1,0.0,25.2,25.1559,25.1559,14,9.3539,77.804222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1038,615,633,0,0,1,0,sov,PM,1.05,0,1,1,0.0,20.1,20.1050,20.1050,17,10.8196,77.804222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1039,615,633,0,0,4,0,sov,PM,1.59,0,1,1,0.0,19.2,19.1541,19.1541,18,10.1689,77.804222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1040,615,633,0,0,2,0,sov,PM,1.05,0,1,1,0.0,20.1,20.1385,20.1385,19,10.4468,77.804222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1041,615,633,0,0,3,0,sov,PM,1.10,0,1,1,0.0,19.2,19.1875,19.1875,20,9.7960,77.804222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1042,615,637,0,0,0,0,sov,PM,0.75,0,1,1,0.0,27.2,27.1628,27.1628,16,10.4038,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1043,615,637,0,0,5,0,sov,PM,1.05,0,1,1,0.0,22.1,22.1119,22.1119,19,11.8695,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1044,615,637,0,0,1,0,sov,PM,1.05,0,1,1,0.0,22.1,22.0540,22.0540,19,11.8781,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1045,615,637,0,0,4,0,sov,PM,1.10,0,1,1,0.0,21.2,21.1610,21.1610,20,11.2188,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1046,615,637,0,0,6,0,sov,PM,1.60,0,1,1,0.0,21.1,21.1030,21.1030,20,11.2273,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1047,615,637,0,0,2,0,sov,PM,1.05,0,1,1,0.0,22.1,22.1454,22.1454,21,11.4967,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1048,615,637,0,0,3,0,sov,PM,1.10,0,1,1,0.0,21.2,21.1944,21.1944,22,10.8459,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1049,615,637,0,0,7,0,sov,PM,1.10,0,1,1,0.0,21.1,21.1365,21.1365,22,10.8545,48.832611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
