link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201285BA,qvdf,202615,202606,,,-1,0,-1,1,3,,3,1500_1800,2364.922,18.944,2364.922,1.414,25.022,0.626,1.126,1.199,700.000,0.000,0.530,0.355,1.000,839.197,1.169,1.195,1.451,0.250,40.000,34.000,0.498,1.000,25.022,19.741,1394.855,55.746,1394.855,55.746,20.875,14.721,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",2346.0,0.0,0.0,0.0,0.0,2190.0,0,174.9,40.000,39.999,39.999,39.998,39.997,39.997,39.996,37.996,39.997,39.998,39.999,39.999,40.000,39.999,39.998,39.997,39.997,39.996,39.995,39.994,39.993,39.993,39.992,39.991,39.990,39.990,37.990,39.991,39.992,39.993,39.994,39.995,39.996,39.997,39.998,39.999,39.608,38.430,37.253,36.076,34.899,32.902,25.824,20.790,20.110,23.634,30.980,36.354,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,2363.93,0.00,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,period-based
201286AB,qvdf,202617,202606,,,-1,0,-1,1,2,,2,1500_1800,4120.599,29.582,4120.599,0.119,32.973,0.845,0.509,0.551,900.000,0.000,0.018,0.361,3.000,495.869,1.235,1.177,0.450,0.000,39.000,33.150,0.457,1.000,32.973,27.495,269.446,8.172,269.446,8.172,1.263,0.044,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",4091.0,0.0,0.0,0.0,0.0,4140.9,0,-20.3,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,37.047,38.998,38.998,38.998,38.998,38.999,38.999,38.999,39.000,39.000,38.725,37.902,37.078,36.254,35.430,34.606,33.782,32.974,31.062,33.969,35.856,37.742,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,4120.27,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,period-based
201286BA,qvdf,202606,202617,,,-1,0,-1,1,2,,2,1500_1800,3648.716,29.020,3648.716,0.116,33.951,0.871,0.450,0.488,900.000,0.000,0.015,0.361,3.000,439.083,1.235,1.177,0.366,0.000,39.000,33.150,0.457,1.000,33.951,28.398,238.590,7.028,238.590,7.028,0.910,0.000,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",3619.7,0.0,0.0,0.0,0.0,3481.3,0,167.4,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,37.047,38.998,38.998,38.998,38.998,38.999,38.999,38.999,39.000,39.000,38.768,38.074,37.379,36.684,35.990,35.295,34.600,34.771,32.858,34.880,36.425,37.970,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,3647.64,0.00,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,period-based
201287AB,qvdf,622,202615,,,-1,0,-1,1,9,,9,1500_1800,2904.230,18.944,2904.230,0.155,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,114.508,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,150.381,7.520,150.381,7.520,0.000,0.000,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",2885.3,0.0,0.0,0.0,0.0,2744.2,0,160.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2904.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201287BA,qvdf,202615,622,,,-1,0,-1,1,9,,9,1500_1800,2768.972,19.458,2768.972,0.155,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,109.175,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,143.377,7.169,143.377,7.169,0.000,0.000,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",2749.5,0.0,0.0,0.0,0.0,2800.7,0,-31.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2771.89,0.00,-0.18,-0.17,-0.17,-0.17,-0.17,-0.16,-0.16,-0.16,-0.16,-0.15,-0.15,-0.15,-0.15,-0.14,-0.14,-0.14,-0.14,-0.14,period-based
201288AB,qvdf,202623,202616,,,-1,0,-1,1,3,,3,1500_1800,576.707,0.000,576.707,0.096,36.647,0.940,0.275,0.292,700.000,0.000,0.006,0.355,1.000,204.646,1.169,1.195,0.145,0.000,39.000,33.150,0.498,1.000,36.647,30.914,33.905,0.925,33.905,0.925,0.056,0.000,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",576.7,0.0,0.0,0.0,0.0,601.6,0,-24.9,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.898,38.593,38.288,37.982,37.677,37.372,37.067,36.761,34.824,37.308,37.943,38.577,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,579.95,0.00,-0.20,-0.19,-0.19,-0.19,-0.18,-0.18,-0.18,-0.18,-0.17,-0.17,-0.17,-0.16,-0.16,-0.16,-0.16,-0.15,-0.15,-0.15,period-based
201288BA,qvdf,202616,202623,,,-1,0,-1,1,3,,3,1500_1800,544.724,0.000,544.724,0.096,36.852,0.945,0.259,0.276,700.000,0.000,0.005,0.355,1.000,193.296,1.169,1.195,0.132,0.000,39.000,33.150,0.498,1.000,36.852,31.107,32.024,0.869,32.024,0.869,0.048,0.000,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",544.7,0.0,0.0,0.0,0.0,554.2,0,-9.4,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.907,38.630,38.352,38.074,37.797,37.519,37.241,36.963,35.027,37.467,38.042,38.617,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,545.80,0.00,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,period-based
201289AB,qvdf,202613,202610,,,-1,0,-1,1,4,,4,1500_1800,1323.768,10.795,1323.768,0.505,34.981,0.875,0.441,0.470,500.000,0.000,0.063,0.355,2.000,234.871,1.169,1.195,0.325,0.000,40.000,34.000,0.498,1.000,34.981,29.270,389.373,11.131,389.373,11.131,1.397,0.000,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",1313.0,0.0,0.0,0.0,0.0,1285.0,0,38.8,40.000,40.000,40.000,40.000,39.999,39.999,39.999,37.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,39.772,39.090,38.407,37.724,37.041,36.359,35.676,34.526,32.548,36.006,37.504,39.001,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1323.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201289BA,qvdf,202610,202613,,,-1,0,-1,1,4,,4,1500_1800,1095.040,10.545,1095.040,0.487,36.231,0.906,0.365,0.389,500.000,0.000,0.046,0.355,2.000,194.288,1.169,1.195,0.235,0.000,40.000,34.000,0.498,1.000,36.231,30.434,322.095,8.890,322.095,8.890,0.838,0.000,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",1084.5,0.0,0.0,0.0,0.0,1075.9,0,19.1,40.000,40.000,40.000,40.000,39.999,39.999,39.999,37.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.999,39.999,39.999,39.999,39.999,40.000,40.000,39.833,39.333,38.832,38.331,37.831,37.330,36.830,36.641,34.658,37.152,38.220,39.288,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1095.05,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201290AB,qvdf,620,202904,,,-1,0,-1,1,9,,9,1500_1800,35.320,0.027,35.320,1.389,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,1.393,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,16.352,0.818,16.352,0.818,0.000,0.000,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",35.3,0.0,0.0,0.0,0.0,71.6,0,-36.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.853,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.061,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,50.35,0.00,-0.93,-0.91,-0.89,-0.88,-0.86,-0.85,-0.83,-0.82,-0.80,-0.79,-0.77,-0.76,-0.75,-0.73,-0.72,-0.71,-0.70,-0.68,period-based
201290BA,qvdf,202904,620,,,-1,0,-1,1,9,,9,1500_1800,47.540,0.040,47.540,1.389,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,1.874,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,22.010,1.100,22.010,1.100,0.000,0.000,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",47.5,0.0,0.0,0.0,0.0,68.7,0,-21.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.018,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.984,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,56.54,0.00,-0.54,-0.53,-0.52,-0.51,-0.51,-0.50,-0.49,-0.49,-0.48,-0.47,-0.47,-0.46,-0.45,-0.45,-0.44,-0.44,-0.43,-0.42,period-based
201291AB,qvdf,633,202730,,,-1,0,-1,1,9,,9,1500_1800,1608.782,1.206,1608.782,1.698,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,63.431,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,910.538,45.527,910.538,45.527,0.000,0.000,"LINESTRING (-112.399481 33.631895, -112.403180 33.639502)",1607.6,0.0,0.0,0.0,0.0,1134.7,0,474.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1608.69,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01,period-based
201291BA,qvdf,202730,633,,,-1,0,-1,1,9,,9,1500_1800,1470.852,1.361,1470.852,1.698,20.000,1.000,0.001,0.001,99999.000,0.000,0.000,0.355,9.000,57.993,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,832.473,41.624,832.473,41.624,0.000,0.000,"LINESTRING (-112.406062 33.638100, -112.402363 33.630493)",1469.5,0.0,0.0,0.0,0.0,1299.5,0,171.3,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1470.93,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,period-based
201292AB,qvdf,202618,202621,,,-1,0,-1,1,3,,3,1500_1800,1646.324,0.013,1646.324,1.072,28.260,0.725,0.784,0.835,700.000,0.000,0.295,0.355,1.000,584.201,1.169,1.195,0.860,0.000,39.000,33.150,0.498,1.000,28.260,23.214,831.361,29.419,831.361,29.419,8.102,4.340,"LINESTRING (-112.428346 33.638862, -112.428301 33.631535)",1646.3,0.0,0.0,0.0,0.0,1549.1,0,97.2,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.689,37.758,36.826,35.895,34.963,34.032,35.832,26.709,24.432,34.710,34.723,37.289,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1647.23,0.00,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,period-based
201292BA,qvdf,202621,202618,,,-1,0,-1,1,3,,3,1500_1800,1477.072,0.013,1477.072,1.023,29.630,0.760,0.703,0.749,700.000,0.000,0.246,0.355,1.000,524.142,1.169,1.195,0.716,0.000,39.000,33.150,0.498,1.000,29.630,24.444,745.892,25.173,745.892,25.173,6.048,2.673,"LINESTRING (-112.425095 33.631555, -112.425140 33.638882)",1477.1,0.0,0.0,0.0,0.0,1219.2,0,257.8,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.703,37.813,36.922,36.031,35.141,34.250,35.205,29.251,26.153,35.340,35.204,37.482,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1477.35,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,period-based
201293AB,qvdf,202604,202603,,,-1,0,-1,1,3,,3,1500_1800,0.000,0.000,0.000,1.135,39.000,1.000,0.000,0.000,700.000,0.000,0.000,0.355,2.000,0.000,1.169,1.195,0.000,0.000,39.000,33.150,0.498,1.000,39.000,33.150,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.410756 33.639680, -112.415942 33.631820)",0.0,0.0,0.0,0.0,0.0,150.5,0,-150.5,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201293BA,qvdf,202603,202604,,,-1,0,-1,1,3,,3,1500_1800,0.000,0.000,0.000,1.135,39.000,1.000,0.000,0.000,700.000,0.000,0.000,0.355,2.000,0.000,1.169,1.195,0.000,0.000,39.000,33.150,0.498,1.000,39.000,33.150,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.413266 33.630054, -112.408080 33.637914)",0.0,0.0,0.0,0.0,0.0,47.8,0,-47.8,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201294AB,qvdf,202604,202602,,,-1,0,-1,1,2,,2,1500_1800,6077.984,27.400,6077.984,0.926,28.821,0.739,0.750,0.813,900.000,0.000,0.242,0.361,3.000,731.419,1.235,1.177,0.869,0.000,39.000,33.150,0.457,1.000,28.821,23.722,2704.217,93.830,2704.217,93.830,24.491,12.254,"LINESTRING (-112.409414 33.640400, -112.417132 33.640417)",6050.6,0.0,0.0,0.0,0.0,5889.6,0,188.4,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,37.048,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,38.689,37.754,36.820,35.886,34.952,34.018,35.801,27.083,24.898,34.762,34.690,37.276,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,6077.00,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,period-based
201294BA,qvdf,202602,202604,,,-1,0,-1,1,2,,2,1500_1800,6017.061,29.577,6017.061,0.922,28.948,0.742,0.743,0.805,900.000,0.000,0.238,0.361,3.000,724.087,1.235,1.177,0.854,0.000,39.000,33.150,0.457,1.000,28.948,23.837,2677.111,92.479,2677.111,92.479,23.835,11.721,"LINESTRING (-112.417140 33.637211, -112.409422 33.637194)",5987.5,0.0,0.0,0.0,0.0,5822.0,0,195.0,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,37.047,38.998,38.998,38.998,38.998,38.999,38.999,38.999,39.000,39.000,38.690,37.760,36.830,35.901,34.971,34.041,35.970,27.302,25.051,35.027,34.745,37.298,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,6008.03,0.00,0.57,0.56,0.54,0.53,0.52,0.51,0.50,0.49,0.48,0.47,0.46,0.45,0.44,0.44,0.43,0.42,0.41,0.40,period-based
201296AB,qvdf,202600,202599,,,-1,0,-1,1,1,,1,1500_1800,9099.628,944.199,9099.628,0.771,57.167,0.841,0.523,0.532,1935.000,0.000,0.123,0.339,3.000,1028.734,1.000,1.240,0.343,0.000,68.000,57.800,0.600,1.000,57.167,47.942,6688.500,116.999,6688.500,116.999,18.639,1.282,"LINESTRING (-112.418422 33.626198, -112.418247 33.636862)",8155.4,0.0,0.0,0.0,0.0,8636.2,0,463.4,67.993,67.972,67.951,67.930,67.909,67.888,67.867,64.467,67.892,67.922,67.951,67.980,67.995,67.981,67.966,67.952,67.938,67.923,67.909,67.894,67.880,67.865,67.851,67.837,67.822,67.808,64.411,67.825,67.845,67.865,67.886,67.906,67.926,67.946,67.966,67.987,67.535,66.141,64.746,63.352,61.957,60.563,59.168,60.274,56.842,59.794,62.871,65.948,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,9099.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201298AB,qvdf,202597,202596,,,-1,0,-1,1,1,,1,1500_1800,7790.768,921.540,7790.768,0.740,59.355,0.873,0.447,0.455,1935.000,0.000,0.094,0.339,3.000,880.764,1.000,1.240,0.263,0.000,68.000,57.800,0.600,1.000,59.355,49.912,5706.270,96.137,5706.270,96.137,12.222,0.000,"LINESTRING (-112.418445 33.636825, -112.418553 33.626198)",6869.2,0.0,0.0,0.0,0.0,7451.3,0,339.4,67.993,67.973,67.953,67.933,67.913,67.893,67.873,64.472,67.897,67.925,67.953,67.981,67.995,67.982,67.968,67.954,67.940,67.926,67.912,67.898,67.885,67.871,67.857,67.843,67.829,67.815,64.419,67.832,67.851,67.871,67.890,67.910,67.929,67.948,67.968,67.987,67.614,66.458,65.301,64.144,62.987,61.831,60.674,59.860,56.592,61.363,63.852,66.341,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,7790.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
