link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,macro_node_id,macro_link_id,mvmt_txt_id
24,2302,1204,,1,91.77,1,1000,30,residential,6,,"LINESTRING (-111.9413218 33.4190879, -111.9417799 33.4190848, -111.9418197 33.4190841, -111.9418442 33.4190837, -111.9423088 33.4190804)",,24,
25,1205,2303,,1,91.77,1,1000,30,residential,6,,"LINESTRING (-111.9423081 33.4190172, -111.9418432 33.4190205, -111.9418186 33.4190210, -111.9417789 33.4190216, -111.9413211 33.4190247)",,25,
26,1206,2400,,1,0.25,1,1000,30,residential,6,,"LINESTRING (-111.9423982 33.4190797, -111.9424008 33.4190796)",,26,
27,2401,1207,,1,0.46,1,1000,30,residential,6,,"LINESTRING (-111.9423988 33.4190165, -111.9423938 33.4190166)",,27,
28,2500,902,,1,211.54,1,1000,30,residential,6,,"LINESTRING (-111.9399791 33.4136584, -111.9400291 33.4136582, -111.9404592 33.4136560, -111.9404616 33.4136560, -111.9404625 33.4136560, -111.9412971 33.4136517, -111.9416943 33.4136497, -111.9421723 33.4136473, -111.9422542 33.4136468)",,28,
29,903,2501,,1,211.54,1,1000,30,residential,6,,"LINESTRING (-111.9422537 33.4135837, -111.9421719 33.4135841, -111.9416938 33.4135865, -111.9412967 33.4135885, -111.9404620 33.4135928, -111.9404612 33.4135928, -111.9404588 33.4135928, -111.9400287 33.4135950, -111.9399786 33.4135953)",,29,
30,904,2600,,1,3.48,1,1000,30,residential,6,,"LINESTRING (-111.9423623 33.4136460, -111.9423997 33.4136453)",,30,
31,2601,905,,1,2.9,1,1000,30,residential,6,,"LINESTRING (-111.9423981 33.4135822, -111.9423669 33.4135828)",,31,
32,35400,35500,,1,133.33,2,1600,56,secondary,4,,"LINESTRING (-111.9365323 33.4219083, -111.9358451 33.4219117, -111.9356492 33.4219101, -111.9350983 33.4219166)",,32,
33,2900,3000,,1,100.68,1,1200,48,tertiary,5,,"LINESTRING (-111.9393301 33.4254656, -111.9392878 33.4254655, -111.9390426 33.4254651, -111.9390282 33.4254651, -111.9388368 33.4254653, -111.9382884 33.4254640, -111.9382749 33.4254640, -111.9382471 33.4254640)",,33,
34,3001,2901,,1,100.68,1,1200,48,tertiary,5,,"LINESTRING (-111.9382470 33.4255271, -111.9382749 33.4255272, -111.9382882 33.4255272, -111.9388368 33.4255285, -111.9390281 33.4255283, -111.9390426 33.4255283, -111.9392876 33.4255287, -111.9393300 33.4255287)",,34,
35,3002,3100,,1,122.39,1,1200,48,tertiary,5,,"LINESTRING (-111.9380750 33.4254637, -111.9380281 33.4254636, -111.9372661 33.4254661, -111.9367710 33.4254677, -111.9367585 33.4254677)",,35,
36,3101,3003,,1,122.39,1,1200,48,tertiary,5,,"LINESTRING (-111.9367584 33.4255309, -111.9367712 33.4255309, -111.9372672 33.4255293, -111.9380281 33.4255268, -111.9380749 33.4255268)",,36,
37,3200,3300,,1,150.4,1,1200,40,tertiary,5,,"LINESTRING (-111.9288795 33.4179728, -111.9288750 33.4178252, -111.9288945 33.4176489, -111.9289122 33.4175298, -111.9289297 33.4174484, -111.9289481 33.4173811, -111.9289678 33.4173211, -111.9290182 33.4172018, -111.9290779 33.4170919, -111.9291201 33.4170172, -111.9291739 33.4169452, -111.9292891 33.4168042, -111.9293765 33.4167195)",,37,
38,3301,3201,,1,155.57,1,1200,40,tertiary,5,,"LINESTRING (-111.9293195 33.4166782, -111.9292293 33.4167656, -111.9291109 33.4169106, -111.9290539 33.4169868, -111.9290097 33.4170653, -111.9289484 33.4171782, -111.9288960 33.4173021, -111.9288751 33.4173657, -111.9288559 33.4174358, -111.9288378 33.4175202, -111.9288197 33.4176421, -111.9287996 33.4178230, -111.9288042 33.4179744)",,38,
39,3400,3500,,1,182.81,1,1000,30,residential,6,,"LINESTRING (-111.9369845 33.4134994, -111.9350412 33.4135150, -111.9350184 33.4135152)",,39,
40,3501,3401,,1,182.8,1,1000,30,residential,6,,"LINESTRING (-111.9350192 33.4135784, -111.9350420 33.4135782, -111.9369852 33.4135626)",,40,
41,3600,3700,,1,13.46,1,1000,30,residential,6,,"LINESTRING (-111.9226284 33.4128221, -111.9226272 33.4127007)",,41,
42,3701,3601,,1,13.46,1,1000,30,residential,6,,"LINESTRING (-111.9225520 33.4127012, -111.9225532 33.4128226)",,42,
43,3800,3900,,1,359.7,1,1200,48,tertiary,5,,"LINESTRING (-111.9261632 33.4209286, -111.9261281 33.4209214, -111.9243863 33.4205581, -111.9242607 33.4205318, -111.9241803 33.4205151, -111.9239342 33.4204629, -111.9231363 33.4202936, -111.9228447 33.4202317, -111.9224104 33.4201395)",,43,
44,3901,3801,,1,359.77,1,1200,48,tertiary,5,,"LINESTRING (-111.9223919 33.4202007, -111.9228263 33.4202929, -111.9231179 33.4203548, -111.9239158 33.4205241, -111.9241621 33.4205763, -111.9242425 33.4205930, -111.9243681 33.4206193, -111.9261101 33.4209828, -111.9261454 33.4209899)",,44,
45,4000,4100,,1,125.61,1,1000,24,residential,6,,"LINESTRING (-111.9366904 33.4174103, -111.9366896 33.4173866, -111.9366694 33.4164102, -111.9366666 33.4162775)",,45,
46,4101,4001,,1,125.68,1,1000,24,residential,6,,"LINESTRING (-111.9365913 33.4162785, -111.9365942 33.4164114, -111.9366144 33.4173880, -111.9366151 33.4174120)",,46,
47,4102,35600,,1,146.4,1,1000,24,residential,6,,"LINESTRING (-111.9366638 33.4161332, -111.9366535 33.4154170, -111.9366497 33.4151480, -111.9366489 33.4150828, -111.9366439 33.4149392, -111.9366454 33.4148129)",,47,
48,35601,4103,,1,146.54,1,1000,24,residential,6,,"LINESTRING (-111.9365701 33.4148126, -111.9365687 33.4149398, -111.9365737 33.4150840, -111.9365745 33.4151487, -111.9365783 33.4154178, -111.9365886 33.4161341, -111.9365886 33.4161343)",,48,
49,3402,4300,,1,94.18,1,1000,30,residential,6,,"LINESTRING (-111.9370337 33.4136026, -111.9370367 33.4140285, -111.9370460 33.4144520)",,49,
50,4301,3403,,1,94.09,1,1000,30,residential,6,,"LINESTRING (-111.9371213 33.4144509, -111.9371119 33.4140277, -111.9371090 33.4136023)",,50,
51,4400,4500,,1,266.35,1,1000,30,residential,6,,"LINESTRING (-111.9262112 33.4128511, -111.9261357 33.4128512, -111.9261233 33.4128511, -111.9258085 33.4128496, -111.9253425 33.4128473, -111.9251670 33.4128486, -111.9249903 33.4128499, -111.9239681 33.4128576, -111.9238605 33.4128584, -111.9233467 33.4128623)",,51,
52,4501,4401,,1,266.3,1,1000,30,residential,6,,"LINESTRING (-111.9233473 33.4129254, -111.9238611 33.4129216, -111.9239687 33.4129208, -111.9249909 33.4129131, -111.9251676 33.4129118, -111.9253427 33.4129105, -111.9258081 33.4129128, -111.9261227 33.4129143, -111.9261353 33.4129144, -111.9262113 33.4129143)",,52,
53,4502,3602,,1,46.26,1,1000,30,residential,6,,"LINESTRING (-111.9231750 33.4128627, -111.9228708 33.4128620, -111.9226774 33.4128627)",,53,
54,3603,4503,,1,46.22,1,1000,30,residential,6,,"LINESTRING (-111.9226777 33.4129258, -111.9228708 33.4129252, -111.9231748 33.4129259)",,54,
55,3604,4600,,1,9.71,1,1000,30,residential,6,,"LINESTRING (-111.9225054 33.4128629, -111.9224010 33.4128630)",,55,
56,4601,3605,,1,9.71,1,1000,30,residential,6,,"LINESTRING (-111.9224010 33.4129261, -111.9225055 33.4129261)",,56,
57,4700,35302,,1,145.87,1,1000,30,residential,6,,"LINESTRING (-111.9382045 33.4191083, -111.9385223 33.4191035, -111.9387916 33.4190995, -111.9389918 33.4190991, -111.9394789 33.4190984, -111.9397734 33.4190953)",,57,
58,35303,4701,,1,145.08,1,1000,30,residential,6,,"LINESTRING (-111.9397635 33.4190322, -111.9394783 33.4190352, -111.9390125 33.4190360, -111.9387908 33.4190363, -111.9385209 33.4190403, -111.9382031 33.4190451)",,58,
59,4504,4900,,1,13.46,1,1000,30,residential,6,,"LINESTRING (-111.9232978 33.4128221, -111.9232965 33.4127007)",,59,
60,4901,4505,,1,13.46,1,1000,30,residential,6,,"LINESTRING (-111.9232213 33.4127012, -111.9232225 33.4128226)",,60,
61,35700,5100,,1,137.18,1,1000,30,residential,6,,"LINESTRING (-111.9381817 33.4218247, -111.9381817 33.4218229, -111.9381728 33.4213302, -111.9381707 33.4212163, -111.9381674 33.4205874)",,61,
62,5101,35701,,1,137.35,1,1000,30,residential,6,,"LINESTRING (-111.9380921 33.4205877, -111.9380955 33.4212169, -111.9380976 33.4213312, -111.9381065 33.4218231, -111.9381064 33.4218265)",,62,
63,5102,4702,,1,143.32,1,1000,30,residential,6,,"LINESTRING (-111.9381660 33.4204428, -111.9381587 33.4199622, -111.9381548 33.4196842, -111.9381553 33.4191502)",,63,
64,4703,5103,,1,143.42,1,1000,30,residential,6,,"LINESTRING (-111.9380800 33.4191501, -111.9380796 33.4196846, -111.9380835 33.4199630, -111.9380907 33.4204437)",,64,
65,5200,602,,1,107.77,1,1200,40,tertiary,5,,"LINESTRING (-111.9349837 33.4253763, -111.9350092 33.4252826, -111.9350215 33.4248451, -111.9350185 33.4244068)",,65,
66,603,5201,,1,106.2,1,1200,40,tertiary,5,,"LINESTRING (-111.9349432 33.4244067, -111.9349461 33.4248445, -111.9349342 33.4252748, -111.9349103 33.4253622)",,66,
67,604,5300,,1,109.41,1,1200,40,tertiary,5,,"LINESTRING (-111.9350202 33.4242631, -111.9350202 33.4242608, -111.9350273 33.4234922, -111.9350276 33.4233773, -111.9350288 33.4233425, -111.9350283 33.4232947, -111.9350253 33.4232764)",,67,
68,5301,605,,1,108.31,1,1200,40,tertiary,5,,"LINESTRING (-111.9349507 33.4232851, -111.9349531 33.4232993, -111.9349534 33.4233419, -111.9349524 33.4233763, -111.9349521 33.4234918, -111.9349450 33.4242600, -111.9349449 33.4242619)",,68,
69,5302,35501,,1,117.63,1,1200,40,tertiary,5,,"LINESTRING (-111.9350117 33.4231363, -111.9350115 33.4231172, -111.9350082 33.4226095, -111.9350036 33.4220807, -111.9350038 33.4220753)",,69,
70,35502,5303,,1,118.07,1,1200,40,tertiary,5,,"LINESTRING (-111.9349285 33.4220731, -111.9349282 33.4220799, -111.9349330 33.4226099, -111.9349363 33.4231176, -111.9349364 33.4231381)",,70,
71,5500,5600,,1,98.01,1,1000,30,residential,6,,"LINESTRING (-111.9400646 33.4162366, -111.9405835 33.4162329, -111.9411188 33.4162352)",,71,
72,5601,5501,,1,98.1,1,1000,30,residential,6,,"LINESTRING (-111.9411192 33.4161721, -111.9405833 33.4161697, -111.9400641 33.4161734)",,72,
73,5602,5700,,1,102.96,1,1000,30,residential,6,,"LINESTRING (-111.9412918 33.4162341, -111.9418215 33.4162249, -111.9423991 33.4162222)",,73,
74,5701,5603,,1,103.07,1,1000,30,residential,6,,"LINESTRING (-111.9423987 33.4161591, -111.9418205 33.4161617, -111.9412902 33.4161709)",,74,
75,5800,5900,,1,89.27,1,1000,30,residential,6,,"LINESTRING (-111.9288328 33.4202407, -111.9288120 33.4202411, -111.9287996 33.4202414, -111.9280219 33.4202382, -111.9278726 33.4202376)",,75,
76,5901,5801,,1,89.48,1,1000,30,residential,6,,"LINESTRING (-111.9278723 33.4203008, -111.9280215 33.4203014, -111.9288004 33.4203046, -111.9288140 33.4203043, -111.9288347 33.4203038)",,76,
77,6000,1601,,1,159.91,1,1000,30,residential,6,,"LINESTRING (-111.9390800 33.4147171, -111.9389509 33.4147146, -111.9388947 33.4147102, -111.9388268 33.4147020, -111.9386759 33.4146732, -111.9385770 33.4146636, -111.9384793 33.4146618, -111.9380531 33.4146540, -111.9378899 33.4146534, -111.9376248 33.4146524, -111.9374558 33.4146478, -111.9373658 33.4146465)",,77,
78,5104,6100,,1,55.64,1,1000,40,residential,6,,"LINESTRING (-111.9382159 33.4205461, -111.9384393 33.4205440, -111.9385715 33.4205427, -111.9388143 33.4205402)",,78,
79,6101,5105,,1,55.64,1,1000,40,residential,6,,"LINESTRING (-111.9388134 33.4204771, -111.9385706 33.4204795, -111.9384385 33.4204808, -111.9382150 33.4204830)",,79,
80,35800,6300,,1,151.22,1,1000,40,residential,6,,"LINESTRING (-111.9398720 33.4231571, -111.9398536 33.4231571, -111.9394080 33.4231577, -111.9386929 33.4231586, -111.9386834 33.4231586, -111.9382454 33.4231596)",,80,
81,6301,35801,,1,151.2,1,1000,40,residential,6,,"LINESTRING (-111.9382457 33.4232227, -111.9386834 33.4232218, -111.9386929 33.4232218, -111.9394082 33.4232209, -111.9398538 33.4232203, -111.9398721 33.4232203)",,81,
82,6302,6400,,1,122.85,1,1000,40,residential,6,,"LINESTRING (-111.9380730 33.4231607, -111.9380583 33.4231608, -111.9374292 33.4231669, -111.9370218 33.4231708, -111.9367633 33.4231733, -111.9367517 33.4231732)",,82,
83,6401,6303,,1,123.03,1,1000,40,residential,6,,"LINESTRING (-111.9367506 33.4232363, -111.9367631 33.4232365, -111.9370226 33.4232340, -111.9374300 33.4232301, -111.9380591 33.4232240, -111.9380739 33.4232238)",,83,
84,6402,5304,,1,140.94,1,1000,40,residential,6,,"LINESTRING (-111.9365780 33.4231742, -111.9365578 33.4231747, -111.9354759 33.4231763, -111.9352456 33.4231768, -111.9351140 33.4231771, -111.9350620 33.4231774)",,84,
85,5305,6403,,1,141.11,1,1000,40,residential,6,,"LINESTRING (-111.9350623 33.4232405, -111.9351142 33.4232403, -111.9352430 33.4232400, -111.9354761 33.4232395, -111.9365590 33.4232379, -111.9365802 33.4232374)",,85,
86,6500,6600,,1,96.16,1,1000,40,residential,6,,"LINESTRING (-111.9401103 33.4176585, -111.9401441 33.4176593, -111.9405082 33.4176592, -111.9406104 33.4176577, -111.9411445 33.4176520)",,86,
87,6601,6501,,1,95.87,1,1000,40,residential,6,,"LINESTRING (-111.9411435 33.4175888, -111.9406092 33.4175945, -111.9405076 33.4175960, -111.9401451 33.4175961, -111.9401124 33.4175954)",,87,
88,6602,6700,,1,100.67,1,1000,40,residential,6,,"LINESTRING (-111.9413162 33.4176509, -111.9418304 33.4176497, -111.9423989 33.4176498)",,88,
89,6701,6603,,1,100.69,1,1000,40,residential,6,,"LINESTRING (-111.9423990 33.4175867, -111.9418304 33.4175865, -111.9413160 33.4175877)",,89,
90,6800,6900,,1,156.79,2,1600,56,secondary,4,,"LINESTRING (-111.9372962 33.4304447, -111.9372259 33.4304688, -111.9368333 33.4305487, -111.9364650 33.4305639, -111.9360834 33.4305321, -111.9356438 33.4304352)",,90,
91,6900,7001,,1,78.92,2,1600,56,secondary,4,,"LINESTRING (-111.9356438 33.4304352, -111.9351525 33.4302054, -111.9349277 33.4300567)",,91,
92,7001,7100,,1,31.25,2,1600,56,secondary,4,,"LINESTRING (-111.9349277 33.4300567, -111.9346725 33.4298732)",,92,
93,7200,7300,,1,88.82,2,1800,48,primary,3,,"LINESTRING (-111.9403781 33.4310970, -111.9403060 33.4308981, -111.9402509 33.4307385, -111.9401986 33.4305606, -111.9401401 33.4303218)",,93,
94,7400,7500,,1,136.54,3,1800,56,primary,3,,"LINESTRING (-111.9262136 33.4299675, -111.9262124 33.4311991)",,94,
95,7501,7401,,1,136.54,3,1800,56,primary,3,,"LINESTRING (-111.9263630 33.4311992, -111.9263642 33.4299676)",,95,
96,7600,35900,,1,69.48,1,1000,30,residential,6,,"LINESTRING (-111.9407410 33.4147311, -111.9407023 33.4147245, -111.9405641 33.4147222, -111.9404620 33.4147190, -111.9403334 33.4147072, -111.9400873 33.4147093, -111.9399954 33.4147094)",,96,
97,7801,1502,,1,8.46,1,1000,30,residential,6,,"LINESTRING (-111.9381414 33.4149978, -111.9381757 33.4149863, -111.9382220 33.4149630)",,97,
98,1503,35901,,1,138.5,1,1000,30,residential,6,,"LINESTRING (-111.9383599 33.4148773, -111.9384187 33.4148364, -111.9385303 33.4148077, -111.9386934 33.4147934, -111.9389766 33.4147934, -111.9391325 33.4147957, -111.9397571 33.4147835, -111.9397761 33.4147831, -111.9398257 33.4147836)",,98,
99,8000,2502,,1,48.58,2,1600,56,secondary,4,,"LINESTRING (-111.9399557 33.4141734, -111.9399520 33.4139977, -111.9399501 33.4137353)",,99,
100,2503,8001,,1,48.71,2,1600,56,secondary,4,,"LINESTRING (-111.9398371 33.4137358, -111.9398390 33.4139989, -111.9398428 33.4141751)",,100,
101,8100,8200,,1,5.0,1,1000,24,residential,6,,"LINESTRING (-111.9339739 33.4183237, -111.9339214 33.4183136)",,101,
102,8201,8101,,1,5.0,1,1000,24,residential,6,,"LINESTRING (-111.9339047 33.4183752, -111.9339571 33.4183853)",,102,
103,8202,8300,,1,447.15,1,1000,24,residential,6,,"LINESTRING (-111.9337428 33.4182975, -111.9334163 33.4183002, -111.9333080 33.4183011, -111.9328923 33.4183047, -111.9327221 33.4183092, -111.9317392 33.4183246, -111.9316685 33.4183260, -111.9313952 33.4183332, -111.9312540 33.4183530, -111.9310778 33.4183777, -111.9307740 33.4183798, -111.9302055 33.4183840, -111.9300765 33.4183849, -111.9293195 33.4183952, -111.9289480 33.4184002, -111.9289383 33.4184008)",,103,
104,8301,8203,,1,446.77,1,1000,24,residential,6,,"LINESTRING (-111.9289432 33.4184638, -111.9289510 33.4184634, -111.9293159 33.4184584, -111.9300775 33.4184481, -111.9302061 33.4184472, -111.9307746 33.4184430, -111.9310844 33.4184407, -111.9312615 33.4184160, -111.9314026 33.4183962, -111.9316705 33.4183892, -111.9317408 33.4183878, -111.9327239 33.4183724, -111.9328939 33.4183679, -111.9333088 33.4183643, -111.9334171 33.4183634, -111.9337435 33.4183606)",,104,
105,8400,3502,,1,69.03,1,1200,40,tertiary,5,,"LINESTRING (-111.9349858 33.4142415, -111.9349845 33.4141670, -111.9349825 33.4140485, -111.9349722 33.4136190)",,105,
106,3503,8401,,1,68.96,1,1200,40,tertiary,5,,"LINESTRING (-111.9348969 33.4136203, -111.9349073 33.4140495, -111.9349093 33.4141678, -111.9349105 33.4142422)",,106,
107,36000,8600,,1,340.83,2,1800,56,primary,3,,"LINESTRING (-111.9261635 33.4146966, -111.9261094 33.4146978, -111.9260848 33.4146983, -111.9255249 33.4147028, -111.9253642 33.4147041, -111.9252052 33.4147053, -111.9251412 33.4147062, -111.9245817 33.4147173, -111.9243626 33.4147168, -111.9237731 33.4147156, -111.9234869 33.4147174, -111.9230209 33.4147167, -111.9228189 33.4147158, -111.9224980 33.4147141)",,107,
108,36100,8800,,1,210.7,1,1000,40,residential,6,,"LINESTRING (-111.9307027 33.4145934, -111.9307026 33.4145842, -111.9307032 33.4140932, -111.9306950 33.4139680, -111.9306823 33.4138876, -111.9306678 33.4138071, -111.9306507 33.4137445, -111.9306187 33.4136275, -111.9305982 33.4135095, -111.9305913 33.4127007)",,108,
109,8801,36101,,1,210.68,1,1000,40,residential,6,,"LINESTRING (-111.9305161 33.4127011, -111.9305230 33.4135143, -111.9305447 33.4136391, -111.9305759 33.4137534, -111.9305938 33.4138189, -111.9306077 33.4138964, -111.9306200 33.4139740, -111.9306280 33.4140950, -111.9306274 33.4145842, -111.9306274 33.4145936)",,109,
110,8900,9000,,1,493.48,1,1200,40,tertiary,5,,"LINESTRING (-111.9262386 33.4200465, -111.9261371 33.4199597, -111.9260926 33.4199214, -111.9257296 33.4196086, -111.9254281 33.4193385, -111.9252926 33.4192193, -111.9252695 33.4192003, -111.9251995 33.4191427, -111.9243613 33.4184039, -111.9243278 33.4183748, -111.9242636 33.4183173, -111.9239316 33.4180199, -111.9232866 33.4174422, -111.9226459 33.4168567, -111.9225944 33.4168107)",,110,
111,2,9100,,1,79.02,1,1200,48,tertiary,5,,"LINESTRING (-111.9303471 33.4230846, -111.9303185 33.4230809, -111.9301225 33.4230321, -111.9299259 33.4229526, -111.9296017 33.4227585)",,111,
112,9101,3,,1,82.37,1,1200,48,tertiary,5,,"LINESTRING (-111.9295573 33.4228095, -111.9298874 33.4230072, -111.9300953 33.4230911, -111.9303019 33.4231427, -111.9303356 33.4231470)",,112,
113,5202,9200,,1,94.99,1,1200,48,tertiary,5,,"LINESTRING (-111.9348841 33.4253774, -111.9348667 33.4253526, -111.9347700 33.4253016, -111.9344827 33.4252009, -111.9339597 33.4250290)",,113,
114,9201,9300,,1,299.37,1,1200,48,tertiary,5,,"LINESTRING (-111.9338000 33.4249751, -111.9337642 33.4249627, -111.9336635 33.4249279, -111.9333623 33.4248268, -111.9331807 33.4247492, -111.9329899 33.4246525, -111.9328007 33.4245423, -111.9325820 33.4243921, -111.9323321 33.4241886, -111.9322412 33.4241145, -111.9321078 33.4240044, -111.9317139 33.4236702, -111.9315201 33.4235192, -111.9314790 33.4234892, -111.9314023 33.4234332, -111.9312636 33.4233584)",,114,
115,4,9400,,1,180.39,1,1200,48,tertiary,5,,"LINESTRING (-111.9304890 33.4231763, -111.9305248 33.4232046, -111.9306079 33.4232582, -111.9307360 33.4233106, -111.9309357 33.4233812, -111.9311333 33.4234587, -111.9312907 33.4235414, -111.9314200 33.4236319, -111.9319949 33.4241089, -111.9320276 33.4241360)",,115,
116,9401,9500,,1,142.31,1,1200,48,tertiary,5,,"LINESTRING (-111.9321508 33.4242368, -111.9324904 33.4245105, -111.9327255 33.4246689, -111.9329471 33.4247963, -111.9332431 33.4249321, -111.9333841 33.4249799)",,116,
117,9501,9600,,1,41.47,1,1200,48,tertiary,5,,"LINESTRING (-111.9335436 33.4250343, -111.9336026 33.4250545, -111.9338713 33.4251674, -111.9339436 33.4251994)",,117,
118,9700,9800,,1,87.56,1,1000,30,residential,6,,"LINESTRING (-111.9307220 33.4134908, -111.9307149 33.4130812, -111.9307143 33.4130435, -111.9307146 33.4130092, -111.9307174 33.4127011)",,118,
