link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,macro_node_id,macro_link_id,mvmt_txt_id
14,1600,102,,1,124.17,1,1000,30,residential,6,,"LINESTRING (24.8339941 60.1905491, 24.8344108 60.1902689, 24.8348649 60.1898572, 24.8350943 60.1895836, 24.8350944 60.1895835)",,14,
15,103,1601,,1,126.05,1,1000,30,residential,6,,"LINESTRING (24.8352121 60.1896062, 24.8352115 60.1896070, 24.8349787 60.1898846, 24.8345174 60.1903029, 24.8340955 60.1905865)",,15,
16,1700,1800,,1,88.37,2,1600,50,secondary,4,,"LINESTRING (24.8373862 60.1801118, 24.8372974 60.1801075, 24.8358544 60.1798968)",,16,
17,1900,2000,,1,350.67,1,1000,40,residential,6,,"LINESTRING (24.8352008 60.1876372, 24.8353091 60.1876342, 24.8354740 60.1876306, 24.8359782 60.1876215, 24.8361313 60.1876160, 24.8363699 60.1876210, 24.8366648 60.1876590, 24.8368677 60.1877073, 24.8370305 60.1877556, 24.8371703 60.1878146, 24.8373691 60.1879130, 24.8375467 60.1880249, 24.8376484 60.1880934, 24.8378274 60.1882189, 24.8379770 60.1883672, 24.8380853 60.1884988, 24.8381604 60.1886194, 24.8382319 60.1887412, 24.8382792 60.1888474, 24.8383300 60.1889524, 24.8385372 60.1892704, 24.8385529 60.1892937, 24.8386614 60.1894138, 24.8389939 60.1896952)",,17,
18,2001,1901,,1,342.69,1,1000,40,residential,6,,"LINESTRING (24.8388851 60.1897271, 24.8385492 60.1894428, 24.8384353 60.1893167, 24.8384174 60.1892900, 24.8382084 60.1889695, 24.8381562 60.1888616, 24.8381095 60.1887568, 24.8380396 60.1886376, 24.8379663 60.1885200, 24.8378620 60.1883932, 24.8377190 60.1882514, 24.8375462 60.1881303, 24.8374465 60.1880631, 24.8372747 60.1879550, 24.8370849 60.1878610, 24.8369569 60.1878070, 24.8368081 60.1877627, 24.8366214 60.1877184, 24.8363513 60.1876836, 24.8361331 60.1876790, 24.8359850 60.1876843, 24.8354790 60.1876934, 24.8353153 60.1876970, 24.8352134 60.1876998)",,18,
19,2100,2200,,1,58.89,1,1200,40,tertiary,5,,"LINESTRING (24.8280841 60.1839843, 24.8280805 60.1839825, 24.8280134 60.1839294, 24.8279752 60.1838910, 24.8278814 60.1837376, 24.8277822 60.1835382, 24.8277448 60.1834866)",,19,
20,2201,2101,,1,53.13,1,1200,40,tertiary,5,,"LINESTRING (24.8278635 60.1834653, 24.8279032 60.1835200, 24.8280030 60.1837208, 24.8280928 60.1838678, 24.8281236 60.1838986, 24.8281492 60.1839189)",,20,
21,2202,2300,,1,53.58,1,1200,40,tertiary,5,,"LINESTRING (24.8276280 60.1833622, 24.8276188 60.1833544, 24.8275403 60.1833021, 24.8274607 60.1832504, 24.8273437 60.1831940, 24.8269641 60.1830148)",,21,
22,2301,2203,,1,55.56,1,1200,40,tertiary,5,,"LINESTRING (24.8270510 60.1829692, 24.8274309 60.1831486, 24.8275551 60.1832084, 24.8276409 60.1832641, 24.8277242 60.1833196, 24.8277369 60.1833305)",,22,
23,2302,2400,,1,114.42,1,1200,40,tertiary,5,,"LINESTRING (24.8267537 60.1829179, 24.8266858 60.1828861, 24.8264183 60.1827594, 24.8258227 60.1824830, 24.8254756 60.1823233, 24.8252518 60.1822138)",,23,
24,2401,2303,,1,114.09,1,1200,40,tertiary,5,,"LINESTRING (24.8253403 60.1821689, 24.8255626 60.1822778, 24.8259085 60.1824370, 24.8265049 60.1827136, 24.8267724 60.1828405, 24.8268379 60.1828710)",,24,
25,2402,2500,,1,34.91,1,1200,40,tertiary,5,,"LINESTRING (24.8250460 60.1821125, 24.8245778 60.1819030)",,25,
26,2501,2403,,1,35.33,1,1200,40,tertiary,5,,"LINESTRING (24.8246622 60.1818562, 24.8251359 60.1820682)",,26,
27,2600,2700,,1,278.87,1,800,40,unclassified,11,,"LINESTRING (24.8294565 60.1791973, 24.8294556 60.1791986, 24.8293330 60.1793769, 24.8292617 60.1794782, 24.8291246 60.1796589, 24.8289788 60.1798511, 24.8288436 60.1800472, 24.8287594 60.1801524, 24.8285925 60.1803850, 24.8285787 60.1804026, 24.8284079 60.1806394, 24.8283164 60.1807601, 24.8282771 60.1808124, 24.8282219 60.1808909, 24.8280974 60.1810625, 24.8278604 60.1813765, 24.8278261 60.1814212, 24.8277484 60.1815518)",,27,
28,2701,2601,,1,280.09,1,800,40,unclassified,11,,"LINESTRING (24.8276230 60.1815414, 24.8277065 60.1814010, 24.8277424 60.1813543, 24.8279790 60.1810407, 24.8281031 60.1808699, 24.8281585 60.1807910, 24.8281982 60.1807380, 24.8282895 60.1806176, 24.8284605 60.1803806, 24.8284743 60.1803630, 24.8286414 60.1801302, 24.8287252 60.1800254, 24.8288600 60.1798297, 24.8290144 60.1796264, 24.8291431 60.1794566, 24.8292138 60.1793563, 24.8293364 60.1791780, 24.8293375 60.1791764)",,28,
29,2702,2304,,1,157.85,1,800,40,unclassified,11,,"LINESTRING (24.8277287 60.1816878, 24.8277763 60.1817590, 24.8279806 60.1820543, 24.8280224 60.1821632, 24.8280120 60.1822695, 24.8279082 60.1824269, 24.8278325 60.1824819, 24.8276439 60.1825876, 24.8274865 60.1826723, 24.8273613 60.1827396, 24.8272892 60.1827785, 24.8271267 60.1828662, 24.8270645 60.1828996, 24.8270459 60.1829099)",,29,
30,2305,2703,,1,152.86,1,800,40,unclassified,11,,"LINESTRING (24.8269518 60.1828681, 24.8269711 60.1828573, 24.8270341 60.1828235, 24.8271965 60.1827359, 24.8272687 60.1826970, 24.8273939 60.1826295, 24.8275505 60.1825454, 24.8277329 60.1824431, 24.8277940 60.1823987, 24.8278868 60.1822579, 24.8278956 60.1821676, 24.8278584 60.1820705, 24.8276567 60.1817792, 24.8275954 60.1816872)",,30,
31,2800,2900,,1,43.77,1,800,40,unclassified,11,,"LINESTRING (24.8227340 60.1818078, 24.8228470 60.1819172, 24.8229941 60.1820374, 24.8231355 60.1821457)",,31,
32,2901,2801,,1,45.37,1,800,40,unclassified,11,,"LINESTRING (24.8230297 60.1821800, 24.8228873 60.1820709, 24.8227368 60.1819480, 24.8226145 60.1818294)",,32,
33,3000,3100,,1,173.17,1,800,40,unclassified,11,,"LINESTRING (24.8307356 60.1809515, 24.8307395 60.1809472, 24.8309990 60.1806268, 24.8310652 60.1805403, 24.8311957 60.1803924, 24.8313295 60.1802522, 24.8313993 60.1801608, 24.8314875 60.1800413, 24.8315095 60.1800120, 24.8316736 60.1797929, 24.8318638 60.1795390, 24.8318860 60.1795093, 24.8318877 60.1795070)",,33,
34,3101,3001,,1,173.66,1,800,40,unclassified,11,,"LINESTRING (24.8320059 60.1795290, 24.8320042 60.1795313, 24.8319820 60.1795610, 24.8317918 60.1798149, 24.8316277 60.1800340, 24.8316059 60.1800631, 24.8315175 60.1801828, 24.8314457 60.1802769, 24.8313105 60.1804186, 24.8311820 60.1805641, 24.8311164 60.1806498, 24.8308555 60.1809720, 24.8308505 60.1809775)",,34,
35,1701,3200,,1,41.19,2,1600,50,secondary,4,,"LINESTRING (24.8378340 60.1801016, 24.8385557 60.1801885)",,35,
36,3201,1702,,1,41.19,2,1600,50,secondary,4,,"LINESTRING (24.8385112 60.1802801, 24.8377895 60.1801932)",,36,
37,2704,2404,,1,146.73,1,800,40,unclassified,11,,"LINESTRING (24.8275095 60.1816478, 24.8271785 60.1816475, 24.8269132 60.1816465, 24.8267067 60.1816262, 24.8266059 60.1816079, 24.8264961 60.1815778, 24.8264553 60.1815740, 24.8264002 60.1815769, 24.8263494 60.1815896, 24.8262552 60.1816290, 24.8261304 60.1816967, 24.8260534 60.1817371, 24.8258436 60.1818467, 24.8253843 60.1820781, 24.8253412 60.1821016, 24.8253339 60.1821059)",,37,
38,2405,2705,,1,152.94,1,800,40,unclassified,11,,"LINESTRING (24.8252369 60.1820657, 24.8252460 60.1820602, 24.8252929 60.1820347, 24.8257530 60.1818029, 24.8259620 60.1816937, 24.8260382 60.1816538, 24.8261678 60.1815835, 24.8262796 60.1815366, 24.8263640 60.1815157, 24.8264603 60.1815105, 24.8265393 60.1815178, 24.8266583 60.1815505, 24.8267407 60.1815654, 24.8269260 60.1815837, 24.8271791 60.1815847, 24.8275098 60.1815850)",,38,
39,3300,2204,,1,210.52,1,800,30,unclassified,11,,"LINESTRING (24.8306625 60.1821084, 24.8305224 60.1821864, 24.8304590 60.1822065, 24.8304174 60.1822200, 24.8302726 60.1822666, 24.8301682 60.1822994, 24.8300957 60.1823235, 24.8298503 60.1824385, 24.8298043 60.1824601, 24.8297390 60.1824946, 24.8295653 60.1825866, 24.8294046 60.1826807, 24.8293327 60.1827215, 24.8292805 60.1827510, 24.8292385 60.1827749, 24.8289968 60.1829121, 24.8288407 60.1829986, 24.8287791 60.1830323, 24.8287038 60.1830734, 24.8285952 60.1831310, 24.8285485 60.1831560, 24.8283114 60.1832509, 24.8280839 60.1833349, 24.8280164 60.1833585, 24.8279499 60.1833809, 24.8279101 60.1833943)",,39,
40,2205,3301,,1,209.3,1,800,30,unclassified,11,,"LINESTRING (24.8278395 60.1833422, 24.8278793 60.1833289, 24.8279448 60.1833067, 24.8280101 60.1832839, 24.8282342 60.1832011, 24.8284623 60.1831098, 24.8285030 60.1830880, 24.8286112 60.1830308, 24.8286858 60.1829899, 24.8287471 60.1829564, 24.8289024 60.1828703, 24.8291437 60.1827335, 24.8291857 60.1827096, 24.8292372 60.1826803, 24.8293092 60.1826396, 24.8294713 60.1825446, 24.8296472 60.1824516, 24.8297149 60.1824157, 24.8297637 60.1823927, 24.8300169 60.1822741, 24.8300994 60.1822466, 24.8302046 60.1822136, 24.8303405 60.1821699, 24.8303908 60.1821537, 24.8304398 60.1821380, 24.8305738 60.1820636, 24.8305749 60.1820630)",,40,
41,3400,3500,,1,15.68,1,1200,40,tertiary,5,,"LINESTRING (24.8315776 60.1831469, 24.8316501 60.1832123, 24.8317081 60.1832718)",,41,
42,3501,3401,,1,14.92,1,1200,40,tertiary,5,,"LINESTRING (24.8315891 60.1832936, 24.8315381 60.1832413, 24.8314645 60.1831749)",,42,
43,3601,3700,,1,29.12,1,1200,50,tertiary,5,,"LINESTRING (24.8348285 60.1797730, 24.8347956 60.1797885, 24.8347156 60.1798396, 24.8346074 60.1800052)",,43,
44,3800,3900,,1,1.04,1,1200,40,tertiary,5,,"LINESTRING (24.8345357 60.1801745, 24.8345305 60.1801835)",,44,
45,3901,3801,,1,1.04,1,1200,40,tertiary,5,,"LINESTRING (24.8344142 60.1801575, 24.8344194 60.1801485)",,45,
46,3802,4002,,1,39.32,2,1200,50,tertiary,5,,"LINESTRING (24.8344757 60.1800508, 24.8345104 60.1799855, 24.8345978 60.1798212, 24.8346187 60.1797862, 24.8346345 60.1797549, 24.8346408 60.1797083)",,46,
47,4101,4200,,1,31.1,1,1200,50,tertiary,5,,"LINESTRING (24.8348002 60.1794992, 24.8348618 60.1794123, 24.8349140 60.1793368, 24.8349801 60.1792347)",,47,
48,4300,4400,,1,7.44,1,800,30,unclassified,11,,"LINESTRING (24.8103202 60.1874394, 24.8102855 60.1874682, 24.8102706 60.1875005)",,48,
49,4401,4301,,1,9.66,1,800,30,unclassified,11,,"LINESTRING (24.8101476 60.1874865, 24.8101669 60.1874444, 24.8102120 60.1874071)",,49,
50,4500,202,,1,1.65,1,800,40,unclassified,11,,"LINESTRING (24.8322122 60.1838198, 24.8322285 60.1838322)",,50,
51,203,4501,,1,1.65,1,800,40,unclassified,11,,"LINESTRING (24.8321204 60.1838648, 24.8321041 60.1838524)",,51,
52,204,4600,,1,110.62,1,800,40,unclassified,11,,"LINESTRING (24.8323149 60.1839074, 24.8323372 60.1839272, 24.8324337 60.1840143, 24.8329780 60.1844804, 24.8331227 60.1845993, 24.8331874 60.1846455, 24.8332696 60.1846824, 24.8333476 60.1847023, 24.8334208 60.1847122)",,52,
53,4601,205,,1,116.22,1,800,40,unclassified,11,,"LINESTRING (24.8333878 60.1847729, 24.8333018 60.1847613, 24.8331974 60.1847346, 24.8330922 60.1846873, 24.8330169 60.1846336, 24.8328694 60.1845125, 24.8323239 60.1840453, 24.8322268 60.1839578, 24.8322048 60.1839381)",,53,
54,1902,4700,,1,5.26,1,1000,40,residential,6,,"LINESTRING (24.8349440 60.1877140, 24.8349148 60.1877239, 24.8348597 60.1877351)",,54,
55,4801,4900,,1,603.54,2,2200,70,trunk,2,,"LINESTRING (24.8188241 60.1810292, 24.8180028 60.1813547, 24.8171850 60.1817045, 24.8154104 60.1824791, 24.8146134 60.1828496, 24.8140033 60.1831650, 24.8135296 60.1834247, 24.8131929 60.1836080, 24.8129815 60.1837338, 24.8121615 60.1842598, 24.8112654 60.1848922)",,55,
56,5001,5102,,1,122.84,3,1600,50,secondary,4,,"LINESTRING (24.8328082 60.1789648, 24.8332314 60.1791079, 24.8336248 60.1792348, 24.8341494 60.1793847, 24.8343968 60.1794470, 24.8345623 60.1794887, 24.8345927 60.1794963, 24.8347140 60.1795231)",,56,
57,5201,1703,,1,39.81,1,1600,50,secondary,4,,"LINESTRING (24.8368127 60.1799511, 24.8372931 60.1800416, 24.8374738 60.1800888)",,57,
58,4201,5302,,1,26.51,2,1200,50,tertiary,5,,"LINESTRING (24.8350673 60.1792769, 24.8350613 60.1793426, 24.8350020 60.1794601, 24.8350057 60.1794863, 24.8350128 60.1795109)",,58,
59,5400,5500,,1,4.82,1,1200,50,tertiary,5,,"LINESTRING (24.8122982 60.1862983, 24.8123547 60.1863311)",,59,
60,5501,5600,,1,2.43,1,1200,50,tertiary,5,,"LINESTRING (24.8124147 60.1864143, 24.8124258 60.1864354)",,60,
61,5700,5800,,1,12.89,1,1600,80,secondary,4,,"LINESTRING (24.8100124 60.1859289, 24.8098247 60.1858607)",,61,
62,5900,4202,,1,2.9,1,1200,30,tertiary,5,,"LINESTRING (24.8351068 60.1791183, 24.8351065 60.1791443)",,62,
63,4203,5901,,1,3.8,1,1200,30,tertiary,5,,"LINESTRING (24.8349803 60.1791521, 24.8349806 60.1791180)",,63,
64,6000,1903,,1,8.81,1,1000,30,residential,6,,"LINESTRING (24.8347649 60.1876720, 24.8348905 60.1876596, 24.8349209 60.1876621)",,64,
65,501,6100,,1,28.42,2,1600,80,secondary,4,,"LINESTRING (24.8103318 60.1858935, 24.8107639 60.1860307)",,65,
66,6200,6300,,1,8.85,1,1200,40,tertiary,5,,"LINESTRING (24.8253232 60.1791323, 24.8254069 60.1790935, 24.8254418 60.1790793)",,66,
67,6301,6201,,1,8.39,1,1200,40,tertiary,5,,"LINESTRING (24.8255216 60.1791279, 24.8254899 60.1791409, 24.8254093 60.1791783)",,67,
68,6400,6500,,1,4.17,1,1200,40,tertiary,5,,"LINESTRING (24.8218991 60.1789588, 24.8219738 60.1789632)",,68,
69,6501,6600,,1,52.19,1,1200,40,tertiary,5,,"LINESTRING (24.8221514 60.1789780, 24.8223777 60.1789983, 24.8228218 60.1790633, 24.8230489 60.1790883, 24.8230642 60.1790874)",,69,
70,6700,6800,,1,12.57,1,1200,40,tertiary,5,,"LINESTRING (24.8217097 60.1790438, 24.8214842 60.1790332)",,70,
71,6900,7000,,1,155.88,1,1200,40,tertiary,5,,"LINESTRING (24.8238767 60.1813747, 24.8239819 60.1813224, 24.8240757 60.1812439, 24.8241565 60.1811765, 24.8243870 60.1809606, 24.8245602 60.1807507, 24.8246401 60.1806355, 24.8247369 60.1804807, 24.8247492 60.1804608, 24.8247652 60.1804331, 24.8249129 60.1801145, 24.8249191 60.1800911)",,71,
72,7001,6901,,1,160.59,1,1200,40,tertiary,5,,"LINESTRING (24.8250442 60.1800994, 24.8250371 60.1801257, 24.8248874 60.1804489, 24.8248702 60.1804788, 24.8248573 60.1804993, 24.8247601 60.1806551, 24.8246782 60.1807729, 24.8245014 60.1809874, 24.8242665 60.1812073, 24.8241841 60.1812761, 24.8240823 60.1813613, 24.8239643 60.1814200)",,72,
73,7002,7100,,1,46.8,1,1200,40,tertiary,5,,"LINESTRING (24.8249369 60.1799524, 24.8249367 60.1799397, 24.8249297 60.1799016, 24.8249086 60.1798742, 24.8247281 60.1797007, 24.8246567 60.1796320, 24.8246342 60.1795900, 24.8246246 60.1795668)",,73,
74,7101,7003,,1,48.18,1,1200,40,tertiary,5,,"LINESTRING (24.8247483 60.1795542, 24.8247570 60.1795756, 24.8247751 60.1796092, 24.8248380 60.1796697, 24.8250238 60.1798484, 24.8250537 60.1798872, 24.8250629 60.1799367, 24.8250631 60.1799520)",,74,
75,7200,7300,,1,8.01,2,1200,40,tertiary,5,,"LINESTRING (24.8159204 60.1839062, 24.8159250 60.1838797, 24.8159424 60.1838549, 24.8159555 60.1838370)",,75,
76,401,7400,,1,473.43,2,2200,70,trunk,2,,"LINESTRING (24.8100037 60.1856596, 24.8104347 60.1853342, 24.8109080 60.1849555, 24.8119899 60.1841795, 24.8127303 60.1837011, 24.8132755 60.1833846, 24.8136798 60.1831643, 24.8139062 60.1830410, 24.8142300 60.1828737, 24.8144675 60.1827518, 24.8153230 60.1823560)",,76,
77,5701,7500,,1,266.72,3,2200,70,trunk,2,,"LINESTRING (24.8099256 60.1860512, 24.8093793 60.1865773, 24.8088929 60.1870544, 24.8086244 60.1873305, 24.8084138 60.1875831, 24.8082292 60.1878273, 24.8080629 60.1880874, 24.8079766 60.1882346)",,77,
78,7601,7700,,1,14.64,2,1600,50,secondary,4,,"LINESTRING (24.8351590 60.1796186, 24.8352578 60.1796425, 24.8354002 60.1796718)",,78,
79,7800,7900,,1,23.87,2,1200,40,tertiary,5,,"LINESTRING (24.8349571 60.1880126, 24.8349586 60.1880391, 24.8349434 60.1881147, 24.8348949 60.1882239)",,79,
80,7901,7801,,1,20.72,2,1200,40,tertiary,5,,"LINESTRING (24.8347101 60.1882036, 24.8347562 60.1880998, 24.8347690 60.1880357, 24.8347681 60.1880204)",,80,
81,7802,4701,,1,13.5,1,1200,40,tertiary,5,,"LINESTRING (24.8347773 60.1879032, 24.8347452 60.1878603, 24.8346832 60.1877914)",,81,
82,4702,7803,,1,13.95,1,1200,40,tertiary,5,,"LINESTRING (24.8347984 60.1877658, 24.8348620 60.1878365, 24.8348955 60.1878812)",,82,
83,4703,6001,,1,6.23,1,1200,40,tertiary,5,,"LINESTRING (24.8346536 60.1877648, 24.8345911 60.1877183)",,83,
84,6002,4704,,1,6.23,1,1200,40,tertiary,5,,"LINESTRING (24.8346959 60.1876833, 24.8347584 60.1877298)",,84,
85,6003,8000,,1,6.03,1,1200,40,tertiary,5,,"LINESTRING (24.8345522 60.1876932, 24.8344803 60.1876526)",,85,
86,8001,6004,,1,6.03,1,1200,40,tertiary,5,,"LINESTRING (24.8345750 60.1876110, 24.8346469 60.1876516)",,86,
87,8101,8200,,1,67.9,2,1600,50,secondary,4,,"LINESTRING (24.8346011 60.1796352, 24.8344954 60.1796090, 24.8344260 60.1795911, 24.8340385 60.1794909, 24.8335335 60.1793379)",,87,
88,3700,3803,,1,10.42,1,1200,40,tertiary,5,,"LINESTRING (24.8346074 60.1800052, 24.8345560 60.1800916, 24.8345525 60.1800946)",,88,
89,8301,8400,,1,101.38,3,2200,60,trunk,2,,"LINESTRING (24.8220012 60.1796822, 24.8226790 60.1793999, 24.8231055 60.1792451, 24.8234544 60.1791320)",,89,
90,4900,8500,,1,92.57,4,2200,70,trunk,2,,"LINESTRING (24.8112654 60.1848922, 24.8106551 60.1853761, 24.8104022 60.1856032)",,90,
91,8501,502,,1,9.43,4,2200,70,trunk,2,,"LINESTRING (24.8102455 60.1857448, 24.8101662 60.1858197)",,91,
92,8600,8700,,1,3.63,1,1000,30,residential,6,,"LINESTRING (24.8223702 60.1786120, 24.8223334 60.1786390)",,92,
93,8701,8601,,1,3.63,1,1000,30,residential,6,,"LINESTRING (24.8222291 60.1786036, 24.8222658 60.1785767)",,93,
94,8800,8900,,1,10.36,1,1200,40,tertiary,5,,"LINESTRING (24.8314576 60.1840435, 24.8314656 60.1840285, 24.8315346 60.1839590)",,94,
95,9000,8801,,1,14.47,1,1200,40,tertiary,5,,"LINESTRING (24.8311288 60.1842554, 24.8311613 60.1842309, 24.8312824 60.1841505)",,95,
96,8802,9001,,1,13.94,1,1200,40,tertiary,5,,"LINESTRING (24.8313822 60.1841890, 24.8312645 60.1842671, 24.8312341 60.1842901)",,96,
97,9002,9100,,1,55.74,1,1200,40,tertiary,5,,"LINESTRING (24.8310801 60.1844104, 24.8310197 60.1844704, 24.8309755 60.1845320, 24.8309236 60.1846329, 24.8308926 60.1847210, 24.8308785 60.1848288, 24.8308858 60.1848950)",,97,
98,9101,9003,,1,60.96,1,1200,40,tertiary,5,,"LINESTRING (24.8307608 60.1849071, 24.8307521 60.1848284, 24.8307672 60.1847135, 24.8308002 60.1846197, 24.8308547 60.1845136, 24.8309035 60.1844456, 24.8309712 60.1843783, 24.8309725 60.1843773)",,98,
99,5801,9201,,1,5.98,1,1600,80,secondary,4,,"LINESTRING (24.8096764 60.1858097, 24.8095876 60.1857792)",,99,
100,9201,9300,,1,5.16,1,1600,80,secondary,4,,"LINESTRING (24.8095876 60.1857792, 24.8095091 60.1857544)",,100,
101,5802,402,,1,8.28,4,2200,70,trunk,2,,"LINESTRING (24.8098098 60.1858340, 24.8098700 60.1857660)",,101,
102,503,5702,,1,9.03,3,2200,70,trunk,2,,"LINESTRING (24.8101328 60.1858516, 24.8100580 60.1859236)",,102,
103,9401,9500,,1,61.71,3,1600,50,secondary,4,,"LINESTRING (24.8116851 60.1863394, 24.8114215 60.1863071, 24.8111904 60.1862602, 24.8106697 60.1861203)",,103,
104,9600,9700,,1,3.15,2,1200,50,tertiary,5,,"LINESTRING (24.8125270 60.1862677, 24.8124944 60.1862909)",,104,
105,9800,9900,,1,37.41,1,800,40,unclassified,11,,"LINESTRING (24.8187747 60.1844826, 24.8189551 60.1845242, 24.8192375 60.1846075, 24.8193520 60.1846538)",,105,
106,9901,9801,,1,35.35,1,800,40,unclassified,11,,"LINESTRING (24.8192724 60.1847026, 24.8191651 60.1846592, 24.8188963 60.1845799, 24.8187269 60.1845409)",,106,
107,10000,2102,,1,128.82,1,1200,40,tertiary,5,,"LINESTRING (24.8304720 60.1835815, 24.8303624 60.1836368, 24.8301120 60.1837264, 24.8298694 60.1837903, 24.8296744 60.1838364, 24.8291167 60.1839329, 24.8289941 60.1839547, 24.8288403 60.1839784, 24.8286572 60.1839993, 24.8285815 60.1840068, 24.8284167 60.1840233, 24.8283646 60.1840285)",,107,
108,2103,10001,,1,122.96,1,1200,40,tertiary,5,,"LINESTRING (24.8283698 60.1839639, 24.8283919 60.1839617, 24.8285567 60.1839452, 24.8286308 60.1839379, 24.8288075 60.1839176, 24.8289543 60.1838951, 24.8290747 60.1838737, 24.8296264 60.1837782, 24.8298128 60.1837341, 24.8300454 60.1836728, 24.8302800 60.1835888, 24.8303821 60.1835374)",,108,
109,702,9802,,1,47.53,1,800,40,unclassified,11,,"LINESTRING (24.8176689 60.1843363, 24.8177597 60.1843429, 24.8179889 60.1843622, 24.8182690 60.1843984, 24.8184557 60.1844236, 24.8185034 60.1844309)",,109,
110,9803,703,,1,46.07,1,800,40,unclassified,11,,"LINESTRING (24.8184599 60.1844900, 24.8184207 60.1844840, 24.8182366 60.1844592, 24.8179625 60.1844238, 24.8177401 60.1844050, 24.8176509 60.1843986)",,110,
111,1502,10100,,1,173.96,1,1200,40,tertiary,5,,"LINESTRING (24.8272815 60.1867533, 24.8274272 60.1868510, 24.8276085 60.1869859, 24.8277941 60.1871375, 24.8281087 60.1873946, 24.8281887 60.1874584, 24.8282698 60.1875255, 24.8282970 60.1875480, 24.8283601 60.1876003, 24.8288407 60.1879651, 24.8289671 60.1880699)",,111,
112,10101,1503,,1,169.28,1,1200,40,tertiary,5,,"LINESTRING (24.8288588 60.1881023, 24.8287337 60.1879985, 24.8282531 60.1876337, 24.8281888 60.1875804, 24.8281616 60.1875579, 24.8280811 60.1874912, 24.8280013 60.1874276, 24.8276863 60.1871702, 24.8275021 60.1870197, 24.8273240 60.1868872, 24.8272231 60.1868196)",,112,
