link_id,from_node_id,to_node_id,time_period,duration_in_sec,state,state_name
2811,1813,1818,0600:00.000_0659:59.000,3599,0,r
2812,1818,1823,0600:00.000_0659:59.000,3599,0,r
2813,1823,2308,0600:00.000_0659:59.000,3599,0,r
2814,2308,1838,0600:00.000_0659:59.000,3599,0,r
2946,1813,1819,0600:00.000_0659:59.000,3599,0,r
2947,1818,1824,0600:00.000_0659:59.000,3599,0,r
2948,1823,2309,0600:00.000_0659:59.000,3599,0,r
2949,2308,1839,0600:00.000_0659:59.000,3599,0,r
3081,1814,1819,0600:00.000_0659:59.000,3599,0,r
3082,1819,1824,0600:00.000_0659:59.000,3599,0,r
3083,1824,2309,0600:00.000_0659:59.000,3599,0,r
3084,2309,1839,0600:00.000_0659:59.000,3599,0,r
3085,1839,1844,0600:00.000_0659:59.000,3599,0,r
3216,1814,1820,0600:00.000_0659:59.000,3599,0,r
3217,1819,1825,0600:00.000_0659:59.000,3599,0,r
3218,1824,2310,0600:00.000_0659:59.000,3599,0,r
3219,2309,1840,0600:00.000_0659:59.000,3599,0,r
3220,1839,1845,0600:00.000_0659:59.000,3599,0,r
3351,1814,1818,0600:00.000_0659:59.000,3599,0,r
3352,1819,1823,0600:00.000_0659:59.000,3599,0,r
3353,1824,2308,0600:00.000_0659:59.000,3599,0,r
3354,2309,1838,0600:00.000_0659:59.000,3599,0,r
3355,1839,1843,0600:00.000_0659:59.000,3599,0,r
3486,1815,1820,0600:00.000_0659:59.000,3599,0,r
3487,1820,1825,0600:00.000_0659:59.000,3599,0,r
3488,1825,2310,0600:00.000_0659:59.000,3599,0,r
3489,2310,1840,0600:00.000_0659:59.000,3599,0,r
3490,1840,1845,0600:00.000_0659:59.000,3599,0,r
3621,1815,1821,0600:00.000_0659:59.000,3599,0,r
3622,1820,1826,0600:00.000_0659:59.000,3599,0,r
3623,1825,2311,0600:00.000_0659:59.000,3599,0,r
3624,2310,1841,0600:00.000_0659:59.000,3599,0,r
3625,1840,1846,0600:00.000_0659:59.000,3599,0,r
3756,1815,1819,0600:00.000_0659:59.000,3599,0,r
3757,1820,1824,0600:00.000_0659:59.000,3599,0,r
3758,1825,2309,0600:00.000_0659:59.000,3599,0,r
3759,2310,1839,0600:00.000_0659:59.000,3599,0,r
3760,1840,1844,0600:00.000_0659:59.000,3599,0,r
3891,1816,1821,0600:00.000_0659:59.000,3599,0,r
3892,1821,1826,0600:00.000_0659:59.000,3599,0,r
3893,1826,2311,0600:00.000_0659:59.000,3599,0,r
3894,2311,1841,0600:00.000_0659:59.000,3599,0,r
3895,1841,1846,0600:00.000_0659:59.000,3599,0,r
4026,1816,1822,0600:00.000_0659:59.000,3599,0,r
4027,1821,1827,0600:00.000_0659:59.000,3599,0,r
