node_id,node_no,activity_node_flag,zone_id,cell_id,cell_code,info_zone_flag,x_coord,y_coord
105,93,0,-1,-53145008,D6,0,-112.085680,33.460730
106,94,0,-1,-53145008,D6,0,-112.085690,33.460700
107,95,0,-1,-53145008,D6,0,-112.085610,33.460720
108,96,0,-1,-53145008,D6,0,-112.085610,33.460690
109,97,0,-1,-53145008,D6,0,-112.085550,33.460710
110,98,0,-1,-53145008,D6,0,-112.085550,33.460680
111,99,0,-1,-53145008,D6,0,-112.088050,33.461110
112,100,0,-1,-53145008,D6,0,-112.088050,33.461080
114,101,0,-1,-1463213917,F13,0,-112.078750,33.429060
115,102,0,-1,-1463213917,F13,0,-112.078810,33.429090
118,103,0,-1,-1463213917,F13,0,-112.078980,33.429140
121,104,0,-1,-1463213917,F13,0,-112.079170,33.429160
122,105,0,-1,-1463213917,F13,0,-112.079240,33.429170
123,106,0,-1,-1463213917,F13,0,-112.079320,33.429180
124,107,0,-1,-1463213917,F13,0,-112.079390,33.429200
125,108,0,-1,-1463213917,F13,0,-112.079470,33.429210
128,109,0,-1,-1463213917,F13,0,-112.079610,33.429230
129,110,0,-1,-1463213917,F13,0,-112.079690,33.429250
130,111,0,-1,-1463213917,F13,0,-112.079760,33.429260
131,112,0,-1,-1463213917,F13,0,-112.079830,33.429270
134,113,0,-1,-1463213917,F13,0,-112.079980,33.429300
135,114,0,-1,-758181213,E13,0,-112.080050,33.429310
136,115,0,-1,-758181213,E13,0,-112.080130,33.429320
137,116,0,-1,-758181213,E13,0,-112.080200,33.429340
138,117,0,-1,-758181213,E13,0,-112.080280,33.429350
139,118,0,-1,-758181213,E13,0,-112.080350,33.429360
142,119,0,-1,-758181213,E13,0,-112.080520,33.429390
143,120,0,-1,-758181213,E13,0,-112.080590,33.429410
144,121,0,-1,-758181213,E13,0,-112.080670,33.429420
145,122,0,-1,-758181213,E13,0,-112.080740,33.429430
148,123,0,-1,-758181213,E13,0,-112.080920,33.429470
149,124,0,-1,-758181213,E13,0,-112.080990,33.429480
152,125,0,-1,-758181213,E13,0,-112.081140,33.429500
153,126,0,-1,-758181213,E13,0,-112.081220,33.429510
156,127,0,-1,-758181213,E13,0,-112.081350,33.429530
159,128,0,-1,-758181213,E13,0,-112.081480,33.429590
160,129,0,-1,-1463213917,F13,0,-112.078910,33.429130
161,130,0,-1,-1463213917,F13,0,-112.079090,33.429150
162,131,0,-1,-1463213917,F13,0,-112.079540,33.429220
163,132,0,-1,-1463213917,F13,0,-112.079910,33.429290
164,133,0,-1,-758181213,E13,0,-112.080450,33.429380
165,134,0,-1,-758181213,E13,0,-112.080840,33.429450
166,135,0,-1,-758181213,E13,0,-112.081070,33.429490
167,136,0,-1,-758181213,E13,0,-112.081270,33.429520
168,137,0,-1,-758181213,E13,0,-112.081420,33.429540
169,138,0,-1,-758181213,E13,0,-112.081460,33.428840
170,139,0,-1,-758181213,E13,0,-112.081390,33.428840
171,140,0,-1,-758181213,E13,0,-112.081310,33.428840
172,141,0,-1,-758181213,E13,0,-112.081240,33.428840
173,142,0,-1,-758181213,E13,0,-112.081160,33.428840
174,143,0,-1,-758181213,E13,0,-112.081090,33.428840
177,144,0,-1,-758181213,E13,0,-112.080970,33.428840
178,145,0,-1,-758181213,E13,0,-112.080890,33.428840
179,146,0,-1,-758181213,E13,0,-112.080820,33.428840
180,147,0,-1,-758181213,E13,0,-112.080740,33.428840
181,148,0,-1,-758181213,E13,0,-112.080660,33.428830
182,149,0,-1,-758181213,E13,0,-112.080590,33.428830
183,150,0,-1,-758181213,E13,0,-112.080510,33.428830
184,151,0,-1,-758181213,E13,0,-112.080440,33.428830
185,152,0,-1,-758181213,E13,0,-112.080360,33.428830
186,153,0,-1,-758181213,E13,0,-112.080290,33.428830
187,154,0,-1,-758181213,E13,0,-112.080210,33.428830
188,155,0,-1,-758181213,E13,0,-112.080140,33.428830
189,156,0,-1,-758181213,E13,0,-112.080060,33.428830
190,157,0,-1,-1463213917,F13,0,-112.079990,33.428830
191,158,0,-1,-1463213917,F13,0,-112.079910,33.428830
194,159,0,-1,-1463213917,F13,0,-112.079760,33.428820
195,160,0,-1,-1463213917,F13,0,-112.079680,33.428820
196,161,0,-1,-1463213917,F13,0,-112.079610,33.428820
197,162,0,-1,-1463213917,F13,0,-112.079530,33.428820
198,163,0,-1,-1463213917,F13,0,-112.079460,33.428820
199,164,0,-1,-1463213917,F13,0,-112.079380,33.428810
200,165,0,-1,-1463213917,F13,0,-112.079310,33.428810
201,166,0,-1,-1463213917,F13,0,-112.079230,33.428810
202,167,0,-1,-1463213917,F13,0,-112.079160,33.428810
203,168,0,-1,-1463213917,F13,0,-112.079080,33.428810
204,169,0,-1,-1463213917,F13,0,-112.079010,33.428810
205,170,0,-1,-1463213917,F13,0,-112.078930,33.428800
206,171,0,-1,-1463213917,F13,0,-112.078860,33.428800
207,172,0,-1,-1463213917,F13,0,-112.078780,33.428800
210,173,0,-1,-1463213917,F13,0,-112.078660,33.428800
211,174,0,-1,-1463213917,F13,0,-112.078590,33.428810
212,175,0,-1,-1463213917,F13,0,-112.078510,33.428810
213,176,0,-1,-1463213917,F13,0,-112.078440,33.428820
214,177,0,-1,-1463213917,F13,0,-112.078360,33.428820
215,178,0,-1,-1463213917,F13,0,-112.078290,33.428820
216,179,0,-1,-1463213917,F13,0,-112.078210,33.428830
218,180,0,-1,-758181213,E13,0,-112.081040,33.428840
219,181,0,-1,-1463213917,F13,0,-112.079830,33.428830
220,182,0,-1,-1463213917,F13,0,-112.078740,33.428800
222,183,0,-1,1421691472,H6,0,-112.066690,33.461620
223,184,0,-1,1421691472,H6,0,-112.066610,33.461650
224,185,0,-1,1421691472,H6,0,-112.066620,33.461620
269,186,0,-1,1421691472,H6,0,-112.065620,33.461880
270,187,0,-1,1421691472,H6,0,-112.065600,33.461860
271,188,0,-1,1421691472,H6,0,-112.066520,33.461640
272,189,0,-1,1421691472,H6,0,-112.066520,33.461610
273,190,0,-1,1421691472,H6,0,-112.066410,33.461640
274,191,0,-1,1421691472,H6,0,-112.066410,33.461610
275,192,0,-1,1421691472,H6,0,-112.066330,33.461650
276,193,0,-1,1421691472,H6,0,-112.066330,33.461620
277,194,0,-1,1421691472,H6,0,-112.066250,33.461660
278,195,0,-1,1421691472,H6,0,-112.066240,33.461620
279,196,0,-1,1421691472,H6,0,-112.066170,33.461670
280,197,0,-1,1421691472,H6,0,-112.066170,33.461640
281,198,0,-1,1421691472,H6,0,-112.066100,33.461680
282,199,0,-1,1421691472,H6,0,-112.066090,33.461650
283,200,0,-1,1421691472,H6,0,-112.066040,33.461700
284,201,0,-1,1421691472,H6,0,-112.066020,33.461670
285,202,0,-1,1421691472,H6,0,-112.065960,33.461720
286,203,0,-1,1421691472,H6,0,-112.065940,33.461690
287,204,0,-1,1421691472,H6,0,-112.065860,33.461760
288,205,0,-1,1421691472,H6,0,-112.065840,33.461730
289,206,0,-1,1421691472,H6,0,-112.065790,33.461790
290,207,0,-1,1421691472,H6,0,-112.065770,33.461760
291,208,0,-1,1421691472,H6,0,-112.065710,33.461830
292,209,0,-1,1421691472,H6,0,-112.065690,33.461800
294,210,0,-1,1486460544,N10,0,-112.037710,33.444040
295,211,0,-1,1486460544,N10,0,-112.037700,33.443980
298,212,0,-1,1486460544,N10,0,-112.037690,33.443840
299,213,0,-1,1486460544,N10,0,-112.037680,33.443770
300,214,0,-1,1486460544,N10,0,-112.037670,33.443710
303,215,0,-1,1486460544,N10,0,-112.037660,33.443580
304,216,0,-1,1486460544,N10,0,-112.037650,33.443520
305,217,0,-1,1486460544,N10,0,-112.037650,33.443460
306,218,0,-1,1486460544,N10,0,-112.037640,33.443390
307,219,0,-1,1486460544,N10,0,-112.037630,33.443330
308,220,0,-1,1486460544,N10,0,-112.037630,33.443270
309,221,0,-1,1486460544,N10,0,-112.037620,33.443210
310,222,0,-1,1486460544,N10,0,-112.037620,33.443140
311,223,0,-1,1486460544,N10,0,-112.037610,33.443080
313,224,0,-1,1486460544,N10,0,-112.037690,33.443900
314,225,0,-1,1486460544,N10,0,-112.037660,33.443650
315,226,0,-1,1356916899,B13,0,-112.098870,33.428580
316,227,0,-1,1356916899,B13,0,-112.098800,33.428600
317,228,0,-1,1356916899,B13,0,-112.098730,33.428610
318,229,0,-1,1356916899,B13,0,-112.098650,33.428620
319,230,0,-1,1356916899,B13,0,-112.098580,33.428630
320,231,0,-1,1356916899,B13,0,-112.098500,33.428650
321,232,0,-1,1356916899,B13,0,-112.098430,33.428660
322,233,0,-1,1356916899,B13,0,-112.098360,33.428670
325,234,0,-1,1356916899,B13,0,-112.098230,33.428690
326,235,0,-1,1356916899,B13,0,-112.098150,33.428700
327,236,0,-1,1356916899,B13,0,-112.098080,33.428710
328,237,0,-1,1356916899,B13,0,-112.098010,33.428720
329,238,0,-1,1356916899,B13,0,-112.097930,33.428730
330,239,0,-1,1356916899,B13,0,-112.097860,33.428740
331,240,0,-1,1356916899,B13,0,-112.097780,33.428750
332,241,0,-1,1356916899,B13,0,-112.097710,33.428760
333,242,0,-1,1356916899,B13,0,-112.097630,33.428770
334,243,0,-1,1356916899,B13,0,-112.097560,33.428780
335,244,0,-1,1356916899,B13,0,-112.097480,33.428790
336,245,0,-1,1356916899,B13,0,-112.097410,33.428800
337,246,0,-1,1356916899,B13,0,-112.097340,33.428810
338,247,0,-1,1356916899,B13,0,-112.097260,33.428820
339,248,0,-1,1356916899,B13,0,-112.097190,33.428830
340,249,0,-1,1356916899,B13,0,-112.097110,33.428830
341,250,0,-1,1356916899,B13,0,-112.097040,33.428840
342,251,0,-1,1356916899,B13,0,-112.096960,33.428850
343,252,0,-1,1356916899,B13,0,-112.096890,33.428860
344,253,0,-1,1356916899,B13,0,-112.096810,33.428870
345,254,0,-1,1356916899,B13,0,-112.096740,33.428880
346,255,0,-1,1356916899,B13,0,-112.096670,33.428890
347,256,0,-1,1356916899,B13,0,-112.096590,33.428900
348,257,0,-1,1356916899,B13,0,-112.096520,33.428910
349,258,0,-1,1356916899,B13,0,-112.096440,33.428920
350,259,0,-1,1356916899,B13,0,-112.096370,33.428930
351,260,0,-1,1356916899,B13,0,-112.096290,33.428940
352,261,0,-1,1356916899,B13,0,-112.096210,33.428950
353,262,0,-1,1356916899,B13,0,-112.098300,33.428680
355,263,0,-1,-693406640,K6,0,-112.052850,33.461830
356,264,0,-1,-693406640,K6,0,-112.052780,33.461820
357,265,0,-1,-693406640,K6,0,-112.052700,33.461810
358,266,0,-1,-693406640,K6,0,-112.052630,33.461800
359,267,0,-1,-693406640,K6,0,-112.052550,33.461790
360,268,0,-1,-693406640,K6,0,-112.052480,33.461780
361,269,0,-1,-693406640,K6,0,-112.052400,33.461780
362,270,0,-1,-693406640,K6,0,-112.052330,33.461770
365,271,0,-1,-693406640,K6,0,-112.052180,33.461760
366,272,0,-1,-693406640,K6,0,-112.052110,33.461760
367,273,0,-1,-693406640,K6,0,-112.052030,33.461750
370,274,0,-1,-693406640,K6,0,-112.051840,33.461750
371,275,0,-1,-693406640,K6,0,-112.051770,33.461750
372,276,0,-1,-693406640,K6,0,-112.051690,33.461740
375,277,0,-1,-693406640,K6,0,-112.051520,33.461740
376,278,0,-1,-693406640,K6,0,-112.051450,33.461730
377,279,0,-1,-693406640,K6,0,-112.051370,33.461730
378,280,0,-1,-693406640,K6,0,-112.051300,33.461730
379,281,0,-1,-693406640,K6,0,-112.051220,33.461720
382,282,0,-1,-693406640,K6,0,-112.051080,33.461710
383,283,0,-1,-693406640,K6,0,-112.051010,33.461710
384,284,0,-1,-693406640,K6,0,-112.050930,33.461700
385,285,0,-1,-693406640,K6,0,-112.050860,33.461700
386,286,0,-1,-693406640,K6,0,-112.050780,33.461690
387,287,0,-1,-693406640,K6,0,-112.050710,33.461690
390,288,0,-1,-693406640,K6,0,-112.050540,33.461670
391,289,0,-1,-693406640,K6,0,-112.052260,33.461760
392,290,0,-1,-693406640,K6,0,-112.051920,33.461750
393,291,0,-1,-693406640,K6,0,-112.051600,33.461740
394,292,0,-1,-693406640,K6,0,-112.051160,33.461720
395,293,0,-1,-693406640,K6,0,-112.050650,33.461680
397,294,0,-1,76397136,P6,0,-112.028990,33.462530
398,295,0,-1,76397136,P6,0,-112.029060,33.462480
399,296,0,-1,76397136,P6,0,-112.029060,33.462520
400,297,0,-1,76397136,P6,0,-112.029130,33.462470
401,298,0,-1,76397136,P6,0,-112.029140,33.462500
402,299,0,-1,76397136,P6,0,-112.029210,33.462460
403,300,0,-1,76397136,P6,0,-112.029210,33.462490
404,301,0,-1,76397136,P6,0,-112.029280,33.462450
405,302,0,-1,76397136,P6,0,-112.029290,33.462480
410,303,0,-1,76397136,P6,0,-112.029440,33.462420
411,304,0,-1,76397136,P6,0,-112.029450,33.462450
416,305,0,-1,76397136,P6,0,-112.029590,33.462390
417,306,0,-1,76397136,P6,0,-112.029600,33.462420
422,307,0,-1,76397136,P6,0,-112.029740,33.462360
423,308,0,-1,76397136,P6,0,-112.029750,33.462390
428,309,0,-1,76397136,P6,0,-112.029880,33.462310
429,310,0,-1,76397136,P6,0,-112.029890,33.462340
434,311,0,-1,781429840,O6,0,-112.030030,33.462240
435,312,0,-1,781429840,O6,0,-112.030050,33.462260
440,313,0,-1,781429840,O6,0,-112.030130,33.462170
441,314,0,-1,781429840,O6,0,-112.030160,33.462200
442,315,0,-1,781429840,O6,0,-112.030170,33.462150
443,316,0,-1,781429840,O6,0,-112.030190,33.462170
444,317,0,-1,76397136,P6,0,-112.029370,33.462440
445,318,0,-1,76397136,P6,0,-112.029380,33.462470
446,319,0,-1,76397136,P6,0,-112.029520,33.462410
447,320,0,-1,76397136,P6,0,-112.029530,33.462440
448,321,0,-1,76397136,P6,0,-112.029670,33.462380
449,322,0,-1,76397136,P6,0,-112.029680,33.462410
450,323,0,-1,76397136,P6,0,-112.029810,33.462340
451,324,0,-1,76397136,P6,0,-112.029820,33.462370
452,325,0,-1,76397136,P6,0,-112.029960,33.462270
453,326,0,-1,76397136,P6,0,-112.029980,33.462300
454,327,0,-1,781429840,O6,0,-112.030080,33.462210
455,328,0,-1,781429840,O6,0,-112.030100,33.462240
458,329,0,-1,1486461044,N9,0,-112.037050,33.449080
459,330,0,-1,1486461044,N9,0,-112.037010,33.449080
460,331,0,-1,1486461044,N9,0,-112.037040,33.449150
461,332,0,-1,1486461044,N9,0,-112.037010,33.449140
462,333,0,-1,1486461044,N9,0,-112.037040,33.449210
463,334,0,-1,1486461044,N9,0,-112.037000,33.449210
468,335,0,-1,1486461044,N9,0,-112.037030,33.449320
469,336,0,-1,1486461044,N9,0,-112.037000,33.449320
470,337,0,-1,1486461044,N9,0,-112.037030,33.449380
471,338,0,-1,1486461044,N9,0,-112.036990,33.449380
472,339,0,-1,1486461044,N9,0,-112.037020,33.449450
473,340,0,-1,1486461044,N9,0,-112.036980,33.449440
474,341,0,-1,1486461044,N9,0,-112.037020,33.449510
475,342,0,-1,1486461044,N9,0,-112.036980,33.449510
476,343,0,-1,1486461044,N9,0,-112.037010,33.449570
477,344,0,-1,1486461044,N9,0,-112.036970,33.449570
478,345,0,-1,1486461044,N9,0,-112.037000,33.449640
479,346,0,-1,1486461044,N9,0,-112.036970,33.449630
480,347,0,-1,1486461044,N9,0,-112.037000,33.449700
481,348,0,-1,1486461044,N9,0,-112.036960,33.449700
486,349,0,-1,1486461044,N9,0,-112.036980,33.449840
487,350,0,-1,1486461044,N9,0,-112.036940,33.449840
488,351,0,-1,1486461044,N9,0,-112.036970,33.449900
489,352,0,-1,1486461044,N9,0,-112.036940,33.449900
490,353,0,-1,1486461044,N9,0,-112.036960,33.449960
491,354,0,-1,1486461044,N9,0,-112.036930,33.449960
492,355,0,-1,1486461544,N8,0,-112.036960,33.450030
493,356,0,-1,1486461544,N8,0,-112.036920,33.450020
494,357,0,-1,1486461544,N8,0,-112.036950,33.450090
495,358,0,-1,1486461544,N8,0,-112.036910,33.450090
496,359,0,-1,1486461544,N8,0,-112.036940,33.450150
497,360,0,-1,1486461544,N8,0,-112.036900,33.450150
498,361,0,-1,1486461544,N8,0,-112.036930,33.450220
499,362,0,-1,1486461544,N8,0,-112.036890,33.450210
500,363,0,-1,1486461544,N8,0,-112.036920,33.450280
501,364,0,-1,1486461544,N8,0,-112.036880,33.450270
502,365,0,-1,1486461544,N8,0,-112.036910,33.450340
503,366,0,-1,1486461544,N8,0,-112.036870,33.450340
508,367,0,-1,1486461544,N8,0,-112.036890,33.450480
509,368,0,-1,1486461544,N8,0,-112.036850,33.450470
510,369,0,-1,1486461544,N8,0,-112.036880,33.450540
511,370,0,-1,1486461544,N8,0,-112.036850,33.450530
512,371,0,-1,1486461544,N8,0,-112.036880,33.450600
513,372,0,-1,1486461544,N8,0,-112.036840,33.450600
514,373,0,-1,1486461544,N8,0,-112.036870,33.450660
515,374,0,-1,1486461544,N8,0,-112.036830,33.450660
516,375,0,-1,1486461544,N8,0,-112.036860,33.450730
517,376,0,-1,1486461544,N8,0,-112.036820,33.450720
518,377,0,-1,1486461544,N8,0,-112.036850,33.450790
519,378,0,-1,1486461544,N8,0,-112.036810,33.450790
520,379,0,-1,1486461544,N8,0,-112.036840,33.450850
521,380,0,-1,1486461544,N8,0,-112.036810,33.450850
522,381,0,-1,1486461544,N8,0,-112.036840,33.450910
523,382,0,-1,1486461544,N8,0,-112.036800,33.450910
524,383,0,-1,1486461544,N8,0,-112.036830,33.450980
525,384,0,-1,1486461544,N8,0,-112.036790,33.450970
526,385,0,-1,1486461544,N8,0,-112.036820,33.451040
527,386,0,-1,1486461544,N8,0,-112.036780,33.451040
528,387,0,-1,1486461544,N8,0,-112.036810,33.451100
529,388,0,-1,1486461544,N8,0,-112.036770,33.451100
530,389,0,-1,1486461544,N8,0,-112.036800,33.451170
531,390,0,-1,1486461544,N8,0,-112.036770,33.451160
532,391,0,-1,1486461044,N9,0,-112.037040,33.449260
533,392,0,-1,1486461044,N9,0,-112.037000,33.449260
534,393,0,-1,1486461044,N9,0,-112.036990,33.449780
535,394,0,-1,1486461044,N9,0,-112.036950,33.449770
536,395,0,-1,1486461544,N8,0,-112.036900,33.450410
537,396,0,-1,1486461544,N8,0,-112.036860,33.450410
538,397,0,-1,1486464544,N2,0,-112.038950,33.483490
552,398,0,-1,1486464544,N2,0,-112.038970,33.483440
553,399,0,-1,1486464544,N2,0,-112.039000,33.483410
554,400,0,-1,1486464544,N2,0,-112.039050,33.483370
555,401,0,-1,1486464544,N2,0,-112.039100,33.483350
556,402,0,-1,1486464544,N2,0,-112.039170,33.483340
557,403,0,-1,1486464544,N2,0,-112.039260,33.483370
558,404,0,-1,-2103469548,M1,0,-112.041280,33.485730
559,405,0,-1,-2103469548,M1,0,-112.041250,33.485660
560,406,0,-1,76393635,P13,0,-112.028550,33.426510
561,407,0,-1,76393635,P13,0,-112.028540,33.426540
562,408,0,-1,76393635,P13,0,-112.028620,33.426530
563,409,0,-1,76393635,P13,0,-112.028610,33.426560
564,410,0,-1,76393635,P13,0,-112.028690,33.426560
565,411,0,-1,76393635,P13,0,-112.028680,33.426580
566,412,0,-1,76393635,P13,0,-112.028760,33.426580
567,413,0,-1,76393635,P13,0,-112.028750,33.426610
568,414,0,-1,76393635,P13,0,-112.028830,33.426600
569,415,0,-1,76393635,P13,0,-112.028820,33.426630
570,416,0,-1,76393635,P13,0,-112.028900,33.426630
571,417,0,-1,76393635,P13,0,-112.028890,33.426660
572,418,0,-1,76393635,P13,0,-112.028970,33.426650
573,419,0,-1,76393635,P13,0,-112.028960,33.426680
574,420,0,-1,76393635,P13,0,-112.029040,33.426670
575,421,0,-1,76393635,P13,0,-112.029030,33.426700
580,422,0,-1,76393635,P13,0,-112.029190,33.426720
581,423,0,-1,76393635,P13,0,-112.029180,33.426750
582,424,0,-1,76393635,P13,0,-112.029260,33.426740
583,425,0,-1,76393635,P13,0,-112.029250,33.426770
584,426,0,-1,76393635,P13,0,-112.029330,33.426760
585,427,0,-1,76393635,P13,0,-112.029320,33.426790
586,428,0,-1,76393635,P13,0,-112.029400,33.426780
587,429,0,-1,76393635,P13,0,-112.029390,33.426810
588,430,0,-1,76393635,P13,0,-112.029470,33.426800
589,431,0,-1,76393635,P13,0,-112.029460,33.426830
594,432,0,-1,76393635,P13,0,-112.029590,33.426820
595,433,0,-1,76393635,P13,0,-112.029580,33.426850
596,434,0,-1,76393635,P13,0,-112.029660,33.426840
597,435,0,-1,76393635,P13,0,-112.029660,33.426870
598,436,0,-1,76393635,P13,0,-112.029740,33.426860
599,437,0,-1,76393635,P13,0,-112.029730,33.426890
600,438,0,-1,76393635,P13,0,-112.029810,33.426870
601,439,0,-1,76393635,P13,0,-112.029800,33.426900
602,440,0,-1,76393635,P13,0,-112.029890,33.426890
603,441,0,-1,76393635,P13,0,-112.029880,33.426920
604,442,0,-1,76393635,P13,0,-112.029120,33.426700
605,443,0,-1,76393635,P13,0,-112.029100,33.426730
606,444,0,-1,76393635,P13,0,-112.029520,33.426810
607,445,0,-1,76393635,P13,0,-112.029510,33.426840
608,446,0,-1,76393635,P13,0,-112.029910,33.426830
609,447,0,-1,76393635,P13,0,-112.029920,33.426800
610,448,0,-1,76393635,P13,0,-112.029830,33.426810
611,449,0,-1,76393635,P13,0,-112.029840,33.426780
612,450,0,-1,76393635,P13,0,-112.029760,33.426800
613,451,0,-1,76393635,P13,0,-112.029770,33.426770
614,452,0,-1,76393635,P13,0,-112.029690,33.426780
615,453,0,-1,76393635,P13,0,-112.029700,33.426750
616,454,0,-1,76393635,P13,0,-112.029610,33.426760
617,455,0,-1,76393635,P13,0,-112.029620,33.426730
622,456,0,-1,76393635,P13,0,-112.029470,33.426730
623,457,0,-1,76393635,P13,0,-112.029480,33.426700
624,458,0,-1,76393635,P13,0,-112.029400,33.426710
625,459,0,-1,76393635,P13,0,-112.029410,33.426680
626,460,0,-1,76393635,P13,0,-112.029330,33.426690
627,461,0,-1,76393635,P13,0,-112.029340,33.426660
628,462,0,-1,76393635,P13,0,-112.029250,33.426670
629,463,0,-1,76393635,P13,0,-112.029270,33.426640
