node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry
1,,-112.042260,33.461480,,,0,0.100000,0.100000,"POINT (-112.042260 33.461480)"
2,,-112.042190,33.461470,,,0,0.100000,0.100000,"POINT (-112.042190 33.461470)"
3,,-112.042110,33.461460,,,0,0.100000,0.100000,"POINT (-112.042110 33.461460)"
4,,-112.042040,33.461450,,,0,0.100000,0.100000,"POINT (-112.042040 33.461450)"
5,,-112.041970,33.461440,,,0,0.100000,0.100000,"POINT (-112.041970 33.461440)"
6,,-112.041890,33.461430,,,0,0.100000,0.100000,"POINT (-112.041890 33.461430)"
7,,-112.041820,33.461420,,,0,0.100000,0.100000,"POINT (-112.041820 33.461420)"
8,,-112.041740,33.461410,,,0,0.100000,0.100000,"POINT (-112.041740 33.461410)"
11,,-112.041610,33.461400,,,0,0.100000,0.100000,"POINT (-112.041610 33.461400)"
12,,-112.041530,33.461390,,,0,0.100000,0.100000,"POINT (-112.041530 33.461390)"
13,,-112.041460,33.461380,,,0,0.100000,0.100000,"POINT (-112.041460 33.461380)"
14,,-112.041380,33.461370,,,0,0.100000,0.100000,"POINT (-112.041380 33.461370)"
15,,-112.041310,33.461360,,,0,0.100000,0.100000,"POINT (-112.041310 33.461360)"
16,,-112.041230,33.461350,,,0,0.100000,0.100000,"POINT (-112.041230 33.461350)"
19,,-112.041120,33.461340,,,0,0.100000,0.100000,"POINT (-112.041120 33.461340)"
20,,-112.041040,33.461330,,,0,0.100000,0.100000,"POINT (-112.041040 33.461330)"
21,,-112.040970,33.461330,,,0,0.100000,0.100000,"POINT (-112.040970 33.461330)"
22,,-112.040890,33.461320,,,0,0.100000,0.100000,"POINT (-112.040890 33.461320)"
23,,-112.040820,33.461310,,,0,0.100000,0.100000,"POINT (-112.040820 33.461310)"
24,,-112.040740,33.461310,,,0,0.100000,0.100000,"POINT (-112.040740 33.461310)"
25,,-112.040670,33.461300,,,0,0.100000,0.100000,"POINT (-112.040670 33.461300)"
26,,-112.040560,33.461290,,,0,0.100000,0.100000,"POINT (-112.040560 33.461290)"
27,,-112.041680,33.461410,,,0,0.100000,0.100000,"POINT (-112.041680 33.461410)"
28,,-112.041190,33.461350,,,0,0.100000,0.100000,"POINT (-112.041190 33.461350)"
30,,-112.037570,33.452110,,,0,0.100000,0.100000,"POINT (-112.037570 33.452110)"
31,,-112.037570,33.452050,,,0,0.100000,0.100000,"POINT (-112.037570 33.452050)"
32,,-112.037580,33.451990,,,0,0.100000,0.100000,"POINT (-112.037580 33.451990)"
33,,-112.037580,33.451920,,,0,0.100000,0.100000,"POINT (-112.037580 33.451920)"
34,,-112.037590,33.451860,,,0,0.100000,0.100000,"POINT (-112.037590 33.451860)"
35,,-112.037590,33.451800,,,0,0.100000,0.100000,"POINT (-112.037590 33.451800)"
36,,-112.037600,33.451750,,,0,0.100000,0.100000,"POINT (-112.037600 33.451750)"
43,,-112.087970,33.461100,,,0,0.100000,0.100000,"POINT (-112.087970 33.461100)"
44,,-112.087980,33.461070,,,0,0.100000,0.100000,"POINT (-112.087980 33.461070)"
45,,-112.087900,33.461090,,,0,0.100000,0.100000,"POINT (-112.087900 33.461090)"
46,,-112.087910,33.461060,,,0,0.100000,0.100000,"POINT (-112.087910 33.461060)"
47,,-112.087830,33.461080,,,0,0.100000,0.100000,"POINT (-112.087830 33.461080)"
48,,-112.087830,33.461050,,,0,0.100000,0.100000,"POINT (-112.087830 33.461050)"
49,,-112.087750,33.461070,,,0,0.100000,0.100000,"POINT (-112.087750 33.461070)"
50,,-112.087760,33.461030,,,0,0.100000,0.100000,"POINT (-112.087760 33.461030)"
51,,-112.087680,33.461050,,,0,0.100000,0.100000,"POINT (-112.087680 33.461050)"
52,,-112.087680,33.461020,,,0,0.100000,0.100000,"POINT (-112.087680 33.461020)"
53,,-112.087600,33.461040,,,0,0.100000,0.100000,"POINT (-112.087600 33.461040)"
54,,-112.087610,33.461010,,,0,0.100000,0.100000,"POINT (-112.087610 33.461010)"
55,,-112.087530,33.461030,,,0,0.100000,0.100000,"POINT (-112.087530 33.461030)"
56,,-112.087540,33.461000,,,0,0.100000,0.100000,"POINT (-112.087540 33.461000)"
57,,-112.087460,33.461020,,,0,0.100000,0.100000,"POINT (-112.087460 33.461020)"
58,,-112.087460,33.460990,,,0,0.100000,0.100000,"POINT (-112.087460 33.460990)"
59,,-112.087380,33.461010,,,0,0.100000,0.100000,"POINT (-112.087380 33.461010)"
60,,-112.087390,33.460970,,,0,0.100000,0.100000,"POINT (-112.087390 33.460970)"
61,,-112.087310,33.460990,,,0,0.100000,0.100000,"POINT (-112.087310 33.460990)"
62,,-112.087310,33.460960,,,0,0.100000,0.100000,"POINT (-112.087310 33.460960)"
63,,-112.087230,33.460980,,,0,0.100000,0.100000,"POINT (-112.087230 33.460980)"
64,,-112.087240,33.460950,,,0,0.100000,0.100000,"POINT (-112.087240 33.460950)"
65,,-112.087160,33.460970,,,0,0.100000,0.100000,"POINT (-112.087160 33.460970)"
66,,-112.087170,33.460940,,,0,0.100000,0.100000,"POINT (-112.087170 33.460940)"
67,,-112.087090,33.460960,,,0,0.100000,0.100000,"POINT (-112.087090 33.460960)"
68,,-112.087090,33.460930,,,0,0.100000,0.100000,"POINT (-112.087090 33.460930)"
69,,-112.087010,33.460950,,,0,0.100000,0.100000,"POINT (-112.087010 33.460950)"
70,,-112.087020,33.460920,,,0,0.100000,0.100000,"POINT (-112.087020 33.460920)"
71,,-112.086940,33.460930,,,0,0.100000,0.100000,"POINT (-112.086940 33.460930)"
72,,-112.086940,33.460900,,,0,0.100000,0.100000,"POINT (-112.086940 33.460900)"
73,,-112.086860,33.460920,,,0,0.100000,0.100000,"POINT (-112.086860 33.460920)"
74,,-112.086870,33.460890,,,0,0.100000,0.100000,"POINT (-112.086870 33.460890)"
75,,-112.086790,33.460910,,,0,0.100000,0.100000,"POINT (-112.086790 33.460910)"
76,,-112.086800,33.460880,,,0,0.100000,0.100000,"POINT (-112.086800 33.460880)"
77,,-112.086720,33.460900,,,0,0.100000,0.100000,"POINT (-112.086720 33.460900)"
78,,-112.086720,33.460870,,,0,0.100000,0.100000,"POINT (-112.086720 33.460870)"
79,,-112.086640,33.460890,,,0,0.100000,0.100000,"POINT (-112.086640 33.460890)"
80,,-112.086650,33.460860,,,0,0.100000,0.100000,"POINT (-112.086650 33.460860)"
81,,-112.086570,33.460880,,,0,0.100000,0.100000,"POINT (-112.086570 33.460880)"
82,,-112.086570,33.460840,,,0,0.100000,0.100000,"POINT (-112.086570 33.460840)"
