first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,agent_type,PCE_unit,demand_period,volume,toll,travel_time,distance_km,node_sequence,time_sequence
,378,1,2,0,sov,sov,1,AM,1,0.0,15.7500,18.6107,3;4;5;6;7;8;9;10;11;12;,373.316681;375.600006;376.750000;378.058319;379.283325;382.350006;383.416656;384.466675;385.399994;386.012512;
,379,1,2,0,sov,sov,1,AM,1,0.0,15.7660,18.6107,3;4;5;6;7;8;9;10;11;12;,373.333344;375.625000;376.766663;378.066681;379.283325;382.350006;383.416656;384.483337;385.416656;386.029175;
,380,1,2,0,sov,sov,1,AM,1,0.0,15.7819,18.6107,3;4;5;6;7;8;9;10;11;12;,373.333344;375.625000;376.766663;378.066681;379.299988;382.366669;383.433319;384.500000;385.433319;386.045837;
,381,1,2,0,sov,sov,1,AM,1,0.0,15.7979,18.6107,3;4;5;6;7;8;9;10;11;12;,373.350006;375.633331;376.783325;378.083344;379.316681;382.366669;383.433319;384.516663;385.450012;386.062500;
,382,1,2,0,sov,sov,1,AM,1,0.0,15.8181,18.6107,3;4;5;6;7;8;9;10;11;12;,373.366669;375.649994;376.783325;378.083344;379.333344;382.383331;383.450012;384.541656;385.470825;386.083344;
,383,1,2,0,sov,sov,1,AM,1,0.0,15.8340,18.6107,3;4;5;6;7;8;9;10;11;12;,373.366669;375.666656;376.799988;378.100006;379.358337;382.399994;383.466675;384.558319;385.487488;386.100006;
,384,1,2,0,sov,sov,1,AM,1,0.0,15.9667,18.6107,3;4;5;6;7;8;9;10;11;12;,373.450012;375.750000;376.883331;378.200012;379.433319;382.483337;383.549988;384.683319;385.616669;386.229156;
,385,1,2,0,sov,sov,1,AM,1,0.0,15.9826,18.6107,3;4;5;6;7;8;9;10;11;12;,373.450012;375.766663;376.891663;378.225006;379.450012;382.500000;383.566681;384.708344;385.637512;386.250000;
,386,1,2,0,sov,sov,1,AM,1,0.0,15.9986,18.6107,3;4;5;6;7;8;9;10;11;12;,373.466675;375.766663;376.899994;378.225006;379.450012;382.516663;383.583344;384.725006;385.654175;386.266663;
,387,1,2,0,sov,sov,1,AM,1,0.0,16.0187,18.6107,3;4;5;6;7;8;9;10;11;12;,373.483337;375.799988;376.924988;378.233337;379.466675;382.533325;383.612488;384.745819;385.674988;386.287506;
,388,1,2,0,sov,sov,1,AM,1,0.0,16.0306,18.6107,3;4;5;6;7;8;9;10;11;12;,373.483337;375.816681;376.941681;378.233337;379.466675;382.533325;383.612488;384.750000;385.683319;386.295837;
,389,1,2,0,sov,sov,1,AM,1,0.0,16.0507,18.6107,3;4;5;6;7;8;9;10;11;12;,373.500000;375.833344;376.958344;378.250000;379.483337;382.549988;383.629181;384.779175;385.708344;386.320831;
,390,1,2,0,sov,sov,1,AM,1,0.0,16.1750,18.6107,3;4;5;6;7;8;9;10;11;12;,373.566681;375.916656;377.049988;378.366669;379.549988;382.616669;383.683319;384.891663;385.833344;386.445831;
,391,1,2,0,sov,sov,1,AM,1,0.0,16.1910,18.6107,3;4;5;6;7;8;9;10;11;12;,373.566681;375.941681;377.066681;378.383331;379.566681;382.633331;383.700012;384.908325;385.850006;386.462494;
,392,1,2,0,sov,sov,1,AM,1,0.0,16.2069,18.6107,3;4;5;6;7;8;9;10;11;12;,373.583344;375.966675;377.100006;378.416656;379.600006;382.649994;383.716675;384.924988;385.866669;386.479156;
,393,1,2,0,sov,sov,1,AM,1,0.0,16.2229,18.6107,3;4;5;6;7;8;9;10;11;12;,373.600006;375.983337;377.108337;378.433319;379.608337;382.649994;383.716675;384.941681;385.883331;386.495819;
,394,1,2,0,sov,sov,1,AM,1,0.0,16.2389,18.6107,3;4;5;6;7;8;9;10;11;12;,373.600006;376.000000;377.133331;378.433319;379.616669;382.666656;383.750000;384.958344;385.899994;386.512512;
,395,1,2,0,sov,sov,1,AM,1,0.0,16.2674,18.6107,3;4;5;6;7;8;9;10;11;12;,373.616669;376.049988;377.174988;378.475006;379.649994;382.733337;383.795837;384.975006;385.929169;386.541656;
,396,1,2,0,sov,sov,1,AM,1,0.0,16.3708,18.6107,3;4;5;6;7;8;9;10;11;12;,373.683319;376.149994;377.283325;378.570831;379.750000;382.850006;383.916656;385.100006;386.033325;386.645844;
,397,1,2,0,sov,sov,1,AM,1,0.0,16.3951,18.6107,3;4;5;6;7;8;9;10;11;12;,373.712494;376.166656;377.299988;378.604156;379.779175;382.850006;383.933319;385.129181;386.058319;386.670837;
,398,1,2,0,sov,sov,1,AM,1,0.0,16.4153,18.6107,3;4;5;6;7;8;9;10;11;12;,373.712494;376.200012;377.333344;378.625000;379.799988;382.899994;383.966675;385.149994;386.079163;386.691681;
,399,1,2,0,sov,sov,1,AM,1,0.0,16.4313,18.6107,3;4;5;6;7;8;9;10;11;12;,373.716675;376.200012;377.350006;378.637512;379.833344;382.916656;383.983337;385.166656;386.095825;386.708344;
,400,1,2,0,sov,sov,1,AM,1,0.0,16.4472,18.6107,3;4;5;6;7;8;9;10;11;12;,373.733337;376.216675;377.366669;378.658325;379.850006;382.933319;383.991669;385.183319;386.112488;386.725006;
,401,1,2,0,sov,sov,1,AM,1,0.0,16.4632,18.6107,3;4;5;6;7;8;9;10;11;12;,373.750000;376.250000;377.375000;378.679169;379.866669;383.016663;384.079163;385.200012;386.129181;386.741669;
,402,1,2,0,sov,sov,1,AM,1,0.0,16.6000,18.6107,3;4;5;6;7;8;9;10;11;12;,373.816681;376.333344;377.466675;378.766663;379.966675;383.208344;384.279175;385.337494;386.266663;386.879181;
,403,1,2,0,sov,sov,1,AM,1,0.0,16.6160,18.6107,3;4;5;6;7;8;9;10;11;12;,373.833344;376.354156;377.487488;378.783325;379.966675;383.241669;384.312500;385.354156;386.283325;386.895844;
,404,1,2,0,sov,sov,1,AM,1,0.0,16.6444,18.6107,3;4;5;6;7;8;9;10;11;12;,373.850006;376.354156;377.504181;378.799988;379.983337;383.279175;384.345825;385.383331;386.312500;386.924988;
,405,1,2,0,sov,sov,1,AM,1,0.0,16.6604,18.6107,3;4;5;6;7;8;9;10;11;12;,373.866669;376.383331;377.508331;378.799988;379.983337;383.299988;384.362488;385.399994;386.329163;386.941681;
,406,1,2,0,sov,sov,1,AM,1,0.0,16.6764,18.6107,3;4;5;6;7;8;9;10;11;12;,373.883331;376.383331;377.516663;378.825012;380.016663;383.333344;384.391663;385.416656;386.345825;386.958344;
,407,1,2,0,sov,sov,1,AM,1,0.0,16.7007,18.6107,3;4;5;6;7;8;9;10;11;12;,373.899994;376.404175;377.533325;378.825012;380.033325;383.333344;384.408325;385.433319;386.370819;386.983337;
,408,1,2,0,sov,sov,1,AM,1,0.0,16.8292,18.6107,3;4;5;6;7;8;9;10;11;12;,373.966675;376.491669;377.633331;378.933319;380.129181;383.483337;384.558319;385.570831;386.500000;387.112488;
,409,1,2,0,sov,sov,1,AM,1,0.0,16.9285,18.6107,3;4;5;6;7;8;9;10;11;12;,374.000000;376.508331;377.649994;378.937500;380.133331;383.600006;384.658325;385.670837;386.600006;387.212494;
,410,1,2,0,sov,sov,1,AM,1,0.0,16.9736,18.6107,3;4;5;6;7;8;9;10;11;12;,374.016663;376.524994;377.649994;378.958344;380.149994;383.600006;384.658325;385.700012;386.645844;387.258331;
,411,1,2,0,sov,sov,1,AM,1,0.0,16.9979,18.6107,3;4;5;6;7;8;9;10;11;12;,374.016663;376.533325;377.666656;378.966675;380.166656;383.683319;384.741669;385.741669;386.670837;387.283325;
,412,1,2,0,sov,sov,1,AM,1,0.0,17.0681,18.6107,3;4;5;6;7;8;9;10;11;12;,374.033325;376.533325;377.683319;378.983337;380.183319;383.733337;384.799988;385.812500;386.741669;387.354156;
,413,1,2,0,sov,sov,1,AM,1,0.0,17.0882,18.6107,3;4;5;6;7;8;9;10;11;12;,374.033325;376.558319;377.700012;379.000000;380.183319;383.766663;384.829163;385.833344;386.762512;387.375000;
,414,1,2,0,sov,sov,1,AM,1,0.0,17.2875,18.6107,3;4;5;6;7;8;9;10;11;12;,374.100006;376.941681;378.083344;379.383331;380.566681;383.950012;385.008331;386.033325;386.962494;387.575012;
,415,1,2,0,sov,sov,1,AM,1,0.0,17.3285,18.6107,3;4;5;6;7;8;9;10;11;12;,374.116669;376.975006;378.100006;379.399994;380.583344;384.008331;385.066681;386.075012;387.004181;387.616669;
,416,1,2,0,sov,sov,1,AM,1,0.0,17.3569,18.6107,3;4;5;6;7;8;9;10;11;12;,374.116669;377.083344;378.216675;379.516663;380.700012;384.008331;385.083344;386.095825;387.033325;387.645844;
,417,1,2,0,sov,sov,1,AM,1,0.0,17.3771,18.6107,3;4;5;6;7;8;9;10;11;12;,374.133331;377.125000;378.250000;379.549988;380.733337;384.016663;385.083344;386.112488;387.054169;387.666656;
,418,1,2,0,sov,sov,1,AM,1,0.0,17.4014,18.6107,3;4;5;6;7;8;9;10;11;12;,374.149994;377.125000;378.250000;379.549988;380.733337;384.033325;385.100006;386.129181;387.079163;387.691681;
,419,1,2,0,sov,sov,1,AM,1,0.0,17.4174,18.6107,3;4;5;6;7;8;9;10;11;12;,374.166656;377.133331;378.266663;379.566681;380.750000;384.033325;385.116669;386.145844;387.095825;387.708344;
,420,1,2,0,sov,sov,1,AM,1,0.0,17.5208,18.6107,3;4;5;6;7;8;9;10;11;12;,374.266663;377.216675;378.366669;379.666656;380.862488;384.183319;385.250000;386.262512;387.200012;387.812500;
,421,1,2,0,sov,sov,1,AM,1,0.0,17.5368,18.6107,3;4;5;6;7;8;9;10;11;12;,374.266663;377.233337;378.366669;379.666656;380.862488;384.200012;385.266663;386.266663;387.216675;387.829163;
,422,1,2,0,sov,sov,1,AM,1,0.0,17.5528,18.6107,3;4;5;6;7;8;9;10;11;12;,374.283325;377.233337;378.383331;379.683319;380.883331;384.200012;385.266663;386.283325;387.233337;387.845825;
,423,1,2,0,sov,sov,1,AM,1,0.0,17.5687,18.6107,3;4;5;6;7;8;9;10;11;12;,374.299988;377.258331;378.399994;379.700012;380.883331;384.216675;385.283325;386.299988;387.250000;387.862488;
,424,1,2,0,sov,sov,1,AM,1,0.0,17.5847,18.6107,3;4;5;6;7;8;9;10;11;12;,374.316681;377.266663;378.399994;379.716675;380.899994;384.216675;385.283325;386.329163;387.266663;387.879181;
,425,1,2,0,sov,sov,1,AM,1,0.0,17.6007,18.6107,3;4;5;6;7;8;9;10;11;12;,374.316681;377.316681;378.450012;379.750000;380.933319;384.233337;385.304169;386.345825;387.283325;387.895844;
,426,1,2,0,sov,sov,1,AM,1,0.0,17.7250,18.6107,3;4;5;6;7;8;9;10;11;12;,374.399994;377.533325;378.658325;379.950012;381.133331;384.299988;385.383331;386.466675;387.408325;388.020844;
,427,1,2,0,sov,sov,1,AM,1,0.0,17.7410,18.6107,3;4;5;6;7;8;9;10;11;12;,374.416656;377.533325;378.658325;379.966675;381.149994;384.329163;385.399994;386.483337;387.424988;388.037506;
,428,1,2,0,sov,sov,1,AM,1,0.0,17.7569,18.6107,3;4;5;6;7;8;9;10;11;12;,374.433319;377.549988;378.674988;379.966675;381.149994;384.329163;385.399994;386.500000;387.441681;388.054169;
,429,1,2,0,sov,sov,1,AM,1,0.0,17.7729,18.6107,3;4;5;6;7;8;9;10;11;12;,374.450012;377.549988;378.708344;380.000000;381.183319;384.333344;385.416656;386.516663;387.458344;388.070831;
,430,1,2,0,sov,sov,1,AM,1,0.0,17.7806,18.6107,3;4;5;6;7;8;9;10;11;12;,374.466675;377.570831;378.716675;380.016663;381.204163;384.333344;385.416656;386.533325;387.466675;388.079163;
,431,1,2,0,sov,sov,1,AM,1,0.0,17.7965,18.6107,3;4;5;6;7;8;9;10;11;12;,374.466675;377.583344;378.733337;380.033325;381.208344;384.379181;385.450012;386.549988;387.483337;388.095825;
,432,1,2,0,sov,sov,1,AM,1,0.0,17.9167,18.6107,3;4;5;6;7;8;9;10;11;12;,374.541656;377.799988;378.933319;380.233337;381.433319;384.500000;385.570831;386.666656;387.600006;388.212494;
,433,1,2,0,sov,sov,1,AM,1,0.0,17.9285,18.6107,3;4;5;6;7;8;9;10;11;12;,374.541656;377.816681;378.954163;380.241669;381.433319;384.516663;385.587494;386.687500;387.616669;388.229156;
,434,1,2,0,sov,sov,1,AM,1,0.0,17.9444,18.6107,3;4;5;6;7;8;9;10;11;12;,374.549988;377.833344;378.983337;380.270844;381.450012;384.516663;385.600006;386.700012;387.633331;388.245819;
,435,1,2,0,sov,sov,1,AM,1,0.0,17.9604,18.6107,3;4;5;6;7;8;9;10;11;12;,374.549988;377.833344;379.000000;380.287506;381.466675;384.533325;385.616669;386.716675;387.649994;388.262512;
,436,1,2,0,sov,sov,1,AM,1,0.0,17.9764,18.6107,3;4;5;6;7;8;9;10;11;12;,374.566681;377.850006;379.016663;380.304169;381.483337;384.575012;385.633331;386.733337;387.666656;388.279175;
,437,1,2,0,sov,sov,1,AM,1,0.0,17.9965,18.6107,3;4;5;6;7;8;9;10;11;12;,374.583344;377.866669;379.033325;380.320831;381.500000;384.583344;385.649994;386.758331;387.687500;388.299988;
,438,1,2,0,sov,sov,1,AM,1,0.0,18.1292,18.6107,3;4;5;6;7;8;9;10;11;12;,374.683319;378.016663;379.149994;380.450012;381.633331;384.649994;385.766663;386.870819;387.816681;388.429169;
,439,1,2,0,sov,sov,1,AM,1,0.0,18.1451,18.6107,3;4;5;6;7;8;9;10;11;12;,374.700012;378.016663;379.166656;380.466675;381.641663;384.649994;385.766663;386.883331;387.833344;388.445831;
,440,1,2,0,sov,sov,1,AM,1,0.0,18.1569,18.6107,3;4;5;6;7;8;9;10;11;12;,374.700012;378.033325;379.183319;380.483337;381.666656;384.674988;385.783325;386.899994;387.850006;388.462494;
,441,1,2,0,sov,sov,1,AM,1,0.0,18.1729,18.6107,3;4;5;6;7;8;9;10;11;12;,374.716675;378.033325;379.200012;380.500000;381.674988;384.674988;385.783325;386.916656;387.866669;388.479156;
,442,1,2,0,sov,sov,1,AM,1,0.0,18.1889,18.6107,3;4;5;6;7;8;9;10;11;12;,374.716675;378.066681;379.216675;380.504181;381.683319;384.683319;385.799988;386.933319;387.883331;388.495819;
,443,1,2,0,sov,sov,1,AM,1,0.0,18.2049,18.6107,3;4;5;6;7;8;9;10;11;12;,374.733337;378.066681;379.233337;380.520844;381.695831;384.683319;385.829163;386.958344;387.899994;388.512512;
,444,1,2,0,sov,sov,1,AM,1,0.0,18.3208,18.6107,3;4;5;6;7;8;9;10;11;12;,374.799988;378.183319;379.333344;380.620819;381.808319;384.766663;385.883331;387.070831;388.016663;388.629181;
,445,1,2,0,sov,sov,1,AM,1,0.0,18.3368,18.6107,3;4;5;6;7;8;9;10;11;12;,374.799988;378.200012;379.350006;380.637512;381.816681;384.783325;385.899994;387.095825;388.033325;388.645844;
,446,1,2,0,sov,sov,1,AM,1,0.0,18.3528,18.6107,3;4;5;6;7;8;9;10;11;12;,374.816681;378.233337;379.366669;380.654175;381.833344;384.783325;385.899994;387.112488;388.049988;388.662506;
,447,1,2,0,sov,sov,1,AM,1,0.0,18.3688,18.6107,3;4;5;6;7;8;9;10;11;12;,374.816681;378.233337;379.383331;380.670837;381.845825;384.816681;385.916656;387.133331;388.066681;388.679169;
,448,1,2,0,sov,sov,1,AM,1,0.0,18.3847,18.6107,3;4;5;6;7;8;9;10;11;12;,374.850006;378.299988;379.424988;380.716675;381.899994;384.816681;385.916656;387.149994;388.083344;388.695831;
,449,1,2,0,sov,sov,1,AM,1,0.0,18.4007,18.6107,3;4;5;6;7;8;9;10;11;12;,374.866669;378.299988;379.424988;380.716675;381.920837;384.845825;385.941681;387.166656;388.100006;388.712494;
,450,1,2,0,sov,sov,1,AM,1,0.0,18.5208,18.6107,3;4;5;6;7;8;9;10;11;12;,374.933319;378.500000;379.633331;380.920837;382.116669;384.941681;386.029175;387.283325;388.220825;388.833344;
,451,1,2,0,sov,sov,1,AM,1,0.0,13.5535,18.6107,3;4;5;6;7;8;9;10;11;12;,376.524994;378.516663;379.649994;380.966675;382.149994;384.950012;386.033325;387.316681;388.250000;388.862488;
,452,1,2,0,sov,sov,1,AM,1,0.0,13.5653,18.6107,3;4;5;6;7;8;9;10;11;12;,376.549988;378.549988;379.683319;380.983337;382.183319;384.966675;386.049988;387.333344;388.266663;388.879181;
,453,1,2,0,sov,sov,1,AM,1,0.0,13.5813,18.6107,3;4;5;6;7;8;9;10;11;12;,376.549988;378.575012;379.700012;381.000000;382.200012;384.966675;386.049988;387.350006;388.283325;388.895844;
,454,1,2,0,sov,sov,1,AM,1,0.0,13.5972,18.6107,3;4;5;6;7;8;9;10;11;12;,376.575012;378.575012;379.716675;381.004181;382.200012;384.983337;386.066681;387.366669;388.299988;388.912506;
,455,1,2,0,sov,sov,1,AM,1,0.0,13.6340,18.6107,3;4;5;6;7;8;9;10;11;12;,376.591675;378.583344;379.733337;381.033325;382.216675;385.000000;386.091675;387.399994;388.337494;388.950012;
,456,1,2,0,sov,sov,1,AM,1,0.0,13.7458,18.6107,3;4;5;6;7;8;9;10;11;12;,376.649994;378.649994;379.783325;381.100006;382.283325;385.083344;386.145844;387.516663;388.450012;389.062500;
,457,1,2,0,sov,sov,1,AM,1,0.0,13.7618,18.6107,3;4;5;6;7;8;9;10;11;12;,376.666656;378.649994;379.799988;381.100006;382.283325;385.083344;386.166656;387.533325;388.466675;389.079163;
,458,1,2,0,sov,sov,1,AM,1,0.0,13.7778,18.6107,3;4;5;6;7;8;9;10;11;12;,376.666656;378.674988;379.816681;381.116669;382.299988;385.100006;386.166656;387.549988;388.483337;389.095825;
,459,1,2,0,sov,sov,1,AM,1,0.0,13.7937,18.6107,3;4;5;6;7;8;9;10;11;12;,376.683319;378.691681;379.850006;381.149994;382.325012;385.116669;386.183319;387.566681;388.500000;389.112488;
,460,1,2,0,sov,sov,1,AM,1,0.0,13.8097,18.6107,3;4;5;6;7;8;9;10;11;12;,376.683319;378.691681;379.866669;381.166656;382.350006;385.133331;386.200012;387.587494;388.516663;389.129181;
,461,1,2,0,sov,sov,1,AM,1,0.0,13.8507,18.6107,3;4;5;6;7;8;9;10;11;12;,376.700012;378.700012;379.883331;381.170837;382.350006;385.133331;386.200012;387.616669;388.558319;389.170837;
,462,1,2,0,sov,sov,1,AM,1,0.0,13.9750,18.6107,3;4;5;6;7;8;9;10;11;12;,376.766663;378.816681;379.966675;381.266663;382.450012;385.433319;386.500000;387.741669;388.683319;389.295837;
,463,1,2,0,sov,sov,1,AM,1,0.0,13.9910,18.6107,3;4;5;6;7;8;9;10;11;12;,376.783325;378.833344;379.983337;381.283325;382.466675;385.433319;386.516663;387.750000;388.700012;389.312500;
,464,1,2,0,sov,sov,1,AM,1,0.0,14.0069,18.6107,3;4;5;6;7;8;9;10;11;12;,376.783325;378.833344;379.983337;381.283325;382.483337;385.500000;386.566681;387.766663;388.716675;389.329163;
,465,1,2,0,sov,sov,1,AM,1,0.0,14.0229,18.6107,3;4;5;6;7;8;9;10;11;12;,376.799988;378.850006;380.000000;381.299988;382.500000;385.516663;386.583344;387.783325;388.733337;389.345825;
,466,1,2,0,sov,sov,1,AM,1,0.0,14.0472,18.6107,3;4;5;6;7;8;9;10;11;12;,376.799988;378.850006;380.016663;381.304169;382.516663;385.533325;386.600006;387.812500;388.758331;389.370819;
,467,1,2,0,sov,sov,1,AM,1,0.0,14.0632,18.6107,3;4;5;6;7;8;9;10;11;12;,376.816681;378.866669;380.033325;381.320831;382.533325;385.566681;386.633331;387.833344;388.774994;389.387512;
,468,1,2,0,sov,sov,1,AM,1,0.0,14.3167,18.6107,3;4;5;6;7;8;9;10;11;12;,376.899994;378.950012;380.100006;381.416656;382.600006;386.016663;387.087494;388.100006;389.029175;389.641663;
,469,1,2,0,sov,sov,1,AM,1,0.0,14.3785,18.6107,3;4;5;6;7;8;9;10;11;12;,376.899994;378.970825;380.116669;381.433319;382.616669;386.083344;387.149994;388.162506;389.091675;389.704163;
,470,1,2,0,sov,sov,1,AM,1,0.0,14.3944,18.6107,3;4;5;6;7;8;9;10;11;12;,376.916656;378.983337;380.133331;381.433319;382.616669;386.083344;387.166656;388.179169;389.108337;389.720825;
,471,1,2,0,sov,sov,1,AM,1,0.0,14.4146,18.6107,3;4;5;6;7;8;9;10;11;12;,376.933319;379.016663;380.149994;381.450012;382.633331;386.108337;387.183319;388.200012;389.129181;389.741669;
,472,1,2,0,sov,sov,1,AM,1,0.0,14.4306,18.6107,3;4;5;6;7;8;9;10;11;12;,376.933319;379.100006;380.225006;381.516663;382.691681;386.108337;387.200012;388.216675;389.145844;389.758331;
,473,1,2,0,sov,sov,1,AM,1,0.0,14.4632,18.6107,3;4;5;6;7;8;9;10;11;12;,376.958344;379.100006;380.225006;381.516663;382.700012;386.129181;387.216675;388.250000;389.179169;389.791656;
,474,1,2,0,sov,sov,1,AM,1,0.0,14.6000,18.6107,3;4;5;6;7;8;9;10;11;12;,377.033325;379.441681;380.566681;381.866669;383.066681;386.250000;387.333344;388.370819;389.316681;389.929169;
,475,1,2,0,sov,sov,1,AM,1,0.0,14.6160,18.6107,3;4;5;6;7;8;9;10;11;12;,377.033325;379.450012;380.583344;381.870819;383.083344;386.274994;387.350006;388.395844;389.333344;389.945831;
,476,1,2,0,sov,sov,1,AM,1,0.0,14.6319,18.6107,3;4;5;6;7;8;9;10;11;12;,377.049988;379.450012;380.600006;381.887512;383.083344;386.274994;387.366669;388.412506;389.350006;389.962494;
,477,1,2,0,sov,sov,1,AM,1,0.0,14.6479,18.6107,3;4;5;6;7;8;9;10;11;12;,377.049988;379.466675;380.600006;381.887512;383.100006;386.283325;387.383331;388.416656;389.366669;389.979156;
,478,1,2,0,sov,sov,1,AM,1,0.0,14.6639,18.6107,3;4;5;6;7;8;9;10;11;12;,377.066681;379.466675;380.616669;381.916656;383.116669;386.316681;387.383331;388.441681;389.383331;389.995819;
,479,1,2,0,sov,sov,1,AM,1,0.0,14.6799,18.6107,3;4;5;6;7;8;9;10;11;12;,377.083344;379.483337;380.616669;381.916656;383.133331;386.316681;387.399994;388.466675;389.399994;390.012512;
,480,1,2,0,sov,sov,1,AM,1,0.0,14.8000,18.6107,3;4;5;6;7;8;9;10;11;12;,377.166656;379.558319;380.687500;382.000000;383.200012;386.433319;387.500000;388.591675;389.520844;390.133331;
,481,1,2,0,sov,sov,1,AM,1,0.0,14.8160,18.6107,3;4;5;6;7;8;9;10;11;12;,377.183319;379.558319;380.687500;382.024994;383.225006;386.433319;387.516663;388.608337;389.537506;390.149994;
,482,1,2,0,sov,sov,1,AM,1,0.0,14.8361,18.6107,3;4;5;6;7;8;9;10;11;12;,377.183319;379.583344;380.708344;382.024994;383.225006;386.450012;387.533325;388.616669;389.558319;390.170837;
,483,1,2,0,sov,sov,1,AM,1,0.0,14.8479,18.6107,3;4;5;6;7;8;9;10;11;12;,377.216675;379.583344;380.708344;382.033325;383.233337;386.450012;387.533325;388.633331;389.566681;390.179169;
,484,1,2,0,sov,sov,1,AM,1,0.0,14.8722,18.6107,3;4;5;6;7;8;9;10;11;12;,377.216675;379.600006;380.733337;382.033325;383.258331;386.466675;387.549988;388.666656;389.595825;390.208344;
,485,1,2,0,sov,sov,1,AM,1,0.0,14.8882,18.6107,3;4;5;6;7;8;9;10;11;12;,377.233337;379.600006;380.733337;382.054169;383.258331;386.466675;387.566681;388.683319;389.612488;390.225006;
,486,1,2,0,sov,sov,1,AM,1,0.0,15.0125,18.6107,3;4;5;6;7;8;9;10;11;12;,377.316681;380.016663;381.141663;382.433319;383.616669;386.600006;387.666656;388.808319;389.737488;390.350006;
,487,1,2,0,sov,sov,1,AM,1,0.0,15.0326,18.6107,3;4;5;6;7;8;9;10;11;12;,377.333344;380.033325;381.166656;382.466675;383.641663;386.616669;387.683319;388.829163;389.758331;390.370819;
,488,1,2,0,sov,sov,1,AM,1,0.0,15.0528,18.6107,3;4;5;6;7;8;9;10;11;12;,377.350006;380.033325;381.166656;382.483337;383.658325;386.616669;387.683319;388.850006;389.779175;390.391663;
,489,1,2,0,sov,sov,1,AM,1,0.0,15.0687,18.6107,3;4;5;6;7;8;9;10;11;12;,377.350006;380.066681;381.191681;382.500000;383.674988;386.649994;387.720825;388.866669;389.795837;390.408325;
,490,1,2,0,sov,sov,1,AM,1,0.0,15.0847,18.6107,3;4;5;6;7;8;9;10;11;12;,377.366669;380.083344;381.220825;382.516663;383.700012;386.649994;387.741669;388.883331;389.812500;390.424988;
,491,1,2,0,sov,sov,1,AM,1,0.0,15.1215,18.6107,3;4;5;6;7;8;9;10;11;12;,377.366669;380.100006;381.241669;382.533325;383.708344;386.666656;387.766663;388.908325;389.850006;390.462494;
,492,1,2,0,sov,sov,1,AM,1,0.0,15.2542,18.6107,3;4;5;6;7;8;9;10;11;12;,377.450012;380.200012;381.354156;382.649994;383.829163;386.733337;387.850006;389.016663;389.983337;390.595825;
,493,1,2,0,sov,sov,1,AM,1,0.0,15.2701,18.6107,3;4;5;6;7;8;9;10;11;12;,377.466675;380.200012;381.387512;382.674988;383.850006;386.766663;387.866669;389.045837;390.000000;390.612488;
,494,1,2,0,sov,sov,1,AM,1,0.0,15.2861,18.6107,3;4;5;6;7;8;9;10;11;12;,377.466675;380.216675;381.399994;382.687500;383.862488;386.766663;387.883331;389.049988;390.016663;390.629181;
,495,1,2,0,sov,sov,1,AM,1,0.0,15.3021,18.6107,3;4;5;6;7;8;9;10;11;12;,377.483337;380.216675;381.416656;382.716675;383.891663;386.783325;387.883331;389.066681;390.033325;390.645844;
,496,1,2,0,sov,sov,1,AM,1,0.0,15.3181,18.6107,3;4;5;6;7;8;9;10;11;12;,377.500000;380.241669;381.433319;382.720825;383.899994;386.799988;387.899994;389.083344;390.049988;390.662506;
,497,1,2,0,sov,sov,1,AM,1,0.0,15.3382,18.6107,3;4;5;6;7;8;9;10;11;12;,377.500000;380.241669;381.433319;382.741669;383.916656;386.829163;387.916656;389.108337;390.070831;390.683319;
,498,1,2,0,sov,sov,1,AM,1,0.0,15.4667,18.6107,3;4;5;6;7;8;9;10;11;12;,377.600006;380.333344;381.533325;382.820831;383.995819;386.950012;388.016663;389.220825;390.200012;390.812500;
,499,1,2,0,sov,sov,1,AM,1,0.0,15.4826,18.6107,3;4;5;6;7;8;9;10;11;12;,377.616669;380.350006;381.533325;382.833344;384.008331;386.975006;388.033325;389.237488;390.216675;390.829163;
,500,1,2,0,sov,sov,1,AM,1,0.0,15.4986,18.6107,3;4;5;6;7;8;9;10;11;12;,377.616669;380.350006;381.549988;382.837494;384.033325;386.975006;388.049988;389.266663;390.233337;390.845825;
,501,1,2,0,sov,sov,1,AM,1,0.0,15.5229,18.6107,3;4;5;6;7;8;9;10;11;12;,377.633331;380.366669;381.549988;382.850006;384.033325;386.983337;388.049988;389.283325;390.258331;390.870819;
,502,1,2,0,sov,sov,1,AM,1,0.0,15.5389,18.6107,3;4;5;6;7;8;9;10;11;12;,377.649994;380.366669;381.566681;382.854156;384.049988;387.000000;388.066681;389.316681;390.274994;390.887512;
,503,1,2,0,sov,sov,1,AM,1,0.0,15.5549,18.6107,3;4;5;6;7;8;9;10;11;12;,377.649994;380.383331;381.566681;382.866669;384.049988;387.016663;388.075012;389.333344;390.291656;390.904175;
,504,1,2,0,sov,sov,1,AM,1,0.0,15.6667,18.6107,3;4;5;6;7;8;9;10;11;12;,377.733337;380.450012;381.633331;382.966675;384.166656;387.104156;388.162506;389.458344;390.399994;391.012512;
,505,1,2,0,sov,sov,1,AM,1,0.0,15.6826,18.6107,3;4;5;6;7;8;9;10;11;12;,377.750000;380.466675;381.649994;382.983337;384.183319;387.116669;388.179169;389.483337;390.416656;391.029175;
