agent_id,o_zone_id,d_zone_id,OD_index,path_id,#_of_links,diversion_flag,agent_type,demand_period,volume,toll,travel_time,distance,speed,departure_time_in_min
47,1,2,1->2,0,13,0,sov,AM,1,0,34.9854,11,18.865,450.0979
48,1,2,1->2,0,13,0,sov,AM,1,0,64.2167,11,10.2777,495.1
49,1,2,1->2,0,13,0,sov,AM,1,0,12.5979,11,52.3897,390.1021
50,1,2,1->2,0,13,0,sov,AM,1,0,14.0625,11,46.9334,405.1042
51,1,2,1->2,0,13,0,sov,AM,1,0,70.9104,11,9.3075,540.1063
52,1,2,1->2,0,13,0,sov,AM,1,0,53.0917,11,12.4314,480.1083
53,1,2,1->2,0,13,0,sov,AM,1,0,74.3063,11,8.8822,510.1104
54,1,2,1->2,0,13,0,sov,AM,1,0,74.3208,11,8.8804,510.1125
55,1,2,1->2,0,13,0,sov,AM,1,0,31.2188,11,21.1412,585.1146
56,1,2,1->2,0,13,0,sov,AM,1,0,64.2333,11,10.2751,495.1167
57,1,2,1->2,0,13,0,sov,AM,1,0,26.7479,11,24.6749,435.1187
58,1,2,1->2,0,13,0,sov,AM,1,0,70.8958,11,9.3094,540.1208
59,1,2,1->2,0,13,0,sov,AM,1,0,14.0604,11,46.9404,405.1229
60,1,2,1->2,0,13,0,sov,AM,1,0,14.075,11,46.8917,405.125
61,1,2,1->2,0,13,0,sov,AM,1,0,74.3396,11,8.8782,510.1271
62,1,2,1->2,0,13,0,sov,AM,1,0,57.8708,11,11.4047,555.1292
63,1,2,1->2,0,13,0,sov,AM,1,0,81.0521,11,8.1429,525.1312
64,1,2,1->2,0,13,0,sov,AM,1,0,31.2,11,21.1539,585.1333
65,1,2,1->2,0,13,0,sov,AM,1,0,14.0812,11,46.8709,405.1354
66,1,2,1->2,0,13,0,sov,AM,1,0,19.5792,11,33.7094,420.1375
67,1,2,1->2,0,13,0,sov,AM,1,0,70.8938,11,9.3097,540.1396
68,1,2,1->2,0,13,0,sov,AM,1,0,70.8917,11,9.31,540.1417
69,1,2,1->2,0,13,0,sov,AM,1,0,53.6562,11,12.3005,480.1437
70,1,2,1->2,0,13,0,sov,AM,1,0,12.6208,11,52.2946,390.1458
71,1,2,1->2,0,13,0,sov,AM,1,0,44.7521,11,14.7479,570.1479
72,1,2,1->2,0,13,0,sov,AM,1,0,81.0667,11,8.1415,525.15
73,1,2,1->2,0,13,0,sov,AM,1,0,43.9979,11,15.0007,465.1521
74,1,2,1->2,0,13,0,sov,AM,1,0,64.2292,11,10.2757,495.1542
75,1,2,1->2,0,13,0,sov,AM,1,0,64.2437,11,10.2734,495.1562
76,1,2,1->2,0,13,0,sov,AM,1,0,81.0583,11,8.1423,525.1583
77,1,2,1->2,0,13,0,sov,AM,1,0,53.6729,11,12.2967,480.1604
78,1,2,1->2,0,13,0,sov,AM,1,0,70.8708,11,9.3127,540.1625
79,1,2,1->2,0,13,0,sov,AM,1,0,64.2521,11,10.2721,495.1646
80,1,2,1->2,0,13,0,sov,AM,1,0,74.35,11,8.877,510.1667
81,1,2,1->2,0,13,0,sov,AM,1,0,11.9979,11,55.0096,360.1688
82,1,2,1->2,0,13,0,sov,AM,1,0,14.0625,11,46.9334,405.1708
83,1,2,1->2,0,13,0,sov,AM,1,0,70.8604,11,9.3141,540.1729
84,1,2,1->2,0,13,0,sov,AM,1,0,44.025,11,14.9915,465.175
85,1,2,1->2,0,13,0,sov,AM,1,0,35.0062,11,18.8538,450.1771
86,1,2,1->2,0,13,0,sov,AM,1,0,64.2875,11,10.2664,495.1792
87,1,2,1->2,0,13,0,sov,AM,1,0,31.1521,11,21.1864,585.1813
88,1,2,1->2,0,13,0,sov,AM,1,0,74.35,11,8.8769,510.1833
89,1,2,1->2,0,13,0,sov,AM,1,0,64.2979,11,10.2647,495.1854
90,1,2,1->2,0,13,0,sov,AM,1,0,31.1458,11,21.1907,585.1875
91,1,2,1->2,0,13,0,sov,AM,1,0,14.0604,11,46.9404,405.1896
92,1,2,1->2,0,13,0,sov,AM,1,0,44.0417,11,14.9858,465.1917
93,1,2,1->2,0,13,0,sov,AM,1,0,35.0062,11,18.8538,450.1938
94,1,2,1->2,0,13,0,sov,AM,1,0,35.0208,11,18.846,450.1958
95,1,2,1->2,0,13,0,sov,AM,1,0,44.0521,11,14.9823,465.1979
96,1,2,1->2,0,13,0,sov,AM,1,0,70.8333,11,9.3177,540.2
97,1,2,1->2,0,13,0,sov,AM,1,0,57.7979,11,11.4191,555.2021
98,1,2,1->2,0,13,0,sov,AM,1,0,44.6958,11,14.7665,570.2042
99,1,2,1->2,0,13,0,sov,AM,1,0,44.0771,11,14.9738,465.2062
100,1,2,1->2,0,13,0,sov,AM,1,0,74.3417,11,8.8779,510.2083
101,1,2,1->2,0,13,0,sov,AM,1,0,53.7229,11,12.2853,480.2104
102,1,2,1->2,0,13,0,sov,AM,1,0,12.1375,11,54.377,375.2125
103,1,2,1->2,0,13,0,sov,AM,1,0,26.7021,11,24.7172,435.2146
104,1,2,1->2,0,13,0,sov,AM,1,0,74.35,11,8.8769,510.2167
105,1,2,1->2,0,13,0,sov,AM,1,0,53.7312,11,12.2834,480.2188
106,1,2,1->2,0,13,0,sov,AM,1,0,53.7458,11,12.28,480.2208
107,1,2,1->2,0,13,0,sov,AM,1,0,57.7771,11,11.4232,555.2229
108,1,2,1->2,0,13,0,sov,AM,1,0,12.6083,11,52.3464,390.225
109,1,2,1->2,0,13,0,sov,AM,1,0,74.3562,11,8.8762,510.2271
110,1,2,1->2,0,13,0,sov,AM,1,0,19.5875,11,33.695,420.2292
111,1,2,1->2,0,13,0,sov,AM,1,0,53.7688,11,12.2748,480.2313
112,1,2,1->2,0,13,0,sov,AM,1,0,14.0667,11,46.9195,405.2333
113,1,2,1->2,0,13,0,sov,AM,1,0,64.2812,11,10.2674,495.2354
114,1,2,1->2,0,13,0,sov,AM,1,0,12,11,55.0001,360.2375
115,1,2,1->2,0,13,0,sov,AM,1,0,44.0771,11,14.9738,465.2396
116,1,2,1->2,0,13,0,sov,AM,1,0,74.3583,11,8.876,510.2417
117,1,2,1->2,0,13,0,sov,AM,1,0,35.0062,11,18.8538,450.2437
118,1,2,1->2,0,13,0,sov,AM,1,0,44.6542,11,14.7803,570.2458
119,1,2,1->2,0,13,0,sov,AM,1,0,57.7521,11,11.4282,555.2479
120,1,2,1->2,0,13,0,sov,AM,1,0,14.0833,11,46.864,405.25
121,1,2,1->2,0,13,0,sov,AM,1,0,74.3646,11,8.8752,510.2521
122,1,2,1->2,0,13,0,sov,AM,1,0,12,11,55.0001,360.2542
123,1,2,1->2,0,13,0,sov,AM,1,0,19.5938,11,33.6843,420.2563
124,1,2,1->2,0,13,0,sov,AM,1,0,14.0917,11,46.8363,405.2583
125,1,2,1->2,0,13,0,sov,AM,1,0,81.5396,11,8.0942,525.2604
126,1,2,1->2,0,13,0,sov,AM,1,0,81.5375,11,8.0944,525.2625
127,1,2,1->2,0,13,0,sov,AM,1,0,12.0021,11,54.9906,360.2646
128,1,2,1->2,0,13,0,sov,AM,1,0,44.0667,11,14.9773,465.2667
129,1,2,1->2,0,13,0,sov,AM,1,0,74.3646,11,8.8752,510.2687
130,1,2,1->2,0,13,0,sov,AM,1,0,12.0125,11,54.9429,360.2708
131,1,2,1->2,0,13,0,sov,AM,1,0,44.6271,11,14.7893,570.2729
132,1,2,1->2,0,13,0,sov,AM,1,0,12.0417,11,54.8098,360.275
133,1,2,1->2,0,13,0,sov,AM,1,0,64.7729,11,10.1895,495.2771
134,1,2,1->2,0,13,0,sov,AM,1,0,70.7542,11,9.3281,540.2792
135,1,2,1->2,0,13,0,sov,AM,1,0,70.7521,11,9.3284,540.2812
136,1,2,1->2,0,13,0,sov,AM,1,0,44.6167,11,14.7927,570.2833
137,1,2,1->2,0,13,0,sov,AM,1,0,44.0646,11,14.978,465.2854
138,1,2,1->2,0,13,0,sov,AM,1,0,64.8125,11,10.1832,495.2875
139,1,2,1->2,0,13,0,sov,AM,1,0,14.0938,11,46.8293,405.2896
140,1,2,1->2,0,13,0,sov,AM,1,0,31.0583,11,21.2504,585.2917
141,1,2,1->2,0,13,0,sov,AM,1,0,26.6896,11,24.7288,435.2938
142,1,2,1->2,0,13,0,sov,AM,1,0,81.5375,11,8.0944,525.2958
143,1,2,1->2,0,13,0,sov,AM,1,0,70.7354,11,9.3306,540.2979
144,1,2,1->2,0,13,0,sov,AM,1,0,74.3667,11,8.875,510.3
145,1,2,1->2,0,13,0,sov,AM,1,0,44.5979,11,14.7989,570.3021
146,1,2,1->2,0,13,0,sov,AM,1,0,44.0792,11,14.9731,465.3042
147,1,2,1->2,0,13,0,sov,AM,1,0,35.0104,11,18.8516,450.3062
148,1,2,1->2,0,13,0,sov,AM,1,0,81.5583,11,8.0924,525.3083
149,1,2,1->2,0,13,0,sov,AM,1,0,19.5563,11,33.7489,420.3104
150,1,2,1->2,0,13,0,sov,AM,1,0,12.0542,11,54.7529,360.3125
151,1,2,1->2,0,13,0,sov,AM,1,0,26.7021,11,24.7172,435.3146
152,1,2,1->2,0,13,0,sov,AM,1,0,81.55,11,8.0932,525.3167
153,1,2,1->2,0,13,0,sov,AM,1,0,12.6146,11,52.3205,390.3188
154,1,2,1->2,0,13,0,sov,AM,1,0,64.7958,11,10.1859,495.3208
155,1,2,1->2,0,13,0,sov,AM,1,0,35.0438,11,18.8336,450.3229
156,1,2,1->2,0,13,0,sov,AM,1,0,57.675,11,11.4435,555.325
157,1,2,1->2,0,13,0,sov,AM,1,0,19.5562,11,33.7489,420.3271
158,1,2,1->2,0,13,0,sov,AM,1,0,12.1042,11,54.5268,375.3292
159,1,2,1->2,0,13,0,sov,AM,1,0,70.7188,11,9.3328,540.3312
160,1,2,1->2,0,13,0,sov,AM,1,0,44.5833,11,14.8038,570.3333
161,1,2,1->2,0,13,0,sov,AM,1,0,44.0646,11,14.978,465.3354
162,1,2,1->2,0,13,0,sov,AM,1,0,64.7958,11,10.1859,495.3375
163,1,2,1->2,0,13,0,sov,AM,1,0,57.6604,11,11.4463,555.3396
164,1,2,1->2,0,13,0,sov,AM,1,0,14.0917,11,46.8363,405.3417
165,1,2,1->2,0,13,0,sov,AM,1,0,31.0063,11,21.2861,585.3438
166,1,2,1->2,0,13,0,sov,AM,1,0,44.5708,11,14.8079,570.3458
167,1,2,1->2,0,13,0,sov,AM,1,0,19.5521,11,33.756,420.3479
168,1,2,1->2,0,13,0,sov,AM,1,0,44.5667,11,14.8093,570.35
169,1,2,1->2,0,13,0,sov,AM,1,0,64.7979,11,10.1855,495.3521
170,1,2,1->2,0,13,0,sov,AM,1,0,26.6958,11,24.723,435.3542
171,1,2,1->2,0,13,0,sov,AM,1,0,64.8104,11,10.1836,495.3563
172,1,2,1->2,0,13,0,sov,AM,1,0,14.0917,11,46.8363,405.3583
173,1,2,1->2,0,13,0,sov,AM,1,0,74.3729,11,8.8742,510.3604
174,1,2,1->2,0,13,0,sov,AM,1,0,35.0375,11,18.837,450.3625
175,1,2,1->2,0,13,0,sov,AM,1,0,64.8188,11,10.1823,495.3646
176,1,2,1->2,0,13,0,sov,AM,1,0,74.3833,11,8.873,510.3667
177,1,2,1->2,0,13,0,sov,AM,1,0,19.5646,11,33.7345,420.3687
178,1,2,1->2,0,13,0,sov,AM,1,0,74.3958,11,8.8715,510.3708
179,1,2,1->2,0,13,0,sov,AM,1,0,74.4104,11,8.8697,510.3729
180,1,2,1->2,0,13,0,sov,AM,1,0,12.5917,11,52.4157,390.375
181,1,2,1->2,0,13,0,sov,AM,1,0,35.0563,11,18.8269,450.3771
182,1,2,1->2,0,13,0,sov,AM,1,0,26.7042,11,24.7153,435.3792
183,1,2,1->2,0,13,0,sov,AM,1,0,81.5521,11,8.093,525.3812
184,1,2,1->2,0,13,0,sov,AM,1,0,53.7333,11,12.2829,480.3833
185,1,2,1->2,0,13,0,sov,AM,1,0,44.5312,11,14.8211,570.3854
186,1,2,1->2,0,13,0,sov,AM,1,0,12.0292,11,54.8667,360.3875
187,1,2,1->2,0,13,0,sov,AM,1,0,26.7104,11,24.7095,435.3896
188,1,2,1->2,0,13,0,sov,AM,1,0,70.6583,11,9.3407,540.3917
189,1,2,1->2,0,13,0,sov,AM,1,0,81.5729,11,8.0909,525.3937
190,1,2,1->2,0,13,0,sov,AM,1,0,30.9542,11,21.3219,585.3958
191,1,2,1->2,0,13,0,sov,AM,1,0,30.9521,11,21.3233,585.3979
192,1,2,1->2,0,13,0,sov,AM,1,0,74.4333,11,8.867,510.4
193,1,2,1->2,0,13,0,sov,AM,1,0,81.5813,11,8.0901,525.4021
194,1,2,1->2,0,13,0,sov,AM,1,0,81.5958,11,8.0887,525.4042
195,1,2,1->2,0,13,0,sov,AM,1,0,44.5104,11,14.828,570.4062
196,1,2,1->2,0,13,0,sov,AM,1,0,74.4417,11,8.866,510.4083
197,1,2,1->2,0,13,0,sov,AM,1,0,12.0229,11,54.8953,360.4104
198,1,2,1->2,0,13,0,sov,AM,1,0,44.0542,11,14.9816,465.4125
199,1,2,1->2,0,13,0,sov,AM,1,0,70.6354,11,9.3438,540.4146
200,1,2,1->2,0,13,0,sov,AM,1,0,30.95,11,21.3248,585.4167
201,1,2,1->2,0,13,0,sov,AM,1,0,70.6313,11,9.3443,540.4188
202,1,2,1->2,0,13,0,sov,AM,1,0,19.5625,11,33.7381,420.4208
203,1,2,1->2,0,13,0,sov,AM,1,0,57.5938,11,11.4596,555.4229
204,1,2,1->2,0,13,0,sov,AM,1,0,12.025,11,54.8858,360.425
205,1,2,1->2,0,13,0,sov,AM,1,0,74.4396,11,8.8663,510.4271
206,1,2,1->2,0,13,0,sov,AM,1,0,44.0542,11,14.9816,465.4292
207,1,2,1->2,0,13,0,sov,AM,1,0,12.0354,11,54.8382,360.4312
208,1,2,1->2,0,13,0,sov,AM,1,0,70.6167,11,9.3463,540.4333
209,1,2,1->2,0,13,0,sov,AM,1,0,81.5813,11,8.0901,525.4354
210,1,2,1->2,0,13,0,sov,AM,1,0,57.5792,11,11.4625,555.4375
211,1,2,1->2,0,13,0,sov,AM,1,0,19.5938,11,33.6843,420.4396
212,1,2,1->2,0,13,0,sov,AM,1,0,74.475,11,8.862,510.4417
213,1,2,1->2,0,13,0,sov,AM,1,0,35.0896,11,18.809,450.4438
214,1,2,1->2,0,13,0,sov,AM,1,0,19.6042,11,33.6664,420.4458
215,1,2,1->2,0,13,0,sov,AM,1,0,12.0521,11,54.7624,360.4479
216,1,2,1->2,0,13,0,sov,AM,1,0,26.7,11,24.7191,435.45
217,1,2,1->2,0,13,0,sov,AM,1,0,64.7812,11,10.1882,495.4521
218,1,2,1->2,0,13,0,sov,AM,1,0,26.7125,11,24.7076,435.4542
219,1,2,1->2,0,13,0,sov,AM,1,0,81.5604,11,8.0922,525.4562
220,1,2,1->2,0,13,0,sov,AM,1,0,44.0583,11,14.9802,465.4583
221,1,2,1->2,0,13,0,sov,AM,1,0,12.5396,11,52.6334,390.4604
222,1,2,1->2,0,13,0,sov,AM,1,0,53.7042,11,12.2896,480.4625
223,1,2,1->2,0,13,0,sov,AM,1,0,12.5521,11,52.581,390.4646
224,1,2,1->2,0,13,0,sov,AM,1,0,81.5667,11,8.0916,525.4667
225,1,2,1->2,0,13,0,sov,AM,1,0,81.5813,11,8.0901,525.4688
226,1,2,1->2,0,13,0,sov,AM,1,0,12.0792,11,54.6396,360.4708
227,1,2,1->2,0,13,0,sov,AM,1,0,14.0104,11,47.1079,405.4729
228,1,2,1->2,0,13,0,sov,AM,1,0,64.775,11,10.1891,495.475
229,1,2,1->2,0,13,0,sov,AM,1,0,70.5896,11,9.3498,540.4771
230,1,2,1->2,0,13,0,sov,AM,1,0,64.7875,11,10.1872,495.4792
231,1,2,1->2,0,13,0,sov,AM,1,0,12.0854,11,54.6114,360.4813
232,1,2,1->2,0,13,0,sov,AM,1,0,30.8833,11,21.3708,585.4833
233,1,2,1->2,0,13,0,sov,AM,1,0,14.0312,11,47.0379,405.4854
234,1,2,1->2,0,13,0,sov,AM,1,0,12.1625,11,54.2653,375.4875
235,1,2,1->2,0,13,0,sov,AM,1,0,14.0438,11,46.9961,405.4896
236,1,2,1->2,0,13,0,sov,AM,1,0,81.825,11,8.066,525.4917
237,1,2,1->2,0,13,0,sov,AM,1,0,14.0562,11,46.9543,405.4937
238,1,2,1->2,0,13,0,sov,AM,1,0,70.5708,11,9.3523,540.4958
239,1,2,1->2,0,13,0,sov,AM,1,0,64.8188,11,10.1823,495.4979
240,1,2,1->2,0,13,0,sov,AM,1,0,74.4333,11,8.867,510.5
241,1,2,1->2,0,13,0,sov,AM,1,0,70.5646,11,9.3532,540.5021
242,1,2,1->2,0,13,0,sov,AM,1,0,44.4292,11,14.8551,570.5042
243,1,2,1->2,0,13,0,sov,AM,1,0,14.0604,11,46.9404,405.5063
244,1,2,1->2,0,13,0,sov,AM,1,0,35.1917,11,18.7545,450.5083
245,1,2,1->2,0,13,0,sov,AM,1,0,19.6396,11,33.6057,420.5104
246,1,2,1->2,0,13,0,sov,AM,1,0,53.7042,11,12.2896,480.5125
247,1,2,1->2,0,13,0,sov,AM,1,0,12.0854,11,54.6114,360.5146
248,1,2,1->2,0,13,0,sov,AM,1,0,30.85,11,21.3939,585.5167
249,1,2,1->2,0,13,0,sov,AM,1,0,19.6646,11,33.5629,420.5187
250,1,2,1->2,0,13,0,sov,AM,1,0,14.0625,11,46.9334,405.5208
251,1,2,1->2,0,13,0,sov,AM,1,0,44.0104,11,14.9965,465.5229
252,1,2,1->2,0,13,0,sov,AM,1,0,81.7917,11,8.0693,525.525
253,1,2,1->2,0,13,0,sov,AM,1,0,64.8229,11,10.1816,495.5271
254,1,2,1->2,0,13,0,sov,AM,1,0,35.1875,11,18.7567,450.5292
255,1,2,1->2,0,13,0,sov,AM,1,0,70.5354,11,9.357,540.5312
256,1,2,1->2,0,13,0,sov,AM,1,0,19.6667,11,33.5594,420.5333
257,1,2,1->2,0,13,0,sov,AM,1,0,12.0813,11,54.6302,360.5354
258,1,2,1->2,0,13,0,sov,AM,1,0,19.6792,11,33.5381,420.5375
259,1,2,1->2,0,13,0,sov,AM,1,0,12.5104,11,52.7561,390.5396
260,1,2,1->2,0,13,0,sov,AM,1,0,64.825,11,10.1813,495.5417
261,1,2,1->2,0,13,0,sov,AM,1,0,64.8396,11,10.179,495.5438
262,1,2,1->2,0,13,0,sov,AM,1,0,57.4708,11,11.4841,555.5458
263,1,2,1->2,0,13,0,sov,AM,1,0,26.6854,11,24.7327,435.5479
264,1,2,1->2,0,13,0,sov,AM,1,0,19.7,11,33.5026,420.55
265,1,2,1->2,0,13,0,sov,AM,1,0,74.4479,11,8.8653,510.5521
266,1,2,1->2,0,13,0,sov,AM,1,0,12.5125,11,52.7473,390.5542
267,1,2,1->2,0,13,0,sov,AM,1,0,70.5104,11,9.3603,540.5563
268,1,2,1->2,0,13,0,sov,AM,1,0,53.6917,11,12.2924,480.5583
269,1,2,1->2,0,13,0,sov,AM,1,0,35.1896,11,18.7556,450.5604
270,1,2,1->2,0,13,0,sov,AM,1,0,81.7875,11,8.0697,525.5625
271,1,2,1->2,0,13,0,sov,AM,1,0,44.3687,11,14.8754,570.5646
272,1,2,1->2,0,13,0,sov,AM,1,0,26.7,11,24.7191,435.5667
273,1,2,1->2,0,13,0,sov,AM,1,0,64.8479,11,10.1777,495.5688
274,1,2,1->2,0,13,0,sov,AM,1,0,35.1958,11,18.7522,450.5708
275,1,2,1->2,0,13,0,sov,AM,1,0,53.7104,11,12.2881,480.5729
276,1,2,1->2,0,13,0,sov,AM,1,0,26.7083,11,24.7114,435.575
277,1,2,1->2,0,13,0,sov,AM,1,0,81.7896,11,8.0695,525.5771
278,1,2,1->2,0,13,0,sov,AM,1,0,81.8042,11,8.0681,525.5792
279,1,2,1->2,0,13,0,sov,AM,1,0,57.4521,11,11.4879,555.5812
280,1,2,1->2,0,13,0,sov,AM,1,0,19.6833,11,33.531,420.5833
281,1,2,1->2,0,13,0,sov,AM,1,0,44.0146,11,14.9951,465.5854
282,1,2,1->2,0,13,0,sov,AM,1,0,26.7125,11,24.7076,435.5875
283,1,2,1->2,0,13,0,sov,AM,1,0,30.7771,11,21.4446,585.5896
284,1,2,1->2,0,13,0,sov,AM,1,0,74.4417,11,8.866,510.5917
285,1,2,1->2,0,13,0,sov,AM,1,0,26.7229,11,24.6979,435.5938
286,1,2,1->2,0,13,0,sov,AM,1,0,30.7875,11,21.4373,585.5958
287,1,2,1->2,0,13,0,sov,AM,1,0,64.8354,11,10.1796,495.5979
288,1,2,1->2,0,13,0,sov,AM,1,0,12.0333,11,54.8477,360.6
289,1,2,1->2,0,13,0,sov,AM,1,0,74.4646,11,8.8633,510.6021
290,1,2,1->2,0,13,0,sov,AM,1,0,44.0125,11,14.9958,465.6042
291,1,2,1->2,0,13,0,sov,AM,1,0,12.1271,11,54.4237,375.6063
292,1,2,1->2,0,13,0,sov,AM,1,0,74.475,11,8.8621,510.6083
293,1,2,1->2,0,13,0,sov,AM,1,0,35.1729,11,18.7645,450.6104
294,1,2,1->2,0,13,0,sov,AM,1,0,12.5708,11,52.5026,390.6125
295,1,2,1->2,0,13,0,sov,AM,1,0,12.5854,11,52.4417,390.6146
296,1,2,1->2,0,13,0,sov,AM,1,0,26.7333,11,24.6883,435.6167
297,1,2,1->2,0,13,0,sov,AM,1,0,12.1479,11,54.3304,375.6187
298,1,2,1->2,0,13,0,sov,AM,1,0,19.6792,11,33.5381,420.6208
299,1,2,1->2,0,13,0,sov,AM,1,0,44.0271,11,14.9908,465.6229
300,1,2,1->2,0,13,0,sov,AM,1,0,14.025,11,47.0589,405.625
301,1,2,1->2,0,13,0,sov,AM,1,0,26.7562,11,24.6672,435.6271
302,1,2,1->2,0,13,0,sov,AM,1,0,44.3042,11,14.897,570.6292
303,1,2,1->2,0,13,0,sov,AM,1,0,26.7688,11,24.6557,435.6313
304,1,2,1->2,0,13,0,sov,AM,1,0,12.0167,11,54.9238,360.6333
305,1,2,1->2,0,13,0,sov,AM,1,0,44.0313,11,14.9894,465.6354
306,1,2,1->2,0,13,0,sov,AM,1,0,70.4292,11,9.3711,540.6375
307,1,2,1->2,0,13,0,sov,AM,1,0,70.4271,11,9.3714,540.6396
308,1,2,1->2,0,13,0,sov,AM,1,0,64.8417,11,10.1787,495.6417
309,1,2,1->2,0,13,0,sov,AM,1,0,64.8562,11,10.1764,495.6437
310,1,2,1->2,0,13,0,sov,AM,1,0,70.4375,11,9.37,540.6458
311,1,2,1->2,0,13,0,sov,AM,1,0,57.3854,11,11.5012,555.6479
312,1,2,1->2,0,13,0,sov,AM,1,0,64.8667,11,10.1747,495.65
313,1,2,1->2,0,13,0,sov,AM,1,0,53.6812,11,12.2948,480.6521
314,1,2,1->2,0,13,0,sov,AM,1,0,35.2125,11,18.7434,450.6542
315,1,2,1->2,0,13,0,sov,AM,1,0,44.0437,11,14.9851,465.6562
316,1,2,1->2,0,13,0,sov,AM,1,0,30.725,11,21.4809,585.6583
317,1,2,1->2,0,13,0,sov,AM,1,0,12.5729,11,52.4939,390.6604
318,1,2,1->2,0,13,0,sov,AM,1,0,44.0708,11,14.9759,465.6625
319,1,2,1->2,0,13,0,sov,AM,1,0,44.2854,11,14.9034,570.6646
320,1,2,1->2,0,13,0,sov,AM,1,0,35.2333,11,18.7323,450.6667
321,1,2,1->2,0,13,0,sov,AM,1,0,64.8646,11,10.1751,495.6688
322,1,2,1->2,0,13,0,sov,AM,1,0,44.0792,11,14.9731,465.6708
323,1,2,1->2,0,13,0,sov,AM,1,0,44.0937,11,14.9681,465.6729
