link_id,tmc_corridor_name,link_type_name,from_node_id,to_node_id,from_cell_code,lanes,link_distance_in_km,free_speed,FFTT,time_period,volume,CA,CD,density,queue_link_distance_in_km,discharge_rate_per_period,travel_time,waiting_time_in_min,RT_speed,speed,geometry,notes
3,,,4,5,,3,1.816,60.000,1.129,0600:00.000_0700:00.000,3155.000,3235.000,3155.000,14.684,80.000,5400.000,1.129,0.000,59.998,"LINESTRING (-112.1827040 33.6676370, -112.1631160 33.6677720)",simulation-based
3,,,4,5,,3,1.816,60.000,1.129,0700:00.000_0800:00.000,3356.000,6558.000,6511.000,8.627,47.000,5400.000,1.129,0.000,59.998,"LINESTRING (-112.1827040 33.6676370, -112.1631160 33.6677720)",simulation-based
3,,,4,5,,3,1.816,60.000,1.129,0800:00.000_0900:00.000,3383.000,9964.000,9894.000,12.849,70.000,5400.000,1.129,0.000,59.995,"LINESTRING (-112.1827040 33.6676370, -112.1631160 33.6677720)",simulation-based
3,,,4,5,,3,1.816,60.000,1.129,0900:00.000_1000:00.000,3325.000,13278.000,13219.000,10.830,59.000,5400.000,1.129,0.000,59.974,"LINESTRING (-112.1827040 33.6676370, -112.1631160 33.6677720)",simulation-based
3,,,4,5,,3,1.816,60.000,1.129,1000:00.000_1100:00.000,1284.000,14503.000,14503.000,0.000,0.000,5400.000,1.129,0.000,60.000,"LINESTRING (-112.1827040 33.6676370, -112.1631160 33.6677720)",simulation-based
4,,,5,6,,3,2.078,60.000,1.292,0600:00.000_0700:00.000,3105.000,3155.000,3105.000,8.020,50.000,5400.000,1.292,0.000,59.987,"LINESTRING (-112.1631160 33.6677720, -112.1407010 33.6679260)",simulation-based
4,,,5,6,,3,2.078,60.000,1.292,0700:00.000_0800:00.000,3315.000,6511.000,6420.000,14.597,91.000,5400.000,1.292,0.000,59.999,"LINESTRING (-112.1631160 33.6677720, -112.1407010 33.6679260)",simulation-based
4,,,5,6,,3,2.078,60.000,1.292,0800:00.000_0900:00.000,3406.000,9894.000,9826.000,10.908,68.000,5400.000,1.292,0.000,59.996,"LINESTRING (-112.1631160 33.6677720, -112.1407010 33.6679260)",simulation-based
4,,,5,6,,3,2.078,60.000,1.292,0900:00.000_1000:00.000,3316.000,13219.000,13142.000,12.351,77.000,5400.000,1.292,0.000,60.000,"LINESTRING (-112.1631160 33.6677720, -112.1407010 33.6679260)",simulation-based
4,,,5,6,,3,2.078,60.000,1.292,1000:00.000_1100:00.000,1361.000,14503.000,14503.000,0.000,0.000,5400.000,1.292,0.000,60.000,"LINESTRING (-112.1631160 33.6677720, -112.1407010 33.6679260)",simulation-based
5,,,6,7,,3,1.891,60.000,1.175,0600:00.000_0700:00.000,3032.000,3105.000,3032.000,12.869,73.000,5400.000,1.175,0.000,59.999,"LINESTRING (-112.1407010 33.6679260, -112.1203060 33.6680670)",simulation-based
5,,,6,7,,3,1.891,60.000,1.175,0700:00.000_0800:00.000,3322.000,6420.000,6354.000,11.635,66.000,5400.000,1.175,0.000,59.989,"LINESTRING (-112.1407010 33.6679260, -112.1203060 33.6680670)",simulation-based
5,,,6,7,,3,1.891,60.000,1.175,0800:00.000_0900:00.000,3409.000,9826.000,9763.000,11.106,63.000,5400.000,1.175,0.000,59.999,"LINESTRING (-112.1407010 33.6679260, -112.1203060 33.6680670)",simulation-based
5,,,6,7,,3,1.891,60.000,1.175,0900:00.000_1000:00.000,3326.000,13142.000,13089.000,9.344,53.000,5400.000,1.175,0.000,59.999,"LINESTRING (-112.1407010 33.6679260, -112.1203060 33.6680670)",simulation-based
5,,,6,7,,3,1.891,60.000,1.175,1000:00.000_1100:00.000,1414.000,14503.000,14503.000,0.000,0.000,5400.000,1.175,0.000,60.000,"LINESTRING (-112.1407010 33.6679260, -112.1203060 33.6680670)",simulation-based
6,,,7,8,,3,2.059,60.000,1.280,0600:00.000_0700:00.000,2630.000,3011.000,2630.000,61.670,381.000,5400.000,1.315,0.035,58.411,"LINESTRING (-112.1203060 33.6680670, -112.0980930 33.6682200)",simulation-based
6,,,7,8,,3,2.059,60.000,1.280,0700:00.000_0800:00.000,3077.000,6310.000,5707.000,97.604,603.000,5400.000,1.321,0.042,58.112,"LINESTRING (-112.1203060 33.6680670, -112.0980930 33.6682200)",simulation-based
6,,,7,8,,3,2.059,60.000,1.280,0800:00.000_0900:00.000,3130.000,9695.000,8837.000,138.879,858.000,5400.000,1.345,0.066,57.078,"LINESTRING (-112.1203060 33.6680670, -112.0980930 33.6682200)",simulation-based
6,,,7,8,,3,2.059,60.000,1.280,0900:00.000_1000:00.000,3059.000,12996.000,11896.000,178.051,1100.000,5400.000,1.280,0.000,59.979,"LINESTRING (-112.1203060 33.6680670, -112.0980930 33.6682200)",simulation-based
6,,,7,8,,3,2.059,60.000,1.280,1000:00.000_1100:00.000,2505.000,14401.000,14401.000,0.000,0.000,5400.000,1.280,0.000,60.000,"LINESTRING (-112.1203060 33.6680670, -112.0980930 33.6682200)",simulation-based
7,,,8,9,,3,1.704,60.000,1.059,0600:00.000_0700:00.000,2574.000,2630.000,2574.000,10.957,56.000,5400.000,1.059,0.000,59.975,"LINESTRING (-112.0980930 33.6682200, -112.0797170 33.6683470)",simulation-based
7,,,8,9,,3,1.704,60.000,1.059,0700:00.000_0800:00.000,3076.000,5707.000,5650.000,11.153,57.000,5400.000,1.059,0.000,59.997,"LINESTRING (-112.0980930 33.6682200, -112.0797170 33.6683470)",simulation-based
7,,,8,9,,3,1.704,60.000,1.059,0800:00.000_0900:00.000,3127.000,8837.000,8777.000,11.740,60.000,5400.000,1.059,0.000,59.996,"LINESTRING (-112.0980930 33.6682200, -112.0797170 33.6683470)",simulation-based
7,,,8,9,,3,1.704,60.000,1.059,0900:00.000_1000:00.000,3058.000,11896.000,11835.000,11.935,61.000,5400.000,1.059,0.000,59.978,"LINESTRING (-112.0980930 33.6682200, -112.0797170 33.6683470)",simulation-based
7,,,8,9,,3,1.704,60.000,1.059,1000:00.000_1100:00.000,2566.000,14401.000,14401.000,0.000,0.000,5400.000,1.059,0.000,60.000,"LINESTRING (-112.0980930 33.6682200, -112.0797170 33.6683470)",simulation-based
8,,,10,11,,2,1.498,60.000,0.931,0600:00.000_0700:00.000,2461.000,2512.000,2461.000,17.026,51.000,3600.000,0.931,0.000,59.999,"LINESTRING (-112.0623510 33.6684660, -112.0461960 33.6685780)",simulation-based
8,,,10,11,,2,1.498,60.000,0.931,0700:00.000_0800:00.000,3082.000,5591.000,5543.000,16.024,48.000,3600.000,0.931,0.000,60.000,"LINESTRING (-112.0623510 33.6684660, -112.0461960 33.6685780)",simulation-based
8,,,10,11,,2,1.498,60.000,0.931,0800:00.000_0900:00.000,3113.000,8709.000,8656.000,17.694,53.000,3600.000,0.931,0.000,59.997,"LINESTRING (-112.0623510 33.6684660, -112.0461960 33.6685780)",simulation-based
8,,,10,11,,2,1.498,60.000,0.931,0900:00.000_1000:00.000,3071.000,11779.000,11727.000,17.360,52.000,3600.000,0.931,0.000,59.999,"LINESTRING (-112.0623510 33.6684660, -112.0461960 33.6685780)",simulation-based
8,,,10,11,,2,1.498,60.000,0.931,1000:00.000_1100:00.000,2674.000,14401.000,14401.000,0.000,0.000,3600.000,0.931,0.000,60.000,"LINESTRING (-112.0623510 33.6684660, -112.0461960 33.6685780)",simulation-based
9,,,11,12,,3,0.987,60.000,0.614,0600:00.000_0700:00.000,2431.000,2461.000,2431.000,10.128,30.000,5400.000,0.614,-0.000,60.000,"LINESTRING (-112.0461960 33.6685780, -112.0386420 33.6623000)",simulation-based
9,,,11,12,,3,0.987,60.000,0.614,0700:00.000_0800:00.000,3080.000,5543.000,5511.000,10.803,32.000,5400.000,0.614,-0.000,60.000,"LINESTRING (-112.0461960 33.6685780, -112.0386420 33.6623000)",simulation-based
9,,,11,12,,3,0.987,60.000,0.614,0800:00.000_0900:00.000,3112.000,8656.000,8623.000,11.141,33.000,5400.000,0.614,-0.000,60.000,"LINESTRING (-112.0461960 33.6685780, -112.0386420 33.6623000)",simulation-based
9,,,11,12,,3,0.987,60.000,0.614,0900:00.000_1000:00.000,3072.000,11727.000,11695.000,10.803,32.000,5400.000,0.614,-0.000,60.000,"LINESTRING (-112.0461960 33.6685780, -112.0386420 33.6623000)",simulation-based
9,,,11,12,,3,0.987,60.000,0.614,1000:00.000_1100:00.000,2706.000,14401.000,14401.000,0.000,0.000,5400.000,0.614,0.000,60.000,"LINESTRING (-112.0461960 33.6685780, -112.0386420 33.6623000)",simulation-based
10,,,9,10,,2,1.610,60.000,1.001,0600:00.000_0700:00.000,2512.000,2574.000,2512.000,19.255,62.000,3600.000,1.001,0.001,59.951,"LINESTRING (-112.0797170 33.6683470, -112.0623510 33.6684660)",simulation-based
10,,,9,10,,2,1.610,60.000,1.001,0700:00.000_0800:00.000,3079.000,5650.000,5591.000,18.323,59.000,3600.000,1.001,0.001,59.961,"LINESTRING (-112.0797170 33.6683470, -112.0623510 33.6684660)",simulation-based
10,,,9,10,,2,1.610,60.000,1.001,0800:00.000_0900:00.000,3118.000,8777.000,8709.000,21.118,68.000,3600.000,1.002,0.001,59.920,"LINESTRING (-112.0797170 33.6683470, -112.0623510 33.6684660)",simulation-based
10,,,9,10,,2,1.610,60.000,1.001,0900:00.000_1000:00.000,3070.000,11835.000,11779.000,17.392,56.000,3600.000,1.001,0.000,60.000,"LINESTRING (-112.0797170 33.6683470, -112.0623510 33.6684660)",simulation-based
10,,,9,10,,2,1.610,60.000,1.001,1000:00.000_1100:00.000,2622.000,14401.000,14401.000,0.000,0.000,3600.000,1.001,0.000,60.000,"LINESTRING (-112.0797170 33.6683470, -112.0623510 33.6684660)",simulation-based
11,,,1,14,,3,0.768,60.000,0.478,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.478,0.000,60.000,"LINESTRING (-112.2164130 33.6539270, -112.2113330 33.6484510)",simulation-based
11,,,1,14,,3,0.768,60.000,0.478,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.478,0.000,60.000,"LINESTRING (-112.2164130 33.6539270, -112.2113330 33.6484510)",simulation-based
11,,,1,14,,3,0.768,60.000,0.478,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.478,0.000,60.000,"LINESTRING (-112.2164130 33.6539270, -112.2113330 33.6484510)",simulation-based
11,,,1,14,,3,0.768,60.000,0.478,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.478,0.000,60.000,"LINESTRING (-112.2164130 33.6539270, -112.2113330 33.6484510)",simulation-based
11,,,1,14,,3,0.768,60.000,0.478,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.478,0.000,60.000,"LINESTRING (-112.2164130 33.6539270, -112.2113330 33.6484510)",simulation-based
12,,,14,15,,3,0.633,60.000,0.394,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.394,0.000,60.000,"LINESTRING (-112.2113330 33.6484510, -112.2070350 33.6440130)",simulation-based
12,,,14,15,,3,0.633,60.000,0.394,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.394,0.000,60.000,"LINESTRING (-112.2113330 33.6484510, -112.2070350 33.6440130)",simulation-based
12,,,14,15,,3,0.633,60.000,0.394,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.394,0.000,60.000,"LINESTRING (-112.2113330 33.6484510, -112.2070350 33.6440130)",simulation-based
12,,,14,15,,3,0.633,60.000,0.394,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.394,0.000,60.000,"LINESTRING (-112.2113330 33.6484510, -112.2070350 33.6440130)",simulation-based
12,,,14,15,,3,0.633,60.000,0.394,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.394,0.000,60.000,"LINESTRING (-112.2113330 33.6484510, -112.2070350 33.6440130)",simulation-based
13,,,15,16,,3,0.681,60.000,0.423,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.423,0.000,60.000,"LINESTRING (-112.2070350 33.6440130, -112.2023290 33.6392980)",simulation-based
13,,,15,16,,3,0.681,60.000,0.423,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.423,0.000,60.000,"LINESTRING (-112.2070350 33.6440130, -112.2023290 33.6392980)",simulation-based
13,,,15,16,,3,0.681,60.000,0.423,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.423,0.000,60.000,"LINESTRING (-112.2070350 33.6440130, -112.2023290 33.6392980)",simulation-based
13,,,15,16,,3,0.681,60.000,0.423,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.423,0.000,60.000,"LINESTRING (-112.2070350 33.6440130, -112.2023290 33.6392980)",simulation-based
13,,,15,16,,3,0.681,60.000,0.423,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.423,0.000,60.000,"LINESTRING (-112.2070350 33.6440130, -112.2023290 33.6392980)",simulation-based
14,,,16,17,,3,1.068,60.000,0.663,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.663,0.000,60.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",simulation-based
14,,,16,17,,3,1.068,60.000,0.663,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.663,0.000,60.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",simulation-based
14,,,16,17,,3,1.068,60.000,0.663,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.663,0.000,60.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",simulation-based
14,,,16,17,,3,1.068,60.000,0.663,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.663,0.000,60.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",simulation-based
14,,,16,17,,3,1.068,60.000,0.663,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.663,0.000,60.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",simulation-based
15,,,17,18,,3,1.011,60.000,0.628,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.628,0.000,60.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",simulation-based
15,,,17,18,,3,1.011,60.000,0.628,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.628,0.000,60.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",simulation-based
15,,,17,18,,3,1.011,60.000,0.628,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.628,0.000,60.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",simulation-based
15,,,17,18,,3,1.011,60.000,0.628,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.628,0.000,60.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",simulation-based
15,,,17,18,,3,1.011,60.000,0.628,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.628,0.000,60.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",simulation-based
16,,,18,19,,3,1.086,60.000,0.675,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.675,0.000,60.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",simulation-based
16,,,18,19,,3,1.086,60.000,0.675,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.675,0.000,60.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",simulation-based
16,,,18,19,,3,1.086,60.000,0.675,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.675,0.000,60.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",simulation-based
16,,,18,19,,3,1.086,60.000,0.675,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.675,0.000,60.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",simulation-based
16,,,18,19,,3,1.086,60.000,0.675,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.675,0.000,60.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",simulation-based
17,,,19,20,,3,1.199,60.000,0.745,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.745,0.000,60.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",simulation-based
17,,,19,20,,3,1.199,60.000,0.745,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.745,0.000,60.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",simulation-based
17,,,19,20,,3,1.199,60.000,0.745,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.745,0.000,60.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",simulation-based
17,,,19,20,,3,1.199,60.000,0.745,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.745,0.000,60.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",simulation-based
17,,,19,20,,3,1.199,60.000,0.745,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.745,0.000,60.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",simulation-based
18,,,20,21,,3,1.124,60.000,0.698,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.698,0.000,60.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",simulation-based
18,,,20,21,,3,1.124,60.000,0.698,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.698,0.000,60.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",simulation-based
18,,,20,21,,3,1.124,60.000,0.698,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.698,0.000,60.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",simulation-based
18,,,20,21,,3,1.124,60.000,0.698,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.698,0.000,60.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",simulation-based
18,,,20,21,,3,1.124,60.000,0.698,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.698,0.000,60.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",simulation-based
19,,,21,22,,3,1.330,60.000,0.826,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.826,0.000,60.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",simulation-based
19,,,21,22,,3,1.330,60.000,0.826,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.826,0.000,60.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",simulation-based
19,,,21,22,,3,1.330,60.000,0.826,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.826,0.000,60.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",simulation-based
19,,,21,22,,3,1.330,60.000,0.826,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.826,0.000,60.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",simulation-based
19,,,21,22,,3,1.330,60.000,0.826,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.826,0.000,60.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",simulation-based
20,,,22,23,,3,1.065,60.000,0.662,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.662,0.000,60.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",simulation-based
20,,,22,23,,3,1.065,60.000,0.662,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.662,0.000,60.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",simulation-based
20,,,22,23,,3,1.065,60.000,0.662,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.662,0.000,60.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",simulation-based
20,,,22,23,,3,1.065,60.000,0.662,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.662,0.000,60.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",simulation-based
20,,,22,23,,3,1.065,60.000,0.662,1000:00.000_1100:00.000,0.000,0.000,0.000,0.000,0.000,5400.000,0.662,0.000,60.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",simulation-based
21,,,23,24,,3,1.369,60.000,0.851,0600:00.000_0700:00.000,26.000,26.000,26.000,0.000,0.000,5400.000,0.851,0.000,60.000,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",simulation-based
21,,,23,24,,3,1.369,60.000,0.851,0700:00.000_0800:00.000,25.000,51.000,51.000,0.000,0.000,5400.000,0.851,0.000,60.000,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",simulation-based
21,,,23,24,,3,1.369,60.000,0.851,0800:00.000_0900:00.000,24.000,75.000,75.000,0.000,0.000,5400.000,0.851,0.000,60.000,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",simulation-based
21,,,23,24,,3,1.369,60.000,0.851,0900:00.000_1000:00.000,23.000,98.000,98.000,0.000,0.000,5400.000,0.851,-0.000,60.002,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",simulation-based
21,,,23,24,,3,1.369,60.000,0.851,1000:00.000_1100:00.000,2.000,100.000,100.000,0.000,0.000,5400.000,0.851,0.000,60.000,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",simulation-based
22,,,24,25,,3,1.386,60.000,0.861,0600:00.000_0700:00.000,26.000,26.000,26.000,0.000,0.000,5400.000,0.861,0.000,60.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",simulation-based
22,,,24,25,,3,1.386,60.000,0.861,0700:00.000_0800:00.000,25.000,51.000,51.000,0.000,0.000,5400.000,0.861,0.000,60.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",simulation-based
22,,,24,25,,3,1.386,60.000,0.861,0800:00.000_0900:00.000,22.000,75.000,73.000,0.481,2.000,5400.000,0.861,0.000,60.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",simulation-based
22,,,24,25,,3,1.386,60.000,0.861,0900:00.000_1000:00.000,25.000,98.000,98.000,0.000,0.000,5400.000,0.861,0.000,60.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",simulation-based
22,,,24,25,,3,1.386,60.000,0.861,1000:00.000_1100:00.000,2.000,100.000,100.000,0.000,0.000,5400.000,0.861,0.000,60.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",simulation-based
23,,,25,26,,3,1.405,60.000,0.873,0600:00.000_0700:00.000,26.000,26.000,26.000,0.000,0.000,5400.000,0.873,0.000,60.000,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",simulation-based
23,,,25,26,,3,1.405,60.000,0.873,0700:00.000_0800:00.000,22.000,51.000,48.000,0.712,3.000,5400.000,0.873,0.000,60.000,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",simulation-based
23,,,25,26,,3,1.405,60.000,0.873,0800:00.000_0900:00.000,25.000,73.000,73.000,0.000,0.000,5400.000,0.873,-0.000,60.003,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",simulation-based
23,,,25,26,,3,1.405,60.000,0.873,0900:00.000_1000:00.000,25.000,98.000,98.000,0.000,0.000,5400.000,0.873,0.000,60.000,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",simulation-based
23,,,25,26,,3,1.405,60.000,0.873,1000:00.000_1100:00.000,2.000,100.000,100.000,0.000,0.000,5400.000,0.873,0.000,60.000,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",simulation-based
24,,,26,27,,3,1.161,60.000,0.722,0600:00.000_0700:00.000,26.000,26.000,26.000,0.000,0.000,5400.000,0.722,0.000,60.000,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",simulation-based
24,,,26,27,,3,1.161,60.000,0.722,0700:00.000_0800:00.000,22.000,48.000,48.000,0.000,0.000,5400.000,0.722,-0.000,60.002,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",simulation-based
24,,,26,27,,3,1.161,60.000,0.722,0800:00.000_0900:00.000,25.000,73.000,73.000,0.000,0.000,5400.000,0.722,0.000,60.000,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",simulation-based
