node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry,osm_node_id,info_type,production,attraction,,
32,,-112.136488,33.654552,,,0,"POINT (-112.136488 33.654552)",,,0.1,0.1,,
33,,-112.115041,33.654688,,,0,"POINT (-112.115041 33.654688)",,,0.1,0.1,,
35,,-112.088630,33.654882,,,0,"POINT (-112.088630 33.654882)",,,0.1,0.1,,
38,,-112.117523,33.662469,,,0,"POINT (-112.117523 33.662469)",,,0.1,0.1,,
39,,-112.115354,33.646833,,,0,"POINT (-112.115354 33.646833)",,,0.1,0.1,,
