link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity1,free_speed_km,,link_type_name,link_type,link_type_code,cost,geometry,original_link_id,original_node_id,original_osm_node_id,main_node_id,movement_str,TMC,free_speed,VDF_alpha1,VDF_beta1,,VDF_fftt1,VDF_cap1,capacity_utdf,main_node_id,link_capacity,capacity,saturation_flow_rate,green_time,phase_id,cycle_length,priority
673,161800,161600,,,16.73268485,2,,,,secondary,4,a,,"LINESTRING (-112.13469 33.67051,-112.13473 33.67036)",690,,,,,,40,0.15,4,,0.015599147,1142,,,1142,571,,,,,
674,161201,9033900,,,48.98603172,4,,,,secondary,4,a,,"LINESTRING (-112.13457 33.66798,-112.13455 33.66843)",691,,,,,,40,0.15,4,,0.045667525,2284,,,2284,571,,,,,
675,161101,160900,,,19.52184357,2,,64,,secondary,4,a,,"LINESTRING (-112.1347 33.66797,-112.13466 33.6678)",692,,,,,,40,0.15,4,,0.018199357,1142,,,1142,571,,,,,
676,160901,161201,,,18.7507826,3,,,,secondary,4,a,,"LINESTRING (-112.13461 33.66782,-112.13457 33.66798)",693,,,,,,40,0.15,4,,0.017480531,1713,,,1713,571,,,,,
677,161801,25400,,,78.51543823,2,,,,secondary,4,a,,"LINESTRING (-112.13461 33.67073,-112.13461 33.67113,-112.13461 33.67119,-112.13462 33.67143)",694,,,,,,40,0.15,4,,0.073196493,1142,,,1142,571,,,,,
678,25401,161802,,,78.20966009,2,,,,secondary,4,a,,"LINESTRING (-112.13473 33.67143,-112.13472 33.67119,-112.13472 33.67113,-112.13472 33.67073)",695,,,,,,40,0.15,4,,0.07291143,1142,,,1142,571,,,,,
679,161701,161803,,,17.23161147,2,,,,secondary,4,a,,"LINESTRING (-112.13459 33.67036,-112.13464 33.67051)",696,,,,,,40,0.15,4,,0.016064274,1142,,,1142,571,,,,,
680,161600,9037401,,,48.77854827,4,,,,secondary,4,a,,"LINESTRING (-112.13473 33.67036,-112.13474 33.66994,-112.13474 33.66992)",697,,,,,,40,0.15,4,,0.045474097,2284,,,2284,571,,,,,
681,94900,161900,,,38.85780948,2,,,,secondary,4,a,,"LINESTRING (-112.13463 33.67217,-112.13464 33.67252)",698,,,,,,40,0.15,4,,0.036225428,1142,,,1142,571,,,,,
682,161901,94901,,,38.85780948,2,,,,secondary,4,a,,"LINESTRING (-112.13475 33.67252,-112.13474 33.67217)",699,,,,,,40,0.15,4,,0.036225428,1142,,,1142,571,,,,,
683,339300,362900,,,626.8782138,2,,72,,secondary,4,a,,"LINESTRING (-112.13472 33.68492,-112.13472 33.68514,-112.13473 33.6867,-112.13473 33.68808,-112.13477 33.69057)",700,,,,,,40,0.15,4,,0.584411013,1142,,,1142,571,,,,,
684,362901,339301,,,626.7535008,2,,72,,secondary,4,a,,"LINESTRING (-112.13488 33.69057,-112.13484 33.68808,-112.13484 33.6867,-112.13483 33.68514,-112.13483 33.68492)",701,,,,,,40,0.15,4,,0.584294749,1142,,,1142,571,,,,,
685,362902,95700,,,13.10207174,2,,72,,secondary,4,a,,"LINESTRING (-112.13477 33.69079,-112.13477 33.69091)",702,,,,,,40,0.15,4,,0.012214486,1142,,,1142,571,,,,,
686,95701,362903,,,13.10207174,2,,72,,secondary,4,a,,"LINESTRING (-112.13489 33.6909,-112.13489 33.69079)",703,,,,,,40,0.15,4,,0.012214486,1142,,,1142,571,,,,,
687,162501,162400,,,122.9882642,3,,,,secondary,4,a,,"LINESTRING (-112.11738 33.66919,-112.11736 33.66808)",704,,,,,,40,0.15,4,,0.114656555,1713,,,1713,571,,,,,
688,9037500,162100,,,46.25896337,3,,,,secondary,4,a,,"LINESTRING (-112.11736 33.66773,-112.11736 33.66768,-112.11736 33.66731)",705,,,,,,40,0.15,4,,0.043125199,1713,,,1713,571,,,,,
689,162201,9037501,,,43.23632088,4,,,,secondary,4,a,,"LINESTRING (-112.11719 33.66732,-112.11719 33.66769,-112.11719 33.66771)",706,,,,,,40,0.15,4,,0.040307322,2284,,,2284,571,,,,,
690,9033700,162802,,,50.05228418,2,,56,,secondary,4,a,,"LINESTRING (-112.1172 33.66982,-112.1172 33.66983,-112.11721 33.67003,-112.1172 33.67027)",707,,,,,,40,0.15,4,,0.046661545,1142,,,1142,571,,,,,
691,162701,9033701,,,46.5917053,4,,,,secondary,4,a,,"LINESTRING (-112.11738 33.67026,-112.11739 33.67003,-112.11739 33.66984)",708,,,,,,40,0.15,4,,0.0434354,2284,,,2284,571,,,,,
692,184900,347400,,,76.84686818,3,,,,secondary,4,a,,"LINESTRING (-112.11732 33.66451,-112.11732 33.66443,-112.11731 33.66396,-112.11731 33.66382)",709,,,,,,40,0.15,4,,0.071640959,1713,,,1713,571,,,,,
693,347401,184901,,,76.69337733,3,,,,secondary,4,a,,"LINESTRING (-112.11716 33.66382,-112.11716 33.66397,-112.11717 33.66444,-112.11717 33.66451)",710,,,,,,40,0.15,4,,0.071497866,1713,,,1713,571,,,,,
694,347501,184902,,,186.3678952,4,,,,secondary,4,a,,"LINESTRING (-112.11736 33.66645,-112.11736 33.66584,-112.11736 33.66577,-112.11736 33.66566,-112.11735 33.66516,-112.11735 33.66513,-112.11735 33.66501,-112.11734 33.66482,-112.11732 33.66477)",711,,,,,,40,0.15,4,,0.1737426,2284,,,2284,571,,,,,
695,347801,163100,,,3.935906922,2,,,,secondary,4,a,,"LINESTRING (-112.11745 33.67509,-112.11745 33.67505)",712,,,,,,40,0.15,4,,0.003669273,1142,,,1142,571,,,,,
696,163100,315000,,,186.9636912,2,,,,secondary,4,a,,"LINESTRING (-112.11745 33.67505,-112.11745 33.67354,-112.11744 33.67336)",713,,,,,,40,0.15,4,,0.174298034,1142,,,1142,571,,,,,
697,31201,274600,,,200.3678037,2,,56,,secondary,4,a,,"LINESTRING (-112.1172 33.67285,-112.11721 33.67353,-112.11721 33.67428,-112.11723 33.67466)",714,,,,,,40,0.15,4,,0.186794099,1142,,,1142,571,,,,,
698,67001,163500,,,73.92293677,2,,,,secondary,4,a,,"LINESTRING (-112.13653 33.67001,-112.13678 33.67007,-112.13732 33.67012)",715,,,,,,40,0.15,4,,0.068915106,1142,,,1142,571,,,,,
699,347001,37700,,,410.7177088,2,,72,,secondary,4,a,,"LINESTRING (-112.1152 33.65121,-112.1152 33.65105,-112.11521 33.65094,-112.11521 33.65086,-112.11523 33.65045,-112.11525 33.65008,-112.11526 33.65007,-112.11527 33.64987,-112.1153 33.64949,-112.11531 33.64938,-112.11532 33.6493,-112.11533 33.64914,-112.11536 33.64876,-112.11538 33.6484,-112.11539 33.64827,-112.11541 33.64802,-112.11543 33.64777,-112.11543 33.64775,-112.11545 33.64751,-112.11545 33.64751)",716,,,,,,40,0.15,4,,0.382894073,1142,,,1142,571,,,,,
700,37701,53400,,,568.5715074,2,,72,,secondary,4,a,,"LINESTRING (-112.11547 33.64729,-112.1155 33.64687,-112.11555 33.64627,-112.11559 33.64568,-112.11561 33.6455,-112.11565 33.64494,-112.11566 33.64494,-112.11568 33.64463,-112.11568 33.64462,-112.11569 33.64448,-112.11574 33.64383,-112.11577 33.64349,-112.11578 33.64329,-112.11579 33.64319,-112.1158 33.64307,-112.11581 33.64296,-112.11582 33.64285,-112.11584 33.64275,-112.11586 33.64266,-112.11593 33.64245,-112.11597 33.64234,-112.11603 33.6422)",717,,,,,,40,0.15,4,,0.530054233,1142,,,1142,571,,,,,
701,53400,53500,,,110.254703,2,,,,secondary,4,a,,"LINESTRING (-112.11603 33.6422,-112.11613 33.64201,-112.11625 33.64183,-112.11641 33.64163,-112.11655 33.64146,-112.11665 33.64135)",718,,,,,,40,0.15,4,,0.102785615,1142,,,1142,571,,,,,
702,9038400,54600,,,27.09256379,2,,72,,secondary,4,a,,"LINESTRING (-112.11393 33.65487,-112.11394 33.65512)",720,,,,,,40,0.15,4,,0.025257207,1142,,,1142,571,,,,,
703,165400,41700,,,137.9767934,2,,72,,secondary,4,a,,"LINESTRING (-112.11442 33.64154,-112.11446 33.64161,-112.11463 33.6419,-112.11469 33.642,-112.11484 33.64228,-112.1149 33.64246,-112.11494 33.64257,-112.11497 33.6427)",721,,,,,,40,0.15,4,,0.128629702,1142,,,1142,571,,,,,
704,41700,35900,,,150.8803046,2,,72,,secondary,4,a,,"LINESTRING (-112.11497 33.6427,-112.11499 33.6428,-112.115 33.64291,-112.11502 33.64313,-112.11501 33.64334,-112.11498 33.64376,-112.11495 33.64406)",722,,,,,,40,0.15,4,,0.140659078,1142,,,1142,571,,,,,
705,35900,363800,,,105.2980474,2,,72,,secondary,4,a,,"LINESTRING (-112.11495 33.64406,-112.11489 33.64493,-112.11488 33.64501)",723,,,,,,40,0.15,4,,0.098164743,1142,,,1142,571,,,,,
706,98501,190300,,,93.34625028,3,,,,primary,3,a,,"LINESTRING (-112.10605 33.63997,-112.1059 33.63997,-112.10553 33.63997,-112.10518 33.63998,-112.10504 33.63998)",724,,,,,,40,0.15,4,,0.087022607,1713,,,1713,571,,,,,
707,190300,9027601,,,76.72211366,3,,,,primary,3,a,,"LINESTRING (-112.10504 33.63998,-112.10421 33.64)",725,,,,,,40,0.15,4,,0.071524655,1713,,,1713,571,,,,,
708,215201,9036101,,,59.62767521,4,,,,primary,3,a,,"LINESTRING (-112.11318 33.64002,-112.11355 33.64002,-112.11382 33.64002)",726,,,,,,40,0.15,4,,0.055588262,2284,,,2284,571,,,,,
709,131801,9036001,,,47.30157858,3,,,,primary,3,a,,"LINESTRING (-112.118 33.63978,-112.11749 33.63978)",727,,,,,,40,0.15,4,,0.044097183,1713,,,1713,571,,,,,
710,240501,9036604,,,65.26770417,5,,72,,primary,3,a,,"LINESTRING (-112.20195 33.63838,-112.20218 33.63837,-112.20229 33.63837,-112.20266 33.63837)",728,,,,,,41,0.15,4,,0.059362159,3357,,,3357,671.4,,,,,
711,164902,164800,,,24.0804886,1,,,,primary,3,a,,"LINESTRING (-112.11824 33.63978,-112.11799 33.63971)",729,,,,,,40,0.15,4,,0.022449181,571,,,571,571,,,,,
712,164500,124300,,,39.76917784,2,,,,moto_2lane,11,a,,"LINESTRING (-112.1165 33.63813,-112.11641 33.63792,-112.11636 33.63779)",730,,,,,,70,0.15,4,,0.021185747,3482,,,3482,1741,,,,,
713,124301,600,,,139.8301163,1,,,,moto_1lane,11,a,,"LINESTRING (-112.1163 33.63762,-112.11629 33.6376,-112.11622 33.63733,-112.11617 33.63706,-112.11613 33.63684,-112.11612 33.63652,-112.11606 33.63638)",731,,,,,,70,0.15,4,,0.074489985,1741,,,1741,1741,,,,,
714,97400,97700,,,55.39822767,1,,,,primary,3,a,,"LINESTRING (-112.11301 33.63978,-112.11297 33.63977,-112.11291 33.63974,-112.11289 33.63971,-112.11287 33.63967,-112.11287 33.63964,-112.11286 33.63953,-112.11281 33.63935)",732,,,,,,40,0.15,4,,0.051645333,571,,,571,571,,,,,
715,164800,164702,,,91.06631504,1,,,,primary,3,a,,"LINESTRING (-112.11799 33.63971,-112.11769 33.63971,-112.11759 33.6397,-112.11752 33.63969,-112.11748 33.63966,-112.11743 33.63962,-112.1174 33.63959,-112.11737 33.63955,-112.11734 33.63949,-112.11732 33.63945,-112.11723 33.63934)",733,,,,,,40,0.15,4,,0.084897124,571,,,571,571,,,,,
716,277100,352000,,,72.99264415,2,,64,,secondary,4,a,,"LINESTRING (-112.08297 33.68302,-112.08297 33.68295,-112.08297 33.68287,-112.08297 33.68266,-112.08297 33.68236)",734,,,,,,40,0.15,4,,0.068047835,1142,,,1142,571,,,,,
717,352001,277101,,,72.99103172,2,,64,,secondary,4,a,,"LINESTRING (-112.08285 33.68236,-112.08286 33.68266,-112.08286 33.68287,-112.08286 33.68295,-112.08286 33.68302)",735,,,,,,40,0.15,4,,0.068046332,1142,,,1142,571,,,,,
718,9029801,14600,,,218.1042586,3,,72,,primary,3,a,,"LINESTRING (-111.97703 33.68065,-111.97692 33.68107,-111.97681 33.68146,-111.97656 33.68217,-111.97641 33.68255)",736,,,,,,41,0.15,4,,0.198369772,2014,,,2014,671.3333333,,,,,
719,167900,167200,,,6.270713989,5,,104,,motorway,1,f,,"LINESTRING (-112.11632 33.63295,-112.11633 33.63289)",737,,,,,,70,0.15,4,,0.003340521,8705,,,8705,1741,,,,,
720,167100,167600,,,3.090743045,5,,104,,motorway,1,f,,"LINESTRING (-112.11606 33.63288,-112.11606 33.63291)",738,,,,,,70,0.15,4,,0.001646494,8705,,,8705,1741,,,,,
721,52602,80901,,,542.3945733,4,,104,,motorway,1,f,,"LINESTRING (-112.11593 33.63469,-112.11588 33.63535,-112.11582 33.63614,-112.11574 33.63706,-112.11554 33.63958)",739,,,,,,70,0.15,4,,0.288943216,6964,,,6964,1741,,,,,
722,167701,167400,,,8.721212436,2,,64,,secondary,4,a,,"LINESTRING (-112.1166 33.63293,-112.1166 33.63285)",740,,,,,,40,0.15,4,,0.008130403,1142,,,1142,571,,,,,
723,167501,97000,,,160.8768811,2,,64,,secondary,4,a,,"LINESTRING (-112.11584 33.63279,-112.11572 33.63424)",741,,,,,,40,0.15,4,,0.149978447,1142,,,1142,571,,,,,
724,97000,200201,,,29.53775062,2,,64,,secondary,4,a,,"LINESTRING (-112.11572 33.63424,-112.11571 33.63436,-112.1157 33.63451)",742,,,,,,40,0.15,4,,0.027536747,1142,,,1142,571,,,,,
725,200201,52700,,,309.8624418,2,,64,,secondary,4,a,,"LINESTRING (-112.1157 33.63451,-112.11558 33.63605,-112.11552 33.63658,-112.11544 33.63705,-112.11537 33.63729)",743,,,,,,40,0.15,4,,0.288871139,1142,,,1142,571,,,,,
726,167000,167501,,,2.50965336,2,,64,,secondary,4,a,,"LINESTRING (-112.11584 33.63277,-112.11584 33.63279)",744,,,,,,40,0.15,4,,0.00233964,1142,,,1142,571,,,,,
727,167800,167300,,,14.99249808,1,,,,moto_1lane,11,a,,"LINESTRING (-112.11646 33.63294,-112.11646 33.63281)",745,,,,,,70,0.15,4,,0.00798677,1741,,,1741,1741,,,,,
728,290301,290400,,,54.08956505,2,,,,secondary,4,a,,"LINESTRING (-112.11201 33.6619,-112.11173 33.66191,-112.11143 33.66191)",746,,,,,,40,0.15,4,,0.050425325,1142,,,1142,571,,,,,
729,9032702,168700,,,53.70781731,2,,,,secondary,4,a,,"LINESTRING (-112.11314 33.66188,-112.11256 33.66189)",747,,,,,,40,0.15,4,,0.050069438,1142,,,1142,571,,,,,
730,168800,350000,,,9.360623053,1,,,,secondary,4,a,,"LINESTRING (-112.11117 33.66193,-112.11107 33.66193)",748,,,,,,40,0.15,4,,0.008726498,571,,,571,571,,,,,
731,350001,168801,,,1.360623053,2,,,,secondary,4,a,,"LINESTRING (-112.11111 33.66201,-112.11113 33.66201)",749,,,,,,40,0.15,4,,0.001268449,1142,,,1142,571,,,,,
732,350002,55602,,,200.6926802,1,,,,secondary,4,a,,"LINESTRING (-112.1109 33.66193,-112.10971 33.66193,-112.10962 33.66194,-112.10956 33.66193,-112.10947 33.66193,-112.10898 33.66193,-112.10889 33.66194,-112.10882 33.66195,-112.10876 33.66198,-112.10875 33.66199)",750,,,,,,40,0.15,4,,0.187096967,571,,,571,571,,,,,
733,55603,350003,,,185.3335247,2,,,,secondary,4,a,,"LINESTRING (-112.10886 33.66202,-112.10886 33.66202,-112.10891 33.66201,-112.10899 33.662,-112.10947 33.66201,-112.10955 33.66201,-112.10962 33.66201,-112.10971 33.66201,-112.11085 33.66201)",751,,,,,,40,0.15,4,,0.172778301,1142,,,1142,571,,,,,
734,168802,169000,,,110.502945,2,,,,secondary,4,a,,"LINESTRING (-112.11137 33.662,-112.11175 33.66201,-112.11256 33.66203)",752,,,,,,40,0.15,4,,0.10301704,1142,,,1142,571,,,,,
735,168501,290200,,,7.680727197,3,,,,secondary,4,a,,"LINESTRING (-112.11449 33.66187,-112.1144 33.66187)",753,,,,,,40,0.15,4,,0.007160404,1713,,,1713,571,,,,,
736,168900,184700,,,38.68823491,2,,,,secondary,4,a,,"LINESTRING (-112.11501 33.66202,-112.11517 33.66201,-112.11543 33.66201)",754,,,,,,40,0.15,4,,0.036067341,1142,,,1142,571,,,,,
737,184701,168600,,,38.96314652,2,,,,secondary,4,a,,"LINESTRING (-112.11544 33.66196,-112.11519 33.66188,-112.11504 33.66187)",755,,,,,,40,0.15,4,,0.036323629,1142,,,1142,571,,,,,
738,168600,9032802,,,25.83478753,4,,,,secondary,4,a,,"LINESTRING (-112.11504 33.66187,-112.11476 33.66187)",756,,,,,,40,0.15,4,,0.024084637,2284,,,2284,571,,,,,
739,184702,290700,,,74.44081082,2,,,,secondary,4,a,,"LINESTRING (-112.11568 33.66207,-112.1157 33.66207,-112.11598 33.66215,-112.11637 33.6623,-112.11642 33.66233)",757,,,,,,40,0.15,4,,0.069397897,1142,,,1142,571,,,,,
740,290701,184703,,,77.80301966,2,,,,secondary,4,a,,"LINESTRING (-112.11647 33.66224,-112.11642 33.66222,-112.11602 33.66206,-112.11572 33.66198,-112.1157 33.66198)",758,,,,,,40,0.15,4,,0.072532337,1142,,,1142,571,,,,,
741,169700,169800,,,34.89359934,3,,64,,primary,3,a,,"LINESTRING (-112.07389 33.64017,-112.07351 33.64018)",759,,,,,,40,0.15,4,,0.032529769,1713,,,1713,571,,,,,
742,170001,207000,,,13.29299053,3,,64,,primary,3,a,,"LINESTRING (-112.07351 33.64035,-112.07365 33.64035)",760,,,,,,40,0.15,4,,0.012392471,1713,,,1713,571,,,,,
743,169901,9027101,,,10.17469716,4,,64,,primary,3,a,,"LINESTRING (-112.0739 33.64035,-112.07401 33.64034)",761,,,,,,40,0.15,4,,0.009485423,2284,,,2284,571,,,,,
744,9031700,236700,,,71.22707399,3,,64,,primary,3,a,,"LINESTRING (-112.00734 33.64056,-112.00696 33.64056,-112.00657 33.64056)",762,,,,,,41,0.15,4,,0.064782314,2014,,,2014,671.3333333,,,,,
745,335100,11100,,,111.8599712,2,,72,,secondary,4,a,,"LINESTRING (-112.15035 33.65455,-112.15019 33.65455,-112.14994 33.65455,-112.14975 33.65455,-112.14914 33.65455)",763,,,,,,41,0.15,4,,0.101738669,1343,,,1343,671.5,,,,,
746,11101,335101,,,107.910731,3,,72,,secondary,4,a,,"LINESTRING (-112.14916 33.65466,-112.14975 33.65466,-112.14994 33.65466,-112.15019 33.65466,-112.15033 33.65466)",764,,,,,,41,0.15,4,,0.098146764,2014,,,2014,671.3333333,,,,,
747,11102,141700,,,4.075699541,2,,72,,secondary,4,a,,"LINESTRING (-112.14893 33.65455,-112.14888 33.65455)",765,,,,,,41,0.15,4,,0.003706923,1343,,,1343,671.5,,,,,
748,141701,11103,,,4.093104282,3,,72,,secondary,4,a,,"LINESTRING (-112.14888 33.65466,-112.14893 33.65466)",766,,,,,,41,0.15,4,,0.003722752,2014,,,2014,671.3333333,,,,,
749,141702,140700,,,6.585935919,2,,72,,secondary,4,a,,"LINESTRING (-112.14879 33.65455,-112.14872 33.65455)",767,,,,,,41,0.15,4,,0.005990028,1343,,,1343,671.5,,,,,
750,140701,141703,,,6.585935919,3,,72,,secondary,4,a,,"LINESTRING (-112.14872 33.65466,-112.14879 33.65466)",768,,,,,,41,0.15,4,,0.005990028,2014,,,2014,671.3333333,,,,,
751,68601,201600,,,128.4296278,2,,,,secondary,4,a,,"LINESTRING (-112.18529 33.66768,-112.18501 33.66769,-112.18438 33.66772,-112.18391 33.66775)",769,,,,,,41,0.15,4,,0.116809072,1343,,,1343,671.5,,,,,
752,313001,106400,,,49.79809855,1,,,,secondary,4,a,,"LINESTRING (-112.11725 33.66219,-112.11709 33.66231,-112.117 33.66237,-112.11694 33.66239,-112.11684 33.6624,-112.11677 33.6624)",770,,,,,,40,0.15,4,,0.046424579,571,,,571,571,,,,,
753,172700,276200,,,11.0348867,3,,,,secondary,4,a,,"LINESTRING (-112.1123 33.67658,-112.11242 33.67658)",771,,,,,,40,0.15,4,,0.01028734,1713,,,1713,571,,,,,
754,276100,276000,,,10.56927864,3,,,,secondary,4,a,,"LINESTRING (-112.10944 33.67645,-112.10942 33.67645,-112.10933 33.67645)",772,,,,,,40,0.15,4,,0.009853274,1713,,,1713,571,,,,,
755,276001,276101,,,10.768126,2,,,,secondary,4,a,,"LINESTRING (-112.10932 33.67656,-112.10942 33.67656,-112.10944 33.67656)",773,,,,,,40,0.15,4,,0.010038651,1142,,,1142,571,,,,,
756,172900,355700,,,55.47883398,2,,,,secondary,4,a,,"LINESTRING (-112.11358 33.67658,-112.11418 33.67657)",774,,,,,,40,0.15,4,,0.051720479,1142,,,1142,571,,,,,
757,172200,172400,,,57.3000754,2,,,,secondary,4,a,,"LINESTRING (-112.11202 33.67644,-112.1114 33.67645)",775,,,,,,40,0.15,4,,0.053418343,1142,,,1142,571,,,,,
758,172301,45601,,,6.702168612,3,,,,secondary,4,a,,"LINESTRING (-112.1137 33.67644,-112.11362 33.67644)",776,,,,,,40,0.15,4,,0.006248137,1713,,,1713,571,,,,,
759,45602,77401,,,6.998079423,3,,,,secondary,4,a,,"LINESTRING (-112.11332 33.67644,-112.11324 33.67644)",777,,,,,,40,0.15,4,,0.006524002,1713,,,1713,571,,,,,
760,191601,9000,,,537.8454414,2,,,,secondary,4,a,,"LINESTRING (-112.10858 33.67047,-112.10859 33.67078,-112.10859 33.67085,-112.10859 33.67092,-112.10863 33.6737,-112.10863 33.67471,-112.10863 33.67489,-112.10862 33.67516,-112.10861 33.67532)",778,,,,,,40,0.15,4,,0.501409672,1142,,,1142,571,,,,,
761,9001,191602,,,538.8716463,2,,,,secondary,4,a,,"LINESTRING (-112.10873 33.67532,-112.10874 33.67516,-112.10874 33.67489,-112.10875 33.67471,-112.10874 33.6737,-112.10871 33.67092,-112.10871 33.67085,-112.10871 33.67078,-112.10869 33.67046)",779,,,,,,40,0.15,4,,0.502366358,1142,,,1142,571,,,,,
762,9002,275800,,,42.06711416,2,,,,secondary,4,a,,"LINESTRING (-112.1086 33.67553,-112.10857 33.6759,-112.10857 33.67591)",780,,,,,,40,0.15,4,,0.039217322,1142,,,1142,571,,,,,
763,275801,9003,,,41.40848055,2,,,,secondary,4,a,,"LINESTRING (-112.10868 33.67591,-112.10868 33.6759,-112.10871 33.67554)",781,,,,,,40,0.15,4,,0.038603307,1142,,,1142,571,,,,,
764,173601,291400,,,10.29973353,2,,,,secondary,4,a,,"LINESTRING (-112.10868 33.66931,-112.10868 33.66922)",782,,,,,,40,0.15,4,,0.009601989,1142,,,1142,571,,,,,
765,9034000,291100,,,51.30851177,2,,,,secondary,4,a,,"LINESTRING (-112.10867 33.6681,-112.10867 33.66807,-112.10867 33.66806,-112.10866 33.66775,-112.10867 33.66764)",783,,,,,,40,0.15,4,,0.047832671,1142,,,1142,571,,,,,
766,291201,9034001,,,45.59334,4,,,,secondary,4,a,,"LINESTRING (-112.10852 33.66766,-112.10852 33.66776,-112.10852 33.66807)",784,,,,,,40,0.15,4,,0.042504667,2284,,,2284,571,,,,,
767,274102,162802,,,91.68600771,2,,,,secondary,4,a,,"LINESTRING (-112.1166 33.66976,-112.11671 33.66978,-112.11684 33.66979,-112.11691 33.66979,-112.11698 33.66981,-112.11705 33.66985,-112.11709 33.66991,-112.11712 33.66997,-112.1172 33.67027)",785,,,,,,40,0.15,4,,0.085474836,1142,,,1142,571,,,,,
768,173900,144802,,,206.8359622,1,,72,,primary,3,a,,"LINESTRING (-111.92527 33.66775,-111.92517 33.66804,-111.92513 33.66946,-111.92511 33.66951,-111.92508 33.66954,-111.92502 33.66957)",786,,,,,,41,0.15,4,,0.188121053,671,,,671,671,,,,,
769,195700,337000,,,658.8783752,1,,,,secondary,4,a,,"LINESTRING (-111.95009 33.65997,-111.94941 33.65954,-111.94878 33.65918,-111.94811 33.65882,-111.94804 33.65878,-111.94757 33.65854,-111.94742 33.65847,-111.94727 33.6584,-111.94683 33.65819,-111.94624 33.65793,-111.94562 33.65766,-111.94463 33.65727,-111.94406 33.65706,-111.94395 33.65701)",787,,,,,,41,0.15,4,,0.599261813,671,,,671,671,,,,,
770,337001,195701,,,657.1653078,1,,,,secondary,4,a,,"LINESTRING (-111.94392 33.65707,-111.94403 33.65711,-111.9446 33.65733,-111.94559 33.65772,-111.94621 33.65799,-111.9468 33.65825,-111.94724 33.65846,-111.94738 33.65852,-111.94753 33.6586,-111.948 33.65884,-111.94807 33.65887,-111.94874 33.65924,-111.94937 33.65959,-111.95004 33.66002)",788,,,,,,41,0.15,4,,0.597703747,671,,,671,671,,,,,
771,174100,307000,,,290.8671495,2,,,,secondary,4,a,,"LINESTRING (-111.9558 33.66353,-111.9558 33.66353,-111.95591 33.66355,-111.95638 33.66363,-111.95693 33.66368,-111.95746 33.6637,-111.95892 33.6637)",789,,,,,,41,0.15,4,,0.264548939,1343,,,1343,671.5,,,,,
772,297301,9029802,,,81.33084759,5,,,,secondary,4,a,,"LINESTRING (-111.97828 33.68071,-111.97746 33.68046)",790,,,,,,41,0.15,4,,0.073971879,3357,,,3357,671.4,,,,,
773,174401,306000,,,90.68480645,2,,64,,secondary,4,a,,"LINESTRING (-111.95995 33.65592,-111.95998 33.65602,-111.96003 33.65638,-111.96005 33.65668,-111.96005 33.65674)",792,,,,,,41,0.15,4,,0.082479473,1343,,,1343,671.5,,,,,
774,174300,92002,,,151.0473296,2,,64,,secondary,4,a,,"LINESTRING (-111.95924 33.65423,-111.95897 33.65379,-111.95875 33.65329,-111.95869 33.6531,-111.95865 33.65297)",793,,,,,,41,0.15,4,,0.137380281,1343,,,1343,671.5,,,,,
775,92003,174301,,,153.8744155,2,,64,,secondary,4,a,,"LINESTRING (-111.95854 33.65299,-111.95858 33.65312,-111.95864 33.65332,-111.95886 33.65383,-111.95914 33.65428)",794,,,,,,41,0.15,4,,0.139951567,1343,,,1343,671.5,,,,,
776,174901,175001,,,63.77377006,1,,,,moto_1lane,11,a,,"LINESTRING (-111.95993 33.66674,-111.95986 33.66691,-111.9598 33.66697,-111.95976 33.667,-111.95972 33.66702,-111.95962 33.66703,-111.95956 33.66703,-111.95944 33.66701)",795,,,,,,71,0.15,4,,0.03349492,1704,,,1704,1704,,,,,
777,175300,353500,,,115.1183417,1,,,,moto_1lane,11,a,,"LINESTRING (-111.96018 33.67027,-111.9603 33.66962,-111.9603 33.66924)",796,,,,,,71,0.15,4,,0.060461843,1704,,,1704,1704,,,,,
778,104801,9033600,,,531.5446889,2,,,,secondary,4,a,,"LINESTRING (-112.20122 33.66744,-112.20103 33.66745,-112.20085 33.66745,-112.20075 33.66745,-112.20051 33.66746,-112.19851 33.66762,-112.19784 33.66766,-112.19737 33.66768,-112.1955 33.66774)",797,,,,,,41,0.15,4,,0.483449519,1343,,,1343,671.5,,,,,
779,9033601,198600,,,91.53571088,2,,,,secondary,4,a,,"LINESTRING (-112.19513 33.66775,-112.19415 33.66778)",799,,,,,,41,0.15,4,,0.083253386,1343,,,1343,671.5,,,,,
780,68202,177500,,,50.90042729,2,,,,secondary,4,a,,"LINESTRING (-112.20236 33.66743,-112.20219 33.66743,-112.20181 33.66744)",800,,,,,,41,0.15,4,,0.04629486,1343,,,1343,671.5,,,,,
781,9039800,68202,,,38.61957893,3,,,,secondary,4,a,,"LINESTRING (-112.20278 33.66741,-112.20236 33.66743)",802,,,,,,41,0.15,4,,0.035125206,2014,,,2014,671.3333333,,,,,
782,68100,9039801,,,77.19827325,4,,,,secondary,4,a,,"LINESTRING (-112.20411 33.66733,-112.20327 33.66737)",803,,,,,,41,0.15,4,,0.070213227,2685,,,2685,671.25,,,,,
783,177600,177700,,,153.2370999,2,,,,moto_2lane,11,a,,"LINESTRING (-112.20121 33.66758,-112.19957 33.66779)",804,,,,,,71,0.15,4,,0.080482375,3409,,,3409,1704.5,,,,,
