link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity1,free_speed_km,,link_type_name,link_type,link_type_code,cost,geometry,original_link_id,original_node_id,original_osm_node_id,main_node_id,movement_str,TMC,free_speed,VDF_alpha1,VDF_beta1,,VDF_fftt1,VDF_cap1,capacity_utdf,main_node_id,link_capacity,capacity,saturation_flow_rate,green_time,phase_id,cycle_length,priority
3439,36303,300803,,,38.06571698,3,,,,secondary,4,a,,"LINESTRING (-112.00511 33.65522,-112.00552 33.65522)",3560,,,,,,41,0.15,4,,0.034621459,2014,,,2014,671.3333333,,,,,
3440,300500,35700,,,66.33872025,4,,,,secondary,4,a,,"LINESTRING (-112.01452 33.65504,-112.01439 33.65504,-112.01435 33.65504,-112.01426 33.65504,-112.01419 33.65504,-112.01416 33.65504,-112.01415 33.65504,-112.01384 33.65504,-112.0138 33.65504)",3561,,,,,,41,0.15,4,,0.060336267,2685,,,2685,671.25,,,,,
3441,35701,300501,,,70.34005713,3,,,,secondary,4,a,,"LINESTRING (-112.01378 33.65518,-112.01384 33.65518,-112.01415 33.65518,-112.01416 33.65518,-112.01419 33.65518,-112.01426 33.65518,-112.01435 33.65518,-112.01439 33.65518,-112.01454 33.65518)",3562,,,,,,41,0.15,4,,0.063975556,2014,,,2014,671.3333333,,,,,
3442,35702,183102,,,69.63635244,3,,,,secondary,4,a,,"LINESTRING (-112.01348 33.65506,-112.01342 33.65506,-112.01305 33.65506,-112.01273 33.65506)",3563,,,,,,41,0.15,4,,0.063335523,2014,,,2014,671.3333333,,,,,
3443,183103,35703,,,65.57220903,4,,,,secondary,4,a,,"LINESTRING (-112.01275 33.6552,-112.01305 33.6552,-112.01342 33.6552,-112.01346 33.6552)",3564,,,,,,41,0.15,4,,0.059639111,2685,,,2685,671.25,,,,,
3444,300400,38503,,,38.62891054,3,,,,secondary,4,a,,"LINESTRING (-111.99817 33.65511,-111.99781 33.65513,-111.99776 33.65515)",3565,,,,,,41,0.15,4,,0.035133694,2014,,,2014,671.3333333,,,,,
3445,43400,300702,,,56.1828404,2,,,,secondary,4,a,,"LINESTRING (-112.00916 33.6551,-112.00914 33.6551,-112.00856 33.6551)",3566,,,,,,41,0.15,4,,0.051099311,1343,,,1343,671.5,,,,,
3446,300703,43401,,,48.19089561,4,,,,secondary,4,a,,"LINESTRING (-112.0086 33.65523,-112.00912 33.65523)",3567,,,,,,41,0.15,4,,0.043830492,2685,,,2685,671.25,,,,,
3447,300602,43402,,,52.46933695,3,,,,secondary,4,a,,"LINESTRING (-112.01001 33.65508,-112.00944 33.65508)",3568,,,,,,41,0.15,4,,0.047721812,2014,,,2014,671.3333333,,,,,
3448,43403,300603,,,52.47707718,3,,,,secondary,4,a,,"LINESTRING (-112.00944 33.65521,-112.01001 33.6552)",3569,,,,,,41,0.15,4,,0.047728852,2014,,,2014,671.3333333,,,,,
3449,12403,300301,,,95.64031081,2,,,,secondary,4,a,,"LINESTRING (-112.00252 33.65511,-112.0024 33.65507,-112.00196 33.65507,-112.00149 33.65507)",3570,,,,,,41,0.15,4,,0.086986594,1343,,,1343,671.5,,,,,
3450,43504,301102,,,65.45909447,2,,,,secondary,4,a,,"LINESTRING (-111.99613 33.65519,-111.99543 33.65519,-111.99542 33.65519)",3571,,,,,,41,0.15,4,,0.059536232,1343,,,1343,671.5,,,,,
3451,301103,43505,,,61.76150264,3,,,,secondary,4,a,,"LINESTRING (-111.99544 33.6553,-111.99611 33.6553)",3572,,,,,,41,0.15,4,,0.056173205,2014,,,2014,671.3333333,,,,,
3452,301300,35704,,,64.03415864,5,,,,secondary,4,a,,"LINESTRING (-112.0135 33.65438,-112.0135 33.65458,-112.01351 33.65472,-112.01351 33.65494,-112.01351 33.65496)",3573,,,,,,41,0.15,4,,0.058240227,3357,,,3357,671.4,,,,,
3453,35705,301301,,,71.66144145,3,,,,secondary,4,a,,"LINESTRING (-112.0137 33.65499,-112.0137 33.65493,-112.0137 33.65472,-112.01369 33.65458,-112.01369 33.65435)",3574,,,,,,41,0.15,4,,0.065177379,2014,,,2014,671.3333333,,,,,
3454,86900,326400,,,425.7319132,1,,,,moto_1lane,11,a,,"LINESTRING (-111.99994 33.66009,-112.00005 33.65982,-112.00018 33.65878,-112.00039 33.65744,-112.00062 33.6563)",3575,,,,,,71,0.15,4,,0.223600651,1704,,,1704,1704,,,,,
3455,87002,88201,,,31.50443571,2,,,,moto_2lane,11,a,,"LINESTRING (-111.99974 33.65452,-111.99976 33.6546,-111.99978 33.6547,-111.99982 33.65479)",3576,,,,,,71,0.15,4,,0.016546592,3409,,,3409,1704.5,,,,,
3456,147401,302300,,,93.85493366,3,,,,secondary,4,a,,"LINESTRING (-111.92752 33.65509,-111.92698 33.65509,-111.92651 33.65509)",3577,,,,,,41,0.15,4,,0.085362762,2014,,,2014,671.3333333,,,,,
3457,302801,187301,,,31.49450491,2,,,,secondary,4,a,,"LINESTRING (-111.92348 33.6551,-111.92314 33.65509)",3578,,,,,,41,0.15,4,,0.028644822,1343,,,1343,671.5,,,,,
3458,303101,303200,,,25.90980187,3,,,,secondary,4,a,,"LINESTRING (-111.92674 33.65527,-111.92702 33.65527)",3579,,,,,,41,0.15,4,,0.023565434,2014,,,2014,671.3333333,,,,,
3459,302401,302700,,,76.89754887,3,,,,secondary,4,a,,"LINESTRING (-111.92488 33.65509,-111.92442 33.65509,-111.92405 33.6551)",3580,,,,,,41,0.15,4,,0.069939713,2014,,,2014,671.3333333,,,,,
3460,302900,179700,,,20.24655411,4,,,,secondary,4,a,,"LINESTRING (-111.9232 33.65527,-111.92342 33.65527)",3581,,,,,,41,0.15,4,,0.018414608,2685,,,2685,671.25,,,,,
3461,302501,147401,,,49.73888846,5,,,,secondary,4,a,,"LINESTRING (-111.92806 33.65509,-111.92752 33.65509)",3582,,,,,,41,0.15,4,,0.04523842,3357,,,3357,671.4,,,,,
3462,303200,187700,,,46.11336855,4,,,,secondary,4,a,,"LINESTRING (-111.92702 33.65527,-111.92752 33.65527)",3583,,,,,,41,0.15,4,,0.041940944,2685,,,2685,671.25,,,,,
3463,302600,302501,,,8.256054566,4,,,,secondary,4,a,,"LINESTRING (-111.92815 33.65509,-111.92806 33.65509)",3584,,,,,,41,0.15,4,,0.007509031,2685,,,2685,671.25,,,,,
3464,89400,302801,,,2.489046757,2,,,,secondary,4,a,,"LINESTRING (-111.92351 33.6551,-111.92348 33.6551)",3585,,,,,,41,0.15,4,,0.002263833,1343,,,1343,671.5,,,,,
3465,179701,303000,,,72.02705782,3,,,,secondary,4,a,,"LINESTRING (-111.92375 33.65527,-111.92415 33.65527,-111.92453 33.65527)",3586,,,,,,41,0.15,4,,0.065509913,2014,,,2014,671.3333333,,,,,
3466,302700,89401,,,25.7820836,4,,,,secondary,4,a,,"LINESTRING (-111.92405 33.6551,-111.92377 33.6551)",3587,,,,,,41,0.15,4,,0.023449272,2685,,,2685,671.25,,,,,
3467,180600,89500,,,23.37891317,2,,,,secondary,4,a,,"LINESTRING (-111.92237 33.65503,-111.92213 33.65499)",3588,,,,,,41,0.15,4,,0.021263545,1343,,,1343,671.5,,,,,
3468,302300,9026801,,,77.48762747,6,,,,secondary,4,a,,"LINESTRING (-111.92651 33.65509,-111.92606 33.65509,-111.92567 33.65509)",3590,,,,,,41,0.15,4,,0.0704764,4028,,,4028,671.3333333,,,,,
3469,303000,9026802,,,50.59307224,4,,,,secondary,4,a,,"LINESTRING (-111.92453 33.65527,-111.92507 33.65527)",3591,,,,,,41,0.15,4,,0.046015315,2685,,,2685,671.25,,,,,
3470,9026803,302401,,,20.09557409,3,,,,secondary,4,a,,"LINESTRING (-111.92509 33.65509,-111.92508 33.65509,-111.92503 33.65509,-111.92488 33.65509)",3592,,,,,,41,0.15,4,,0.018277289,2014,,,2014,671.3333333,,,,,
3471,9026804,303101,,,107.3690073,2,,,,secondary,4,a,,"LINESTRING (-111.92558 33.65527,-111.92563 33.65527,-111.9259 33.65527,-111.92618 33.65527,-111.92674 33.65527)",3593,,,,,,41,0.15,4,,0.097654056,1343,,,1343,671.5,,,,,
3472,9040201,303900,,,13.45177666,3,,72,,primary,3,a,,"LINESTRING (-111.92549 33.6587,-111.9255 33.65858)",3594,,,,,,41,0.15,4,,0.012234634,2014,,,2014,671.3333333,,,,,
3473,302100,180100,,,31.91975734,4,,72,,primary,3,a,,"LINESTRING (-111.92546 33.65432,-111.92546 33.65403)",3597,,,,,,41,0.15,4,,0.029031597,2685,,,2685,671.25,,,,,
3474,303501,303601,,,70.98475663,6,,72,,primary,3,a,,"LINESTRING (-111.92523 33.65635,-111.92522 33.65692,-111.92522 33.65699)",3598,,,,,,41,0.15,4,,0.064561921,4028,,,4028,671.3333333,,,,,
3475,9041201,304301,,,62.73737514,3,,72,,primary,3,a,,"LINESTRING (-111.92525 33.66084,-111.92525 33.6614)",3599,,,,,,41,0.15,4,,0.057060779,2014,,,2014,671.3333333,,,,,
3476,302001,302200,,,28.63796199,5,,72,,primary,3,a,,"LINESTRING (-111.92525 33.65425,-111.92525 33.65451)",3600,,,,,,41,0.15,4,,0.026046745,3357,,,3357,671.4,,,,,
3477,301600,301800,,,53.32929482,3,,72,,primary,3,a,,"LINESTRING (-111.92525 33.6533,-111.92525 33.65378)",3601,,,,,,41,0.15,4,,0.048503959,2014,,,2014,671.3333333,,,,,
3478,303401,303300,,,22.58722443,4,,72,,primary,3,a,,"LINESTRING (-111.92547 33.65605,-111.92546 33.65584)",3602,,,,,,41,0.15,4,,0.02054349,2685,,,2685,671.25,,,,,
3479,9040102,303800,,,20.33791835,3,,72,,primary,3,a,,"LINESTRING (-111.92522 33.65769,-111.92522 33.65788)",3603,,,,,,41,0.15,4,,0.018497705,2014,,,2014,671.3333333,,,,,
3480,301701,146602,,,35.06854492,4,,72,,primary,3,a,,"LINESTRING (-111.92546 33.65363,-111.92546 33.65336,-111.92546 33.65331)",3604,,,,,,41,0.15,4,,0.031895477,2685,,,2685,671.25,,,,,
3481,301501,301600,,,48.07392555,4,,72,,primary,3,a,,"LINESTRING (-111.92525 33.65286,-111.92525 33.6533)",3605,,,,,,41,0.15,4,,0.043724106,2685,,,2685,671.25,,,,,
3482,301901,302001,,,8.215232217,3,,72,,primary,3,a,,"LINESTRING (-111.92525 33.65418,-111.92525 33.65425)",3607,,,,,,41,0.15,4,,0.007471902,2014,,,2014,671.3333333,,,,,
3483,304001,9041202,,,40.52816152,4,,72,,primary,3,a,,"LINESTRING (-111.92524 33.66008,-111.92525 33.66044)",3608,,,,,,41,0.15,4,,0.036861097,2685,,,2685,671.25,,,,,
3484,304201,304100,,,9.445892673,5,,72,,primary,3,a,,"LINESTRING (-111.92549 33.66019,-111.92549 33.6601)",3609,,,,,,41,0.15,4,,0.00859121,3357,,,3357,671.4,,,,,
3485,301800,301901,,,43.73879964,4,,72,,primary,3,a,,"LINESTRING (-111.92525 33.65378,-111.92525 33.65394,-111.92525 33.65418)",3610,,,,,,41,0.15,4,,0.03978123,2685,,,2685,671.25,,,,,
3486,304100,353000,,,80.27119645,6,,72,,primary,3,a,,"LINESTRING (-111.92549 33.6601,-111.92549 33.65938)",3611,,,,,,41,0.15,4,,0.073008107,4028,,,4028,671.3333333,,,,,
3487,180100,301701,,,44.9139825,3,,72,,primary,3,a,,"LINESTRING (-111.92546 33.65403,-111.92546 33.65372,-111.92546 33.65363)",3612,,,,,,41,0.15,4,,0.04085008,2014,,,2014,671.3333333,,,,,
3488,9040202,353100,,,54.86520039,3,,72,,primary,3,a,,"LINESTRING (-111.92521 33.65888,-111.92522 33.65938)",3613,,,,,,41,0.15,4,,0.049900893,2014,,,2014,671.3333333,,,,,
3489,303300,9026805,,,43.44940555,6,,72,,primary,3,a,,"LINESTRING (-111.92546 33.65584,-111.92546 33.65545)",3614,,,,,,41,0.15,4,,0.039518021,4028,,,4028,671.3333333,,,,,
3490,146602,301400,,,125.25296,3,,72,,primary,3,a,,"LINESTRING (-111.92546 33.65331,-111.92546 33.65314,-111.92547 33.65218)",3615,,,,,,41,0.15,4,,0.113919835,2014,,,2014,671.3333333,,,,,
3491,9041203,304201,,,30.1937687,3,,72,,primary,3,a,,"LINESTRING (-111.92548 33.66046,-111.92549 33.66035,-111.92549 33.66019)",3617,,,,,,41,0.15,4,,0.027461779,2014,,,2014,671.3333333,,,,,
3492,302200,9026806,,,43.67379957,6,,72,,primary,3,a,,"LINESTRING (-111.92525 33.65451,-111.92525 33.65491)",3618,,,,,,41,0.15,4,,0.039722112,4028,,,4028,671.3333333,,,,,
3493,9040103,353200,,,58.17430705,3,,72,,primary,3,a,,"LINESTRING (-111.9255 33.65752,-111.9255 33.65752,-111.9255 33.65747,-111.92549 33.65699)",3619,,,,,,41,0.15,4,,0.052910586,2014,,,2014,671.3333333,,,,,
3494,301400,9041101,,,44.92033264,5,,72,,primary,3,a,,"LINESTRING (-111.92547 33.65218,-111.92547 33.65177)",3620,,,,,,41,0.15,4,,0.040855856,3357,,,3357,671.4,,,,,
3495,101501,9034802,,,285.5670366,3,,72,,primary,3,a,,"LINESTRING (-111.92527 33.66173,-111.92519 33.6643,-111.92519 33.6643)",3621,,,,,,41,0.15,4,,0.259728391,2014,,,2014,671.3333333,,,,,
3496,9034803,101502,,,289.304005,2,,72,,primary,3,a,,"LINESTRING (-111.92532 33.66432,-111.92532 33.6643,-111.9254 33.66171)",3622,,,,,,41,0.15,4,,0.263127231,1343,,,1343,671.5,,,,,
3497,101503,304401,,,10.66994935,3,,72,,primary,3,a,,"LINESTRING (-111.92542 33.66149,-111.92547 33.66141)",3623,,,,,,41,0.15,4,,0.009704512,2014,,,2014,671.3333333,,,,,
3498,9026807,303501,,,105.9266824,3,,72,,primary,3,a,,"LINESTRING (-111.92525 33.65539,-111.92524 33.65609,-111.92523 33.65635)",3624,,,,,,41,0.15,4,,0.096342236,2014,,,2014,671.3333333,,,,,
3499,304502,173903,,,240.5253257,2,,72,,primary,3,a,,"LINESTRING (-111.92522 33.66541,-111.92522 33.66593,-111.92523 33.66743,-111.92523 33.66757)",3625,,,,,,41,0.15,4,,0.218762139,1343,,,1343,671.5,,,,,
3500,173904,304503,,,240.4195093,2,,72,,primary,3,a,,"LINESTRING (-111.92534 33.66757,-111.92534 33.66743,-111.92534 33.66593,-111.92533 33.6654)",3626,,,,,,41,0.15,4,,0.218665897,1343,,,1343,671.5,,,,,
3501,9041102,260401,,,83.00173994,3,,72,,primary,3,a,,"LINESTRING (-111.92547 33.65134,-111.92547 33.65132,-111.92547 33.65059)",3628,,,,,,41,0.15,4,,0.075491585,2014,,,2014,671.3333333,,,,,
3502,9041103,314200,,,35.30811647,3,,72,,primary,3,a,,"LINESTRING (-111.92526 33.65174,-111.92526 33.65206)",3630,,,,,,41,0.15,4,,0.032113371,2014,,,2014,671.3333333,,,,,
3503,59501,352800,,,468.5681456,1,,,,moto_1lane,11,a,,"LINESTRING (-111.93206 33.65946,-111.93184 33.65937,-111.93094 33.65913,-111.92726 33.65813)",3631,,,,,,71,0.15,4,,0.246098869,1704,,,1704,1704,,,,,
3504,89402,179702,,,2.830099915,1,,,,secondary,4,a,,"LINESTRING (-111.92356 33.65517,-111.92356 33.6552)",3633,,,,,,41,0.15,4,,0.002574027,671,,,671,671,,,,,
3505,179703,89403,,,2.830099915,1,,,,secondary,4,a,,"LINESTRING (-111.92363 33.65519,-111.92363 33.65517)",3634,,,,,,41,0.15,4,,0.002574027,671,,,671,671,,,,,
3506,303701,9040104,,,62.11627924,4,,,,motorway,1,f,,"LINESTRING (-111.9263 33.65787,-111.92566 33.65769)",3635,,,,,,71,0.15,4,,0.032624382,6817,,,6817,1704.25,,,,,
3507,305201,187900,,,49.38692247,4,,,,secondary,4,a,,"LINESTRING (-111.93138 33.65527,-111.93192 33.65527)",3636,,,,,,41,0.15,4,,0.0449183,2685,,,2685,671.25,,,,,
3508,147501,304900,,,136.386603,3,,,,secondary,4,a,,"LINESTRING (-111.93193 33.6551,-111.93045 33.65509)",3637,,,,,,41,0.15,4,,0.124046085,2014,,,2014,671.3333333,,,,,
3509,305101,305000,,,4.761289435,4,,,,secondary,4,a,,"LINESTRING (-111.93254 33.6551,-111.93248 33.6551)",3638,,,,,,41,0.15,4,,0.004330479,2685,,,2685,671.25,,,,,
3510,305300,305201,,,25.53918831,3,,,,secondary,4,a,,"LINESTRING (-111.93111 33.65527,-111.93138 33.65527)",3639,,,,,,41,0.15,4,,0.023228354,2014,,,2014,671.3333333,,,,,
3511,304900,304800,,,9.498568491,4,,,,secondary,4,a,,"LINESTRING (-111.93045 33.65509,-111.93035 33.65509)",3640,,,,,,41,0.15,4,,0.00863912,2685,,,2685,671.25,,,,,
3512,187900,305600,,,108.8770283,2,,,,secondary,4,a,,"LINESTRING (-111.93192 33.65527,-111.9331 33.65528)",3641,,,,,,41,0.15,4,,0.099025629,1343,,,1343,671.5,,,,,
3513,305401,305500,,,5.140648008,3,,,,secondary,4,a,,"LINESTRING (-111.92878 33.65527,-111.92884 33.65527)",3642,,,,,,41,0.15,4,,0.004675512,2014,,,2014,671.3333333,,,,,
3514,305600,305700,,,24.98943371,3,,,,secondary,4,a,,"LINESTRING (-111.9331 33.65528,-111.93337 33.65528)",3643,,,,,,41,0.15,4,,0.022728342,2014,,,2014,671.3333333,,,,,
3515,187700,305401,,,116.2001084,2,,,,secondary,4,a,,"LINESTRING (-111.92752 33.65527,-111.92878 33.65527)",3644,,,,,,41,0.15,4,,0.105686103,1343,,,1343,671.5,,,,,
3516,305000,147501,,,51.42682773,5,,,,secondary,4,a,,"LINESTRING (-111.93248 33.6551,-111.93193 33.6551)",3645,,,,,,41,0.15,4,,0.046773631,3357,,,3357,671.4,,,,,
3517,361201,360700,,,38.48505257,3,,,,secondary,4,a,,"LINESTRING (-111.9383 33.65574,-111.93868 33.65581,-111.93871 33.6558)",3646,,,,,,41,0.15,4,,0.035002852,2014,,,2014,671.3333333,,,,,
3518,305500,9038101,,,55.831845,4,,,,secondary,4,a,,"LINESTRING (-111.92884 33.65527,-111.92944 33.65527)",3647,,,,,,41,0.15,4,,0.050780074,2685,,,2685,671.25,,,,,
3519,304800,9034601,,,37.0136838,5,,,,secondary,4,a,,"LINESTRING (-111.93035 33.65509,-111.92995 33.65509)",3648,,,,,,41,0.15,4,,0.033664616,3357,,,3357,671.4,,,,,
3520,178500,178400,,,2.9,4,,,,motorway,1,f,,"LINESTRING (-111.94298 33.66131,-111.94295 33.66131)",3649,,,,,,71,0.15,4,,0.001523123,6817,,,6817,1704.25,,,,,
3521,179000,179200,,,2.9,4,,,,motorway,1,f,,"LINESTRING (-111.94242 33.66232,-111.94245 33.66233)",3650,,,,,,71,0.15,4,,0.001523123,6817,,,6817,1704.25,,,,,
3522,137301,304600,,,17.00739786,3,,64,,secondary,4,a,,"LINESTRING (-112.18681 33.671,-112.18681 33.67084)",3651,,,,,,41,0.15,4,,0.015468536,2014,,,2014,671.3333333,,,,,
3523,137101,333500,,,34.00989622,3,,64,,secondary,4,a,,"LINESTRING (-112.18667 33.66974,-112.18668 33.67005)",3652,,,,,,41,0.15,4,,0.030932616,2014,,,2014,671.3333333,,,,,
3524,304600,137200,,,21.70749737,4,,64,,secondary,4,a,,"LINESTRING (-112.18681 33.67084,-112.18681 33.67065)",3653,,,,,,41,0.15,4,,0.019743362,2685,,,2685,671.25,,,,,
3525,304701,9028900,,,26.00382037,3,,64,,secondary,4,a,,"LINESTRING (-112.18667 33.67212,-112.18667 33.67236)",3654,,,,,,41,0.15,4,,0.023650945,2014,,,2014,671.3333333,,,,,
3526,137501,9028901,,,24.37344208,3,,64,,secondary,4,a,,"LINESTRING (-112.1868 33.67292,-112.1868 33.6727)",3656,,,,,,41,0.15,4,,0.022168087,2014,,,2014,671.3333333,,,,,
3527,137700,333300,,,38.29425669,2,,64,,secondary,4,a,,"LINESTRING (-112.18678 33.67627,-112.18678 33.67592)",3657,,,,,,41,0.15,4,,0.03482932,1343,,,1343,671.5,,,,,
3528,9028902,333200,,,265.5746992,2,,64,,secondary,4,a,,"LINESTRING (-112.18667 33.67268,-112.18665 33.67507)",3658,,,,,,41,0.15,4,,0.241544998,1343,,,1343,671.5,,,,,
3529,333701,137000,,,30.62328778,3,,64,,secondary,4,a,,"LINESTRING (-112.18682 33.67013,-112.18682 33.66985)",3659,,,,,,41,0.15,4,,0.027852435,2014,,,2014,671.3333333,,,,,
3530,9028903,137301,,,152.9052287,2,,64,,secondary,4,a,,"LINESTRING (-112.1868 33.67238,-112.1868 33.67181,-112.18681 33.671)",3661,,,,,,41,0.15,4,,0.139070074,1343,,,1343,671.5,,,,,
3531,93100,304701,,,168.6150103,2,,64,,secondary,4,a,,"LINESTRING (-112.18668 33.6706,-112.18668 33.67132,-112.18668 33.67181,-112.18667 33.67212)",3662,,,,,,41,0.15,4,,0.153358405,1343,,,1343,671.5,,,,,
3532,137601,140100,,,8.337175675,2,,64,,secondary,4,a,,"LINESTRING (-112.18678 33.67552,-112.18678 33.67545)",3663,,,,,,41,0.15,4,,0.007582812,1343,,,1343,671.5,,,,,
3533,140100,137501,,,279.9214362,2,,64,,secondary,4,a,,"LINESTRING (-112.18678 33.67545,-112.1868 33.67292)",3664,,,,,,41,0.15,4,,0.254593615,1343,,,1343,671.5,,,,,
3534,140001,10900,,,11.12081036,2,,64,,secondary,4,a,,"LINESTRING (-112.18665 33.67543,-112.18665 33.67553)",3665,,,,,,41,0.15,4,,0.010114578,1343,,,1343,671.5,,,,,
3535,10900,136000,,,81.16240345,2,,64,,secondary,4,a,,"LINESTRING (-112.18665 33.67553,-112.18664 33.67627)",3666,,,,,,41,0.15,4,,0.073818676,1343,,,1343,671.5,,,,,
3536,187102,307802,,,2.741348972,1,,72,,secondary,4,a,,"LINESTRING (-111.97073 33.66805,-111.9707 33.66804)",3667,,,,,,41,0.15,4,,0.002493307,671,,,671,671,,,,,
3537,307803,187103,,,2.741348972,2,,72,,secondary,4,a,,"LINESTRING (-111.97067 33.66811,-111.9707 33.66812)",3668,,,,,,41,0.15,4,,0.002493307,1343,,,1343,671.5,,,,,
3538,57802,187202,,,28.8706384,1,,72,,secondary,4,a,,"LINESTRING (-111.97132 33.6682,-111.97129 33.66819,-111.97102 33.66812)",3669,,,,,,41,0.15,4,,0.026258368,671,,,671,671,,,,,
3539,187203,57803,,,20.63277947,2,,72,,secondary,4,a,,"LINESTRING (-111.97104 33.66821,-111.97125 33.66826)",3670,,,,,,41,0.15,4,,0.018765887,1343,,,1343,671.5,,,,,
3540,307000,9032502,,,79.50311543,4,,,,secondary,4,a,,"LINESTRING (-111.95892 33.6637,-111.95978 33.6637)",3671,,,,,,41,0.15,4,,0.072309523,2685,,,2685,671.25,,,,,
3541,362401,171800,,,22.36003238,2,,,,secondary,4,a,,"LINESTRING (-111.96256 33.6637,-111.96278 33.6637,-111.9628 33.66369)",3672,,,,,,41,0.15,4,,0.020336854,1343,,,1343,671.5,,,,,
3542,306800,9032503,,,79.37383161,4,,,,secondary,4,a,,"LINESTRING (-111.96121 33.66351,-111.96035 33.6635)",3673,,,,,,41,0.15,4,,0.072191937,2685,,,2685,671.25,,,,,
3543,307102,171801,,,30.61239003,2,,,,secondary,4,a,,"LINESTRING (-111.96338 33.66371,-111.96317 33.66366,-111.96306 33.66364)",3674,,,,,,41,0.15,4,,0.027842523,1343,,,1343,671.5,,,,,
3544,171802,307103,,,38.11754739,1,,,,secondary,4,a,,"LINESTRING (-111.963 33.66371,-111.96315 33.66374,-111.9634 33.66379)",3675,,,,,,41,0.15,4,,0.0346686,671,,,671,671,,,,,
3545,306701,174001,,,66.2480583,3,,,,secondary,4,a,,"LINESTRING (-111.95671 33.66348,-111.95658 33.66347,-111.956 33.66338)",3676,,,,,,41,0.15,4,,0.060253809,2014,,,2014,671.3333333,,,,,
3546,306601,174101,,,78.94719601,3,,,,secondary,4,a,,"LINESTRING (-111.95473 33.6632,-111.95498 33.6633,-111.95546 33.66345,-111.95553 33.66346)",3677,,,,,,41,0.15,4,,0.071803904,2014,,,2014,671.3333333,,,,,
3547,9032504,306701,,,289.0605423,2,,,,secondary,4,a,,"LINESTRING (-111.95982 33.6635,-111.95759 33.66351,-111.95695 33.6635,-111.95671 33.66348)",3678,,,,,,41,0.15,4,,0.262905797,1343,,,1343,671.5,,,,,
3548,362601,306601,,,182.2856305,2,,,,secondary,4,a,,"LINESTRING (-111.95319 33.6622,-111.95371 33.66265,-111.95397 33.66283,-111.95425 33.663,-111.9546 33.66315,-111.95473 33.6632)",3679,,,,,,41,0.15,4,,0.165792082,1343,,,1343,671.5,,,,,
3549,306201,166900,,,66.95519939,4,,64,,secondary,4,a,,"LINESTRING (-111.96017 33.65795,-111.96017 33.65734)",3680,,,,,,41,0.15,4,,0.060896966,2685,,,2685,671.25,,,,,
3550,306101,174500,,,56.54478657,4,,64,,secondary,4,a,,"LINESTRING (-111.96004 33.65683,-111.96004 33.65734)",3681,,,,,,41,0.15,4,,0.051428507,2685,,,2685,671.25,,,,,
3551,9039901,336100,,,43.16601243,3,,64,,secondary,4,a,,"LINESTRING (-111.96019 33.66722,-111.96019 33.66683)",3682,,,,,,41,0.15,4,,0.03926027,2014,,,2014,671.3333333,,,,,
3552,174500,306300,,,150.3531127,2,,64,,secondary,4,a,,"LINESTRING (-111.96004 33.65734,-111.96004 33.6587)",3683,,,,,,41,0.15,4,,0.136748878,1343,,,1343,671.5,,,,,
3553,9040001,307900,,,10.91824679,5,,,,secondary,4,a,,"LINESTRING (-111.96021 33.66841,-111.96021 33.66831)",3684,,,,,,41,0.15,4,,0.009930343,3357,,,3357,671.4,,,,,
3554,308101,9040002,,,57.41652354,5,,,,secondary,4,a,,"LINESTRING (-111.96021 33.66925,-111.96021 33.66873)",3685,,,,,,41,0.15,4,,0.052221368,3357,,,3357,671.4,,,,,
3555,306000,306101,,,10.32181485,3,,64,,secondary,4,a,,"LINESTRING (-111.96005 33.65674,-111.96004 33.65683)",3686,,,,,,41,0.15,4,,0.009387878,2014,,,2014,671.3333333,,,,,
3556,166900,305900,,,87.42213373,2,,64,,secondary,4,a,,"LINESTRING (-111.96017 33.65734,-111.96017 33.65655)",3688,,,,,,41,0.15,4,,0.079512014,1343,,,1343,671.5,,,,,
3557,305801,174401,,,34.64573744,3,,64,,secondary,4,a,,"LINESTRING (-111.95986 33.65562,-111.9599 33.65572,-111.95995 33.65592)",3689,,,,,,41,0.15,4,,0.031510926,2014,,,2014,671.3333333,,,,,
3558,307201,9032505,,,80.18243269,4,,64,,secondary,4,a,,"LINESTRING (-111.96018 33.66456,-111.96017 33.66384)",3690,,,,,,41,0.15,4,,0.072927374,2685,,,2685,671.25,,,,,
3559,306500,9032506,,,80.55859676,3,,64,,secondary,4,a,,"LINESTRING (-111.95999 33.66265,-111.95996 33.66338)",3691,,,,,,41,0.15,4,,0.073269502,2014,,,2014,671.3333333,,,,,
3560,306300,174601,,,43.527054,4,,64,,secondary,4,a,,"LINESTRING (-111.96004 33.6587,-111.96004 33.6591)",3692,,,,,,41,0.15,4,,0.039588644,2685,,,2685,671.25,,,,,
3561,306400,9037600,,,40.84388726,4,,64,,secondary,4,a,,"LINESTRING (-111.96017 33.65986,-111.96017 33.65949)",3693,,,,,,41,0.15,4,,0.037148255,2685,,,2685,671.25,,,,,
3562,305900,171501,,,59.40125725,3,,64,,secondary,4,a,,"LINESTRING (-111.96017 33.65655,-111.96017 33.65648,-111.96011 33.65602)",3694,,,,,,41,0.15,4,,0.054026519,2014,,,2014,671.3333333,,,,,
3563,9037601,306201,,,131.1910589,2,,64,,secondary,4,a,,"LINESTRING (-111.96017 33.65913,-111.96017 33.65795)",3695,,,,,,41,0.15,4,,0.119320644,1343,,,1343,671.5,,,,,
