measurement_id,measurement_type,from_node_id,to_node_id,count1,upper_bound_flag1,lanes,free_speed,VCratio,TTI,link_type_name,link_type_code,allowed_link_type_code,blocked_link_type_code,geometry
23696AB,link,75500,128300,3455.600098,0,4,70,0.496209,-1,motorway,f,f,a,"LINESTRING (-112.112280 33.684150,-112.112290 33.684980,)"
24729AB,link,9036102,53201,3264.5625,0,3,70,0.625036,-1,motorway,f,f,a,"LINESTRING (-112.114000 33.640140,-112.114090 33.640850,)"
24777AB,link,51801,82101,4456.25,0,5,70,0.511918,-1,motorway,f,f,a,"LINESTRING (-112.099350 33.669580,-112.100290 33.669450,)"
24779AB,link,77701,4000,3953.958496,0,5,70,0.454217,-1,motorway,f,f,a,"LINESTRING (-112.126610 33.668860,-112.127550 33.668860,)"
24782AB,link,328200,328101,2812.5,0,4,70,0.403863,-1,motorway,f,f,a,"LINESTRING (-112.115730 33.668630,-112.114090 33.668630,)"
25199AB,link,50902,73300,5356.71875,0,5,70,0.615361,-1,motorway,f,f,a,"LINESTRING (-112.099250 33.669350,-112.091850 33.669400,)"
