name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,0,13365855,,,,,motorway,0,-112.0326826,33.4619887,,,
,1,41202304,,,,,motorway,0,-112.038549,33.4271011,,,
,2,41229681,motorway_junction,,,,motorway,0,-112.0375606,33.4521749,,,
,3,41229682,,,,,motorway,0,-112.0376398,33.4511865,,,
,4,41231025,motorway_junction,,,,motorway,0,-112.0233766,33.4621877,,,
,5,41245666,motorway_junction,,,,motorway,0,-112.0897014,33.4613644,,,
,6,41245668,,,,,motorway,0,-112.0855491,33.4606966,,,
,7,41245670,,,,,motorway,1,-112.0827319,33.4598915,,,
,8,41245671,,,,,motorway,0,-112.0763324,33.4614167,,,
,9,41246505,motorway_junction,,,,motorway,0,-112.0428387,33.427265,,,
,10,41291704,,,,,motorway,0,-112.0781238,33.4288325,,,
,11,41293655,,,,,motorway,0,-112.0386118,33.4805128,,,
,12,41327616,,,,,motorway,0,-112.0376052,33.4430163,,,
,13,41372287,,,,,motorway,0,-112.0855674,33.4295022,,,
,14,41372290,,,,,motorway,1,-112.0831125,33.4289757,,,
,15,41400822,,,,,motorway,0,-112.0947562,33.429185,,,
,16,41408683,,,,,motorway,1,-112.098958,33.4285682,,,
,17,41420201,,,,,motorway,0,-112.0366106,33.4280243,,,
,18,41423932,,,,,motorway,0,-112.0267372,33.4623736,,,
,19,41440516,traffic_signals,,signal,,motorway,0,-112.0477749,33.4615728,,,
,20,41455460,,,,,motorway,1,-112.0660788,33.4292176,,,
,21,41478003,,,,,motorway,1,-112.0496659,33.4278025,,,
,22,41609369,,,,,motorway,0,-112.0366356,33.4622066,,,
,23,41613416,,,signal,,motorway,0,-112.0382961,33.4624396,,,
,24,41673234,,,,,motorway,1,-112.030243,33.4604182,,,
,25,41674500,,,,,motorway,1,-112.0815486,33.4288387,,,
,26,41674541,,,,,motorway,1,-112.0815418,33.4296348,,,
,27,42313423,,,signal,,motorway,0,-112.0353536,33.4621638,,,
,28,42320970,motorway_junction,,,,motorway,0,-112.037088,33.4477204,,,
,29,42405310,,,,,motorway,0,-112.037847,33.4327744,,,
,30,42405316,motorway_junction,,,,motorway,0,-112.037754,33.4303726,,,
,31,42405320,,,,,motorway,0,-112.030849,33.4265637,,,
,32,42405402,,,,,motorway,0,-112.0375829,33.4415341,,,
,33,42405452,motorway_junction,,,,motorway,0,-112.0472522,33.4618543,,,
,34,42405464,,,,,motorway,0,-112.0609567,33.4617401,,,
,35,42406995,,,,,motorway,0,-112.0655098,33.4288086,,,
,36,42407005,,,,,motorway,0,-112.087053,33.4296235,,,
,37,42630948,motorway_junction,,,,motorway,0,-112.0382178,33.4655387,,,
,38,42630954,motorway_junction,,,,motorway,0,-112.0382399,33.4647462,,,
,39,42631003,,,,,motorway,0,-112.0390948,33.48256,,,
,40,147418863,,,,,motorway,0,-112.0381994,33.4781847,,,
,41,147418931,,,,,motorway,0,-112.0384556,33.4695946,,,
,42,147418977,motorway_junction,,,,motorway,0,-112.0384484,33.4738749,,,
,43,147419079,,,,,motorway,0,-112.0372552,33.4619215,,,
,44,156226098,,,,,motorway,0,-112.0318863,33.4622899,,,
,45,156226108,motorway_junction,,,,motorway,0,-112.0338147,33.462523,,,
,46,156226146,,,,,motorway,0,-112.0379308,33.4650035,,,
,47,156226159,,,,,motorway,0,-112.0380006,33.4655555,,,
,48,156226199,,,,,motorway,0,-112.0417055,33.4624668,,,
,49,156226261,motorway_junction,,,,motorway,0,-112.0289859,33.462512,,,
,50,158202553,,,,,motorway,1,-112.0393623,33.4820434,,,
,51,193067222,,,,,motorway,1,-112.0389171,33.4835556,,,
,52,193067232,,,,,motorway,0,-112.039334,33.4834411,,,
,53,193067334,,,,,motorway,0,-112.0387114,33.4738762,,,
,54,193496900,motorway_junction,,,,motorway,0,-112.0242004,33.4246597,,,
,55,193496935,,,,,motorway,0,-112.0307998,33.4268352,,,
,56,193496965,,,,,motorway,0,-112.0350742,33.4278667,,,
,57,193496995,,,,,motorway,0,-112.0379238,33.4276662,,,
,58,193497036,,,,,motorway,0,-112.0364647,33.4283037,,,
,59,193497046,,,,,motorway,0,-112.0369453,33.4289197,,,
,60,193497068,,,,,motorway,0,-112.0373316,33.4312047,,,
,61,193497076,motorway_junction,,,,motorway,0,-112.0284441,33.4264391,,,
,62,193497148,,,,,motorway,0,-112.0373831,33.4375079,,,
,63,193497168,,,,,motorway,0,-112.0371172,33.4415377,,,
,64,194537898,,,,,motorway,1,-112.0388365,33.482552,,,
,65,194785651,,,,,motorway,0,-112.0370406,33.4565008,,,
