node_id,x_coord,y_coord,meso_link_id,lane_no,activity_type,is_boundary
106,-112.08569,33.4607,2,2,,0
107,-112.08561,33.46072,2,1,,0
108,-112.08561,33.46069,2,2,,0
109,-112.08555,33.46071,2,1,,0
110,-112.08555,33.46068,2,2,,0
111,-112.08805,33.46111,2,1,,0
112,-112.08805,33.46108,2,2,,0
114,-112.07875,33.42906,3,1,,0
115,-112.07881,33.42909,3,1,,0
118,-112.07898,33.42914,3,1,,0
121,-112.07917,33.42916,3,1,,0
122,-112.07924,33.42917,3,1,,0
123,-112.07932,33.42918,3,1,,0
124,-112.07939,33.4292,3,1,,0
125,-112.07947,33.42921,3,1,,0
128,-112.07961,33.42923,3,1,,0
129,-112.07969,33.42925,3,1,,0
130,-112.07976,33.42926,3,1,,0
131,-112.07983,33.42927,3,1,,0
134,-112.07998,33.4293,3,1,,0
135,-112.08005,33.42931,3,1,,0
136,-112.08013,33.42932,3,1,,0
137,-112.0802,33.42934,3,1,,0
138,-112.08028,33.42935,3,1,,0
139,-112.08035,33.42936,3,1,,0
142,-112.08052,33.42939,3,1,,0
143,-112.08059,33.42941,3,1,,0
144,-112.08067,33.42942,3,1,,0
145,-112.08074,33.42943,3,1,,0
148,-112.08092,33.42947,3,1,,0
149,-112.08099,33.42948,3,1,,0
152,-112.08114,33.4295,3,1,,0
153,-112.08122,33.42951,3,1,,0
156,-112.08135,33.42953,3,1,,0
159,-112.08148,33.42959,3,1,,0
160,-112.07891,33.42913,3,1,,0
161,-112.07909,33.42915,3,1,,0
162,-112.07954,33.42922,3,1,,0
163,-112.07991,33.42929,3,1,,0
164,-112.08045,33.42938,3,1,,0
165,-112.08084,33.42945,3,1,,0
166,-112.08107,33.42949,3,1,,0
167,-112.08127,33.42952,3,1,,0
168,-112.08142,33.42954,3,1,,0
169,-112.08146,33.42884,4,1,motorway,1
170,-112.08139,33.42884,4,1,,0
171,-112.08131,33.42884,4,1,,0
172,-112.08124,33.42884,4,1,,0
173,-112.08116,33.42884,4,1,,0
174,-112.08109,33.42884,4,1,,0
177,-112.08097,33.42884,4,1,,0
178,-112.08089,33.42884,4,1,,0
179,-112.08082,33.42884,4,1,,0
180,-112.08074,33.42884,4,1,,0
181,-112.08066,33.42883,4,1,,0
182,-112.08059,33.42883,4,1,,0
183,-112.08051,33.42883,4,1,,0
184,-112.08044,33.42883,4,1,,0
185,-112.08036,33.42883,4,1,,0
186,-112.08029,33.42883,4,1,,0
187,-112.08021,33.42883,4,1,,0
188,-112.08014,33.42883,4,1,,0
189,-112.08006,33.42883,4,1,,0
190,-112.07999,33.42883,4,1,,0
191,-112.07991,33.42883,4,1,,0
194,-112.07976,33.42882,4,1,,0
195,-112.07968,33.42882,4,1,,0
196,-112.07961,33.42882,4,1,,0
197,-112.07953,33.42882,4,1,,0
198,-112.07946,33.42882,4,1,,0
199,-112.07938,33.42881,4,1,,0
200,-112.07931,33.42881,4,1,,0
201,-112.07923,33.42881,4,1,,0
202,-112.07916,33.42881,4,1,,0
203,-112.07908,33.42881,4,1,,0
204,-112.07901,33.42881,4,1,,0
205,-112.07893,33.4288,4,1,,0
206,-112.07886,33.4288,4,1,,0
207,-112.07878,33.4288,4,1,,0
210,-112.07866,33.4288,4,1,,0
211,-112.07859,33.42881,4,1,,0
212,-112.07851,33.42881,4,1,,0
213,-112.07844,33.42882,4,1,,0
214,-112.07836,33.42882,4,1,,0
215,-112.07829,33.42882,4,1,,0
216,-112.07821,33.42883,4,1,,0
218,-112.08104,33.42884,4,1,,0
219,-112.07983,33.42883,4,1,,0
220,-112.07874,33.4288,4,1,,0
222,-112.06669,33.46162,5,2,,0
223,-112.06661,33.46165,5,1,,0
224,-112.06662,33.46162,5,2,,0
269,-112.06562,33.46188,5,1,,0
270,-112.0656,33.46186,5,2,,0
271,-112.06652,33.46164,5,1,,0
272,-112.06652,33.46161,5,2,,0
273,-112.06641,33.46164,5,1,,0
274,-112.06641,33.46161,5,2,,0
275,-112.06633,33.46165,5,1,,0
276,-112.06633,33.46162,5,2,,0
277,-112.06625,33.46166,5,1,,0
278,-112.06624,33.46162,5,2,,0
279,-112.06617,33.46167,5,1,,0
280,-112.06617,33.46164,5,2,,0
281,-112.0661,33.46168,5,1,,0
282,-112.06609,33.46165,5,2,,0
283,-112.06604,33.4617,5,1,,0
284,-112.06602,33.46167,5,2,,0
285,-112.06596,33.46172,5,1,,0
286,-112.06594,33.46169,5,2,,0
287,-112.06586,33.46176,5,1,,0
288,-112.06584,33.46173,5,2,,0
289,-112.06579,33.46179,5,1,,0
290,-112.06577,33.46176,5,2,,0
291,-112.06571,33.46183,5,1,,0
292,-112.06569,33.4618,5,2,,0
294,-112.03771,33.44404,6,1,,0
295,-112.0377,33.44398,6,1,,0
298,-112.03769,33.44384,6,1,,0
299,-112.03768,33.44377,6,1,,0
300,-112.03767,33.44371,6,1,,0
303,-112.03766,33.44358,6,1,,0
304,-112.03765,33.44352,6,1,,0
305,-112.03765,33.44346,6,1,,0
306,-112.03764,33.44339,6,1,,0
307,-112.03763,33.44333,6,1,,0
308,-112.03763,33.44327,6,1,,0
309,-112.03762,33.44321,6,1,,0
310,-112.03762,33.44314,6,1,,0
311,-112.03761,33.44308,6,1,,0
313,-112.03769,33.4439,6,1,,0
314,-112.03766,33.44365,6,1,,0
315,-112.09887,33.42858,7,1,motorway,1
316,-112.0988,33.4286,7,1,,0
317,-112.09873,33.42861,7,1,,0
318,-112.09865,33.42862,7,1,,0
319,-112.09858,33.42863,7,1,,0
320,-112.0985,33.42865,7,1,,0
321,-112.09843,33.42866,7,1,,0
322,-112.09836,33.42867,7,1,,0
325,-112.09823,33.42869,7,1,,0
326,-112.09815,33.4287,7,1,,0
327,-112.09808,33.42871,7,1,,0
328,-112.09801,33.42872,7,1,,0
329,-112.09793,33.42873,7,1,,0
330,-112.09786,33.42874,7,1,,0
331,-112.09778,33.42875,7,1,,0
332,-112.09771,33.42876,7,1,,0
333,-112.09763,33.42877,7,1,,0
334,-112.09756,33.42878,7,1,,0
335,-112.09748,33.42879,7,1,,0
336,-112.09741,33.4288,7,1,,0
337,-112.09734,33.42881,7,1,,0
338,-112.09726,33.42882,7,1,,0
339,-112.09719,33.42883,7,1,,0
340,-112.09711,33.42883,7,1,,0
341,-112.09704,33.42884,7,1,,0
342,-112.09696,33.42885,7,1,,0
343,-112.09689,33.42886,7,1,,0
344,-112.09681,33.42887,7,1,,0
345,-112.09674,33.42888,7,1,,0
346,-112.09667,33.42889,7,1,,0
347,-112.09659,33.4289,7,1,,0
348,-112.09652,33.42891,7,1,,0
349,-112.09644,33.42892,7,1,,0
350,-112.09637,33.42893,7,1,,0
351,-112.09629,33.42894,7,1,,0
352,-112.09621,33.42895,7,1,,0
353,-112.0983,33.42868,7,1,,0
355,-112.05285,33.46183,8,1,,0
356,-112.05278,33.46182,8,1,,0
357,-112.0527,33.46181,8,1,,0
358,-112.05263,33.4618,8,1,,0
359,-112.05255,33.46179,8,1,,0
360,-112.05248,33.46178,8,1,,0
361,-112.0524,33.46178,8,1,,0
362,-112.05233,33.46177,8,1,,0
365,-112.05218,33.46176,8,1,,0
366,-112.05211,33.46176,8,1,,0
367,-112.05203,33.46175,8,1,,0
370,-112.05184,33.46175,8,1,,0
371,-112.05177,33.46175,8,1,,0
372,-112.05169,33.46174,8,1,,0
375,-112.05152,33.46174,8,1,,0
376,-112.05145,33.46173,8,1,,0
377,-112.05137,33.46173,8,1,,0
378,-112.0513,33.46173,8,1,,0
379,-112.05122,33.46172,8,1,,0
382,-112.05108,33.46171,8,1,,0
383,-112.05101,33.46171,8,1,,0
384,-112.05093,33.4617,8,1,,0
385,-112.05086,33.4617,8,1,,0
386,-112.05078,33.46169,8,1,,0
387,-112.05071,33.46169,8,1,,0
390,-112.05054,33.46167,8,1,,0
391,-112.05226,33.46176,8,1,,0
392,-112.05192,33.46175,8,1,,0
393,-112.0516,33.46174,8,1,,0
394,-112.05116,33.46172,8,1,,0
395,-112.05065,33.46168,8,1,,0
397,-112.02899,33.46253,9,2,,0
398,-112.02906,33.46248,9,1,,0
399,-112.02906,33.46252,9,2,,0
400,-112.02913,33.46247,9,1,,0
401,-112.02914,33.4625,9,2,,0
402,-112.02921,33.46246,9,1,,0
403,-112.02921,33.46249,9,2,,0
404,-112.02928,33.46245,9,1,,0
405,-112.02929,33.46248,9,2,,0
410,-112.02944,33.46242,9,1,,0
411,-112.02945,33.46245,9,2,,0
416,-112.02959,33.46239,9,1,,0
417,-112.0296,33.46242,9,2,,0
422,-112.02974,33.46236,9,1,,0
423,-112.02975,33.46239,9,2,,0
428,-112.02988,33.46231,9,1,,0
429,-112.02989,33.46234,9,2,,0
434,-112.03003,33.46224,9,1,,0
435,-112.03005,33.46226,9,2,,0
440,-112.03013,33.46217,9,1,,0
441,-112.03016,33.4622,9,2,,0
442,-112.03017,33.46215,9,1,,0
443,-112.03019,33.46217,9,2,,0
444,-112.02937,33.46244,9,1,,0
445,-112.02938,33.46247,9,2,,0
446,-112.02952,33.46241,9,1,,0
447,-112.02953,33.46244,9,2,,0
448,-112.02967,33.46238,9,1,,0
449,-112.02968,33.46241,9,2,,0
450,-112.02981,33.46234,9,1,,0
451,-112.02982,33.46237,9,2,,0
452,-112.02996,33.46227,9,1,,0
453,-112.02998,33.4623,9,2,,0
454,-112.03008,33.46221,9,1,,0
455,-112.0301,33.46224,9,2,,0
458,-112.03705,33.44908,10,1,,0
459,-112.03701,33.44908,10,2,,0
460,-112.03704,33.44915,10,1,,0
461,-112.03701,33.44914,10,2,,0
462,-112.03704,33.44921,10,1,,0
463,-112.037,33.44921,10,2,,0
468,-112.03703,33.44932,10,1,,0
469,-112.037,33.44932,10,2,,0
470,-112.03703,33.44938,10,1,,0
471,-112.03699,33.44938,10,2,,0
472,-112.03702,33.44945,10,1,,0
473,-112.03698,33.44944,10,2,,0
474,-112.03702,33.44951,10,1,,0
475,-112.03698,33.44951,10,2,,0
476,-112.03701,33.44957,10,1,,0
477,-112.03697,33.44957,10,2,,0
478,-112.037,33.44964,10,1,,0
479,-112.03697,33.44963,10,2,,0
480,-112.037,33.4497,10,1,,0
481,-112.03696,33.4497,10,2,,0
486,-112.03698,33.44984,10,1,,0
487,-112.03694,33.44984,10,2,,0
488,-112.03697,33.4499,10,1,,0
489,-112.03694,33.4499,10,2,,0
490,-112.03696,33.44996,10,1,,0
491,-112.03693,33.44996,10,2,,0
492,-112.03696,33.45003,10,1,,0
493,-112.03692,33.45002,10,2,,0
494,-112.03695,33.45009,10,1,,0
495,-112.03691,33.45009,10,2,,0
496,-112.03694,33.45015,10,1,,0
497,-112.0369,33.45015,10,2,,0
498,-112.03693,33.45022,10,1,,0
499,-112.03689,33.45021,10,2,,0
500,-112.03692,33.45028,10,1,,0
501,-112.03688,33.45027,10,2,,0
502,-112.03691,33.45034,10,1,,0
503,-112.03687,33.45034,10,2,,0
508,-112.03689,33.45048,10,1,,0
509,-112.03685,33.45047,10,2,,0
510,-112.03688,33.45054,10,1,,0
511,-112.03685,33.45053,10,2,,0
512,-112.03688,33.4506,10,1,,0
513,-112.03684,33.4506,10,2,,0
514,-112.03687,33.45066,10,1,,0
515,-112.03683,33.45066,10,2,,0
516,-112.03686,33.45073,10,1,,0
517,-112.03682,33.45072,10,2,,0
518,-112.03685,33.45079,10,1,,0
519,-112.03681,33.45079,10,2,,0
520,-112.03684,33.45085,10,1,,0
521,-112.03681,33.45085,10,2,,0
522,-112.03684,33.45091,10,1,,0
523,-112.0368,33.45091,10,2,,0
524,-112.03683,33.45098,10,1,,0
525,-112.03679,33.45097,10,2,,0
526,-112.03682,33.45104,10,1,,0
527,-112.03678,33.45104,10,2,,0
528,-112.03681,33.4511,10,1,,0
529,-112.03677,33.4511,10,2,,0
530,-112.0368,33.45117,10,1,,0
531,-112.03677,33.45116,10,2,,0
532,-112.03704,33.44926,10,1,,0
533,-112.037,33.44926,10,2,,0
534,-112.03699,33.44978,10,1,,0
535,-112.03695,33.44977,10,2,,0
536,-112.0369,33.45041,10,1,,0
537,-112.03686,33.45041,10,2,,0
538,-112.03895,33.48349,11,1,motorway,1
552,-112.03897,33.48344,11,1,,0
553,-112.039,33.48341,11,1,,0
554,-112.03905,33.48337,11,1,,0
555,-112.0391,33.48335,11,1,,0
556,-112.03917,33.48334,11,1,,0
557,-112.03926,33.48337,11,1,,0
558,-112.04128,33.48573,12,1,motorway,1
559,-112.04125,33.48566,12,1,,0
560,-112.02855,33.42651,13,1,motorway,0
561,-112.02854,33.42654,13,2,,0
562,-112.02862,33.42653,13,1,,0
563,-112.02861,33.42656,13,2,,0
564,-112.02869,33.42656,13,1,,0
565,-112.02868,33.42658,13,2,,0
566,-112.02876,33.42658,13,1,,0
567,-112.02875,33.42661,13,2,,0
568,-112.02883,33.4266,13,1,,0
569,-112.02882,33.42663,13,2,,0
570,-112.0289,33.42663,13,1,,0
571,-112.02889,33.42666,13,2,,0
572,-112.02897,33.42665,13,1,,0
573,-112.02896,33.42668,13,2,,0
574,-112.02904,33.42667,13,1,,0
575,-112.02903,33.4267,13,2,,0
580,-112.02919,33.42672,13,1,,0
581,-112.02918,33.42675,13,2,,0
582,-112.02926,33.42674,13,1,,0
583,-112.02925,33.42677,13,2,,0
584,-112.02933,33.42676,13,1,,0
585,-112.02932,33.42679,13,2,,0
586,-112.0294,33.42678,13,1,,0
587,-112.02939,33.42681,13,2,,0
588,-112.02947,33.4268,13,1,,0
589,-112.02946,33.42683,13,2,,0
594,-112.02959,33.42682,13,1,,0
595,-112.02958,33.42685,13,2,,0
596,-112.02966,33.42684,13,1,,0
597,-112.02966,33.42687,13,2,,0
598,-112.02974,33.42686,13,1,,0
599,-112.02973,33.42689,13,2,,0
600,-112.02981,33.42687,13,1,,0
601,-112.0298,33.4269,13,2,,0
602,-112.02989,33.42689,13,1,,0
603,-112.02988,33.42692,13,2,,0
604,-112.02912,33.4267,13,1,,0
605,-112.0291,33.42673,13,2,,0
606,-112.02952,33.42681,13,1,,0
607,-112.02951,33.42684,13,2,,0
608,-112.02991,33.42683,14,1,motorway,0
609,-112.02992,33.4268,14,2,,0
610,-112.02983,33.42681,14,1,,0
611,-112.02984,33.42678,14,2,,0
612,-112.02976,33.4268,14,1,,0
613,-112.02977,33.42677,14,2,,0
614,-112.02969,33.42678,14,1,,0
615,-112.0297,33.42675,14,2,,0
616,-112.02961,33.42676,14,1,,0
617,-112.02962,33.42673,14,2,,0
622,-112.02947,33.42673,14,1,,0
623,-112.02948,33.4267,14,2,,0
624,-112.0294,33.42671,14,1,,0
625,-112.02941,33.42668,14,2,,0
626,-112.02933,33.42669,14,1,,0
627,-112.02934,33.42666,14,2,,0
628,-112.02925,33.42667,14,1,,0
629,-112.02927,33.42664,14,2,,0
630,-112.02918,33.42665,14,1,,0
631,-112.02919,33.42662,14,2,,0
636,-112.02907,33.42662,14,1,,0
637,-112.02908,33.42659,14,2,,0
638,-112.029,33.42659,14,1,,0
639,-112.02901,33.42656,14,2,,0
640,-112.02893,33.42657,14,1,,0
641,-112.02894,33.42654,14,2,,0
642,-112.02886,33.42655,14,1,,0
643,-112.02888,33.42652,14,2,,0
644,-112.02879,33.42652,14,1,,0
645,-112.02881,33.42649,14,2,,0
646,-112.02872,33.4265,14,1,,0
647,-112.02874,33.42647,14,2,,0
648,-112.02865,33.42647,14,1,,0
649,-112.02867,33.42645,14,2,,0
650,-112.02858,33.42645,14,1,,0
651,-112.02859,33.42642,14,2,,0
652,-112.02954,33.42675,14,1,,0
653,-112.02955,33.42672,14,2,,0
654,-112.02914,33.42664,14,1,,0
655,-112.02915,33.42661,14,2,,0
657,-112.03844,33.47394,15,1,,0
658,-112.03843,33.474,15,1,,0
659,-112.03842,33.47406,15,1,,0
660,-112.03841,33.47413,15,1,,0
661,-112.0384,33.47419,15,1,,0
662,-112.03839,33.47425,15,1,,0
665,-112.03838,33.47436,15,1,,0
666,-112.03838,33.47442,15,1,,0
667,-112.03838,33.47448,15,1,,0
668,-112.03837,33.47455,15,1,,0
669,-112.03837,33.47461,15,1,,0
670,-112.03837,33.47467,15,1,,0
673,-112.03837,33.47479,15,1,,0
674,-112.03836,33.47485,15,1,,0
675,-112.03836,33.47491,15,1,,0
676,-112.03835,33.47498,15,1,,0
677,-112.03835,33.47504,15,1,,0
678,-112.03834,33.4751,15,1,,0
681,-112.03833,33.47521,15,1,,0
682,-112.03832,33.47527,15,1,,0
683,-112.03831,33.47533,15,1,,0
684,-112.0383,33.4754,15,1,,0
685,-112.03829,33.47546,15,1,,0
686,-112.03828,33.47552,15,1,,0
689,-112.03827,33.47565,15,1,,0
690,-112.03826,33.47571,15,1,,0
691,-112.03825,33.47577,15,1,,0
692,-112.03824,33.47584,15,1,,0
693,-112.03823,33.4759,15,1,,0
694,-112.03822,33.47596,15,1,,0
695,-112.03821,33.47602,15,1,,0
696,-112.0382,33.47609,15,1,,0
699,-112.03818,33.47621,15,1,,0
700,-112.03818,33.47628,15,1,,0
701,-112.03817,33.47634,15,1,,0
702,-112.03816,33.4764,15,1,,0
703,-112.03815,33.47646,15,1,,0
704,-112.03814,33.47653,15,1,,0
705,-112.03814,33.47659,15,1,,0
706,-112.03813,33.47665,15,1,,0
707,-112.03812,33.47672,15,1,,0
710,-112.03811,33.47684,15,1,,0
711,-112.0381,33.4769,15,1,,0
712,-112.03809,33.47697,15,1,,0
713,-112.03808,33.47703,15,1,,0
714,-112.03808,33.47709,15,1,,0
715,-112.03807,33.47715,15,1,,0
716,-112.03807,33.4772,15,1,,0
717,-112.03838,33.4743,15,1,,0
718,-112.03837,33.47472,15,1,,0
719,-112.03834,33.47514,15,1,,0
720,-112.03828,33.47559,15,1,,0
721,-112.03819,33.47615,15,1,,0
722,-112.03811,33.47678,15,1,,0
723,-112.06369,33.46267,16,1,motorway,0
725,-112.06376,33.46269,16,1,,0
726,-112.06375,33.46272,16,2,,0
727,-112.06383,33.46271,16,1,,0
728,-112.06382,33.46274,16,2,,0
733,-112.06394,33.46273,16,1,,0
734,-112.06393,33.46276,16,2,,0
735,-112.06401,33.46275,16,1,,0
736,-112.06401,33.46278,16,2,,0
741,-112.06416,33.46277,16,1,,0
742,-112.06415,33.4628,16,2,,0
743,-112.06423,33.46279,16,1,,0
744,-112.06422,33.46282,16,2,,0
749,-112.06437,33.46281,16,1,,0
750,-112.06436,33.46284,16,2,,0
751,-112.06445,33.46282,16,1,,0
752,-112.06444,33.46286,16,2,,0
757,-112.06461,33.46286,16,1,,0
758,-112.0646,33.46289,16,2,,0
763,-112.06472,33.46289,16,1,,0
764,-112.06471,33.46292,16,2,,0
789,-112.065,33.46326,16,1,,0
790,-112.06496,33.46326,16,2,,0
791,-112.06387,33.46272,16,1,,0
792,-112.06386,33.46275,16,2,,0
793,-112.06408,33.46276,16,1,,0
794,-112.06408,33.46279,16,2,,0
795,-112.0643,33.4628,16,1,,0
796,-112.06429,33.46283,16,2,,0
797,-112.06453,33.46284,16,1,,0
798,-112.06453,33.46287,16,2,,0
799,-112.06465,33.46287,16,1,,0
800,-112.06464,33.4629,16,2,,0
801,-112.06477,33.46291,16,1,,0
802,-112.06475,33.46294,16,2,,0
803,-112.06485,33.46296,16,1,,0
804,-112.06482,33.46298,16,2,,0
805,-112.0649,33.46301,16,1,,0
806,-112.06487,33.46303,16,2,,0
807,-112.06492,33.46304,16,1,,0
808,-112.06489,33.46305,16,2,,0
809,-112.06496,33.4631,16,1,,0
810,-112.06493,33.46311,16,2,,0
811,-112.06499,33.46319,16,1,,0
812,-112.06496,33.46319,16,2,,0
816,-112.04555,33.46184,17,1,,0
817,-112.04555,33.46181,17,2,,0
818,-112.04556,33.46178,17,3,,0
819,-112.04548,33.46184,17,1,,0
820,-112.04548,33.4618,17,2,,0
821,-112.04548,33.46177,17,3,,0
822,-112.0454,33.46183,17,1,,0
823,-112.0454,33.4618,17,2,,0
824,-112.0454,33.46177,17,3,,0
825,-112.04533,33.46183,17,1,,0
826,-112.04533,33.4618,17,2,,0
827,-112.04533,33.46177,17,3,,0
828,-112.04525,33.46183,17,1,,0
829,-112.04525,33.4618,17,2,,0
830,-112.04525,33.46177,17,3,,0
831,-112.04518,33.46183,17,1,,0
832,-112.04518,33.4618,17,2,,0
833,-112.04518,33.46176,17,3,,0
834,-112.0451,33.46182,17,1,,0
835,-112.0451,33.46179,17,2,,0
836,-112.0451,33.46176,17,3,,0
837,-112.04503,33.46182,17,1,,0
838,-112.04503,33.46179,17,2,,0
839,-112.04503,33.46176,17,3,,0
840,-112.04495,33.46182,17,1,,0
841,-112.04495,33.46179,17,2,,0
842,-112.04495,33.46176,17,3,,0
843,-112.04487,33.46182,17,1,,0
844,-112.04488,33.46179,17,2,,0
845,-112.04488,33.46175,17,3,,0
846,-112.0448,33.46182,17,1,,0
847,-112.0448,33.46178,17,2,,0
848,-112.0448,33.46175,17,3,,0
849,-112.04472,33.46181,17,1,,0
850,-112.04473,33.46178,17,2,,0
851,-112.04473,33.46175,17,3,,0
852,-112.04465,33.46181,17,1,,0
853,-112.04465,33.46178,17,2,,0
854,-112.04465,33.46175,17,3,,0
855,-112.04457,33.46181,17,1,,0
856,-112.04458,33.46178,17,2,,0
857,-112.04458,33.46175,17,3,,0
858,-112.0445,33.46181,17,1,,0
859,-112.0445,33.46177,17,2,,0
860,-112.0445,33.46174,17,3,,0
861,-112.04442,33.4618,17,1,,0
862,-112.04442,33.46177,17,2,,0
863,-112.04443,33.46174,17,3,,0
864,-112.04435,33.4618,17,1,,0
865,-112.04435,33.46177,17,2,,0
866,-112.04435,33.46174,17,3,,0
867,-112.04427,33.4618,17,1,,0
868,-112.04427,33.46177,17,2,,0
869,-112.04428,33.46174,17,3,,0
876,-112.0441,33.46179,17,1,,0
877,-112.04411,33.46176,17,2,,0
878,-112.04411,33.46173,17,3,,0
879,-112.04403,33.46179,17,1,,0
880,-112.04403,33.46176,17,2,,0
881,-112.04403,33.46173,17,3,,0
882,-112.04395,33.46179,17,1,,0
883,-112.04396,33.46175,17,2,,0
884,-112.04396,33.46172,17,3,,0
891,-112.04382,33.46177,17,1,,0
892,-112.04383,33.46174,17,2,,0
893,-112.04383,33.46171,17,3,,0
900,-112.04366,33.46175,17,1,,0
901,-112.04367,33.46172,17,2,,0
902,-112.04367,33.46169,17,3,,0
903,-112.04359,33.46174,17,1,,0
904,-112.04359,33.46171,17,2,,0
905,-112.0436,33.46168,17,3,,0
912,-112.04347,33.46172,17,1,,0
913,-112.04348,33.46169,17,2,,0
914,-112.04349,33.46166,17,3,,0
915,-112.0434,33.46171,17,1,,0
916,-112.0434,33.46168,17,2,,0
917,-112.04341,33.46165,17,3,,0
918,-112.04332,33.4617,17,1,,0
919,-112.04333,33.46167,17,2,,0
920,-112.04334,33.46164,17,3,,0
921,-112.04325,33.46168,17,1,,0
922,-112.04326,33.46165,17,2,,0
923,-112.04327,33.46162,17,3,,0
924,-112.04318,33.46167,17,1,,0
925,-112.04318,33.46164,17,2,,0
926,-112.04319,33.46161,17,3,,0
927,-112.0431,33.46166,17,1,,0
928,-112.04311,33.46163,17,2,,0
929,-112.04312,33.4616,17,3,,0
930,-112.04303,33.46164,17,1,,0
931,-112.04304,33.46161,17,2,,0
932,-112.04304,33.46158,17,3,,0
933,-112.04295,33.46163,17,1,,0
934,-112.04296,33.4616,17,2,,0
935,-112.04297,33.46157,17,3,,0
936,-112.04288,33.46162,17,1,,0
937,-112.04289,33.46159,17,2,,0
938,-112.0429,33.46155,17,3,,0
939,-112.04281,33.4616,17,1,,0
940,-112.04282,33.46157,17,2,,0
941,-112.04282,33.46154,17,3,,0
942,-112.04273,33.46159,17,1,,0
943,-112.04274,33.46156,17,2,,0
944,-112.04275,33.46153,17,3,,0
945,-112.04266,33.46158,17,1,,0
946,-112.04267,33.46154,17,2,,0
947,-112.04268,33.46151,17,3,,0
948,-112.04259,33.46156,17,1,,0
949,-112.0426,33.46153,17,2,,0
