node_id,x_coord,y_coord,meso_link_id,lane_no,activity_type,is_boundary
10658,-112.03823,33.46606,141,3,,0
10659,-112.03826,33.46606,141,4,,0
10660,-112.0383,33.46606,141,5,,0
10661,-112.03815,33.466,141,1,,0
10662,-112.03819,33.466,141,2,,0
10663,-112.03823,33.466,141,3,,0
10664,-112.03826,33.466,141,4,,0
10665,-112.0383,33.46599,141,5,,0
10666,-112.03815,33.46593,141,1,,0
10667,-112.03819,33.46593,141,2,,0
10668,-112.03822,33.46593,141,3,,0
10669,-112.03826,33.46593,141,4,,0
10670,-112.0383,33.46593,141,5,,0
10671,-112.03815,33.46587,141,1,,0
10672,-112.03819,33.46587,141,2,,0
10673,-112.03822,33.46587,141,3,,0
10674,-112.03826,33.46587,141,4,,0
10675,-112.0383,33.46587,141,5,,0
10676,-112.03815,33.46581,141,1,,0
10677,-112.03818,33.46581,141,2,,0
10678,-112.03822,33.46581,141,3,,0
10679,-112.03826,33.46581,141,4,,0
10680,-112.0383,33.46581,141,5,,0
10681,-112.03815,33.46574,141,1,,0
10682,-112.03818,33.46574,141,2,,0
10683,-112.03822,33.46574,141,3,,0
10684,-112.03826,33.46574,141,4,,0
10685,-112.0383,33.46574,141,5,,0
10686,-112.03814,33.46568,141,1,,0
10687,-112.03818,33.46568,141,2,,0
10688,-112.03822,33.46568,141,3,,0
10689,-112.03826,33.46568,141,4,,0
10690,-112.0383,33.46568,141,5,,0
10691,-112.03814,33.46562,141,1,,0
10692,-112.03818,33.46562,141,2,,0
10693,-112.03822,33.46562,141,3,,0
10694,-112.03826,33.46562,141,4,,0
10695,-112.03829,33.46562,141,5,,0
10696,-112.03814,33.46554,141,1,,0
10697,-112.03818,33.46554,141,2,,0
10698,-112.03822,33.46554,141,3,,0
10699,-112.03826,33.46554,141,4,,0
10700,-112.03829,33.46554,141,5,,0
10706,-112.03807,33.46633,142,1,,0
10707,-112.03803,33.46633,142,2,,0
10708,-112.038,33.46633,142,3,,0
10709,-112.03796,33.46633,142,4,,0
10710,-112.03792,33.46633,142,5,,0
10711,-112.03807,33.4664,142,1,,0
10712,-112.03803,33.4664,142,2,,0
10713,-112.038,33.4664,142,3,,0
10714,-112.03796,33.4664,142,4,,0
10715,-112.03792,33.4664,142,5,,0
10716,-112.03807,33.46646,142,1,,0
10717,-112.03803,33.46646,142,2,,0
10718,-112.038,33.46646,142,3,,0
10719,-112.03796,33.46646,142,4,,0
10720,-112.03792,33.46646,142,5,,0
10721,-112.03807,33.46652,142,1,,0
10722,-112.03803,33.46652,142,2,,0
10723,-112.038,33.46652,142,3,,0
10724,-112.03796,33.46652,142,4,,0
10725,-112.03792,33.46652,142,5,,0
10726,-112.03807,33.46659,142,1,,0
10727,-112.03803,33.46659,142,2,,0
10728,-112.038,33.46659,142,3,,0
10729,-112.03796,33.46658,142,4,,0
10730,-112.03792,33.46658,142,5,,0
10731,-112.03807,33.46665,142,1,,0
10732,-112.03803,33.46665,142,2,,0
10733,-112.038,33.46665,142,3,,0
10734,-112.03796,33.46665,142,4,,0
10735,-112.03792,33.46665,142,5,,0
10736,-112.03807,33.46671,142,1,,0
10737,-112.03803,33.46671,142,2,,0
10738,-112.03799,33.46671,142,3,,0
10739,-112.03796,33.46671,142,4,,0
10740,-112.03792,33.46671,142,5,,0
10741,-112.03807,33.46677,142,1,,0
10742,-112.03803,33.46677,142,2,,0
10743,-112.03799,33.46677,142,3,,0
10744,-112.03796,33.46677,142,4,,0
10745,-112.03792,33.46677,142,5,,0
10746,-112.03807,33.46684,142,1,,0
10747,-112.03803,33.46684,142,2,,0
10748,-112.03799,33.46684,142,3,,0
10749,-112.03796,33.46684,142,4,,0
10750,-112.03792,33.46684,142,5,,0
10761,-112.03807,33.46696,142,1,,0
10762,-112.03804,33.46696,142,2,,0
10763,-112.038,33.46696,142,3,,0
10764,-112.03796,33.46697,142,4,,0
10765,-112.03792,33.46697,142,5,,0
10766,-112.03808,33.46702,142,1,,0
10767,-112.03804,33.46703,142,2,,0
10768,-112.038,33.46703,142,3,,0
10769,-112.03796,33.46703,142,4,,0
10770,-112.03793,33.46703,142,5,,0
10771,-112.03808,33.46709,142,1,,0
10772,-112.03804,33.46709,142,2,,0
10773,-112.03801,33.46709,142,3,,0
10774,-112.03797,33.46709,142,4,,0
10775,-112.03793,33.46709,142,5,,0
10776,-112.03809,33.46715,142,1,,0
10777,-112.03805,33.46715,142,2,,0
10778,-112.03801,33.46715,142,3,,0
10779,-112.03797,33.46716,142,4,,0
10780,-112.03794,33.46716,142,5,,0
10781,-112.03809,33.46721,142,1,,0
10782,-112.03805,33.46722,142,2,,0
10783,-112.03802,33.46722,142,3,,0
10784,-112.03798,33.46722,142,4,,0
10785,-112.03794,33.46722,142,5,,0
10786,-112.03809,33.46728,142,1,,0
10787,-112.03806,33.46728,142,2,,0
10788,-112.03802,33.46728,142,3,,0
10789,-112.03798,33.46728,142,4,,0
10790,-112.03794,33.46728,142,5,,0
10801,-112.03811,33.46736,142,1,,0
10802,-112.03807,33.46737,142,2,,0
10803,-112.03804,33.46738,142,3,,0
10804,-112.038,33.46738,142,4,,0
10805,-112.03796,33.46739,142,5,,0
10806,-112.03812,33.46743,142,1,,0
10807,-112.03809,33.46743,142,2,,0
10808,-112.03805,33.46744,142,3,,0
10809,-112.03801,33.46744,142,4,,0
10810,-112.03797,33.46745,142,5,,0
10811,-112.03814,33.46749,142,1,,0
10812,-112.0381,33.46749,142,2,,0
10813,-112.03806,33.4675,142,3,,0
10814,-112.03802,33.46751,142,4,,0
10815,-112.03799,33.46751,142,5,,0
10816,-112.03815,33.46755,142,1,,0
10817,-112.03811,33.46756,142,2,,0
10818,-112.03808,33.46756,142,3,,0
10819,-112.03804,33.46757,142,4,,0
10820,-112.038,33.46757,142,5,,0
10821,-112.03816,33.46761,142,1,,0
10822,-112.03813,33.46762,142,2,,0
10823,-112.03809,33.46762,142,3,,0
10824,-112.03805,33.46763,142,4,,0
10825,-112.03801,33.46764,142,5,,0
10826,-112.03818,33.46768,142,1,,0
10827,-112.03814,33.46768,142,2,,0
10828,-112.0381,33.46769,142,3,,0
10829,-112.03806,33.46769,142,4,,0
10830,-112.03803,33.4677,142,5,,0
10841,-112.0382,33.4678,142,1,,0
10842,-112.03816,33.46781,142,2,,0
10843,-112.03813,33.46781,142,3,,0
10844,-112.03809,33.46782,142,4,,0
10845,-112.03805,33.46782,142,5,,0
10846,-112.03821,33.46786,142,1,,0
10847,-112.03818,33.46787,142,2,,0
10848,-112.03814,33.46787,142,3,,0
10849,-112.0381,33.46788,142,4,,0
10850,-112.03807,33.46788,142,5,,0
10851,-112.03823,33.46793,142,1,,0
10852,-112.03819,33.46793,142,2,,0
10853,-112.03815,33.46794,142,3,,0
10854,-112.03811,33.46794,142,4,,0
10855,-112.03808,33.46795,142,5,,0
10856,-112.03824,33.46799,142,1,,0
10857,-112.0382,33.46799,142,2,,0
10858,-112.03816,33.468,142,3,,0
10859,-112.03813,33.468,142,4,,0
10860,-112.03809,33.46801,142,5,,0
10871,-112.03827,33.46813,142,1,,0
10872,-112.03823,33.46814,142,2,,0
10873,-112.0382,33.46815,142,3,,0
10874,-112.03816,33.46815,142,4,,0
10875,-112.03812,33.46816,142,5,,0
10876,-112.03828,33.4682,142,1,,0
10877,-112.03825,33.4682,142,2,,0
10878,-112.03821,33.46821,142,3,,0
10879,-112.03817,33.46821,142,4,,0
10880,-112.03814,33.46822,142,5,,0
10881,-112.0383,33.46826,142,1,,0
10882,-112.03826,33.46826,142,2,,0
10883,-112.03822,33.46827,142,3,,0
10884,-112.03819,33.46828,142,4,,0
10885,-112.03815,33.46828,142,5,,0
10886,-112.03831,33.46832,142,1,,0
10887,-112.03828,33.46833,142,2,,0
10888,-112.03824,33.46833,142,3,,0
10889,-112.0382,33.46834,142,4,,0
10890,-112.03817,33.46834,142,5,,0
10891,-112.03833,33.46838,142,1,,0
10892,-112.03829,33.46839,142,2,,0
10893,-112.03825,33.46839,142,3,,0
10894,-112.03822,33.4684,142,4,,0
10895,-112.03818,33.46841,142,5,,0
10896,-112.03834,33.46844,142,1,,0
10897,-112.03831,33.46845,142,2,,0
10898,-112.03827,33.46846,142,3,,0
10899,-112.03823,33.46846,142,4,,0
10900,-112.03819,33.46847,142,5,,0
10901,-112.03836,33.46851,142,1,,0
10902,-112.03832,33.46851,142,2,,0
10903,-112.03828,33.46852,142,3,,0
10904,-112.03825,33.46852,142,4,,0
10905,-112.03821,33.46853,142,5,,0
10906,-112.03837,33.46857,142,1,,0
10907,-112.03833,33.46857,142,2,,0
10908,-112.0383,33.46858,142,3,,0
10909,-112.03826,33.46859,142,4,,0
10910,-112.03822,33.46859,142,5,,0
10911,-112.03839,33.46863,142,1,,0
10912,-112.03835,33.46864,142,2,,0
10913,-112.03831,33.46864,142,3,,0
10914,-112.03827,33.46865,142,4,,0
10915,-112.03824,33.46865,142,5,,0
10926,-112.03841,33.46874,142,1,,0
10927,-112.03837,33.46874,142,2,,0
10928,-112.03833,33.46875,142,3,,0
10929,-112.0383,33.46875,142,4,,0
10930,-112.03826,33.46876,142,5,,0
10931,-112.03842,33.4688,142,1,,0
10932,-112.03838,33.46881,142,2,,0
10933,-112.03835,33.46881,142,3,,0
10934,-112.03831,33.46882,142,4,,0
10935,-112.03827,33.46882,142,5,,0
10936,-112.03843,33.46886,142,1,,0
10937,-112.0384,33.46887,142,2,,0
10938,-112.03836,33.46887,142,3,,0
10939,-112.03832,33.46888,142,4,,0
10940,-112.03829,33.46888,142,5,,0
10941,-112.03845,33.46892,142,1,,0
10942,-112.03841,33.46893,142,2,,0
10943,-112.03837,33.46894,142,3,,0
10944,-112.03834,33.46894,142,4,,0
10945,-112.0383,33.46895,142,5,,0
10946,-112.03846,33.46899,142,1,,0
10947,-112.03842,33.46899,142,2,,0
10948,-112.03839,33.469,142,3,,0
10949,-112.03835,33.469,142,4,,0
10950,-112.03831,33.46901,142,5,,0
10961,-112.03848,33.46912,142,1,,0
10962,-112.03845,33.46913,142,2,,0
10963,-112.03841,33.46913,142,3,,0
10964,-112.03837,33.46913,142,4,,0
10965,-112.03833,33.46914,142,5,,0
10966,-112.03849,33.46919,142,1,,0
10967,-112.03845,33.46919,142,2,,0
10968,-112.03842,33.46919,142,3,,0
10969,-112.03838,33.4692,142,4,,0
10970,-112.03834,33.4692,142,5,,0
10971,-112.0385,33.46925,142,1,,0
10972,-112.03846,33.46925,142,2,,0
10973,-112.03842,33.46925,142,3,,0
10974,-112.03839,33.46926,142,4,,0
10975,-112.03835,33.46926,142,5,,0
10986,-112.03851,33.46935,142,1,,0
10987,-112.03847,33.46936,142,2,,0
10988,-112.03843,33.46936,142,3,,0
10989,-112.0384,33.46936,142,4,,0
10990,-112.03836,33.46936,142,5,,0
10991,-112.03851,33.46942,142,1,,0
10992,-112.03848,33.46942,142,2,,0
10993,-112.03844,33.46942,142,3,,0
10994,-112.0384,33.46942,142,4,,0
10995,-112.03836,33.46943,142,5,,0
10996,-112.03852,33.46948,142,1,,0
10997,-112.03848,33.46948,142,2,,0
10998,-112.03845,33.46948,142,3,,0
10999,-112.03841,33.46949,142,4,,0
11000,-112.03837,33.46949,142,5,,0
11001,-112.03853,33.46954,142,1,,0
11002,-112.03849,33.46955,142,2,,0
11003,-112.03845,33.46955,142,3,,0
11004,-112.03841,33.46955,142,4,,0
11005,-112.03838,33.46955,142,5,,0
11011,-112.03807,33.4669,142,1,,0
11012,-112.03803,33.4669,142,2,,0
11013,-112.03799,33.4669,142,3,,0
11014,-112.03796,33.4669,142,4,,0
11015,-112.03792,33.4669,142,5,,0
11016,-112.0381,33.46731,142,1,,0
11017,-112.03806,33.46731,142,2,,0
11018,-112.03802,33.46731,142,3,,0
11019,-112.03798,33.46732,142,4,,0
11020,-112.03795,33.46732,142,5,,0
11021,-112.03819,33.46774,142,1,,0
11022,-112.03815,33.46774,142,2,,0
11023,-112.03812,33.46775,142,3,,0
11024,-112.03808,33.46775,142,4,,0
11025,-112.03804,33.46776,142,5,,0
11026,-112.03826,33.46807,142,1,,0
11027,-112.03822,33.46808,142,2,,0
11028,-112.03818,33.46808,142,3,,0
11029,-112.03814,33.46809,142,4,,0
11030,-112.03811,33.46809,142,5,,0
11031,-112.0384,33.46868,142,1,,0
11032,-112.03836,33.46868,142,2,,0
11033,-112.03832,33.46869,142,3,,0
11034,-112.03829,33.46869,142,4,,0
11035,-112.03825,33.4687,142,5,,0
11036,-112.03847,33.46906,142,1,,0
11037,-112.03844,33.46906,142,2,,0
11038,-112.0384,33.46907,142,3,,0
11039,-112.03836,33.46907,142,4,,0
11040,-112.03833,33.46907,142,5,,0
11041,-112.0385,33.46929,142,1,,0
11042,-112.03847,33.46929,142,2,,0
11043,-112.03843,33.4693,142,3,,0
11044,-112.03839,33.4693,142,4,,0
11045,-112.03835,33.4693,142,5,,0
11052,-112.06465,33.46174,143,1,,0
11053,-112.06467,33.46172,143,2,,0
11058,-112.06456,33.46169,143,1,,0
11059,-112.06458,33.46166,143,2,,0
11064,-112.06443,33.46163,143,1,,0
11065,-112.06445,33.4616,143,2,,0
11070,-112.06431,33.46159,143,1,,0
11071,-112.06432,33.46156,143,2,,0
11076,-112.0642,33.46156,143,1,,0
11077,-112.0642,33.46153,143,2,,0
11082,-112.06407,33.46154,143,1,,0
11083,-112.06407,33.46151,143,2,,0
11088,-112.06392,33.46153,143,1,,0
11089,-112.06392,33.4615,143,2,,0
11092,-112.06471,33.46178,143,1,,0
11093,-112.06473,33.46176,143,2,,0
11094,-112.06462,33.46172,143,1,,0
11095,-112.06464,33.4617,143,2,,0
11096,-112.0645,33.46166,143,1,,0
11097,-112.06452,33.46163,143,2,,0
11098,-112.06438,33.46161,143,1,,0
11099,-112.06439,33.46158,143,2,,0
11100,-112.06427,33.46158,143,1,,0
11101,-112.06428,33.46155,143,2,,0
11102,-112.06414,33.46155,143,1,,0
11103,-112.06415,33.46152,143,2,,0
11104,-112.064,33.46153,143,1,,0
11105,-112.064,33.4615,143,2,,0
11108,-112.06481,33.46247,144,1,,0
11109,-112.06483,33.4625,144,2,,0
11126,-112.06506,33.46227,144,1,,0
11127,-112.06509,33.46229,144,2,,0
11128,-112.06484,33.46245,144,1,,0
11129,-112.06487,33.46248,144,2,,0
11130,-112.0649,33.46241,144,1,,0
11131,-112.06492,33.46244,144,2,,0
11132,-112.06496,33.46237,144,1,,0
11133,-112.06498,33.46239,144,2,,0
11134,-112.06502,33.46232,144,1,,0
11135,-112.06504,33.46234,144,2,,0
11137,-112.06925,33.46269,145,1,,0
11138,-112.06932,33.46267,145,1,,0
11139,-112.06939,33.46265,145,1,,0
11140,-112.06946,33.46263,145,1,,0
11141,-112.06954,33.46261,145,1,,0
11142,-112.06961,33.46259,145,1,,0
11143,-112.06968,33.46257,145,1,,0
11144,-112.06975,33.46255,145,1,,0
11145,-112.06982,33.46253,145,1,,0
11147,-112.06987,33.46244,146,1,motorway,0
11148,-112.06988,33.46247,146,2,,0
11149,-112.06989,33.4625,146,3,,0
11150,-112.06989,33.46253,146,4,,0
11151,-112.0699,33.46256,146,5,,0
11152,-112.06991,33.46259,146,6,,0
11153,-112.06995,33.46242,146,1,,0
11154,-112.06995,33.46245,146,2,,0
11155,-112.06996,33.46249,146,3,,0
11156,-112.06997,33.46252,146,4,,0
11157,-112.06998,33.46255,146,5,,0
11158,-112.06998,33.46258,146,6,,0
11159,-112.07002,33.46241,146,1,,0
11160,-112.07003,33.46244,146,2,,0
11161,-112.07003,33.46247,146,3,,0
11162,-112.07004,33.4625,146,4,,0
11163,-112.07005,33.46254,146,5,,0
11164,-112.07006,33.46257,146,6,,0
11165,-112.07009,33.4624,146,1,,0
11166,-112.0701,33.46243,146,2,,0
11167,-112.07011,33.46246,146,3,,0
11168,-112.07012,33.46249,146,4,,0
11169,-112.07012,33.46252,146,5,,0
11170,-112.07013,33.46255,146,6,,0
11171,-112.07017,33.46239,146,1,,0
11172,-112.07018,33.46242,146,2,,0
11173,-112.07018,33.46245,146,3,,0
11174,-112.07019,33.46248,146,4,,0
11175,-112.0702,33.46251,146,5,,0
11176,-112.0702,33.46254,146,6,,0
11177,-112.07024,33.46238,146,1,,0
11178,-112.07025,33.46241,146,2,,0
11179,-112.07026,33.46244,146,3,,0
11180,-112.07026,33.46247,146,4,,0
11181,-112.07027,33.4625,146,5,,0
11182,-112.07028,33.46253,146,6,,0
11183,-112.07032,33.46236,146,1,,0
11184,-112.07032,33.46239,146,2,,0
11185,-112.07033,33.46242,146,3,,0
11186,-112.07034,33.46246,146,4,,0
11187,-112.07035,33.46249,146,5,,0
11188,-112.07035,33.46252,146,6,,0
11189,-112.07039,33.46235,146,1,,0
11190,-112.0704,33.46238,146,2,,0
11191,-112.0704,33.46241,146,3,,0
11192,-112.07041,33.46244,146,4,,0
11193,-112.07042,33.46247,146,5,,0
11194,-112.07043,33.46251,146,6,,0
11195,-112.07046,33.46234,146,1,,0
11196,-112.07047,33.46237,146,2,,0
11197,-112.07048,33.4624,146,3,,0
11198,-112.07049,33.46243,146,4,,0
11199,-112.07049,33.46246,146,5,,0
11200,-112.0705,33.46249,146,6,,0
11201,-112.07054,33.46233,146,1,,0
11202,-112.07055,33.46236,146,2,,0
11203,-112.07055,33.46239,146,3,,0
11204,-112.07056,33.46242,146,4,,0
11205,-112.07057,33.46245,146,5,,0
11206,-112.07057,33.46248,146,6,,0
11219,-112.07066,33.4623,146,1,,0
11220,-112.07067,33.46233,146,2,,0
11221,-112.07068,33.46237,146,3,,0
11222,-112.07069,33.4624,146,4,,0
11223,-112.0707,33.46243,146,5,,0
11224,-112.0707,33.46246,146,6,,0
11225,-112.07074,33.46229,146,1,,0
11226,-112.07075,33.46232,146,2,,0
11227,-112.07075,33.46235,146,3,,0
11228,-112.07076,33.46238,146,4,,0
11229,-112.07077,33.46241,146,5,,0
11230,-112.07078,33.46244,146,6,,0
11231,-112.07081,33.46228,146,1,,0
11232,-112.07082,33.46231,146,2,,0
11233,-112.07083,33.46234,146,3,,0
11234,-112.07084,33.46237,146,4,,0
11235,-112.07084,33.4624,146,5,,0
11236,-112.07085,33.46243,146,6,,0
11237,-112.07088,33.46226,146,1,,0
11238,-112.07089,33.46229,146,2,,0
11239,-112.0709,33.46232,146,3,,0
11240,-112.07091,33.46235,146,4,,0
11241,-112.07092,33.46239,146,5,,0
11242,-112.07093,33.46242,146,6,,0
11243,-112.07096,33.46225,146,1,,0
11244,-112.07097,33.46228,146,2,,0
11245,-112.07097,33.46231,146,3,,0
11246,-112.07098,33.46234,146,4,,0
11247,-112.07099,33.46237,146,5,,0
11248,-112.071,33.4624,146,6,,0
11249,-112.07103,33.46223,146,1,,0
11250,-112.07104,33.46226,146,2,,0
11251,-112.07105,33.4623,146,3,,0
11252,-112.07106,33.46233,146,4,,0
11253,-112.07106,33.46236,146,5,,0
11254,-112.07107,33.46239,146,6,,0
11255,-112.0711,33.46222,146,1,,0
11256,-112.07111,33.46225,146,2,,0
11257,-112.07112,33.46228,146,3,,0
11258,-112.07113,33.46231,146,4,,0
11259,-112.07114,33.46234,146,5,,0
11260,-112.07115,33.46237,146,6,,0
11261,-112.07118,33.46221,146,1,,0
11262,-112.07119,33.46224,146,2,,0
11263,-112.07119,33.46227,146,3,,0
11264,-112.0712,33.4623,146,4,,0
11265,-112.07121,33.46233,146,5,,0
11266,-112.07122,33.46236,146,6,,0
11267,-112.07125,33.46219,146,1,,0
11268,-112.07126,33.46222,146,2,,0
11269,-112.07127,33.46225,146,3,,0
11270,-112.07128,33.46228,146,4,,0
11271,-112.07128,33.46232,146,5,,0
11272,-112.07129,33.46235,146,6,,0
11273,-112.07132,33.46218,146,1,,0
11274,-112.07133,33.46221,146,2,,0
11275,-112.07134,33.46224,146,3,,0
11276,-112.07135,33.46227,146,4,,0
11277,-112.07136,33.4623,146,5,,0
11278,-112.07137,33.46233,146,6,,0
11279,-112.0714,33.46216,146,1,,0
11280,-112.07141,33.4622,146,2,,0
11281,-112.07141,33.46223,146,3,,0
11282,-112.07142,33.46226,146,4,,0
11283,-112.07143,33.46229,146,5,,0
11284,-112.07144,33.46232,146,6,,0
11285,-112.07147,33.46215,146,1,,0
11286,-112.07148,33.46218,146,2,,0
11287,-112.07149,33.46221,146,3,,0
11288,-112.0715,33.46224,146,4,,0
11289,-112.0715,33.46227,146,5,,0
11290,-112.07151,33.4623,146,6,,0
11291,-112.07154,33.46214,146,1,,0
11292,-112.07155,33.46217,146,2,,0
11293,-112.07156,33.4622,146,3,,0
11294,-112.07157,33.46223,146,4,,0
11295,-112.07158,33.46226,146,5,,0
11296,-112.07159,33.46229,146,6,,0
11297,-112.07162,33.46212,146,1,,0
11298,-112.07163,33.46215,146,2,,0
11299,-112.07164,33.46218,146,3,,0
11300,-112.07164,33.46221,146,4,,0
11301,-112.07165,33.46225,146,5,,0
11302,-112.07166,33.46228,146,6,,0
11303,-112.07169,33.46211,146,1,,0
11304,-112.0717,33.46214,146,2,,0
11305,-112.07171,33.46217,146,3,,0
11306,-112.07172,33.4622,146,4,,0
11307,-112.07173,33.46223,146,5,,0
11308,-112.07173,33.46226,146,6,,0
11309,-112.07177,33.46209,146,1,,0
11310,-112.07177,33.46213,146,2,,0
11311,-112.07178,33.46216,146,3,,0
11312,-112.07179,33.46219,146,4,,0
11313,-112.0718,33.46222,146,5,,0
11314,-112.07181,33.46225,146,6,,0
11315,-112.07184,33.46208,146,1,,0
11316,-112.07185,33.46211,146,2,,0
11317,-112.07186,33.46214,146,3,,0
11318,-112.07186,33.46217,146,4,,0
11319,-112.07187,33.4622,146,5,,0
11320,-112.07188,33.46223,146,6,,0
11321,-112.07191,33.46207,146,1,,0
11322,-112.07192,33.4621,146,2,,0
11323,-112.07193,33.46213,146,3,,0
11324,-112.07194,33.46216,146,4,,0
11325,-112.07195,33.46219,146,5,,0
11326,-112.07195,33.46222,146,6,,0
11327,-112.07199,33.46205,146,1,,0
11328,-112.07199,33.46208,146,2,,0
11329,-112.072,33.46211,146,3,,0
11330,-112.07201,33.46214,146,4,,0
11331,-112.07202,33.46218,146,5,,0
11332,-112.07203,33.46221,146,6,,0
11345,-112.07215,33.46203,146,1,,0
11346,-112.07215,33.46206,146,2,,0
11347,-112.07216,33.46209,146,3,,0
11348,-112.07216,33.46212,146,4,,0
11349,-112.07217,33.46215,146,5,,0
11350,-112.07217,33.46218,146,6,,0
11351,-112.07222,33.46202,146,1,,0
11352,-112.07223,33.46205,146,2,,0
11353,-112.07223,33.46208,146,3,,0
11354,-112.07224,33.46211,146,4,,0
11355,-112.07224,33.46214,146,5,,0
11356,-112.07225,33.46218,146,6,,0
11357,-112.0723,33.46201,146,1,,0
11358,-112.0723,33.46204,146,2,,0
11359,-112.07231,33.46207,146,3,,0
11360,-112.07231,33.4621,146,4,,0
11361,-112.07232,33.46213,146,5,,0
11362,-112.07232,33.46217,146,6,,0
11363,-112.07237,33.462,146,1,,0
11364,-112.07238,33.46203,146,2,,0
11365,-112.07238,33.46206,146,3,,0
11366,-112.07239,33.46209,146,4,,0
11367,-112.07239,33.46213,146,5,,0
11368,-112.0724,33.46216,146,6,,0
11369,-112.07244,33.46199,146,1,,0
11370,-112.07245,33.46202,146,2,,0
11371,-112.07246,33.46205,146,3,,0
11372,-112.07246,33.46209,146,4,,0
11373,-112.07247,33.46212,146,5,,0
11374,-112.07247,33.46215,146,6,,0
11375,-112.07252,33.46198,146,1,,0
11376,-112.07252,33.46201,146,2,,0
11377,-112.07253,33.46205,146,3,,0
11378,-112.07254,33.46208,146,4,,0
11379,-112.07254,33.46211,146,5,,0
11380,-112.07255,33.46214,146,6,,0
11381,-112.07259,33.46197,146,1,,0
11382,-112.0726,33.46201,146,2,,0
11383,-112.0726,33.46204,146,3,,0
11384,-112.07261,33.46207,146,4,,0
11385,-112.07262,33.4621,146,5,,0
11386,-112.07262,33.46213,146,6,,0
11387,-112.07267,33.46197,146,1,,0
11388,-112.07267,33.462,146,2,,0
11389,-112.07268,33.46203,146,3,,0
11390,-112.07268,33.46206,146,4,,0
11391,-112.07269,33.46209,146,5,,0
11392,-112.07269,33.46212,146,6,,0
11393,-112.07274,33.46196,146,1,,0
11394,-112.07275,33.46199,146,2,,0
11395,-112.07275,33.46202,146,3,,0
11396,-112.07276,33.46205,146,4,,0
11397,-112.07276,33.46208,146,5,,0
11398,-112.07277,33.46211,146,6,,0
11399,-112.07282,33.46195,146,1,,0
11400,-112.07282,33.46198,146,2,,0
11401,-112.07283,33.46201,146,3,,0
11402,-112.07283,33.46204,146,4,,0
11403,-112.07284,33.46207,146,5,,0
11404,-112.07284,33.4621,146,6,,0
11405,-112.07289,33.46194,146,1,,0
11406,-112.0729,33.46197,146,2,,0
11407,-112.0729,33.462,146,3,,0
11408,-112.07291,33.46203,146,4,,0
11409,-112.07291,33.46206,146,5,,0
11410,-112.07292,33.4621,146,6,,0
11411,-112.07297,33.46193,146,1,,0
11412,-112.07297,33.46196,146,2,,0
11413,-112.07298,33.46199,146,3,,0
11414,-112.07298,33.46202,146,4,,0
11415,-112.07299,33.46206,146,5,,0
11416,-112.07299,33.46209,146,6,,0
11417,-112.07304,33.46192,146,1,,0
11418,-112.07305,33.46195,146,2,,0
11419,-112.07305,33.46198,146,3,,0
11420,-112.07306,33.46202,146,4,,0
11421,-112.07306,33.46205,146,5,,0
11422,-112.07307,33.46208,146,6,,0
11423,-112.07312,33.46191,146,1,,0
11424,-112.07312,33.46194,146,2,,0
11425,-112.07313,33.46198,146,3,,0
11426,-112.07313,33.46201,146,4,,0
11427,-112.07314,33.46204,146,5,,0
11428,-112.07314,33.46207,146,6,,0
11429,-112.07319,33.4619,146,1,,0
11430,-112.0732,33.46193,146,2,,0
11431,-112.0732,33.46197,146,3,,0
11432,-112.07321,33.462,146,4,,0
11433,-112.07321,33.46203,146,5,,0
11434,-112.07322,33.46206,146,6,,0
11435,-112.07327,33.46189,146,1,,0
11436,-112.07327,33.46193,146,2,,0
11437,-112.07328,33.46196,146,3,,0
11438,-112.07328,33.46199,146,4,,0
11439,-112.07329,33.46202,146,5,,0
11440,-112.07329,33.46205,146,6,,0
11441,-112.07334,33.46189,146,1,,0
11442,-112.07335,33.46192,146,2,,0
11443,-112.07335,33.46195,146,3,,0
11444,-112.07336,33.46198,146,4,,0
11445,-112.07336,33.46201,146,5,,0
11446,-112.07337,33.46204,146,6,,0
11447,-112.07341,33.46188,146,1,,0
11448,-112.07342,33.46191,146,2,,0
11449,-112.07342,33.46194,146,3,,0
11450,-112.07343,33.46197,146,4,,0
11451,-112.07344,33.462,146,5,,0
11452,-112.07344,33.46203,146,6,,0
11453,-112.07349,33.46187,146,1,,0
11454,-112.07349,33.4619,146,2,,0
11455,-112.0735,33.46193,146,3,,0
11456,-112.0735,33.46196,146,4,,0
11457,-112.07351,33.46199,146,5,,0
11458,-112.07352,33.46202,146,6,,0
11459,-112.07356,33.46186,146,1,,0
11460,-112.07357,33.46189,146,2,,0
11461,-112.07357,33.46192,146,3,,0
11462,-112.07358,33.46195,146,4,,0
11463,-112.07358,33.46198,146,5,,0
11464,-112.07359,33.46202,146,6,,0
11465,-112.07364,33.46185,146,1,,0
11466,-112.07364,33.46188,146,2,,0
11467,-112.07365,33.46191,146,3,,0
11468,-112.07365,33.46194,146,4,,0
11469,-112.07366,33.46198,146,5,,0
11470,-112.07366,33.46201,146,6,,0
11471,-112.07371,33.46184,146,1,,0
11472,-112.07372,33.46187,146,2,,0
11473,-112.07372,33.4619,146,3,,0
11474,-112.07373,33.46194,146,4,,0
11475,-112.07373,33.46197,146,5,,0
11476,-112.07374,33.462,146,6,,0
11489,-112.07389,33.46183,146,1,,0
11490,-112.07389,33.46186,146,2,,0
11491,-112.0739,33.46189,146,3,,0
