node_id,zone_id,x_coord,y_coord,meso_link_id,lane_no,is_boundary
0,,-111.9303716,33.4231908,0,1,0
1,,-111.9303577,33.4232534,0,1,0
2,,-111.9303459,33.4233163,0,1,0
3,,-111.9303335,33.4233792,0,1,0
4,,-111.9303211,33.423442,0,1,0
5,,-111.9303088,33.4235049,0,1,0
6,,-111.9302964,33.4235677,0,1,0
7,,-111.9302841,33.4236306,0,1,0
8,,-111.9302716,33.4236934,0,1,0
9,,-111.9302575,33.4237559,0,1,0
10,,-111.9302321,33.4238156,0,1,0
11,,-111.9301918,33.4238692,0,1,0
12,,-111.9301327,33.4239086,0,1,0
13,,-111.9300642,33.4239359,0,1,0
14,,-111.929994,33.4239603,0,1,0
15,,-111.9299238,33.4239846,0,1,0
16,,-111.9298536,33.4240089,0,1,0
17,,-111.9297834,33.4240332,0,1,0
18,,-111.9297132,33.4240575,0,1,0
19,,-111.9296429,33.4240817,0,1,0
20,,-111.9295723,33.4241053,0,1,0
21,,-111.9295017,33.4241288,0,1,0
22,,-111.9294311,33.4241523,0,1,0
23,,-111.9293605,33.4241758,0,1,0
24,,-111.92929,33.4241993,0,1,0
25,,-111.9292194,33.4242229,0,1,0
26,,-111.9291481,33.4242448,0,1,0
27,,-111.9291735,33.4243042,1,1,0
28,,-111.9292449,33.4242823,1,1,0
29,,-111.9293155,33.4242588,1,1,0
30,,-111.9293861,33.4242352,1,1,0
31,,-111.9294567,33.4242117,1,1,0
32,,-111.9295273,33.4241882,1,1,0
33,,-111.929598,33.4241646,1,1,0
34,,-111.9296686,33.4241411,1,1,0
35,,-111.9297389,33.4241169,1,1,0
36,,-111.9298091,33.4240926,1,1,0
37,,-111.9298794,33.4240683,1,1,0
38,,-111.9299496,33.424044,1,1,0
39,,-111.9300198,33.4240196,1,1,0
40,,-111.93009,33.4239953,1,1,0
41,,-111.9301589,33.4239684,1,1,0
42,,-111.9302211,33.4239324,1,1,0
43,,-111.9302728,33.423886,1,1,0
44,,-111.9303081,33.4238297,1,1,0
45,,-111.9303312,33.4237693,1,1,0
46,,-111.9303453,33.4237067,1,1,0
47,,-111.9303578,33.4236438,1,1,0
48,,-111.9303701,33.423581,1,1,0
49,,-111.9303825,33.4235181,1,1,0
50,,-111.9303949,33.4234552,1,1,0
51,,-111.9304072,33.4233924,1,1,0
52,,-111.9304196,33.4233295,1,1,0
53,,-111.9304315,33.4232666,1,1,0
54,,-111.9304453,33.4232039,1,1,0
55,,-111.9411829,33.4243073,2,1,0
56,,-111.9411096,33.4243076,2,1,0
57,,-111.9410364,33.4243079,2,1,0
58,,-111.9409632,33.4243082,2,1,0
59,,-111.9408899,33.4243086,2,1,0
60,,-111.9408167,33.4243089,2,1,0
61,,-111.9407435,33.4243092,2,1,0
62,,-111.9406703,33.4243096,2,1,0
63,,-111.940597,33.42431,2,1,0
64,,-111.9405238,33.4243105,2,1,0
65,,-111.9404506,33.424311,2,1,0
66,,-111.9403773,33.4243115,2,1,0
67,,-111.9403041,33.4243119,2,1,0
68,,-111.9402309,33.4243124,2,1,0
69,,-111.9401577,33.4243129,2,1,0
70,,-111.9401582,33.424376,3,1,0
71,,-111.9402315,33.4243755,3,1,0
72,,-111.9403047,33.4243751,3,1,0
73,,-111.9403779,33.4243746,3,1,0
74,,-111.9404511,33.4243741,3,1,0
75,,-111.9405243,33.4243737,3,1,0
76,,-111.9405975,33.4243732,3,1,0
77,,-111.9406707,33.4243727,3,1,0
78,,-111.9407439,33.4243723,3,1,0
79,,-111.9408171,33.424372,3,1,0
80,,-111.9408904,33.4243717,3,1,0
81,,-111.9409636,33.4243714,3,1,0
82,,-111.9410368,33.4243711,3,1,0
83,,-111.94111,33.4243708,3,1,0
84,,-111.9411832,33.4243704,3,1,0
85,,-111.9375467,33.4243264,4,1,0
86,,-111.9374744,33.4243266,4,1,0
87,,-111.9374022,33.4243267,4,1,0
88,,-111.9373299,33.4243268,4,1,0
89,,-111.9372577,33.4243268,4,1,0
90,,-111.9371855,33.4243269,4,1,0
91,,-111.9371132,33.424327,4,1,0
92,,-111.937041,33.4243271,4,1,0
93,,-111.9369687,33.4243272,4,1,0
94,,-111.9368965,33.4243273,4,1,0
95,,-111.9368242,33.4243274,4,1,0
96,,-111.936752,33.4243274,4,1,0
97,,-111.9367521,33.4243906,5,1,0
98,,-111.9368245,33.4243905,5,1,0
99,,-111.9368968,33.4243904,5,1,0
100,,-111.9369692,33.4243903,5,1,0
101,,-111.9370416,33.4243902,5,1,0
102,,-111.9371139,33.4243902,5,1,0
103,,-111.9371863,33.4243901,5,1,0
104,,-111.9372586,33.42439,5,1,0
105,,-111.937331,33.4243899,5,1,0
106,,-111.9374034,33.4243898,5,1,0
107,,-111.9374757,33.4243897,5,1,0
108,,-111.9375481,33.4243896,5,1,0
109,,-111.9365797,33.424328,6,1,0
110,,-111.9365039,33.4243285,6,1,0
111,,-111.9364281,33.4243289,6,1,0
112,,-111.9363522,33.4243294,6,1,0
113,,-111.9362764,33.4243299,6,1,0
114,,-111.9362006,33.4243303,6,1,0
