node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry
110,,-111.950680,33.258070,,,0,0.100000,0.100000,"POINT (-111.950680 33.258070)"
111,,-111.950710,33.258050,,,0,0.100000,0.100000,"POINT (-111.950710 33.258050)"
112,,-111.950640,33.258010,,,0,0.100000,0.100000,"POINT (-111.950640 33.258010)"
113,,-111.950680,33.258000,,,0,0.100000,0.100000,"POINT (-111.950680 33.258000)"
118,,-111.950570,33.257880,,,0,0.100000,0.100000,"POINT (-111.950570 33.257880)"
119,,-111.950600,33.257870,,,0,0.100000,0.100000,"POINT (-111.950600 33.257870)"
120,,-111.950540,33.257820,,,0,0.100000,0.100000,"POINT (-111.950540 33.257820)"
121,,-111.950570,33.257810,,,0,0.100000,0.100000,"POINT (-111.950570 33.257810)"
122,,-111.950500,33.257770,,,0,0.100000,0.100000,"POINT (-111.950500 33.257770)"
123,,-111.950540,33.257750,,,0,0.100000,0.100000,"POINT (-111.950540 33.257750)"
124,,-111.950470,33.257710,,,0,0.100000,0.100000,"POINT (-111.950470 33.257710)"
125,,-111.950500,33.257700,,,0,0.100000,0.100000,"POINT (-111.950500 33.257700)"
130,,-111.950420,33.257620,,,0,0.100000,0.100000,"POINT (-111.950420 33.257620)"
131,,-111.950460,33.257610,,,0,0.100000,0.100000,"POINT (-111.950460 33.257610)"
132,,-111.950390,33.257560,,,0,0.100000,0.100000,"POINT (-111.950390 33.257560)"
133,,-111.950430,33.257550,,,0,0.100000,0.100000,"POINT (-111.950430 33.257550)"
134,,-111.950360,33.257500,,,0,0.100000,0.100000,"POINT (-111.950360 33.257500)"
135,,-111.950400,33.257490,,,0,0.100000,0.100000,"POINT (-111.950400 33.257490)"
140,,-111.950310,33.257390,,,0,0.100000,0.100000,"POINT (-111.950310 33.257390)"
141,,-111.950340,33.257370,,,0,0.100000,0.100000,"POINT (-111.950340 33.257370)"
142,,-111.950280,33.257330,,,0,0.100000,0.100000,"POINT (-111.950280 33.257330)"
143,,-111.950310,33.257320,,,0,0.100000,0.100000,"POINT (-111.950310 33.257320)"
144,,-111.950250,33.257270,,,0,0.100000,0.100000,"POINT (-111.950250 33.257270)"
145,,-111.950290,33.257260,,,0,0.100000,0.100000,"POINT (-111.950290 33.257260)"
146,,-111.950220,33.257210,,,0,0.100000,0.100000,"POINT (-111.950220 33.257210)"
147,,-111.950260,33.257200,,,0,0.100000,0.100000,"POINT (-111.950260 33.257200)"
152,,-111.950170,33.257080,,,0,0.100000,0.100000,"POINT (-111.950170 33.257080)"
153,,-111.950200,33.257070,,,0,0.100000,0.100000,"POINT (-111.950200 33.257070)"
154,,-111.950140,33.257020,,,0,0.100000,0.100000,"POINT (-111.950140 33.257020)"
155,,-111.950180,33.257010,,,0,0.100000,0.100000,"POINT (-111.950180 33.257010)"
156,,-111.950120,33.256960,,,0,0.100000,0.100000,"POINT (-111.950120 33.256960)"
157,,-111.950150,33.256950,,,0,0.100000,0.100000,"POINT (-111.950150 33.256950)"
162,,-111.950060,33.256830,,,0,0.100000,0.100000,"POINT (-111.950060 33.256830)"
163,,-111.950100,33.256820,,,0,0.100000,0.100000,"POINT (-111.950100 33.256820)"
164,,-111.950040,33.256770,,,0,0.100000,0.100000,"POINT (-111.950040 33.256770)"
165,,-111.950080,33.256760,,,0,0.100000,0.100000,"POINT (-111.950080 33.256760)"
166,,-111.950020,33.256710,,,0,0.100000,0.100000,"POINT (-111.950020 33.256710)"
167,,-111.950050,33.256700,,,0,0.100000,0.100000,"POINT (-111.950050 33.256700)"
172,,-111.949970,33.256590,,,0,0.100000,0.100000,"POINT (-111.949970 33.256590)"
173,,-111.950010,33.256580,,,0,0.100000,0.100000,"POINT (-111.950010 33.256580)"
174,,-111.949950,33.256530,,,0,0.100000,0.100000,"POINT (-111.949950 33.256530)"
175,,-111.949990,33.256520,,,0,0.100000,0.100000,"POINT (-111.949990 33.256520)"
176,,-111.949930,33.256470,,,0,0.100000,0.100000,"POINT (-111.949930 33.256470)"
177,,-111.949960,33.256460,,,0,0.100000,0.100000,"POINT (-111.949960 33.256460)"
178,,-111.949910,33.256410,,,0,0.100000,0.100000,"POINT (-111.949910 33.256410)"
179,,-111.949940,33.256400,,,0,0.100000,0.100000,"POINT (-111.949940 33.256400)"
180,,-111.949880,33.256350,,,0,0.100000,0.100000,"POINT (-111.949880 33.256350)"
181,,-111.949920,33.256340,,,0,0.100000,0.100000,"POINT (-111.949920 33.256340)"
182,,-111.949860,33.256290,,,0,0.100000,0.100000,"POINT (-111.949860 33.256290)"
183,,-111.949900,33.256280,,,0,0.100000,0.100000,"POINT (-111.949900 33.256280)"
184,,-111.949840,33.256230,,,0,0.100000,0.100000,"POINT (-111.949840 33.256230)"
185,,-111.949870,33.256220,,,0,0.100000,0.100000,"POINT (-111.949870 33.256220)"
190,,-111.949780,33.256080,,,0,0.100000,0.100000,"POINT (-111.949780 33.256080)"
191,,-111.949820,33.256080,,,0,0.100000,0.100000,"POINT (-111.949820 33.256080)"
192,,-111.949760,33.256020,,,0,0.100000,0.100000,"POINT (-111.949760 33.256020)"
193,,-111.949800,33.256020,,,0,0.100000,0.100000,"POINT (-111.949800 33.256020)"
194,,-111.949740,33.255960,,,0,0.100000,0.100000,"POINT (-111.949740 33.255960)"
195,,-111.949770,33.255960,,,0,0.100000,0.100000,"POINT (-111.949770 33.255960)"
196,,-111.949710,33.255900,,,0,0.100000,0.100000,"POINT (-111.949710 33.255900)"
197,,-111.949750,33.255900,,,0,0.100000,0.100000,"POINT (-111.949750 33.255900)"
198,,-111.949690,33.255840,,,0,0.100000,0.100000,"POINT (-111.949690 33.255840)"
199,,-111.949730,33.255830,,,0,0.100000,0.100000,"POINT (-111.949730 33.255830)"
200,,-111.949670,33.255780,,,0,0.100000,0.100000,"POINT (-111.949670 33.255780)"
201,,-111.949700,33.255770,,,0,0.100000,0.100000,"POINT (-111.949700 33.255770)"
202,,-111.949640,33.255720,,,0,0.100000,0.100000,"POINT (-111.949640 33.255720)"
203,,-111.949680,33.255710,,,0,0.100000,0.100000,"POINT (-111.949680 33.255710)"
204,,-111.949620,33.255660,,,0,0.100000,0.100000,"POINT (-111.949620 33.255660)"
205,,-111.949660,33.255650,,,0,0.100000,0.100000,"POINT (-111.949660 33.255650)"
206,,-111.949600,33.255610,,,0,0.100000,0.100000,"POINT (-111.949600 33.255610)"
207,,-111.949640,33.255600,,,0,0.100000,0.100000,"POINT (-111.949640 33.255600)"
208,,-111.952440,33.260630,,,0,0.100000,0.100000,"POINT (-111.952440 33.260630)"
209,,-111.952470,33.260620,,,0,0.100000,0.100000,"POINT (-111.952470 33.260620)"
210,,-111.951510,33.259360,,,0,0.100000,0.100000,"POINT (-111.951510 33.259360)"
211,,-111.951540,33.259350,,,0,0.100000,0.100000,"POINT (-111.951540 33.259350)"
212,,-111.950880,33.258410,,,0,0.100000,0.100000,"POINT (-111.950880 33.258410)"
213,,-111.950910,33.258390,,,0,0.100000,0.100000,"POINT (-111.950910 33.258390)"
214,,-111.950600,33.257940,,,0,0.100000,0.100000,"POINT (-111.950600 33.257940)"
215,,-111.950640,33.257920,,,0,0.100000,0.100000,"POINT (-111.950640 33.257920)"
216,,-111.950450,33.257680,,,0,0.100000,0.100000,"POINT (-111.950450 33.257680)"
217,,-111.950490,33.257660,,,0,0.100000,0.100000,"POINT (-111.950490 33.257660)"
218,,-111.950340,33.257440,,,0,0.100000,0.100000,"POINT (-111.950340 33.257440)"
219,,-111.950370,33.257430,,,0,0.100000,0.100000,"POINT (-111.950370 33.257430)"
220,,-111.950190,33.257140,,,0,0.100000,0.100000,"POINT (-111.950190 33.257140)"
221,,-111.950230,33.257130,,,0,0.100000,0.100000,"POINT (-111.950230 33.257130)"
222,,-111.950090,33.256890,,,0,0.100000,0.100000,"POINT (-111.950090 33.256890)"
223,,-111.950120,33.256880,,,0,0.100000,0.100000,"POINT (-111.950120 33.256880)"
224,,-111.950000,33.256650,,,0,0.100000,0.100000,"POINT (-111.950000 33.256650)"
225,,-111.950030,33.256640,,,0,0.100000,0.100000,"POINT (-111.950030 33.256640)"
226,,-111.949810,33.256140,,,0,0.100000,0.100000,"POINT (-111.949810 33.256140)"
227,,-111.949840,33.256140,,,0,0.100000,0.100000,"POINT (-111.949840 33.256140)"
229,,-111.948890,33.257580,,,0,0.100000,0.100000,"POINT (-111.948890 33.257580)"
230,,-111.948950,33.257620,,,0,0.100000,0.100000,"POINT (-111.948950 33.257620)"
231,,-111.949010,33.257650,,,0,0.100000,0.100000,"POINT (-111.949010 33.257650)"
232,,-111.949070,33.257690,,,0,0.100000,0.100000,"POINT (-111.949070 33.257690)"
233,,-111.949130,33.257730,,,0,0.100000,0.100000,"POINT (-111.949130 33.257730)"
234,,-111.949190,33.257770,,,0,0.100000,0.100000,"POINT (-111.949190 33.257770)"
235,,-111.949250,33.257810,,,0,0.100000,0.100000,"POINT (-111.949250 33.257810)"
236,,-111.949310,33.257840,,,0,0.100000,0.100000,"POINT (-111.949310 33.257840)"
239,,-111.949400,33.257910,,,0,0.100000,0.100000,"POINT (-111.949400 33.257910)"
240,,-111.949460,33.257950,,,0,0.100000,0.100000,"POINT (-111.949460 33.257950)"
241,,-111.949510,33.257990,,,0,0.100000,0.100000,"POINT (-111.949510 33.257990)"
242,,-111.949570,33.258040,,,0,0.100000,0.100000,"POINT (-111.949570 33.258040)"
243,,-111.949620,33.258080,,,0,0.100000,0.100000,"POINT (-111.949620 33.258080)"
244,,-111.949680,33.258120,,,0,0.100000,0.100000,"POINT (-111.949680 33.258120)"
245,,-111.949730,33.258170,,,0,0.100000,0.100000,"POINT (-111.949730 33.258170)"
248,,-111.949820,33.258240,,,0,0.100000,0.100000,"POINT (-111.949820 33.258240)"
249,,-111.949870,33.258290,,,0,0.100000,0.100000,"POINT (-111.949870 33.258290)"
250,,-111.949930,33.258330,,,0,0.100000,0.100000,"POINT (-111.949930 33.258330)"
253,,-111.950020,33.258430,,,0,0.100000,0.100000,"POINT (-111.950020 33.258430)"
254,,-111.950070,33.258480,,,0,0.100000,0.100000,"POINT (-111.950070 33.258480)"
257,,-111.950160,33.258560,,,0,0.100000,0.100000,"POINT (-111.950160 33.258560)"
258,,-111.950210,33.258610,,,0,0.100000,0.100000,"POINT (-111.950210 33.258610)"
261,,-111.950290,33.258690,,,0,0.100000,0.100000,"POINT (-111.950290 33.258690)"
262,,-111.950330,33.258740,,,0,0.100000,0.100000,"POINT (-111.950330 33.258740)"
265,,-111.950420,33.258840,,,0,0.100000,0.100000,"POINT (-111.950420 33.258840)"
266,,-111.950460,33.258890,,,0,0.100000,0.100000,"POINT (-111.950460 33.258890)"
267,,-111.950500,33.258950,,,0,0.100000,0.100000,"POINT (-111.950500 33.258950)"
268,,-111.950550,33.259000,,,0,0.100000,0.100000,"POINT (-111.950550 33.259000)"
269,,-111.950590,33.259050,,,0,0.100000,0.100000,"POINT (-111.950590 33.259050)"
270,,-111.950630,33.259100,,,0,0.100000,0.100000,"POINT (-111.950630 33.259100)"
271,,-111.950680,33.259150,,,0,0.100000,0.100000,"POINT (-111.950680 33.259150)"
272,,-111.950720,33.259200,,,0,0.100000,0.100000,"POINT (-111.950720 33.259200)"
273,,-111.950760,33.259260,,,0,0.100000,0.100000,"POINT (-111.950760 33.259260)"
274,,-111.950810,33.259310,,,0,0.100000,0.100000,"POINT (-111.950810 33.259310)"
275,,-111.950850,33.259360,,,0,0.100000,0.100000,"POINT (-111.950850 33.259360)"
276,,-111.950890,33.259410,,,0,0.100000,0.100000,"POINT (-111.950890 33.259410)"
277,,-111.950940,33.259460,,,0,0.100000,0.100000,"POINT (-111.950940 33.259460)"
280,,-111.951020,33.259570,,,0,0.100000,0.100000,"POINT (-111.951020 33.259570)"
281,,-111.951070,33.259620,,,0,0.100000,0.100000,"POINT (-111.951070 33.259620)"
282,,-111.951110,33.259670,,,0,0.100000,0.100000,"POINT (-111.951110 33.259670)"
283,,-111.951150,33.259730,,,0,0.100000,0.100000,"POINT (-111.951150 33.259730)"
284,,-111.951190,33.259780,,,0,0.100000,0.100000,"POINT (-111.951190 33.259780)"
285,,-111.951230,33.259830,,,0,0.100000,0.100000,"POINT (-111.951230 33.259830)"
286,,-111.951280,33.259880,,,0,0.100000,0.100000,"POINT (-111.951280 33.259880)"
287,,-111.951320,33.259940,,,0,0.100000,0.100000,"POINT (-111.951320 33.259940)"
288,,-111.951360,33.259990,,,0,0.100000,0.100000,"POINT (-111.951360 33.259990)"
289,,-111.951400,33.260040,,,0,0.100000,0.100000,"POINT (-111.951400 33.260040)"
290,,-111.951440,33.260090,,,0,0.100000,0.100000,"POINT (-111.951440 33.260090)"
291,,-111.951490,33.260150,,,0,0.100000,0.100000,"POINT (-111.951490 33.260150)"
292,,-111.951530,33.260200,,,0,0.100000,0.100000,"POINT (-111.951530 33.260200)"
293,,-111.951570,33.260250,,,0,0.100000,0.100000,"POINT (-111.951570 33.260250)"
294,,-111.951610,33.260300,,,0,0.100000,0.100000,"POINT (-111.951610 33.260300)"
295,,-111.951650,33.260350,,,0,0.100000,0.100000,"POINT (-111.951650 33.260350)"
296,,-111.951700,33.260410,,,0,0.100000,0.100000,"POINT (-111.951700 33.260410)"
297,,-111.951740,33.260460,,,0,0.100000,0.100000,"POINT (-111.951740 33.260460)"
298,,-111.951780,33.260510,,,0,0.100000,0.100000,"POINT (-111.951780 33.260510)"
299,,-111.951820,33.260560,,,0,0.100000,0.100000,"POINT (-111.951820 33.260560)"
300,,-111.951860,33.260620,,,0,0.100000,0.100000,"POINT (-111.951860 33.260620)"
301,,-111.951910,33.260670,,,0,0.100000,0.100000,"POINT (-111.951910 33.260670)"
302,,-111.951950,33.260720,,,0,0.100000,0.100000,"POINT (-111.951950 33.260720)"
303,,-111.951990,33.260770,,,0,0.100000,0.100000,"POINT (-111.951990 33.260770)"
306,,-111.952080,33.260880,,,0,0.100000,0.100000,"POINT (-111.952080 33.260880)"
307,,-111.952130,33.260920,,,0,0.100000,0.100000,"POINT (-111.952130 33.260920)"
308,,-111.952180,33.260970,,,0,0.100000,0.100000,"POINT (-111.952180 33.260970)"
310,,-111.949350,33.257860,,,0,0.100000,0.100000,"POINT (-111.949350 33.257860)"
311,,-111.949770,33.258200,,,0,0.100000,0.100000,"POINT (-111.949770 33.258200)"
312,,-111.949980,33.258380,,,0,0.100000,0.100000,"POINT (-111.949980 33.258380)"
313,,-111.950110,33.258520,,,0,0.100000,0.100000,"POINT (-111.950110 33.258520)"
314,,-111.950240,33.258640,,,0,0.100000,0.100000,"POINT (-111.950240 33.258640)"
315,,-111.950370,33.258790,,,0,0.100000,0.100000,"POINT (-111.950370 33.258790)"
316,,-111.950980,33.259520,,,0,0.100000,0.100000,"POINT (-111.950980 33.259520)"
317,,-111.952030,33.260830,,,0,0.100000,0.100000,"POINT (-111.952030 33.260830)"
321,,-111.947980,33.255780,,,0,0.100000,0.100000,"POINT (-111.947980 33.255780)"
322,,-111.948000,33.255810,,,0,0.100000,0.100000,"POINT (-111.948000 33.255810)"
323,,-111.948020,33.255830,,,0,0.100000,0.100000,"POINT (-111.948020 33.255830)"
324,,-111.948040,33.255750,,,0,0.100000,0.100000,"POINT (-111.948040 33.255750)"
325,,-111.948060,33.255770,,,0,0.100000,0.100000,"POINT (-111.948060 33.255770)"
326,,-111.948080,33.255800,,,0,0.100000,0.100000,"POINT (-111.948080 33.255800)"
327,,-111.948100,33.255710,,,0,0.100000,0.100000,"POINT (-111.948100 33.255710)"
328,,-111.948120,33.255740,,,0,0.100000,0.100000,"POINT (-111.948120 33.255740)"
329,,-111.948140,33.255770,,,0,0.100000,0.100000,"POINT (-111.948140 33.255770)"
330,,-111.948160,33.255680,,,0,0.100000,0.100000,"POINT (-111.948160 33.255680)"
331,,-111.948190,33.255700,,,0,0.100000,0.100000,"POINT (-111.948190 33.255700)"
332,,-111.948210,33.255730,,,0,0.100000,0.100000,"POINT (-111.948210 33.255730)"
333,,-111.948230,33.255640,,,0,0.100000,0.100000,"POINT (-111.948230 33.255640)"
334,,-111.948250,33.255670,,,0,0.100000,0.100000,"POINT (-111.948250 33.255670)"
335,,-111.948270,33.255700,,,0,0.100000,0.100000,"POINT (-111.948270 33.255700)"
336,,-111.948290,33.255610,,,0,0.100000,0.100000,"POINT (-111.948290 33.255610)"
337,,-111.948310,33.255640,,,0,0.100000,0.100000,"POINT (-111.948310 33.255640)"
338,,-111.948330,33.255660,,,0,0.100000,0.100000,"POINT (-111.948330 33.255660)"
339,,-111.948350,33.255580,,,0,0.100000,0.100000,"POINT (-111.948350 33.255580)"
340,,-111.948370,33.255600,,,0,0.100000,0.100000,"POINT (-111.948370 33.255600)"
341,,-111.948390,33.255630,,,0,0.100000,0.100000,"POINT (-111.948390 33.255630)"
342,,-111.948420,33.255540,,,0,0.100000,0.100000,"POINT (-111.948420 33.255540)"
343,,-111.948440,33.255570,,,0,0.100000,0.100000,"POINT (-111.948440 33.255570)"
344,,-111.948460,33.255590,,,0,0.100000,0.100000,"POINT (-111.948460 33.255590)"
345,,-111.948480,33.255510,,,0,0.100000,0.100000,"POINT (-111.948480 33.255510)"
346,,-111.948500,33.255530,,,0,0.100000,0.100000,"POINT (-111.948500 33.255530)"
347,,-111.948520,33.255560,,,0,0.100000,0.100000,"POINT (-111.948520 33.255560)"
348,,-111.948540,33.255470,,,0,0.100000,0.100000,"POINT (-111.948540 33.255470)"
349,,-111.948560,33.255500,,,0,0.100000,0.100000,"POINT (-111.948560 33.255500)"
350,,-111.948580,33.255520,,,0,0.100000,0.100000,"POINT (-111.948580 33.255520)"
351,,-111.948610,33.255440,,,0,0.100000,0.100000,"POINT (-111.948610 33.255440)"
352,,-111.948630,33.255460,,,0,0.100000,0.100000,"POINT (-111.948630 33.255460)"
353,,-111.948650,33.255490,,,0,0.100000,0.100000,"POINT (-111.948650 33.255490)"
354,,-111.948700,33.255390,,,0,0.100000,0.100000,"POINT (-111.948700 33.255390)"
355,,-111.948720,33.255420,,,0,0.100000,0.100000,"POINT (-111.948720 33.255420)"
356,,-111.948740,33.255440,,,0,0.100000,0.100000,"POINT (-111.948740 33.255440)"
359,,-111.949950,33.254710,,,0,0.100000,0.100000,"POINT (-111.949950 33.254710)"
360,,-111.949980,33.254740,,,0,0.100000,0.100000,"POINT (-111.949980 33.254740)"
361,,-111.950020,33.254670,,,0,0.100000,0.100000,"POINT (-111.950020 33.254670)"
362,,-111.950040,33.254700,,,0,0.100000,0.100000,"POINT (-111.950040 33.254700)"
363,,-111.950080,33.254640,,,0,0.100000,0.100000,"POINT (-111.950080 33.254640)"
364,,-111.950100,33.254660,,,0,0.100000,0.100000,"POINT (-111.950100 33.254660)"
369,,-111.950190,33.254570,,,0,0.100000,0.100000,"POINT (-111.950190 33.254570)"
