link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,macro_node_id,macro_link_id,meso_link_id,cell_type,additional_cost,mvmt_txt_id
35,37,41,,1,7.61,1,1600,80,secondary,4,,"LINESTRING (24.8098632 60.1857988, 24.8099998 60.1858057)",,4,4,2,0,
36,38,42,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8099653 60.1858320, 24.8101020 60.1858389)",,4,4,2,0,
37,40,41,,1,6.77,1,1600,80,secondary,4,,"LINESTRING (24.8098976 60.1857725, 24.8099998 60.1858057)",,4,4,1,0,
38,41,42,,1,6.77,1,1600,80,secondary,4,,"LINESTRING (24.8099998 60.1858057, 24.8101020 60.1858389)",,4,4,1,0,
39,40,44,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8098976 60.1857725, 24.8100343 60.1857794)",,4,4,2,0,
40,41,45,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8099998 60.1858057, 24.8101365 60.1858126)",,4,4,2,0,
41,40,38,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8098976 60.1857725, 24.8099653 60.1858320)",,4,4,2,0,
42,41,39,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8099998 60.1858057, 24.8100674 60.1858652)",,4,4,2,0,
43,43,44,,1,6.77,1,1600,80,secondary,4,,"LINESTRING (24.8099320 60.1857461, 24.8100343 60.1857794)",,4,4,1,0,
44,44,45,,1,6.77,1,1600,80,secondary,4,,"LINESTRING (24.8100343 60.1857794, 24.8101365 60.1858126)",,4,4,1,0,
45,43,47,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8099320 60.1857461, 24.8100687 60.1857530)",,4,4,2,0,
46,44,48,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8100343 60.1857794, 24.8101710 60.1857863)",,4,4,2,0,
47,43,41,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8099320 60.1857461, 24.8099998 60.1858057)",,4,4,2,0,
48,44,42,,1,7.62,1,1600,80,secondary,4,,"LINESTRING (24.8100343 60.1857794, 24.8101020 60.1858389)",,4,4,2,0,
49,46,47,,1,6.78,1,1600,80,secondary,4,,"LINESTRING (24.8099664 60.1857198, 24.8100687 60.1857530)",,4,4,1,0,
50,47,48,,1,6.78,1,1600,80,secondary,4,,"LINESTRING (24.8100687 60.1857530, 24.8101710 60.1857863)",,4,4,1,0,
51,46,44,,1,7.63,1,1600,80,secondary,4,,"LINESTRING (24.8099664 60.1857198, 24.8100343 60.1857794)",,4,4,2,0,
52,47,45,,1,7.63,1,1600,80,secondary,4,,"LINESTRING (24.8100687 60.1857530, 24.8101365 60.1858126)",,4,4,2,0,
53,49,50,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8168580 60.1842637, 24.8169902 60.1842761)",,5,5,1,0,
54,50,51,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8169902 60.1842761, 24.8171225 60.1842884)",,5,5,1,0,
55,51,52,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8171225 60.1842884, 24.8172547 60.1843008)",,5,5,1,0,
56,52,53,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8172547 60.1843008, 24.8173869 60.1843131)",,5,5,1,0,
57,54,55,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8173637 60.1843749, 24.8172315 60.1843625)",,6,6,1,0,
58,55,56,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8172315 60.1843625, 24.8170992 60.1843502)",,6,6,1,0,
59,56,57,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8170992 60.1843502, 24.8169670 60.1843379)",,6,6,1,0,
60,57,58,,1,7.46,1,800,40,unclassified,11,,"LINESTRING (24.8169670 60.1843379, 24.8168348 60.1843255)",,6,6,1,0,
61,59,60,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8347354 60.1826983, 24.8348201 60.1826563)",,7,7,1,0,
62,60,61,,1,6.62,1,1000,30,residential,6,,"LINESTRING (24.8348201 60.1826563, 24.8349017 60.1826129)",,7,7,1,0,
63,61,62,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8349017 60.1826129, 24.8349730 60.1825651)",,7,7,1,0,
64,62,63,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8349730 60.1825651, 24.8350443 60.1825173)",,7,7,1,0,
65,63,64,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8350443 60.1825173, 24.8351156 60.1824696)",,7,7,1,0,
66,64,65,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8351156 60.1824696, 24.8351870 60.1824218)",,7,7,1,0,
67,65,66,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8351870 60.1824218, 24.8352621 60.1823755)",,7,7,1,0,
68,66,67,,1,6.63,1,1000,30,residential,6,,"LINESTRING (24.8352621 60.1823755, 24.8353372 60.1823292)",,7,7,1,0,
69,68,69,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8354354 60.1823686, 24.8353592 60.1824156)",,8,8,1,0,
70,69,70,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8353592 60.1824156, 24.8352832 60.1824626)",,8,8,1,0,
71,70,71,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8352832 60.1824626, 24.8352108 60.1825111)",,8,8,1,0,
72,71,72,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8352108 60.1825111, 24.8351385 60.1825596)",,8,8,1,0,
73,72,73,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8351385 60.1825596, 24.8350662 60.1826081)",,8,8,1,0,
74,73,74,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8350662 60.1826081, 24.8349938 60.1826565)",,8,8,1,0,
75,74,75,,1,6.72,1,1000,30,residential,6,,"LINESTRING (24.8349938 60.1826565, 24.8349104 60.1827002)",,8,8,1,0,
76,75,76,,1,6.73,1,1000,30,residential,6,,"LINESTRING (24.8349104 60.1827002, 24.8348245 60.1827428)",,8,8,1,0,
77,3088,78,,1,9.9,1,1200,40,tertiary,5,,"LINESTRING (24.8224295 60.1865324, 24.8223746 60.1864478)",,9,9,1,0,
78,79,80,,1,9.72,1,800,30,unclassified,11,,"LINESTRING (24.8249329 60.1893946, 24.8250806 60.1893477)",,10,10,1,0,
79,81,82,,1,9.71,1,800,30,unclassified,11,,"LINESTRING (24.8251483 60.1894007, 24.8250007 60.1894476)",,11,11,1,0,
80,83,84,,1,7.0,1,1200,40,tertiary,5,,"LINESTRING (24.8234735 60.1877524, 24.8235936 60.1877332)",,12,12,1,0,
81,84,85,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8235936 60.1877332, 24.8237051 60.1877032)",,12,12,1,0,
82,85,86,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8237051 60.1877032, 24.8238144 60.1876711)",,12,12,1,0,
83,86,87,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8238144 60.1876711, 24.8239228 60.1876384)",,12,12,1,0,
84,87,88,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8239228 60.1876384, 24.8240313 60.1876057)",,12,12,1,0,
85,88,89,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8240313 60.1876057, 24.8241397 60.1875729)",,12,12,1,0,
86,89,90,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8241397 60.1875729, 24.8242482 60.1875402)",,12,12,1,0,
87,90,91,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8242482 60.1875402, 24.8243565 60.1875074)",,12,12,1,0,
88,91,92,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8243565 60.1875074, 24.8244647 60.1874745)",,12,12,1,0,
89,92,93,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8244647 60.1874745, 24.8245729 60.1874416)",,12,12,1,0,
90,93,94,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8245729 60.1874416, 24.8246811 60.1874086)",,12,12,1,0,
91,94,95,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8246811 60.1874086, 24.8247893 60.1873757)",,12,12,1,0,
92,95,96,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8247893 60.1873757, 24.8248970 60.1873424)",,12,12,1,0,
93,96,97,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8248970 60.1873424, 24.8250066 60.1873106)",,12,12,1,0,
94,97,98,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8250066 60.1873106, 24.8251164 60.1872790)",,12,12,1,0,
95,98,99,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8251164 60.1872790, 24.8252261 60.1872474)",,12,12,1,0,
96,99,100,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8252261 60.1872474, 24.8253359 60.1872158)",,12,12,1,0,
97,100,101,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8253359 60.1872158, 24.8254456 60.1871841)",,12,12,1,0,
98,101,102,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8254456 60.1871841, 24.8255554 60.1871525)",,12,12,1,0,
99,102,103,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8255554 60.1871525, 24.8256651 60.1871208)",,12,12,1,0,
100,103,104,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8256651 60.1871208, 24.8257748 60.1870891)",,12,12,1,0,
101,104,105,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8257748 60.1870891, 24.8258845 60.1870575)",,12,12,1,0,
102,105,106,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8258845 60.1870575, 24.8259941 60.1870258)",,12,12,1,0,
103,106,107,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8259941 60.1870258, 24.8261038 60.1869941)",,12,12,1,0,
104,107,108,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8261038 60.1869941, 24.8262135 60.1869624)",,12,12,1,0,
105,108,109,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8262135 60.1869624, 24.8263232 60.1869307)",,12,12,1,0,
106,109,110,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8263232 60.1869307, 24.8264329 60.1868990)",,12,12,1,0,
107,110,111,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8264329 60.1868990, 24.8265418 60.1868667)",,12,12,1,0,
108,111,112,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8265418 60.1868667, 24.8266507 60.1868344)",,12,12,1,0,
109,112,113,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8266507 60.1868344, 24.8267596 60.1868020)",,12,12,1,0,
110,113,114,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8267596 60.1868020, 24.8268686 60.1867697)",,12,12,1,0,
111,114,115,,1,7.03,1,1200,40,tertiary,5,,"LINESTRING (24.8268686 60.1867697, 24.8269775 60.1867374)",,12,12,1,0,
112,116,117,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8269969 60.1868048, 24.8268899 60.1868365)",,13,13,1,0,
113,117,118,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8268899 60.1868365, 24.8267830 60.1868683)",,13,13,1,0,
114,118,119,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8267830 60.1868683, 24.8266760 60.1869000)",,13,13,1,0,
115,119,120,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8266760 60.1869000, 24.8265691 60.1869318)",,13,13,1,0,
116,120,121,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8265691 60.1869318, 24.8264618 60.1869633)",,13,13,1,0,
117,121,122,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8264618 60.1869633, 24.8263541 60.1869944)",,13,13,1,0,
118,122,123,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8263541 60.1869944, 24.8262464 60.1870255)",,13,13,1,0,
119,123,124,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8262464 60.1870255, 24.8261387 60.1870567)",,13,13,1,0,
120,124,125,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8261387 60.1870567, 24.8260310 60.1870878)",,13,13,1,0,
121,125,126,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8260310 60.1870878, 24.8259233 60.1871189)",,13,13,1,0,
122,126,127,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8259233 60.1871189, 24.8258156 60.1871500)",,13,13,1,0,
123,127,128,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8258156 60.1871500, 24.8257078 60.1871811)",,13,13,1,0,
124,128,129,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8257078 60.1871811, 24.8256001 60.1872122)",,13,13,1,0,
125,129,130,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8256001 60.1872122, 24.8254923 60.1872433)",,13,13,1,0,
126,130,131,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8254923 60.1872433, 24.8253846 60.1872744)",,13,13,1,0,
127,131,132,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8253846 60.1872744, 24.8252768 60.1873054)",,13,13,1,0,
128,132,133,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8252768 60.1873054, 24.8251690 60.1873365)",,13,13,1,0,
129,133,134,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8251690 60.1873365, 24.8250612 60.1873675)",,13,13,1,0,
130,134,135,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8250612 60.1873675, 24.8249538 60.1873988)",,13,13,1,0,
131,135,136,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8249538 60.1873988, 24.8248479 60.1874315)",,13,13,1,0,
132,136,137,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8248479 60.1874315, 24.8247417 60.1874639)",,13,13,1,0,
133,137,138,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8247417 60.1874639, 24.8246354 60.1874962)",,13,13,1,0,
134,138,139,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8246354 60.1874962, 24.8245292 60.1875286)",,13,13,1,0,
135,139,140,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8245292 60.1875286, 24.8244229 60.1875609)",,13,13,1,0,
136,140,141,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8244229 60.1875609, 24.8243165 60.1875931)",,13,13,1,0,
137,141,142,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8243165 60.1875931, 24.8242100 60.1876252)",,13,13,1,0,
138,142,143,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8242100 60.1876252, 24.8241035 60.1876574)",,13,13,1,0,
139,143,144,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8241035 60.1876574, 24.8239970 60.1876895)",,13,13,1,0,
140,144,145,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8239970 60.1876895, 24.8238905 60.1877216)",,13,13,1,0,
141,145,146,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8238905 60.1877216, 24.8237837 60.1877535)",,13,13,1,0,
142,146,147,,1,6.91,1,1200,40,tertiary,5,,"LINESTRING (24.8237837 60.1877535, 24.8236742 60.1877830)",,13,13,1,0,
143,147,148,,1,6.89,1,1200,40,tertiary,5,,"LINESTRING (24.8236742 60.1877830, 24.8235595 60.1878068)",,13,13,1,0,
144,148,149,,1,6.86,1,1200,40,tertiary,5,,"LINESTRING (24.8235595 60.1878068, 24.8234374 60.1878164)",,13,13,1,0,
145,150,151,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8339941 60.1905491, 24.8340681 60.1904993)",,14,14,1,0,
146,151,152,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8340681 60.1904993, 24.8341421 60.1904495)",,14,14,1,0,
147,152,153,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8341421 60.1904495, 24.8342162 60.1903998)",,14,14,1,0,
148,153,154,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8342162 60.1903998, 24.8342902 60.1903500)",,14,14,1,0,
149,154,155,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8342902 60.1903500, 24.8343643 60.1903002)",,14,14,1,0,
150,155,156,,1,6.88,1,1000,30,residential,6,,"LINESTRING (24.8343643 60.1903002, 24.8344331 60.1902488)",,14,14,1,0,
151,156,157,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8344331 60.1902488, 24.8344929 60.1901945)",,14,14,1,0,
152,157,158,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8344929 60.1901945, 24.8345528 60.1901402)",,14,14,1,0,
153,158,159,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8345528 60.1901402, 24.8346127 60.1900859)",,14,14,1,0,
154,159,160,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8346127 60.1900859, 24.8346726 60.1900316)",,14,14,1,0,
155,160,161,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8346726 60.1900316, 24.8347324 60.1899773)",,14,14,1,0,
156,161,162,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8347324 60.1899773, 24.8347923 60.1899230)",,14,14,1,0,
157,162,163,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8347923 60.1899230, 24.8348522 60.1898687)",,14,14,1,0,
158,163,164,,1,6.89,1,1000,30,residential,6,,"LINESTRING (24.8348522 60.1898687, 24.8349027 60.1898122)",,14,14,1,0,
159,164,165,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8349027 60.1898122, 24.8349506 60.1897550)",,14,14,1,0,
160,165,166,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8349506 60.1897550, 24.8349985 60.1896979)",,14,14,1,0,
161,166,167,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8349985 60.1896979, 24.8350464 60.1896407)",,14,14,1,0,
162,167,168,,1,6.9,1,1000,30,residential,6,,"LINESTRING (24.8350464 60.1896407, 24.8350944 60.1895835)",,14,14,1,0,
163,169,170,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8352121 60.1896062, 24.8351635 60.1896643)",,15,15,1,0,
164,170,171,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8351635 60.1896643, 24.8351148 60.1897223)",,15,15,1,0,
165,171,172,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8351148 60.1897223, 24.8350662 60.1897803)",,15,15,1,0,
166,172,173,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8350662 60.1897803, 24.8350175 60.1898383)",,15,15,1,0,
167,173,174,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8350175 60.1898383, 24.8349664 60.1898958)",,15,15,1,0,
168,174,175,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8349664 60.1898958, 24.8349056 60.1899509)",,15,15,1,0,
169,175,176,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8349056 60.1899509, 24.8348448 60.1900060)",,15,15,1,0,
170,176,177,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8348448 60.1900060, 24.8347840 60.1900611)",,15,15,1,0,
171,177,178,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8347840 60.1900611, 24.8347232 60.1901162)",,15,15,1,0,
172,178,179,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8347232 60.1901162, 24.8346625 60.1901713)",,15,15,1,0,
173,179,180,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8346625 60.1901713, 24.8346017 60.1902265)",,15,15,1,0,
174,180,181,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8346017 60.1902265, 24.8345409 60.1902816)",,15,15,1,0,
175,181,182,,1,6.99,1,1000,30,residential,6,,"LINESTRING (24.8345409 60.1902816, 24.8344713 60.1903339)",,15,15,1,0,
176,182,183,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8344713 60.1903339, 24.8343961 60.1903844)",,15,15,1,0,
177,183,184,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8343961 60.1903844, 24.8343210 60.1904349)",,15,15,1,0,
178,184,185,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8343210 60.1904349, 24.8342458 60.1904854)",,15,15,1,0,
179,185,186,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8342458 60.1904854, 24.8341706 60.1905360)",,15,15,1,0,
180,186,187,,1,7.0,1,1000,30,residential,6,,"LINESTRING (24.8341706 60.1905360, 24.8340955 60.1905865)",,15,15,1,0,
181,188,189,,1,6.75,1,1600,50,secondary,4,,"LINESTRING (24.8373892 60.1800961, 24.8372690 60.1800870)",,16,16,1,0,
182,189,190,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8372690 60.1800870, 24.8371518 60.1800699)",,16,16,1,0,
183,190,191,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8371518 60.1800699, 24.8370347 60.1800528)",,16,16,1,0,
184,191,192,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8370347 60.1800528, 24.8369175 60.1800357)",,16,16,1,0,
185,192,193,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8369175 60.1800357, 24.8368004 60.1800185)",,16,16,1,0,
186,193,194,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8368004 60.1800185, 24.8366832 60.1800014)",,16,16,1,0,
187,194,195,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8366832 60.1800014, 24.8365661 60.1799843)",,16,16,1,0,
188,195,196,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8365661 60.1799843, 24.8364490 60.1799672)",,16,16,1,0,
189,196,197,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8364490 60.1799672, 24.8363318 60.1799501)",,16,16,1,0,
190,197,198,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8363318 60.1799501, 24.8362147 60.1799330)",,16,16,1,0,
191,198,199,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8362147 60.1799330, 24.8360975 60.1799159)",,16,16,1,0,
192,199,200,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8360975 60.1799159, 24.8359804 60.1798988)",,16,16,1,0,
193,200,201,,1,6.77,1,1600,50,secondary,4,,"LINESTRING (24.8359804 60.1798988, 24.8358632 60.1798817)",,16,16,1,0,
