link_id,from_node_id,to_node_id,time_period,duration_in_sec,state,state_code
26811,14279,14283,0830:00.000_0830:41.000,41,1,g
26811,14279,14283,0830:41.000_0831:40.000,59,0,r
26811,14279,14283,0831:40.000_0832:21.0-1,41,1,g
26811,14279,14283,0832:21.0-1_0833:20.0-1,59,0,r
26811,14279,14283,0833:20.0-1_0834:01.000,41,1,g
26811,14279,14283,0834:01.000_0835:00.000,59,0,r
26811,14279,14283,0835:00.000_0835:41.000,41,1,g
26811,14279,14283,0835:41.000_0836:40.001,59,0,r
26811,14279,14283,0836:40.001_0837:21.0-1,41,1,g
26811,14279,14283,0837:21.0-1_0838:20.0-1,59,0,r
26811,14279,14283,0838:20.0-1_0839:01.000,41,1,g
26811,14279,14283,0839:01.000_0840:00.000,59,0,r
26811,14279,14283,0840:00.000_0840:41.000,41,1,g
26811,14279,14283,0840:41.000_0841:40.001,59,0,r
26811,14279,14283,0841:40.001_0842:21.0-1,41,1,g
26811,14279,14283,0842:21.0-1_0843:20.0-1,59,0,r
26811,14279,14283,0843:20.0-1_0844:01.000,41,1,g
26811,14279,14283,0844:01.000_0845:00.000,59,0,r
26811,14279,14283,0845:00.000_0845:41.000,41,1,g
26811,14279,14283,0845:41.000_0846:40.001,59,0,r
26811,14279,14283,0846:40.001_0847:21.0-1,41,1,g
26811,14279,14283,0847:21.0-1_0848:20.0-1,59,0,r
26811,14279,14283,0848:20.0-1_0849:01.000,41,1,g
26811,14279,14283,0849:01.000_0850:00.000,59,0,r
26811,14279,14283,0850:00.000_0850:41.000,41,1,g
26811,14279,14283,0850:41.000_0851:40.001,59,0,r
26811,14279,14283,0851:40.001_0852:21.0-1,41,1,g
26811,14279,14283,0852:21.0-1_0853:20.0-1,59,0,r
26811,14279,14283,0853:20.0-1_0854:01.000,41,1,g
26811,14279,14283,0854:01.000_0855:00.000,59,0,r
26811,14279,14283,0855:00.000_0855:41.000,41,1,g
26811,14279,14283,0855:41.000_0856:40.001,59,0,r
26811,14279,14283,0856:40.001_0857:21.0-1,41,1,g
26811,14279,14283,0857:21.0-1_0858:20.0-1,59,0,r
26811,14279,14283,0858:20.0-1_0859:01.000,41,1,g
26811,14279,14283,0859:01.000_0900:00.000,59,0,r
26811,14279,14283,0900:00.000_0900:41.000,41,1,g
26811,14279,14283,0900:41.000_0901:40.001,59,0,r
26811,14279,14283,0901:40.001_0902:21.0-1,41,1,g
26811,14279,14283,0902:21.0-1_0903:20.0-1,59,0,r
26811,14279,14283,0903:20.0-1_0904:01.000,41,1,g
26811,14279,14283,0904:01.000_0905:00.000,59,0,r
26811,14279,14283,0905:00.000_0905:41.000,41,1,g
26811,14279,14283,0905:41.000_0906:40.001,59,0,r
26811,14279,14283,0906:40.001_0907:21.0-1,41,1,g
26811,14279,14283,0907:21.0-1_0908:20.0-1,59,0,r
26811,14279,14283,0908:20.0-1_0909:01.000,41,1,g
26811,14279,14283,0909:01.000_0910:00.000,59,0,r
26811,14279,14283,0910:00.000_0910:41.000,41,1,g
26811,14279,14283,0910:41.000_0911:40.001,59,0,r
26811,14279,14283,0911:40.001_0912:21.0-1,41,1,g
26811,14279,14283,0912:21.0-1_0913:20.0-1,59,0,r
26811,14279,14283,0913:20.0-1_0914:01.000,41,1,g
26811,14279,14283,0914:01.000_0915:00.000,59,0,r
26811,14279,14283,0915:00.000_0915:41.000,41,1,g
26811,14279,14283,0915:41.000_0916:40.001,59,0,r
26811,14279,14283,0916:40.001_0917:21.0-1,41,1,g
26811,14279,14283,0917:21.0-1_0918:20.0-1,59,0,r
26811,14279,14283,0918:20.0-1_0919:01.000,41,1,g
26811,14279,14283,0919:01.000_0920:00.000,59,0,r
26811,14279,14283,0920:00.000_0920:41.000,41,1,g
26811,14279,14283,0920:41.000_0921:40.001,59,0,r
26811,14279,14283,0921:40.001_0922:21.0-1,41,1,g
26811,14279,14283,0922:21.0-1_0923:20.0-1,59,0,r
26811,14279,14283,0923:20.0-1_0924:01.000,41,1,g
26811,14279,14283,0924:01.000_0925:00.000,59,0,r
26811,14279,14283,0925:00.000_0925:41.000,41,1,g
26811,14279,14283,0925:41.000_0926:40.001,59,0,r
26811,14279,14283,0926:40.001_0927:21.0-1,41,1,g
26811,14279,14283,0927:21.0-1_0928:20.0-1,59,0,r
26811,14279,14283,0928:20.0-1_0929:01.000,41,1,g
26811,14279,14283,0929:01.000_0930:00.000,59,0,r
26811,14279,14283,0930:00.000_0930:41.000,41,1,g
26811,14279,14283,0930:41.000_0931:40.001,59,0,r
26811,14279,14283,0931:40.001_0932:21.0-1,41,1,g
26811,14279,14283,0932:21.0-1_0933:20.0-1,59,0,r
26811,14279,14283,0933:20.0-1_0934:01.000,41,1,g
26811,14279,14283,0934:01.000_0935:00.000,59,0,r
26811,14279,14283,0935:00.000_0935:41.000,41,1,g
26811,14279,14283,0935:41.000_0936:40.001,59,0,r
26811,14279,14283,0936:40.001_0937:21.0-1,41,1,g
26811,14279,14283,0937:21.0-1_0938:20.0-1,59,0,r
26811,14279,14283,0938:20.0-1_0939:01.000,41,1,g
26811,14279,14283,0939:01.000_0940:00.000,59,0,r
26811,14279,14283,0940:00.000_0940:41.000,41,1,g
26811,14279,14283,0940:41.000_0941:40.001,59,0,r
26811,14279,14283,0941:40.001_0942:21.0-1,41,1,g
26811,14279,14283,0942:21.0-1_0943:20.0-1,59,0,r
26811,14279,14283,0943:20.0-1_0944:01.000,41,1,g
26811,14279,14283,0944:01.000_0945:00.000,59,0,r
26811,14279,14283,0945:00.000_0945:41.000,41,1,g
26811,14279,14283,0945:41.000_0946:40.001,59,0,r
26811,14279,14283,0946:40.001_0947:21.0-1,41,1,g
26811,14279,14283,0947:21.0-1_0948:20.0-1,59,0,r
26811,14279,14283,0948:20.0-1_0949:01.000,41,1,g
26811,14279,14283,0949:01.000_0950:00.000,59,0,r
26811,14279,14283,0950:00.000_0950:41.000,41,1,g
26811,14279,14283,0950:41.000_0951:40.001,59,0,r
26811,14279,14283,0951:40.001_0952:21.0-1,41,1,g
26811,14279,14283,0952:21.0-1_0953:20.0-1,59,0,r
26811,14279,14283,0953:20.0-1_0954:01.000,41,1,g
26811,14279,14283,0954:01.000_0955:00.000,59,0,r
26811,14279,14283,0955:00.000_0955:41.000,41,1,g
26811,14279,14283,0955:41.000_0956:40.001,59,0,r
26811,14279,14283,0956:40.001_0957:21.0-1,41,1,g
26811,14279,14283,0957:21.0-1_0958:20.0-1,59,0,r
26811,14279,14283,0958:20.0-1_0959:01.000,41,1,g
26811,14279,14283,0959:01.000_0959:59.000,58,0,r
26817,14280,14284,0600:00.000_0600:41.000,41,1,g
26817,14280,14284,0600:41.000_0601:40.000,59,0,r
26817,14280,14284,0601:40.000_0602:21.000,41,1,g
26817,14280,14284,0602:21.000_0603:20.000,59,0,r
26817,14280,14284,0603:20.000_0604:01.000,41,1,g
26817,14280,14284,0604:01.000_0605:00.000,59,0,r
26817,14280,14284,0605:00.000_0605:41.000,41,1,g
26817,14280,14284,0605:41.000_0606:40.000,59,0,r
26817,14280,14284,0606:40.000_0607:21.000,41,1,g
26817,14280,14284,0607:21.000_0608:20.000,59,0,r
26817,14280,14284,0608:20.000_0609:01.000,41,1,g
26817,14280,14284,0609:01.000_0610:00.000,59,0,r
26817,14280,14284,0610:00.000_0610:41.000,41,1,g
26817,14280,14284,0610:41.000_0611:40.000,59,0,r
26817,14280,14284,0611:40.000_0612:21.000,41,1,g
26817,14280,14284,0612:21.000_0613:20.000,59,0,r
26817,14280,14284,0613:20.000_0614:01.000,41,1,g
26817,14280,14284,0614:01.000_0615:00.000,59,0,r
26817,14280,14284,0615:00.000_0615:41.000,41,1,g
26817,14280,14284,0615:41.000_0616:40.000,59,0,r
26817,14280,14284,0616:40.000_0617:21.000,41,1,g
26817,14280,14284,0617:21.000_0618:20.000,59,0,r
26817,14280,14284,0618:20.000_0619:01.000,41,1,g
26817,14280,14284,0619:01.000_0620:00.000,59,0,r
26817,14280,14284,0620:00.000_0620:41.000,41,1,g
26817,14280,14284,0620:41.000_0621:40.000,59,0,r
26817,14280,14284,0621:40.000_0622:21.000,41,1,g
26817,14280,14284,0622:21.000_0623:20.000,59,0,r
26817,14280,14284,0623:20.000_0624:01.000,41,1,g
26817,14280,14284,0624:01.000_0625:00.000,59,0,r
26817,14280,14284,0625:00.000_0625:41.000,41,1,g
26817,14280,14284,0625:41.000_0626:40.000,59,0,r
26817,14280,14284,0626:40.000_0627:21.000,41,1,g
26817,14280,14284,0627:21.000_0628:20.000,59,0,r
26817,14280,14284,0628:20.000_0629:01.000,41,1,g
26817,14280,14284,0629:01.000_0630:00.000,59,0,r
26817,14280,14284,0630:00.000_0630:41.000,41,1,g
26817,14280,14284,0630:41.000_0631:40.000,59,0,r
26817,14280,14284,0631:40.000_0632:21.000,41,1,g
26817,14280,14284,0632:21.000_0633:20.000,59,0,r
26817,14280,14284,0633:20.000_0634:01.000,41,1,g
26817,14280,14284,0634:01.000_0635:00.000,59,0,r
26817,14280,14284,0635:00.000_0635:41.000,41,1,g
26817,14280,14284,0635:41.000_0636:40.000,59,0,r
26817,14280,14284,0636:40.000_0637:21.000,41,1,g
26817,14280,14284,0637:21.000_0638:20.000,59,0,r
26817,14280,14284,0638:20.000_0639:01.000,41,1,g
26817,14280,14284,0639:01.000_0640:00.000,59,0,r
26817,14280,14284,0640:00.000_0640:41.000,41,1,g
26817,14280,14284,0640:41.000_0641:40.000,59,0,r
26817,14280,14284,0641:40.000_0642:21.000,41,1,g
26817,14280,14284,0642:21.000_0643:20.000,59,0,r
26817,14280,14284,0643:20.000_0644:01.000,41,1,g
26817,14280,14284,0644:01.000_0645:00.000,59,0,r
26817,14280,14284,0645:00.000_0645:41.000,41,1,g
26817,14280,14284,0645:41.000_0646:40.000,59,0,r
26817,14280,14284,0646:40.000_0647:21.000,41,1,g
26817,14280,14284,0647:21.000_0648:20.000,59,0,r
26817,14280,14284,0648:20.000_0649:01.000,41,1,g
26817,14280,14284,0649:01.000_0650:00.000,59,0,r
26817,14280,14284,0650:00.000_0650:41.000,41,1,g
26817,14280,14284,0650:41.000_0651:40.000,59,0,r
26817,14280,14284,0651:40.000_0652:21.000,41,1,g
26817,14280,14284,0652:21.000_0653:20.000,59,0,r
26817,14280,14284,0653:20.000_0654:01.000,41,1,g
26817,14280,14284,0654:01.000_0655:00.000,59,0,r
26817,14280,14284,0655:00.000_0655:41.000,41,1,g
26817,14280,14284,0655:41.000_0656:40.000,59,0,r
26817,14280,14284,0656:40.000_0657:21.000,41,1,g
26817,14280,14284,0657:21.000_0658:20.000,59,0,r
26817,14280,14284,0658:20.000_0659:01.000,41,1,g
26817,14280,14284,0659:01.000_0700:00.000,59,0,r
26817,14280,14284,0700:00.000_0700:41.000,41,1,g
26817,14280,14284,0700:41.000_0701:40.000,59,0,r
26817,14280,14284,0701:40.000_0702:21.000,41,1,g
26817,14280,14284,0702:21.000_0703:20.000,59,0,r
26817,14280,14284,0703:20.000_0704:01.000,41,1,g
26817,14280,14284,0704:01.000_0705:00.000,59,0,r
26817,14280,14284,0705:00.000_0705:41.000,41,1,g
26817,14280,14284,0705:41.000_0706:40.000,59,0,r
26817,14280,14284,0706:40.000_0707:21.000,41,1,g
26817,14280,14284,0707:21.000_0708:20.000,59,0,r
26817,14280,14284,0708:20.000_0709:01.000,41,1,g
26817,14280,14284,0709:01.000_0710:00.000,59,0,r
26817,14280,14284,0710:00.000_0710:41.000,41,1,g
26817,14280,14284,0710:41.000_0711:40.000,59,0,r
26817,14280,14284,0711:40.000_0712:21.000,41,1,g
26817,14280,14284,0712:21.000_0713:20.000,59,0,r
26817,14280,14284,0713:20.000_0714:01.000,41,1,g
26817,14280,14284,0714:01.000_0715:00.000,59,0,r
26817,14280,14284,0715:00.000_0715:41.000,41,1,g
26817,14280,14284,0715:41.000_0716:40.000,59,0,r
26817,14280,14284,0716:40.000_0717:21.000,41,1,g
26817,14280,14284,0717:21.000_0718:20.000,59,0,r
26817,14280,14284,0718:20.000_0719:01.000,41,1,g
26817,14280,14284,0719:01.000_0720:00.000,59,0,r
26817,14280,14284,0720:00.000_0720:41.000,41,1,g
26817,14280,14284,0720:41.000_0721:40.000,59,0,r
26817,14280,14284,0721:40.000_0722:21.000,41,1,g
26817,14280,14284,0722:21.000_0723:20.000,59,0,r
26817,14280,14284,0723:20.000_0724:01.000,41,1,g
26817,14280,14284,0724:01.000_0725:00.000,59,0,r
26817,14280,14284,0725:00.000_0725:41.000,41,1,g
26817,14280,14284,0725:41.000_0726:40.000,59,0,r
26817,14280,14284,0726:40.000_0727:21.000,41,1,g
26817,14280,14284,0727:21.000_0728:20.000,59,0,r
26817,14280,14284,0728:20.000_0729:01.000,41,1,g
26817,14280,14284,0729:01.000_0730:00.000,59,0,r
26817,14280,14284,0730:00.000_0730:41.000,41,1,g
26817,14280,14284,0730:41.000_0731:40.000,59,0,r
26817,14280,14284,0731:40.000_0732:21.000,41,1,g
26817,14280,14284,0732:21.000_0733:20.000,59,0,r
26817,14280,14284,0733:20.000_0734:01.000,41,1,g
26817,14280,14284,0734:01.000_0735:00.000,59,0,r
26817,14280,14284,0735:00.000_0735:41.000,41,1,g
26817,14280,14284,0735:41.000_0736:40.000,59,0,r
26817,14280,14284,0736:40.000_0737:21.000,41,1,g
26817,14280,14284,0737:21.000_0738:20.000,59,0,r
26817,14280,14284,0738:20.000_0739:01.000,41,1,g
26817,14280,14284,0739:01.000_0740:00.000,59,0,r
26817,14280,14284,0740:00.000_0740:41.000,41,1,g
26817,14280,14284,0740:41.000_0741:40.000,59,0,r
26817,14280,14284,0741:40.000_0742:21.000,41,1,g
26817,14280,14284,0742:21.000_0743:20.000,59,0,r
26817,14280,14284,0743:20.000_0744:01.000,41,1,g
26817,14280,14284,0744:01.000_0745:00.000,59,0,r
26817,14280,14284,0745:00.000_0745:41.000,41,1,g
26817,14280,14284,0745:41.000_0746:40.000,59,0,r
26817,14280,14284,0746:40.000_0747:21.000,41,1,g
26817,14280,14284,0747:21.000_0748:20.000,59,0,r
26817,14280,14284,0748:20.000_0749:01.000,41,1,g
26817,14280,14284,0749:01.000_0750:00.000,59,0,r
26817,14280,14284,0750:00.000_0750:41.000,41,1,g
26817,14280,14284,0750:41.000_0751:40.000,59,0,r
26817,14280,14284,0751:40.000_0752:21.000,41,1,g
26817,14280,14284,0752:21.000_0753:20.000,59,0,r
26817,14280,14284,0753:20.000_0754:01.000,41,1,g
26817,14280,14284,0754:01.000_0755:00.000,59,0,r
26817,14280,14284,0755:00.000_0755:41.000,41,1,g
26817,14280,14284,0755:41.000_0756:40.000,59,0,r
26817,14280,14284,0756:40.000_0757:21.000,41,1,g
26817,14280,14284,0757:21.000_0758:20.000,59,0,r
26817,14280,14284,0758:20.000_0759:01.000,41,1,g
26817,14280,14284,0759:01.000_0800:00.000,59,0,r
26817,14280,14284,0800:00.000_0800:41.000,41,1,g
26817,14280,14284,0800:41.000_0801:40.000,59,0,r
26817,14280,14284,0801:40.000_0802:21.000,41,1,g
26817,14280,14284,0802:21.000_0803:20.000,59,0,r
26817,14280,14284,0803:20.000_0804:01.000,41,1,g
26817,14280,14284,0804:01.000_0805:00.000,59,0,r
26817,14280,14284,0805:00.000_0805:41.000,41,1,g
26817,14280,14284,0805:41.000_0806:40.000,59,0,r
26817,14280,14284,0806:40.000_0807:21.000,41,1,g
26817,14280,14284,0807:21.000_0808:20.000,59,0,r
26817,14280,14284,0808:20.000_0809:01.000,41,1,g
26817,14280,14284,0809:01.000_0810:00.000,59,0,r
26817,14280,14284,0810:00.000_0810:41.000,41,1,g
26817,14280,14284,0810:41.000_0811:40.000,59,0,r
26817,14280,14284,0811:40.000_0812:21.000,41,1,g
26817,14280,14284,0812:21.000_0813:20.000,59,0,r
26817,14280,14284,0813:20.000_0814:01.000,41,1,g
26817,14280,14284,0814:01.000_0815:00.000,59,0,r
26817,14280,14284,0815:00.000_0815:41.000,41,1,g
26817,14280,14284,0815:41.000_0816:40.000,59,0,r
26817,14280,14284,0816:40.000_0817:21.000,41,1,g
26817,14280,14284,0817:21.000_0818:20.000,59,0,r
26817,14280,14284,0818:20.000_0819:01.000,41,1,g
26817,14280,14284,0819:01.000_0820:00.000,59,0,r
26817,14280,14284,0820:00.000_0820:41.000,41,1,g
26817,14280,14284,0820:41.000_0821:40.000,59,0,r
26817,14280,14284,0821:40.000_0822:21.000,41,1,g
26817,14280,14284,0822:21.000_0823:20.000,59,0,r
26817,14280,14284,0823:20.000_0824:01.000,41,1,g
26817,14280,14284,0824:01.000_0825:00.000,59,0,r
26817,14280,14284,0825:00.000_0825:41.000,41,1,g
26817,14280,14284,0825:41.000_0826:40.000,59,0,r
26817,14280,14284,0826:40.000_0827:21.000,41,1,g
26817,14280,14284,0827:21.000_0828:20.000,59,0,r
26817,14280,14284,0828:20.000_0829:01.000,41,1,g
26817,14280,14284,0829:01.000_0830:00.000,59,0,r
26817,14280,14284,0830:00.000_0830:41.000,41,1,g
26817,14280,14284,0830:41.000_0831:40.000,59,0,r
26817,14280,14284,0831:40.000_0832:21.0-1,41,1,g
26817,14280,14284,0832:21.0-1_0833:20.0-1,59,0,r
26817,14280,14284,0833:20.0-1_0834:01.000,41,1,g
26817,14280,14284,0834:01.000_0835:00.000,59,0,r
26817,14280,14284,0835:00.000_0835:41.000,41,1,g
26817,14280,14284,0835:41.000_0836:40.001,59,0,r
26817,14280,14284,0836:40.001_0837:21.0-1,41,1,g
26817,14280,14284,0837:21.0-1_0838:20.0-1,59,0,r
26817,14280,14284,0838:20.0-1_0839:01.000,41,1,g
26817,14280,14284,0839:01.000_0840:00.000,59,0,r
26817,14280,14284,0840:00.000_0840:41.000,41,1,g
26817,14280,14284,0840:41.000_0841:40.001,59,0,r
26817,14280,14284,0841:40.001_0842:21.0-1,41,1,g
26817,14280,14284,0842:21.0-1_0843:20.0-1,59,0,r
26817,14280,14284,0843:20.0-1_0844:01.000,41,1,g
26817,14280,14284,0844:01.000_0845:00.000,59,0,r
26817,14280,14284,0845:00.000_0845:41.000,41,1,g
26817,14280,14284,0845:41.000_0846:40.001,59,0,r
26817,14280,14284,0846:40.001_0847:21.0-1,41,1,g
26817,14280,14284,0847:21.0-1_0848:20.0-1,59,0,r
26817,14280,14284,0848:20.0-1_0849:01.000,41,1,g
26817,14280,14284,0849:01.000_0850:00.000,59,0,r
26817,14280,14284,0850:00.000_0850:41.000,41,1,g
26817,14280,14284,0850:41.000_0851:40.001,59,0,r
26817,14280,14284,0851:40.001_0852:21.0-1,41,1,g
26817,14280,14284,0852:21.0-1_0853:20.0-1,59,0,r
26817,14280,14284,0853:20.0-1_0854:01.000,41,1,g
26817,14280,14284,0854:01.000_0855:00.000,59,0,r
26817,14280,14284,0855:00.000_0855:41.000,41,1,g
26817,14280,14284,0855:41.000_0856:40.001,59,0,r
26817,14280,14284,0856:40.001_0857:21.0-1,41,1,g
26817,14280,14284,0857:21.0-1_0858:20.0-1,59,0,r
26817,14280,14284,0858:20.0-1_0859:01.000,41,1,g
26817,14280,14284,0859:01.000_0900:00.000,59,0,r
26817,14280,14284,0900:00.000_0900:41.000,41,1,g
26817,14280,14284,0900:41.000_0901:40.001,59,0,r
26817,14280,14284,0901:40.001_0902:21.0-1,41,1,g
26817,14280,14284,0902:21.0-1_0903:20.0-1,59,0,r
26817,14280,14284,0903:20.0-1_0904:01.000,41,1,g
26817,14280,14284,0904:01.000_0905:00.000,59,0,r
26817,14280,14284,0905:00.000_0905:41.000,41,1,g
26817,14280,14284,0905:41.000_0906:40.001,59,0,r
26817,14280,14284,0906:40.001_0907:21.0-1,41,1,g
26817,14280,14284,0907:21.0-1_0908:20.0-1,59,0,r
26817,14280,14284,0908:20.0-1_0909:01.000,41,1,g
26817,14280,14284,0909:01.000_0910:00.000,59,0,r
26817,14280,14284,0910:00.000_0910:41.000,41,1,g
26817,14280,14284,0910:41.000_0911:40.001,59,0,r
26817,14280,14284,0911:40.001_0912:21.0-1,41,1,g
26817,14280,14284,0912:21.0-1_0913:20.0-1,59,0,r
26817,14280,14284,0913:20.0-1_0914:01.000,41,1,g
26817,14280,14284,0914:01.000_0915:00.000,59,0,r
26817,14280,14284,0915:00.000_0915:41.000,41,1,g
26817,14280,14284,0915:41.000_0916:40.001,59,0,r
26817,14280,14284,0916:40.001_0917:21.0-1,41,1,g
26817,14280,14284,0917:21.0-1_0918:20.0-1,59,0,r
26817,14280,14284,0918:20.0-1_0919:01.000,41,1,g
26817,14280,14284,0919:01.000_0920:00.000,59,0,r
26817,14280,14284,0920:00.000_0920:41.000,41,1,g
26817,14280,14284,0920:41.000_0921:40.001,59,0,r
26817,14280,14284,0921:40.001_0922:21.0-1,41,1,g
26817,14280,14284,0922:21.0-1_0923:20.0-1,59,0,r
26817,14280,14284,0923:20.0-1_0924:01.000,41,1,g
26817,14280,14284,0924:01.000_0925:00.000,59,0,r
26817,14280,14284,0925:00.000_0925:41.000,41,1,g
26817,14280,14284,0925:41.000_0926:40.001,59,0,r
26817,14280,14284,0926:40.001_0927:21.0-1,41,1,g
26817,14280,14284,0927:21.0-1_0928:20.0-1,59,0,r
26817,14280,14284,0928:20.0-1_0929:01.000,41,1,g
26817,14280,14284,0929:01.000_0930:00.000,59,0,r
26817,14280,14284,0930:00.000_0930:41.000,41,1,g
26817,14280,14284,0930:41.000_0931:40.001,59,0,r
26817,14280,14284,0931:40.001_0932:21.0-1,41,1,g
26817,14280,14284,0932:21.0-1_0933:20.0-1,59,0,r
26817,14280,14284,0933:20.0-1_0934:01.000,41,1,g
26817,14280,14284,0934:01.000_0935:00.000,59,0,r
26817,14280,14284,0935:00.000_0935:41.000,41,1,g
26817,14280,14284,0935:41.000_0936:40.001,59,0,r
26817,14280,14284,0936:40.001_0937:21.0-1,41,1,g
26817,14280,14284,0937:21.0-1_0938:20.0-1,59,0,r
26817,14280,14284,0938:20.0-1_0939:01.000,41,1,g
26817,14280,14284,0939:01.000_0940:00.000,59,0,r
26817,14280,14284,0940:00.000_0940:41.000,41,1,g
26817,14280,14284,0940:41.000_0941:40.001,59,0,r
26817,14280,14284,0941:40.001_0942:21.0-1,41,1,g
26817,14280,14284,0942:21.0-1_0943:20.0-1,59,0,r
26817,14280,14284,0943:20.0-1_0944:01.000,41,1,g
26817,14280,14284,0944:01.000_0945:00.000,59,0,r
26817,14280,14284,0945:00.000_0945:41.000,41,1,g
26817,14280,14284,0945:41.000_0946:40.001,59,0,r
26817,14280,14284,0946:40.001_0947:21.0-1,41,1,g
26817,14280,14284,0947:21.0-1_0948:20.0-1,59,0,r
26817,14280,14284,0948:20.0-1_0949:01.000,41,1,g
26817,14280,14284,0949:01.000_0950:00.000,59,0,r
26817,14280,14284,0950:00.000_0950:41.000,41,1,g
26817,14280,14284,0950:41.000_0951:40.001,59,0,r
26817,14280,14284,0951:40.001_0952:21.0-1,41,1,g
26817,14280,14284,0952:21.0-1_0953:20.0-1,59,0,r
26817,14280,14284,0953:20.0-1_0954:01.000,41,1,g
26817,14280,14284,0954:01.000_0955:00.000,59,0,r
26817,14280,14284,0955:00.000_0955:41.000,41,1,g
26817,14280,14284,0955:41.000_0956:40.001,59,0,r
26817,14280,14284,0956:40.001_0957:21.0-1,41,1,g
26817,14280,14284,0957:21.0-1_0958:20.0-1,59,0,r
26817,14280,14284,0958:20.0-1_0959:01.000,41,1,g
26817,14280,14284,0959:01.000_0959:59.000,58,0,r
27126,14528,14533,0600:01.000_0600:45.000,44,0,r
27126,14528,14533,0600:45.000_0600:51.000,6,1,g
27126,14528,14533,0600:51.000_0602:25.000,94,0,r
27126,14528,14533,0602:25.000_0602:31.000,6,1,g
27126,14528,14533,0602:31.000_0604:05.000,94,0,r
27126,14528,14533,0604:05.000_0604:11.000,6,1,g
27126,14528,14533,0604:11.000_0605:45.000,94,0,r
27126,14528,14533,0605:45.000_0605:51.000,6,1,g
27126,14528,14533,0605:51.000_0607:25.000,94,0,r
27126,14528,14533,0607:25.000_0607:31.000,6,1,g
27126,14528,14533,0607:31.000_0609:05.000,94,0,r
27126,14528,14533,0609:05.000_0609:11.000,6,1,g
27126,14528,14533,0609:11.000_0610:45.000,94,0,r
27126,14528,14533,0610:45.000_0610:51.000,6,1,g
27126,14528,14533,0610:51.000_0612:25.000,94,0,r
27126,14528,14533,0612:25.000_0612:31.000,6,1,g
27126,14528,14533,0612:31.000_0614:05.000,94,0,r
27126,14528,14533,0614:05.000_0614:11.000,6,1,g
27126,14528,14533,0614:11.000_0615:45.000,94,0,r
27126,14528,14533,0615:45.000_0615:51.000,6,1,g
27126,14528,14533,0615:51.000_0617:25.000,94,0,r
27126,14528,14533,0617:25.000_0617:31.000,6,1,g
27126,14528,14533,0617:31.000_0619:05.000,94,0,r
27126,14528,14533,0619:05.000_0619:11.000,6,1,g
27126,14528,14533,0619:11.000_0620:45.000,94,0,r
27126,14528,14533,0620:45.000_0620:51.000,6,1,g
27126,14528,14533,0620:51.000_0622:25.000,94,0,r
27126,14528,14533,0622:25.000_0622:31.000,6,1,g
27126,14528,14533,0622:31.000_0624:05.000,94,0,r
27126,14528,14533,0624:05.000_0624:11.000,6,1,g
27126,14528,14533,0624:11.000_0625:45.000,94,0,r
27126,14528,14533,0625:45.000_0625:51.000,6,1,g
27126,14528,14533,0625:51.000_0627:25.000,94,0,r
27126,14528,14533,0627:25.000_0627:31.000,6,1,g
27126,14528,14533,0627:31.000_0629:05.000,94,0,r
27126,14528,14533,0629:05.000_0629:11.000,6,1,g
27126,14528,14533,0629:11.000_0630:45.000,94,0,r
27126,14528,14533,0630:45.000_0630:51.000,6,1,g
27126,14528,14533,0630:51.000_0632:25.000,94,0,r
27126,14528,14533,0632:25.000_0632:31.000,6,1,g
27126,14528,14533,0632:31.000_0634:05.000,94,0,r
27126,14528,14533,0634:05.000_0634:11.000,6,1,g
27126,14528,14533,0634:11.000_0635:45.000,94,0,r
27126,14528,14533,0635:45.000_0635:51.000,6,1,g
27126,14528,14533,0635:51.000_0637:25.000,94,0,r
27126,14528,14533,0637:25.000_0637:31.000,6,1,g
27126,14528,14533,0637:31.000_0639:05.000,94,0,r
27126,14528,14533,0639:05.000_0639:11.000,6,1,g
27126,14528,14533,0639:11.000_0640:45.000,94,0,r
27126,14528,14533,0640:45.000_0640:51.000,6,1,g
27126,14528,14533,0640:51.000_0642:25.000,94,0,r
27126,14528,14533,0642:25.000_0642:31.000,6,1,g
27126,14528,14533,0642:31.000_0644:05.000,94,0,r
27126,14528,14533,0644:05.000_0644:11.000,6,1,g
27126,14528,14533,0644:11.000_0645:45.000,94,0,r
27126,14528,14533,0645:45.000_0645:51.000,6,1,g
27126,14528,14533,0645:51.000_0647:25.000,94,0,r
27126,14528,14533,0647:25.000_0647:31.000,6,1,g
27126,14528,14533,0647:31.000_0649:05.000,94,0,r
27126,14528,14533,0649:05.000_0649:11.000,6,1,g
27126,14528,14533,0649:11.000_0650:45.000,94,0,r
27126,14528,14533,0650:45.000_0650:51.000,6,1,g
27126,14528,14533,0650:51.000_0652:25.000,94,0,r
27126,14528,14533,0652:25.000_0652:31.000,6,1,g
27126,14528,14533,0652:31.000_0654:05.000,94,0,r
27126,14528,14533,0654:05.000_0654:11.000,6,1,g
27126,14528,14533,0654:11.000_0655:45.000,94,0,r
27126,14528,14533,0655:45.000_0655:51.000,6,1,g
27126,14528,14533,0655:51.000_0657:25.000,94,0,r
27126,14528,14533,0657:25.000_0657:31.000,6,1,g
27126,14528,14533,0657:31.000_0659:05.000,94,0,r
27126,14528,14533,0659:05.000_0659:11.000,6,1,g
27126,14528,14533,0659:11.000_0700:45.000,94,0,r
27126,14528,14533,0700:45.000_0700:51.000,6,1,g
27126,14528,14533,0700:51.000_0702:25.000,94,0,r
