node_id,geometry,
429,"POINT (-112.194000 33.668150)"
21854,"POINT (-112.194000 33.668210)"
21855,"POINT (-112.194000 33.668170)"
21856,"POINT (-112.194000 33.668140)"
21857,"POINT (-112.194000 33.668110)"
