link_id,tmc_corridor_name,link_type_name,from_node_id,to_node_id,from_cell_code,lanes,length,free_speed,FFTT,time_period,volume,CA,CD,density,queue_length,discharge_rate,TD_free_flow_travel_time,waiting_time_in_sec,RT_speed,speed,geometry,notes
30,,,30,31,B1,2,1.000,30.000,2.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.188587 33.654193, -112.161528 33.654379)",simulation-based
31,,,31,32,C1,2,1.000,30.000,2.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.161528 33.654379, -112.136488 33.654552)",simulation-based
31,,,31,32,C1,2,1.000,30.000,2.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.161528 33.654379, -112.136488 33.654552)",simulation-based
31,,,31,32,C1,2,1.000,30.000,2.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.161528 33.654379, -112.136488 33.654552)",simulation-based
31,,,31,32,C1,2,1.000,30.000,2.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,3600.000,2.000,0.000,30.000,"LINESTRING (-112.161528 33.654379, -112.136488 33.654552)",simulation-based
32,,,32,33,D1,2,1.000,30.000,2.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.136488 33.654552, -112.115040 33.654688)",simulation-based
32,,,32,33,D1,2,1.000,30.000,2.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.136488 33.654552, -112.115040 33.654688)",simulation-based
32,,,32,33,D1,2,1.000,30.000,2.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.136488 33.654552, -112.115040 33.654688)",simulation-based
32,,,32,33,D1,2,1.000,30.000,2.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.136488 33.654552, -112.115040 33.654688)",simulation-based
33,,,34,2,G1,2,1.000,20.000,3.000,0600:00.000_0700:00.000,231.000,249.000,231.000,9.000,18.000,3600.000,3.000,0.000,20.000,"LINESTRING (-112.063388 33.655055, -112.029867 33.655286)",simulation-based
33,,,34,2,G1,2,1.000,20.000,3.000,0700:00.000_0800:00.000,339.000,581.000,570.000,5.500,11.000,3600.000,3.000,0.000,20.000,"LINESTRING (-112.063388 33.655055, -112.029867 33.655286)",simulation-based
33,,,34,2,G1,2,1.000,20.000,3.000,0800:00.000_0900:00.000,428.000,1016.000,998.000,9.000,18.000,3600.000,3.000,0.000,20.000,"LINESTRING (-112.063388 33.655055, -112.029867 33.655286)",simulation-based
33,,,34,2,G1,2,1.000,20.000,3.000,0900:00.000_1000:00.000,414.000,1432.000,1412.000,10.000,20.000,3600.000,3.000,0.000,20.000,"LINESTRING (-112.063388 33.655055, -112.029867 33.655286)",simulation-based
34,,,33,35,E1,2,1.000,30.000,2.000,0600:00.000_0700:00.000,299.000,309.000,299.000,5.000,10.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.115040 33.654688, -112.088630 33.654881)",simulation-based
34,,,33,35,E1,2,1.000,30.000,2.000,0700:00.000_0800:00.000,333.000,650.000,632.000,9.000,18.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.115040 33.654688, -112.088630 33.654881)",simulation-based
34,,,33,35,E1,2,1.000,30.000,2.000,0800:00.000_0900:00.000,427.000,1073.000,1059.000,7.000,14.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.115040 33.654688, -112.088630 33.654881)",simulation-based
34,,,33,35,E1,2,1.000,30.000,2.000,0900:00.000_1000:00.000,414.000,1482.000,1473.000,4.500,9.000,1800.000,2.000,0.000,30.000,"LINESTRING (-112.115040 33.654688, -112.088630 33.654881)",simulation-based
35_credit,,,35,34,F1,2,1.000,10.000,6.000,0600:00.000_0700:00.000,249.000,299.000,249.000,25.000,50.000,1800.000,6.000,0.000,10.000,"LINESTRING (-112.088630 33.654881, -112.063388 33.655055)",simulation-based
35_credit,,,35,34,F1,2,1.000,10.000,6.000,0700:00.000_0800:00.000,332.000,632.000,581.000,25.500,51.000,1800.000,6.000,0.000,10.000,"LINESTRING (-112.088630 33.654881, -112.063388 33.655055)",simulation-based
35_credit,,,35,34,F1,2,1.000,10.000,6.000,0800:00.000_0900:00.000,435.000,1059.000,1016.000,21.500,43.000,1800.000,6.000,0.000,10.000,"LINESTRING (-112.088630 33.654881, -112.063388 33.655055)",simulation-based
35_credit,,,35,34,F1,2,1.000,10.000,6.000,0900:00.000_1000:00.000,416.000,1473.000,1432.000,20.500,41.000,1800.000,6.000,0.000,10.000,"LINESTRING (-112.088630 33.654881, -112.063388 33.655055)",simulation-based
36,,,36,31,C1,3,1.000,30.000,2.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,3000.000,2.000,0.000,30.000,"LINESTRING (-112.168880 33.660658, -112.161528 33.654379)",simulation-based
36,,,36,31,C1,3,1.000,30.000,2.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,3000.000,2.000,0.000,30.000,"LINESTRING (-112.168880 33.660658, -112.161528 33.654379)",simulation-based
36,,,36,31,C1,3,1.000,30.000,2.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,3000.000,2.000,0.000,30.000,"LINESTRING (-112.168880 33.660658, -112.161528 33.654379)",simulation-based
36,,,36,31,C1,3,1.000,30.000,2.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,3000.000,2.000,0.000,30.000,"LINESTRING (-112.168880 33.660658, -112.161528 33.654379)",simulation-based
37,,,31,36,C1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168880 33.660658)",simulation-based
37,,,31,36,C1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168880 33.660658)",simulation-based
37,,,31,36,C1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168880 33.660658)",simulation-based
37,,,31,36,C1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168880 33.660658)",simulation-based
38,,,31,37,C1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168717 33.648094)",simulation-based
38,,,31,37,C1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168717 33.648094)",simulation-based
38,,,31,37,C1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168717 33.648094)",simulation-based
38,,,31,37,C1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.168717 33.648094)",simulation-based
39,,,37,31,C2,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.168717 33.648093, -112.161528 33.654379)",simulation-based
39,,,37,31,C2,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.168717 33.648093, -112.161528 33.654379)",simulation-based
39,,,37,31,C2,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.168717 33.648093, -112.161528 33.654379)",simulation-based
39,,,37,31,C2,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.168717 33.648093, -112.161528 33.654379)",simulation-based
40,,,38,33,E1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,1550.000,1579.000,1550.000,9.667,29.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.117524 33.662468, -112.115041 33.654688)",simulation-based
40,,,38,33,E1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,1870.000,3449.000,3420.000,9.667,29.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.117524 33.662468, -112.115041 33.654688)",simulation-based
40,,,38,33,E1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,1905.000,5354.000,5325.000,9.667,29.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.117524 33.662468, -112.115041 33.654688)",simulation-based
40,,,38,33,E1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,1940.000,7295.000,7265.000,10.000,30.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.117524 33.662468, -112.115041 33.654688)",simulation-based
41,,,33,38,E1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115040 33.654688, -112.117523 33.662469)",simulation-based
41,,,33,38,E1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115040 33.654688, -112.117523 33.662469)",simulation-based
41,,,33,38,E1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115040 33.654688, -112.117523 33.662469)",simulation-based
41,,,33,38,E1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115040 33.654688, -112.117523 33.662469)",simulation-based
42,,,33,39,E1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,1212.000,1241.000,1212.000,9.667,29.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.115355 33.646833)",simulation-based
42,,,33,39,E1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,1534.000,2770.000,2746.000,8.000,24.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.115355 33.646833)",simulation-based
42,,,33,39,E1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,1486.000,4252.000,4232.000,6.667,20.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.115355 33.646833)",simulation-based
42,,,33,39,E1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,1527.000,5783.000,5759.000,8.000,24.000,5700.000,0.923,-0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.115355 33.646833)",simulation-based
43,,,39,33,E2,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115354 33.646833, -112.115040 33.654688)",simulation-based
43,,,39,33,E2,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115354 33.646833, -112.115040 33.654688)",simulation-based
43,,,39,33,E2,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115354 33.646833, -112.115040 33.654688)",simulation-based
43,,,39,33,E2,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115354 33.646833, -112.115040 33.654688)",simulation-based
44,,,40,35,F1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.094357 33.660427, -112.088630 33.654881)",simulation-based
44,,,40,35,F1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.094357 33.660427, -112.088630 33.654881)",simulation-based
44,,,40,35,F1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.094357 33.660427, -112.088630 33.654881)",simulation-based
44,,,40,35,F1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.094357 33.660427, -112.088630 33.654881)",simulation-based
45,,,35,40,F1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.094356 33.660427)",simulation-based
45,,,35,40,F1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.094356 33.660427)",simulation-based
45,,,35,40,F1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.094356 33.660427)",simulation-based
45,,,35,40,F1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.094356 33.660427)",simulation-based
46,,,35,41,F1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.099647 33.647918)",simulation-based
46,,,35,41,F1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.099647 33.647918)",simulation-based
46,,,35,41,F1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.099647 33.647918)",simulation-based
46,,,35,41,F1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.099647 33.647918)",simulation-based
47,,,41,35,F2,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.099647 33.647918, -112.088630 33.654881)",simulation-based
47,,,41,35,F2,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.099647 33.647918, -112.088630 33.654881)",simulation-based
47,,,41,35,F2,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.099647 33.647918, -112.088630 33.654881)",simulation-based
47,,,41,35,F2,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.099647 33.647918, -112.088630 33.654881)",simulation-based
48,,,4,36,B1,2,1.000,30.000,2.000,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1400.000,2.000,0.000,30.000,"LINESTRING (-112.182704 33.667637, -112.168880 33.660658)",simulation-based
48,,,4,36,B1,2,1.000,30.000,2.000,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1400.000,2.000,0.000,30.000,"LINESTRING (-112.182704 33.667637, -112.168880 33.660658)",simulation-based
48,,,4,36,B1,2,1.000,30.000,2.000,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1400.000,2.000,0.000,30.000,"LINESTRING (-112.182704 33.667637, -112.168880 33.660658)",simulation-based
48,,,4,36,B1,2,1.000,30.000,2.000,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1400.000,2.000,0.000,30.000,"LINESTRING (-112.182704 33.667637, -112.168880 33.660658)",simulation-based
49,,,2,34,H1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655287, -112.063388 33.655056)",simulation-based
49,,,2,34,H1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655287, -112.063388 33.655056)",simulation-based
49,,,2,34,H1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655287, -112.063388 33.655056)",simulation-based
49,,,2,34,H1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.029867 33.655287, -112.063388 33.655056)",simulation-based
50,,,34,35,G1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.063388 33.655056, -112.088630 33.654882)",simulation-based
50,,,34,35,G1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.063388 33.655056, -112.088630 33.654882)",simulation-based
50,,,34,35,G1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.063388 33.655056, -112.088630 33.654882)",simulation-based
50,,,34,35,G1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.063388 33.655056, -112.088630 33.654882)",simulation-based
51,,,35,33,F1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.115041 33.654688)",simulation-based
51,,,35,33,F1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.115041 33.654688)",simulation-based
51,,,35,33,F1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.115041 33.654688)",simulation-based
51,,,35,33,F1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.088630 33.654882, -112.115041 33.654688)",simulation-based
52,,,33,32,E1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.136488 33.654552)",simulation-based
52,,,33,32,E1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.136488 33.654552)",simulation-based
52,,,33,32,E1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.136488 33.654552)",simulation-based
52,,,33,32,E1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.115041 33.654688, -112.136488 33.654552)",simulation-based
53,,,32,31,D1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
53,,,32,31,D1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
53,,,32,31,D1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
53,,,32,31,D1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.136488 33.654552, -112.161528 33.654380)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
54,,,31,30,C1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.161528 33.654380, -112.188588 33.654193)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
55,,,30,1,B1,3,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,5700.000,0.923,0.000,65.000,"LINESTRING (-112.188588 33.654193, -112.216413 33.653927)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1579.000,1745.000,1579.000,166.000,166.000,1900.000,0.924,0.025,64.970,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1870.000,4430.000,3449.000,981.000,981.000,1900.000,0.925,0.142,64.834,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1905.000,7232.000,5354.000,1878.000,1878.000,1900.000,0.928,0.266,64.689,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
56,,,7,38,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1941.000,9882.000,7295.000,2587.000,2587.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.120306 33.668067, -112.117524 33.662468)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
57,,,38,7,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117523 33.662469, -112.120306 33.668067)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1187.000,1212.000,1187.000,25.000,25.000,1900.000,0.923,0.001,64.999,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1536.000,2746.000,2723.000,23.000,23.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1486.000,4232.000,4209.000,23.000,23.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
58,,,39,23,E2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1525.000,5759.000,5734.000,25.000,25.000,1900.000,0.923,-0.000,65.000,"LINESTRING (-112.115355 33.646833, -112.117340 33.639870)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0600:00.000_0700:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0700:00.000_0800:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0800:00.000_0900:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
59,,,23,39,E2,1,1.000,65.000,0.923,0900:00.000_1000:00.000,0.000,0.000,0.000,0.000,0.000,1900.000,0.923,0.000,65.000,"LINESTRING (-112.117340 33.639870, -112.115354 33.646833)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0600:00.000_0700:00.000,1269.000,1311.000,1269.000,42.000,42.000,1900.000,0.923,0.003,64.996,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0700:00.000_0800:00.000,1868.000,3344.000,3137.000,207.000,207.000,1900.000,0.923,0.024,64.972,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0800:00.000_0900:00.000,1905.000,5436.000,5042.000,394.000,394.000,1900.000,0.924,0.055,64.936,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
60,,,7,42,E1,1,1.000,65.000,0.923,0900:00.000_1000:00.000,1941.000,7162.000,6983.000,179.000,179.000,1900.000,0.923,-0.000,65.000,"LINESTRING (-112.120306 33.668067, -112.119621 33.671412)",simulation-based
